Jules Verne	JULES VERNE	0.3
	A Vadnyugat-vadon utolsó nyúl­ványai itt szakadtak meg, a Csúszómászó-fokon, s a fák közt a fiú sűrű bambuszcsoportokat pillantott meg.	-0.6
- Xem kìa!	- Jaj de jó!	1.02
	- kiáltott föl.	-0.3
Cái gì dưới đó vậy?	- Ez aztán értékes fölfedezés!...	0.18
- Ê, thuyền kìa!	- Értékes?	1.15
– Pencroff kêu theo thói quen của một chàng thuỷ thủ.	- álmélkodott Pencroff. ~~~ - Semmi kétség - felelte Harbert.	-0.00267857
	- De hát azt el sem mondom neked, Pencroff, hogy a bambusz keskeny szalagokra hasított héja kosárfonásra szolgál; azt sem, hogy a megőrölt, vízben áztatott bambusznádból Kínában papirost gyártanak; sem azt, hogy bot, sétapálca, pipaszár, vízvezetékcső készül belőle, szárvastagság szerint; azt sem teszem szóvá, hogy a vastagabb bambusztörzs építőanyagnak is kitűnő, mert könnyű, tartós, és nem őrlik meg a férgek.	-0.3
	Sőt még azt sem közlöm veled, hogy ha az ember kettéfűrészeli a bambusznád csomóját, és a benne levő harántlemez egyik felét meghagyja talpazatnak, akkor olyan alkalmatos, kézhez álló kancsóféleséghez jut, amilyen főként Kínában használatos.	-0.3
	Nem, mindezt hiába is említeném, hiszen téged mindez éppenséggel nem érdekel.	-0.3
Không một lời đáp lại!	Viszont... ~~~ - Viszont...?	-0.018
Con thuyền vẫn tiến gần, và khí nó còn cách họ chừng mười hai bước, chàng thuỷ thủ kinh ngạc thốt lên: ~~~ 	- Viszont azt válaszolom, hogy: ha nem tudnád, Kínában úgy eszik a bambuszt, akár minálunk a spárgát.	-0.0315789
- Ơ, thuyền của ta đây mà!	- Harminc láb magas spárga!	0.765385
Nó bị đứt neo, nên nó mới trôi xuôi dòng.	- hüledezett a tengerész. ~~~ - És jó étel?	-0.0225
Thật đúng lúc ghê!	- Kitűnő - felelte Harbert.	0.245455
	- Csakhogy nem éppen a harminc láb magas szárakat eszik, hanem a fiatal hajtásokat.	-0.3
- Thuyền của ta ư?	- Remek, fiam, remek!	0.884211
– kỹ sư lẩm bẩm.	- örvendezett Pencroff.	0.286364
Nab và chàng thuỷ thủ đã khéo léo dùng một cái sào dài móc chiếc thuyền vào bờ.	- És hozzátehetem, hogy a zsenge bambusz szárának ecetben pácolt bele ízletes fűszer.	0.277778
Viên kỹ sư nhảy xuống thuyền trước tiên, túm lấy sợi dây neo, sờ nắn và tin chắc là nó đã bị cứa vào vách đá đứt thật.	- Még remekebb, Harbert! ~~~ - Végül pedig elárulhatom, hogy a bambusz boga cukros levet izzad, és abból nagyon kellemes ital készül.	-0.02
Chàng nhà báo khẽ nói với ông: ~~~ 	- Ez minden? ~~~ - kérdezte a tengerész.	-0.154412
- Tôi cho đây là một trường hợp…	- Ez minden! ~~~ - Pipába nem jó véletlenül?	0.246154
	- Sajnos, abba nem, szegény barátom!	-0.3
	Harbertnek és Pencroffnak nem kellett sokáig keresgélniök, hamarosan megtalálták az éji szállásnak alkalmas helyet.	-0.3
	A szél korbácsolta délnyugati hullámok gyakorta verdesték a part menti sziklákat, ezért sok rés nyílt bennük; olyan üreg is nem egy akadt, amelyben a telepesek meghúzódhattak éjszakára, hogy ne csapja őket a hűvös levegő.	-0.3
	A tengerész és Harbert már éppen arra készültek, hogy behatolnak az egyik üregbe, de hátrahőköltek, mert vérfagyasztó bömbölés tört ki belőle.	-0.6
- Rất lạ kì!	- Vissza!	1.1
	- kiáltotta Pencroff. ~~~ - A mi puskánkban csak sörét van, márpedig az az állat, amelyik ilyen szépen ordít, a sörétet csak annyiba venné, mintha sót hintenénk a farkára!	-0.3
	A tengerész megragadta Harbert karját, és visszarántotta a sziklák közül; épp jókor, mert egy pillanattal később jól, megtermett vadállat jelent meg a barlang nyílásában.	-0.3
	Jaguár volt, legalább akkora, mint ázsiai rokonai: orrától a farka tövéig több mint öt láb hosszúságú.	-0.3
	Rőtes bundáját, ellentétben hasa fehér szőrzetével, több sor nagy, fekete petty tarkította.	-0.3
	Harbert tüstént fölismerte benne a tigris vérengző vetélytársát: a jaguár sokkal félelmetesebb, mint rokona, az ezüst oroszlánnak is nevezett kuguár, az legföljebb a farkas vetélytársa lehet.	-0.3
	A jaguár szőrét borzolva előbbre lépett, és tűzben égő szemmel nézett körül; nyilván sohasem látott még embert.	-0.3
	Ebben a pillanatban Gedeon Spilett megkerülte a magas sziklákat, Harbert pedig abban a hitben, hogy az újságíró nem vette észre a jaguárt, elébe futott; a kiváló vadász azonban csak intett, és folytatta útját.	-0.3
	Nem ez volt az első jaguár életében; tízlépésnyire megközelítette a fenevadat, aztán puskáját ráirányítva megállt, egyetlen izma sem rezzent.	-0.3
	A jaguár most őellene fordult, és nekirontott, de abban a pillanatban, amikor reá akarta vetni magát, golyó találta a két szeme közt, és holtan rogyott össze.	-0.3
– Cyrus Smith nói nốt ý của chàng nhà báo.	Harbert és Pencroff a jaguárhoz rohant. ~~~ Nab és Cyrus Smith is odaszaladt.	0.353571
	Percekig bámulták a földön elnyúlt, hatalmas bestiát; aztán elhatározták, hogy pompás bundáját dísznek akasztják a Gránitpalota nagytermének a falára.	-0.3
Dẫu sao thì sự ngẫu nhiên này cũng là một dịp may!	- Ó, Spilett úr! ~~~ - kiáltott föl Harbert érthető lelkesedéssel.	-0.0218182
	- Mennyire csodálom önt, és mennyire irigylem!	-0.3
	- Nincs miért, fiacskám - felelte az újságíró -, te is ezt tetted volna az én helyemben.	-0.3
Mọi người xuống thuyền.	- Én? ~~~ Ilyen hidegvérűen?...	0
	- Képzeld, Harbert, hogy nem jaguárra lősz, hanem nyúlra, akkor mindjárt olyan nyugodtan célzol majd rá, mint annak a rendje!	-0.3
	- Hát, ami azt illeti - jegyezte meg Pencroff -, ez a jaguár már a nyúlnál is ártalmatlanabb...	-0.3
	- Most pedig, barátaim - mondta Gedeon Spilett -, ha már a jaguár volt szíves önszántából kiköltözni a lakásából, nem látom be, miért ne foglalhatnánk el ezt a barlangot éjszakára...	-0.3
Họ không nghi ngờ rằng dây neo bị cắt đứt!	- Talán más jaguár is lakik benne, és később hazajön!	0.281633
Kì lạ hơn con thuyền đã xuất hiện đúng lúc và những người ngụ cư ở trên bờ có thể tóm được nó.	- vetette ellen Pencroff. ~~~ - Elég, ha tüzet gyújtunk az üreg bejáratánál - felelte az újságíró -, akkor semmiféle állat nem meri átlépni a küszöböt.	-0.0121622
	- Nosza rajta, gyerünk a jaguárpalotába!	-0.3
Chứ chậm một lát nữa thôi là nó trôi hút ra biển mất rồi.	- kiáltott a tengerész, és magával vonszolva a jaguár tetemét, elindult.	0.281538
	A telepesek követték őt az elhagyott barlang felé, ott pedig a menedék előtt Nab megnyúzta a jaguárt, társai pedig eközben nagy halom száraz rőzsét hordtak a bejárathoz, találtak bőséggel az erdőn.	-0.3
	Cyrus Smith azonban, aki szintén fölfedezte a bambuszcsoportot, odament, levágott néhány szárat, és darabjait a tüzelő közé szórta.	-0.3
	Amikor mindezzel elkészültek, nagy nehezen letelepedtek a barlang földjén szanaszét heverő lerágott csontok közt; fegyvereiket mindenesetre megtöltötték, hogy váratlan támadás ne érje őket készületlenül; aztán megvacsoráztak, majd amikor elérkezett a lefekvés ideje, meg­gyújtották a barlang szájánál fölhalmozott rőzsét. ~~~ Hirtelen valóságos sortűz reszkettette meg a levegőt!	-0.3
Sau mấy nhịp chèo những người khai khẩn đã trở về đến cửa sông Tạ ơn.	A bambuszdarabkákat elérte a láng, azok durrogtak úgy, mint a tűzijáték röppentyűi.	0.3
Họ lôi thuyền lên bờ cát gần Hang ngụ cư, và tất cả đi về chỗ thang dây của Lâu đài Đá hoa cương.	Ez a zenebona önmagában is elegendőnek bizonyult, hogy a legbátrabb ragadozókat is elriassza a barlang tájékáról.	0.297222
	A durrogtatásnak ez a módja nem a mérnök találmánya volt, Marco Polo72 szerint a tatárok évszázadok óta így tartják távol táborhelyeiktől Közép-Ázsia félelmetes vadállatait. ~~~ ÖTÖDIK FEJEZET	-0.3
	Gedeon Spilett javaslata: térjenek haza a déli parton - A tengerszegély képe -	-0.3
	Kutatás a föltételezett hajótöröttek után - Roncs a levegőben - Természetes kikötő -	-0.3
	Éjjel a Hála-folyó mentén - Az elsodort ladik	-0.3
	Cyrus Smith és társai úgy aludtak a barlangban, amelyet a jaguár oly udvariasan átengedett nekik, akár igaz lelkiismeretű mormoták.	-0.3
	A napkelte azonban már valamennyiüket a parton érte, a félsziget csúcsán, tekintetük a messzeséget fürkészte, a láthatár kerülete kétharmad részben kitárult előttük.	-0.3
	A mérnök azonban ezúttal is csak azt állapíthatta meg, hogy sem vitorla, sem hajóroncs nem látszik a tengeren, és távcsővel sem látott többet, mint szabad szemmel: semmi gyanús nincsen se közel, se távol.	-0.3
	Hasonlóképpen semmi föltűnő nem ötlött szemébe a parton sem, legalábbis a földnyelv hárommérföldes, egyenes vonalú déli szegélyén; azon túl azonban sarló alakú bemélyedés takarta el a fövénysávot, úgyhogy a magas sziklák mögött rejtőzködő Karom-fok nem is látszott a Csúszómászó-fok csúcsáról. ~~~ Most már csak a sziget déli partvidékét kellett fölkutatniok.	-0.3
	Mármost vajon nekivágjanak-e tüstént a fölfedező útnak, és szánják-e reá az egész november 2-át?	-0.3
	Ez az ötlet nem egyezett az eredeti tervvel. ~~~ Hiszen amikor a pirogot a Hála-folyó forrásánál hagyták, abban állapodtak meg, hogy csak a nyugati partot járják végig, aztán visszamennek, csónakba szállnak, és vízi úton térnek vissza a Gránitpalotába.	-0.3
	Cyrus Smith akkor még azt hitte, a nyugati tengermellékén menedéket találhat akár egy végveszedelemben levő gőzös, akár egy menetrendszerű útját járó vitorlás is; mihelyt azonban rájött, hogy ez a partszakasz semmiféle kikötési lehetőséget nem kínál, belátta: a sziget déli fertályán kell keresnie azt, amit nem talált meg a nyugati szegélyen.	-0.3
	Gedeon Spilett azt javasolta: folytassák a fölfedező utat, és állapítsák meg egyszer már végérvényesen, történt-e valóban hajótörés a sziget körüli vizeken; majd megkérdezte, milyen távolságra lehet a Karom-fok a félsziget csúcsától.	-0.3
	- Körülbelül harmincmérföldnyire - felelte a mérnök -, ha számításba vesszük a partvonal kanyargását is. ~~~ - Harmincmérföldnyire! ~~~ - kiáltott föl Gedeon Spilett.	-0.3
	- Hiszen az egész napi kemény gyaloglást jelent!	-0.3
	Én azonban azt hiszem, nekünk a déli parton kell hazatérnünk a Gránit­palotába.	-0.3
	- Csakhogy még a Karom-foktál is legalább tízmérföldes útra kell számítanunk a Gránit­palotáig!	-0.3
	- jegyezte meg Harbert. ~~~ - Számítsunk összesen negyven mérföldet - mondta az újságíró -, és vágjunk neki habozás nélkül.	-0.3
Nhưng bỗng con Top bắt đầu sủa dữ dội, còn Nab thì mò mẫm tìm bậc thang thứ nhất và hét lên kinh hoàng.	Legalább azt az ismeretlen partvidéket is szemügyre vehetjük, és nem kell majd újabb fölfedező útra indulnunk a kedvéért. ~~~ - Igaza van! ~~~ - mondta Pencroff. ~~~ - De hát mi lesz a piroggal?	-0.153378
	- Ha a pirog egy napig őrizetlenül maradhatott a Hála-folyó forrásánál - válaszolta Gedeon Spilett -, akkor két napig még meglehet magában.	-0.3
	Semmi okunk azt állítani, hogy a szigeten hemzsegnek a tolvajok!	-0.3
	- Ámbátor, ha a teknősbéka esetére gondolok - jegyezte meg a tengerész -, akkor nincs túl nagy bizalmam a sziget erkölcseit illetőleg... ~~~ - A teknősbéka! ~~~ A teknősbéka!	-0.3
Thang dây đã biến mất.	- legyintett az újságíró.	0.288462
	- Hát nem állapítottuk meg, hogy a tenger fordította vissza a talpára?	-0.3
* ~~~ 	- Ki tudja?	-0.225
	- mormogta a mérnök.	-0.3
	- Csakhogy... - kezdte Nab.	-0.3
	Mondani akart valamit, mert már szólásra nyitotta száját, de aztán elhallgatott.	-0.3
	- Mit akartál mondani, Nab?	-0.3
	- kérdezte tőle a mérnök.	-0.3
	- Azt, hogy ha a parton kerüljük meg a Karom-fokot - felelte Nab -, akkor utunkat szegi a... ~~~ - A Hála-folyó!	-0.3
	- kiáltott föl Harbert.	-0.3
	- Valóban!	-0.3
	Pedig sem hidunk, sem csónakunk nincs az átkeléshez!	-0.3
	- Annyi baj legyen, Cyrus úr - mondta Pencroff -, néhány úszó fatörzs segítségével gyerekjáték lesz átjutni a folyón!	-0.3
	- Remélhetőleg - hagyta rá Gedeon Spilett -, de azért ugyancsak hasznos lenne végre minél előbb hidat építeni reája, hogy könnyebben megközelíthessük a Vadnyugat-vadont.	-0.3
* * ~~~ 	- Hidat?	-0.09
	- kiáltotta Pencroff.	-0.3
Cyrus Smith im lặng dừng lại.	- Miért ne? ~~~ Cyrus úr nem mérnök-e talán?	0.239655
Các bạn của ông sờ soạng tìm trong đêm tối bức tường đá hoa cương.	Bízza csak reá, majd csinál ő nekünk hidat, ha hídra lesz szükségünk.	0.260294
	Én azonban fejemet teszem rá, hogy ma este valamennyiüket átszállítom a Hála-folyó túloldalára, és még a ruhájuk csücske sem nedvesedik át!	-0.3
Thoạt đầu họ tưởng gió đã thổi bay chiếc thang đi, sau họ lại cho rằng thang bị đứt, nên tìm mãi trên mặt đất.	Van még egynapi élelmünk, és ez a legfontosabb; máskülönben pedig itt talán még vadban sem lesz olyan hiány, mint a tegnapi vidéken.	0.295122
	Gyerünk! ~~~ Az újságíró javaslatát csak a tengerész pártolta ilyen élénken, de azért a többiek is elfogadták, mivel mindannyian szívesen eloszlatták volna már valamennyi kétségüket, márpedig ha a Karom-fok érintésével térnek haza, ez azt jelenti, hogy nagyjából végigcserkészték a szigetet.	-0.3
	Tehát egyetlen veszteni való órájuk sem volt, hiszen negyven mérföld egynapi járóútnak éppen nem csekélység, arra pedig már semmiképpen sem számíthattak, hogy még sötétedés előtt érnének haza a Gránitpalotába.	-0.3
Nhưng chiếc thang dây đã không còn ở đó nữa.	Hajnali hat órakor a kis csoport fölkerekedett.	0.259091
	Arra is gondolniok kellett, hogy útközben valamilyen kétlábú vagy négylábú ellenséggel találkozhatnak, ezért puskáikat golyóra töl­tötték, Topot pedig arra biztatták, fusson előre, és fürkéssze végig az erdő szegélyét.	-0.3
	A félsziget nyúlványától kezdődően a part jókora körívet írt le, s a telepesek gyorsan végiggyalogoltak ezen a mintegy ötmérföldes szakaszon, ahol a legaprólékosabb vizsgáló­dással sem fedezték föl sem régebbi, sem újabb partraszállás jelét: hajóroncsot, elhagyott táborhelyet, kioltott tábortűz maradványát vagy emberi lábnyomot.	-0.3
	Miután elérkeztek a kanyarulatot lezáró kiszögelléshez, attól fogva északkeletnek tartott a part, a Washington-öböl felé, s erről a pontról tekintetük végigsuhanhatott a sziget déli tenger­szegélyének teljes terjedelmén.	-0.3
	A part, mintegy huszonöt mérföldnyi távolságban, a Karom-fokban végződött, amely maga csupán elmosódottan rajzolódott ki a hajnali ködben, valamilyen tükröződési tünemény a levegőbe emelte, mintha a föld és a víz közt lebegne a magasban.	-0.3
	A telepesek tartózkodási helyétől a hatalmas öböl mélye felé vonuló part előterét széles, sima, egyenletes fövénysáv képezte, amelyet fák füzére keretezett; hátrébb azonban igencsak szabálytalanná változott, és hegyes földnyelveket öltögetett a tengerbe; még távolabb végül fekete szirtek torlódtak rajta festői rendetlenségben egészen a Karom-fokig.	-0.3
