ĐỎ VÀ ĐEN (Tập 1)	Vörös és fekete	0.229412
Trong cơn phẫn nộ vì cái quỷ kế ông cho là hèn mạt, mà người ta đã dùng đối với Julien, ông kể câu chuyện của anh ta cho hầu tước nghe.	Haragjában, a mit azon a - szerinte - gyalázatos eljáráson érzett, melyet Juliennel szemben követtek, elmesélte történetét a marquisnak.	0.260465
Tuy rất giàu có, nhưng vị đại lãnh chúa đó không hà tiện tí nào.	Noha igen gazdag volt, ez a nagy úr nem volt zsugori.	0.126667
Ông chưa hề bao giờ ép được linh mục Pirard nhận cho, dù chỉ là tiền bồi hoàn những bưu phí do vụ kiện gây nên.	Sohasem tudta reábírni Pirard abbét még csak arra sem, hogy elfogadja a pör miatt való postaköltségek visszatérítését.	0.451014
Ông bèn tóm lấy ý kiến gửi năm trăm quan cho người học trò yêu của ông kia.	Megragadta az alkalmat, hogy ötszáz francot küldjön kedvencz növendékének.	0.271622
Ông de La Mole chịu khó tự tay viết bức thư gửi tiền.	De La Mole úr nem röstelte a fáradtságot, hogy maga írja meg a kísérő levelet.	0.644361
Việc đó làm ông nghĩ đến nhà tu sĩ.	Ez alkalmul szolgált neki, hogy az abbéra gondoljon.	0.24
Một hôm, ông này nhận được một lá thư nhỏ mời ông, vì có việc cấp bách, đến ngay tức khắc một quán trọ ở ngoại ô Besancon.	Egy nap Pirard abbé kis levelet kapott, a mely fölszólította, hogy sürgős ügyben haladéktalanúl jelenjék meg Besançon egyik külvárosi fogadójában.	0.293571
Tới đó, ông gặp người quản lý của ông de La Mole.	De La Mole úr intendánsát találta ott.	0.529054
— Ngài hầu tước sai tôi đem xe song mã của ngài lại cho ông, người đó nói với ông.	- A marquis úr meghagyta, hogy jöjjek ide önért a hintójával, - mondá neki ez az ember.	0.258228
Ngài mong rằng sau khi đọc lá thư này, ông có thể đi Paris được, trong vòng bốn năm ngày.	- Reményli, hogy miután elolvasta ezt a levelet, négy vagy öt nap mulva ön Párisba fog jönni.	0.268235
Tôi sẽ dùng khoảng thời gian mà ông vui lòng chỉ định cho, để đi thăm các đất đai của Ngài hầu tước ở Franche-Comté.	Azt az időt, a mit szíves lesz megállapítani, arra fogom használni, hogy bejárjam a marquis úr franche-comtéi birtokait.	0.251786
Sau đó, chúng ta sẽ đi Paris, ngày nào là tùy ở ông.	Azután, a mely napon önnek tetszik, utazunk Párisba.	0.269388
Bức thư rất ngắn:	A levél rövid volt:	0.252632
"Thưa quý ông, xin ông hãy giũ bỏ tất cả những chuyện eo xèo của tỉnh lẻ, đến thở một không khí yên tĩnh ở Paris.	"Hagyja ott, kedves uram, a vidéki bajlódást és jöjjön szabadon lélegzeni Párisba.	0.13125
Tôi gửi tới ông cỗ xe của tôi, nó có lệnh phải chờ đợi sự quyết định của ông, trong bốn ngày.	Küldöm a kocsimat, melynek parancsa van, hogy négy napig várjon önre.	0.101538
Còn tôi sẽ chờ đợi ông, ở Paris, cho đến thứ ba.	Magam keddig várom önt Párisban.	0.084375
Thưa ông, tôi chỉ cần ông ừ cho một tiếng, là tôi sẽ đứng lên nhận, nhân danh ông, một giáo khu tốt nhất của vùng ngoại vi thành phố Paris.	Csak igent kell mondania, hogy öné legyen Páris környékének egyik legjobb plébániája.	0.0607143
Người giàu có nhất trong các giáo dân thuộc giáo khu tương lai của ông, chưa được gặp mặt ông bao giờ, nhưng dốc lòng tận tụy với ông nhiều hơn là ông có thể tưởng được, chính là hầu tước de La Mole".	Jövendőbeli híveinek leggazdagabbika sohasem látta önt, de sokkal jobban ragaszkodik önhöz, semmint gondolná, mert az - de La Mole marquis."	0.375714
Nhà tu sĩ nghiêm khắc Pirard cũng không ngờ đâu rằng ông lại yêu cái chủng viện này, đầy dẫy những kẻ thù của ông, và từ mười lăm năm trời nay, ông đã dành cho nó tất cả tâm tư.	A nélkül, hogy sejtette volna, a szigorú Pirard abbé szerette ezt a szemináriumot, mely tele volt ellenségeivel és a mely tizenöt év óta minden gondolatát betöltötte.	0.333692
Bức thư của ông de La Mole đối với ông khác nào sự xuất hiện của nhà giải phẫu có nhiệm vụ phải làm một cuộc mổ xẻ đau đớn và cần thiết.	De La Mole úr levele úgy hatott reá, mint a kegyetlen és szükséges műtét végrehajtásával megbízott sebész megjelenése.	0.509755
Sự huyền chức của ông là chắc chắn rồi.	Elmozdíttatása bizonyos volt.	0.12
Ông ước hẹn với viên quản lý trong ba ngày nữa.	Az intendánsnak három nap múltára adott találkozót.	0.294231
Trong bốn mươi tám tiếng đồng hồ, ông bồi hồi phấp phỏng.	Negyvennyolcz órán át a bizonytalanság láza gyötörte.	0.229091
Sau cùng, ông viết thư cho ông de La Mole, và biên soạn, để gửi Đức Giám mục, một bức thư tuyệt tác về lối văn tăng lữ, nhưng hơi dài.	Végre írt de La Mole úrnak és megszerkesztett egy levelet a püspök ő kegyelmességéhez, mely remeke volt az egyházi irálynak, csak kissé hosszúra nyúlt.	0.535804
Thật khó lòng mà tìm được những câu văn hoàn mỹ hơn và có một khi vị kính cẩn chân thành hơn.	Bajos lett volna kifogástalanabb és az őszinte tiszteletet jobban kifejező mondatokat találni.	0.252809
Tuy vậy bức thư đó, dụng ý để gây cho ông de Frilair một giờ đồng hồ khó khăn trước mặt quan thầy, kể lể tách bạch tất cả những chủ đề khiếu nại nghiêm trọng, và đi xuống đến cả những chuyện phiền hà bẩn thỉu nhỏ nhặt làm cho nhà tu sĩ Pirard, sau sáu năm trời ròng rã, chịu đựng một cách nhẫn nại, nay bắt buộc rời bỏ địa phận giám mục.	És mégis ez a levél, mely arra volt szánva, hogy súlyos órát szerezzen de Frilair úrnak főnökével szemben, felhánytorgatott minden komoly panaszt és leszállt egész a kis piszkos bosszantásokig, melyek, hat évi béketűrés után, kényszerítik Pirard abbét, hogy elhagyja a püspökséget.	0.316835
Người ta ăn cắp củi của ông trong kho củi, người ta đánh bả con chó của ông...	Ellopták a tüzelőfáját, megétették a kutyáját stb. ~~~ stb.	-0.065
Bức thư viết xong, ông cho đánh thức Julien dậy, lúc đó là tám giờ tối, anh đã ngủ yên, cũng như tất cả các sinh đồ khác.	Miután bevégezte a levelet, fölkeltette Julient, a ki, mint a többi szeminarista is, esti nyolcz órakor már aludt.	0.219231
— Con biết tòa giám mục ở đâu rồi chứ?	- Tudja, hol van a püspöki palota?	0.154839
Ông nói với anh bằng lối văn La tinh rất văn vẻ, con hãy đem bức thư này đến cho Đức Cha.	- kérdé tőle ékes latin nyelven. ~~~ - Vigye el e levelet ő kegyelmességének.	-0.0507042
Ta sẽ không giấu con rằng ta phái con đến giữa đàn chó sói đấy.	Nem titkolom, hogy farkasok közé küldöm önt.	0.122727
Con hãy nên tỉnh mắt thính tai hết sức.	Legyen csupa szem és csupa fül.	0.155172
Trong những câu trả lời, con không được nói dối điều gì, nhưng con hãy nghĩ rằng kẻ nào hỏi con, có lẽ sẽ có một nỗi vui mừng thực sự nếu có thể làm hại được con.	Semmi hazugság se legyen a feleleteiben; de tartsa eszében, hogy a ki kérdezi, talán nagyon örülne, ha árthatna önnek.	0.0963303
Ta rất vui lòng, con ạ, được cho con cái kinh nghiệm thử thách này trước khi từ biệt các con, vì chả nói giấu gì, bức thư mà con cầm đi đây là thư từ chức của ta.	Nagy megelégedésemre szolgál, gyermekem, hogy mielőtt elhagyom, megszerzem önnek ezt a tapasztalatot, mert nem titkolom, a levél, a mit visz, lemondásom.	0.231915
Julien đứng lặng yên, anh vẫn yêu cha Pirard.	Julien mozdulatlanúl állott; szerette Pirard abbét.	0.709422
Mặc dầu sự cân nhắc đắn đo nhủ anh rằng:	Az eszélyesség hiába súgta neki:	0.154545
Sau khi con người chính trực này đi rồi, thì cánh hội Thánh - Tâm sẽ truất ta và có lẽ đuổi cổ ta đi.	- E derék ember távozása után a Szent-Szív-párt lefokoztat, sőt talán kidobat.	0.404453
Anh không thể nào nghĩ đến mình được.	Nem tudott magára gondolni.	0.0923077
Điều làm anh lúng túng, là một câu mà anh muốn sắp xếp một cách cho lễ phép, và thực sự anh không có tâm trí nào để làm được việc đó.	Egy mondattal vesződött, a mit udvarias formába akart önteni és valóban nem volt ura elméjének.	0.106667
— Thế nào! ~~~ Con, không đi à?	- Nos, barátom, nem megy?	-0.0529412
— Nghĩa là, thưa Cha, Julien nói một cách rụt rè, người ta bảo rằng trong suốt thời gian dài Cha làm giám đốc, Cha không để ra được đồng nào.	- Azt mondják, uram, - szólt félénken Julien, - hogy ön hosszú pályája alatt sem takarított meg semmit.	0.121875
Con hiện có sáu trăm quan.	Nekem van hatszáz francom.	0.276
Nước mắt làm anh nghẹn ngào không nói được nữa.	A könnyek megakadályozták, hogy többet mondjon.	0.242553
— Cả điều đó nữa, rồi cũng sẽ được ghi, ông nguyên giám đốc chủng viện lạnh lùng nói.	- Ez szintén jegyzékbe lesz véve, - szólt hidegen a szeminárium volt igazgatója.	0.192
Đi lên ban giám mục đi, kẻo muộn rồi.	- Siessen a püspökhöz, már későre jár.	0.285
Tình cờ tối hôm đó, nhà tu sĩ de Frilair đến phiên trực trong phòng khách của tòa giám mục, Đức Cha bận đi dự tiệc ở dinh tỉnh trưởng.	A véletlen úgy akarta, hogy ez este de Frilair abbé úr helyettesítse a püspököt szalonjában; ő kegyelmessége a préfet-nél ebédelt.	0.535714
vậy là Julien đưa bức thư cho chính ông de Frilair, nhưng anh không biết ông ta.	Julien tehát a levelet magának de Frilair úrnak adta át, a kit azonban nem ismert.	0.646233
Julien ngạc nhiên thấy ông thầy tu đó mở phăng bức thư gửi cho đức giám mục.	Julien csodálkozva látta, hogy ez az abbé merészen föltépi a püspökhöz czímzett levelet.	0.507227
Khuôn mặt đẹp của ông phó giám mục biểu lộ ngay một sự ngạc nhiên pha lẫn sự vui thích hớn hở, và tăng vẻ nghiêm nghị.	A fővikárius tekintélyes arcza csakhamar élvezettel vegyűlt meglepetést fejezett ki és még egyszer oly komolyra változott.	0.258974
Trong khi ông ta đọc, Julien chú ý vì nét mặt tươi tỉnh của ông, có thì giờ ngắm nghía ông kỹ càng.	Miközben olvasott, Juliennek, a kire tetszetős megjelenése nagy hatást tett, volt ideje, hogy szemügyre vegye.	0.288235
Bộ mặt kia đáng lẽ còn nghiêm nghị hơn nữa, nếu không có cái vẻ tinh khôn cực độ hiện lên ở một vài nét, và thậm chí có thể biểu lộ sự giảo quyệt, nếu người chủ bộ mặt đẹp đó có một giây phút nào ngơi chú ý đến nó.	Leszámítva a bizonyos vonásokban tükröződő roppant ravaszságot, mely szinte álnokságot mutatott, ez arczban több komolyság lett volna, ha e szép külső tulajdonosa egy perczre is megszűnt volna vele foglalkozni.	0.227638
Cái mũi, rất cao, hình thành một đường duy nhất tuyệt đối thẳng, và buồn thay, làm cho một khuôn mặt nhìn nghiêng, kể ra rất lịch sự, lại giống hệt tướng mạo một con cáo.	Az erősen előreálló orr teljesen egyenes vágású volt és a különben igen előkelő arczélt, szerencsétlenségre, félreismerhetetlenűl hasonlatossá tette a róka ábrázatához.	0.266667
Ngoài ra, nhà tu sĩ có vẻ rất lưu tâm đến chuyện từ chức của ông Pirard kia, lại ăn mặc với một vẻ thanh lịch mà Julien rất ưa thích, và anh chưa hề thấy ở một tu sĩ nào khác bao giờ.	Egyébként ez az abbé, a kit Pirard úr lemondása annyira foglalkoztatni látszott, nagyon elegánsan volt öltözve, a mi Juliennek roppant tetszett és a mit még egy papnál sem tapasztalt.	0.35
Mãi sau này Julien mới biết cái tài đặc biệt của tu sĩ de Frilair là thế nào.	Julien csak később tudta meg, mi volt de Frilair abbé különös tehetsége.	0.940134
Ông ta biết mua vui cho đức giám mục, một ông già phong nhã, sinh ra để sống ở Paris, và coi Besancon như một nơi bị đi đày, ông giám mục đó mắt rất kém, và thích ăn cá đến say mê.	Szórakoztatni tudta püspökét, egy szeretetreméltó öreg embert, a kinek Párisban kellett volna élni és a ki Besançon-t száműzetésnek tekintette. ~~~ E püspök igen rosszúl látott és szenvedélyesen szerette a halat.	-0.0111111
Tu sĩ de Frilair gỡ bộ xương món cá người ta dọn lên cho Đức Cha.	De Frilair abbé kiszedte a szálkákat a halból, a mit ő kegyelmességének tálaltak.	0.475155
