JULES VERNE	JULES VERNE	2.3
Lên đường mà không gặp Ilya Bruso?	Mitévő legyen hát: eltávozzék, még mielőtt Borus Demeter visszatér?...	0.0394737
Hay là là ở lại, giấu Fridit trong khoang để phục kích và khi người câu cá xuất hiện sẽ bất ngờ xô đến anh ta và buộc giải thích?...	Vagy inkább maradjon itt, és Friedrich Uhlmannt állítsa lesbe a ladik fülkéjében, hogy amikor a horgász visszatér, minden további nélkül rávesse magát, és aztán majd később magyarázkodnak?	0.220833
Không, dứt khoát là không.	Nem, erről szó sem lehet!	0.2375
Phải đáp lại hành động tận tụy thành tâm của Ilya Bruso bằng thái độ phản bội - điều này làm ông rất xót xa.	Már a gondolat is fájt neki, hogy Borus Demeter önfeláldozó cselekedetére ilyen árulással feleljen.	0.214737
Tốt hơn cả, trong lúc mạo hiểm, hãy ban cho kẻ tội lỗi cái khả năng tự cứu mình, phải mở màn cuộc truy lùng và tạm thời quên đi cái mà ông đã biết.	Jobb lesz, ha hozzálát az újabb bűntény nyomozásához, anélkül hogy tudomást venne arról, amit tudni vél. ~~~ Ez még akkor is jobb, ha így az egyik tettesnek esetleg lehetősége nyílik a menekvésre.	-0.0194444
Nếu chính cuộc săn đuổi vào lúc cuối lại đưa đẩy cho ông đến Ilya Bruso, nếu bản thân buộc ông phải cư xử với ân nhân của mình như thể là kẻ thù, thì lúc đó ít ra họ cũng sẽ đối mặt với nhau và Dragoso sẽ tạo thời gian cho Ilya Bruso chuẩn bị bảo vệ mình.	Ha ennek a nyomozásnak a szálai is Borus Demeterhez vezetnek, és ha hivatásánál fogva kénytelen lesz ellenségként kezelni azt, akinek életét köszönheti, akkor legalább nyílt sisakkal áll ki vele szemben, s időt hagy neki a védekezésre.	0.216818
Sau khi ra dấu tán thành mọi kết quả rút ra từ quyết định của mình, Caclo Dragoso biến mình vào khoang thuyền. ~~~ Bằng mẫu thư viết vội, Caclo Dragoso báo cho Ilya Bruso biết tình thế bắt buộc ông phải tạm lánh và yêu cầu chủ nhân hãy chờ ông trong khoảng một ngày đêm.	Dragos emellett maradt, és vállalta elhatározásának minden következményét, majd visszament a hálófülkébe, írásban tudatta Borus Demeterrel, hogy el kell mennie, de kérte őt, hogy legalább huszonnégy óráig várjon rá.	-0.0386228
Sau đó ông sửa soạn để ra đi.	Az üzenetet szembetűnő módon elhelyezte, azután indulni készült.	0.0264706
- Chúng ta có bao nhiêu người?	- Hány emberünk van?	0.735
- vừa bước ra khỏi khoang, ông hỏi ngay.	- kérdezte, amikor előjött a fülkéből.	0.706071
- tại chỗ có hai người, nhưng đã bảo tập hợp.	- Kettő itt a helyszínen, de már a többieket is riasztjuk.	0.55
Tối nay chún gta có 12 người.	Vagy tíz emberünk lesz itt, még mielőtt bealkonyodnék.	0.0870968
- Được lắm - Caclo Dragoso tán dương - Hình như anh bảo rằng địa điểm xảy ra tội ác cách đây không xa?	- Helyes - bólintott Dragos Károly. ~~~ - Ugye, azt mondtad, hogy a bűntény innen nem messze történt?	0.0916667
- Khoảng hai cây số - Unman đáp.	- Körülbelül két kilométernyire - válaszolt Uhlmann.	0.868182
- Hãy dẫn tôi đi - Caclo Dragoso nói, rồi phóng lên bờ.	- Vezess oda - mondta Dragos, és a partra ugrott.	0.745455
CHƯƠNG 9	KILENCEDIK FEJEZET	0.06
HAI THẤT BẠI CỦA CACLO DRAGOSO	DRAGOS KETTŐS KUDARCA	0.142857
Phía Bắc Hungari, dãy Cacpac vẽ một đường vòng cung rộng lớn, đầu mút phía tây của nó đươc phân làm hai nhánh phụ.	A Kárpátok Magyarország északi részén óriási körívet alkot. ~~~ Ennek az ívnek nyugati vége két mellékágra oszlik.	-0.0172566
Một trong hai nhánh đó kết thúc tại Danube trên độ cao của thành phố Prexbua; nhánh còn lại chạy đến con sông trong các miền bao quanh Goron, nơi nó được kết thúc trên bờ phải núi Piliso cao 766m.	Az egyik Pozsony közelében a Dunánál ér véget, a másik Esztergom kör­nyé­kén éri el a folyót, és azután a Duna jobb partján folytatódik, a Pilis-hegységben, amelynek legmagasabb csúcsa 766 méter.	0.274468
Nơi xảy ra tội ác là chân ngọn núi không cao này, một địa điểm Caclo Dragoso đang tiến đến để cố tìm cho được những kẻ phạm tội mới xuất hiện của những tội ác kinh khủng này, mà ông chịu trách nhiệm phải điều tra chúng.	E közepes magasságú hegység lábánál történt a bűntény, és oda ment most Dragos Károly, hogy először lássa saját szemével a félelmetes gonosztevők nyomait, akiknek kézre kerítésére megbízatást kapott.	0.227638
Sau khi lén lút rời bỏ sà lan, ông đã hết sức cố gắng và nhận lời mời của Fridit Unman, mặc dù trong người còn yếu.	Néhány órával azelőtt, hogy Dragos útitársát cserbenhagyva, és testi gyengeségét legyőzve, követte Friedrich Uhlmannt, egy alaposan megrakott szekér állt meg egy nyomorúságos vendégfogadó előtt, amely a Pilis-hegységből a Duna völgye felé nyúló dombok egyikének tövében épült.	-0.05
Trước đó vài giờ, chiếc xe ngựa tải nặng nề đã dừng lại trước khách sạn tồi tệ được xây lên dưới chân một trong những ngọn đồi mà núi Piliso đổ xuống thung lũng sông Danube.	Üzleti szempontból jól választották meg a helyet. ~~~ A fogadó három út kereszteződésénél épült.	-0.159278
Vị trí của tòa nhà tiếp khách trọ này rất thích hợp nếu ở khía cạnh kinh doanh.	Az utak közül az egyik észak, a másik délkelet, a harmadik pedig északnyugat felé vezet.	0.278049
Nó nằm ngay giao lộ của ba con đường - một đi lên phía bắc, một đi xuống miệt đông-nam, và một rẽ sang hướng tây-bắc.	Mindhárom út a Dunánál végződik, az észak felé vezető ott, ahol a folyó a Pilis-hegység lábánál nagy kanyart ír le, a délkeleti út Szentendrére vezet, az északnyugati pedig Eszter­gomba.	0.190076
Cả ba con đường này đều giáp ranh con sông Danube; đường bắc chạy đến vòng cung lượn trước núi Piliso, đường đông-nam ở thành phố Xentendro, còn đường tây-bắc ở thành phố Goron; khách sạn như thể nằm giữa hai đầu nhọn cái compa khổng lồ tạo thành bởi con sông, và những người đánh xe ngựa chở hàng để chuyển lên tàu không thể bỏ qua cái lữ điếm này.	A fogadó tehát központi helyen épült, és a fogadós jó hasznot húzott abból, hogy a dunai hajók felé tartó fuvarosok minden irányból a fogadó előtt haladtak át. ~~~ A Duna Esztergom után határozottan nyugat-keleti irányban folyik, valamivel az Ipoly tor­kolata után délnek, majd kis félkört ír le, és megint északnak fordul.	-0.044702
Chiếc xe ngựa đứng lại thì mặt trời cũng vừa lên.	De most újból kanyarodik egy nagyot, és észak-déli irányban folyik tovább, most már jó hosszú, sok-sok kilométeres szakaszon át.	-0.0362069
Mọi người còn đang ngon giấc.	Alig pirkadt, amikor a szekér megállt a vendégfogadó előtt.	0.0970588
các tấm mành mành lớn vẫn còn đóng im ỉm.	A házban még mindenki aludt, és az ajtó meg az ablaktáblák mind gondosan be voltak téve.	0.0829787
- Chủ quán đâu?	- Hé, fogadós!...	1.05
- một trong hai người đi theo xe ngựa kêu ta, vừa trở cán roi da dộng cửa.	- kiáltott az egyik fuvaros, és ostorának nyelével verte az ajtót.	0.482258
- Có ngay!	- Megyek már!	0.96
- tiếng người chủ quán bị thức bất ngờ đáp.	- kiáltott a házból a felriasztott ember.	0.567308
Một thoáng sau có một cái đầu rối bù thò ra cửa sổ tầng một.	Egy perc múlva bozontos fej jelent meg az egyik első emeleti ablakban.	0.266129
- Có gì đấy?	- Mit akarnak?	1.00385
- chủ quán hỏi một cách xấc láo.	- kérdezte a fogadós kelletlenül.	0.763636
- Ăn cái đã, sau đó là ngủ - người đánh xe ngựa đáp.	- Enni, aztán meg aludni akarunk - válaszolt a fuvaros.	0.790353
- Tôi ra ngay đây!	- Nyitok már!	0.934615
- chủ quán nói, rồi biến mất vào trong.	- kiáltott a gazda, és eltűnt az ablakból.	0.610833
Chếc xe ngựa chui qua cổng đã được mở rộng và đi vào trong sân.	Miután a szekér a nagykapun át beállt az udvarra, a két fuvaros gyorsan kifogta és az istállóba vezette a lovakat, ahol jól megabrakol­tatták őket.	0.0128571
Những người đánh xe vội tháo yên cương ngựa rồi dẫn chúng vào tàu, nơi đây đã sẵn bữa ăn ngon lành đợi chúng.	Ezalatt a kocsmáros ott sürgött-forgott hajnali vendégei körül.	0.00952381
Lúc này chủ quán vẫn không thôi lẩn quẩn bên những vị khách đến sớm, có lẽ ông ta muốn bắt chuyện, nhưng những tay đánh xe lại không có ý muốn trả lời.	Szívesen beszédbe elegyedett volna velük, de kérdéseire a fuvarosok csak foghegyről válaszoltak.	0.0548387
- Các ông bạn đến sớm nhỉ?	- Jó korai vendégek maguk!	0.716
- chủ quán cứ tíu ta tíu tít - Chắc đã ngủ đêm trên đường, hẳn?	- szólt a fogadós. ~~~ - Egész éjszaka úton voltak?	0.170213
- Dĩ nhiên - một người đánh xe đáp.	- Alkalmasint... - válaszolt az egyik.	1.12286
- các ông bạn đi xa chứ?	- És messzire mennek?	0.81
- Xa hay gần, đó không phải là phần việc của lão - hắn đáp.	- Messze vagy nem messze, az a mi dolgunk! ~~~ - hangzott a válasz. ~~~ A fogadós nyelt egyet.	-0.0181818
Chủ quán thôi không bình phẩm nữa.	- Bántott téged ez a derék ember, Vogel?	0.283784
- Làm gì mà cậu quạo quọ với ông chủ tốt bụng này thế, Fogen?	- szólalt meg a másik fuvaros, aki eddig ki sem nyitotta a száját.	0.463438
- người đánh xe từ nãy giờ vẫn chưa mở miệng, lúc ấy mới chen vào - Chẳng việc gì phải giấu giếm cả, trong chuyện chúng ta đi Xentendro.	- Nem titok az, hogy Szentendrére megyünk! ~~~ - Lehet, hogy nem titok - válaszolt Vogel mogorván -, de minek üti bele más az orrát?	0.123623
- Có thể là chúng ta không phải giấu giếm - Fogen cãi xẵng lại - nhưng, tớ nghĩ việc này chẳng liên can đến ai.	- Hát persze, persze - helyeselt a fogadós, aki alázatoskodó volt, mint minden kereskedő. ~~~ - Csak úgy megszokásból kérdezősködtem.	0.189744
- Tất nhiên - chủ quán xun xoe như một nhà buôn thực thụ - Tôi chỉ hỏi là do thói quen thôi... Các vị ăn chứ?	Szóval enni akarnak valamit? ~~~ - Azt bizony - válaszolt a barátságosabbnak látszó fuvaros.	0.152632
- Vâng - người đánh xe như ít thô lỗ hơn, đáp - Bánh mì, mỡ, dăm bông, xúc xích - tất cả những món gì mà ông có.	- Kenyeret, szalonnát, sonkát, kolbászt, ami csak van!	0.239216
Chắc những người đánh xe này đã cuốc một khoảng đường dài, bởi thế họ đói meo và ăn ngốn ngấu.	A szekér hosszú utat tehetett meg, mert a két kiéhezett fuvaros alaposan belakmározott.	0.185185
Họ đã mệt mỏi và không ngồi lâu tại bàn ăn.	Fáradtak is voltak, és nem sokat időztek az asztalnál.	0.3
Ăn xong mẫu thịt cuối cùng, họ đi ngủ ngay, một người ngủ ngoài ổ rơm, còn người kia thì ngồi ngay dưới mái xe ngựa.	Miután bekapták az utolsó falatot, gyorsan nyugovóra tértek, az egyik az istálló szalmáján a lovak mellett, a másik a szekér ponyvája alatt.	0.293023
Đến trưa trờ trưa trật, họ mới bò dậy.	Dél volt, mire ismét előkerültek.	0.185294
Họ lại đòi ăn và được cho ăn như bữa trước đó, trong căn phòng lớn của lữ điếm.	Megint enni kértek, és megint a fogadó nagytermében terítettek nekik.	0.172727
bây giờ họ không phải vội đi nằm.	Most, hogy kipihenték magukat, sokáig elüldögéltek az asztalnál.	0.12
Ăn tráng miệng xong, đến món rượu trắng, họ đổ rượu vào cái mồm cục súc của họ như là đổ nước lã.	Evés után vedelték a pálinkát, mintha víz lenne.	-0.13125
Chiều đến, vài cỗ xe ngựa tải dừng lại bên tửu điếm, và tấp nập những khách bộ hành tạt vào quán ngồi nhâm nhi.	A délután folyamán több kocsi állt meg a fogadó előtt, mások meg gyalogszerrel érkeztek, hogy igyanak egyet.	0.223529
Phần đông họ là nông dân với cái bị trên lưng và cây gậy trong tay, họ quay về Goron.	Többnyire parasztok voltak, akik tarisznyával a vállukon, bottal a kezük­ben Esztergomba mentek, vagy onnan jöttek.	0.243956
Hầu như tất cả bọn họ đều là khách hàng quen, và mừng cho chủ quán là ông ta có cái đầu luôn tỉnh táo, điều bắt buộc trong nghề này, bởi lẽ ông uống rượu chung với hầu hết khách hàng.	Legtöbbjük gyakori vendég lehetett a kocsmá­ban, és a fogadós örülhetett, hogy mesterségéhez illően jól bírja az ivást, mert sorra koccintott vendégeivel.	0.192715
Cái này gọi là "nghề buôn bán, làm ăn".	Ez csak használhatott az üzletnek!	0.209091
Họ nói và uống, uống và nói, khi líu lo cái mồm, họ lậy sấy khô cổ họng mình bằng những màn cụng ly tiếp nữa.	Koccintás közben ugyanis beszélgetés indul meg, és a beszéd kiszárítja a torkokat, úgyhogy megint le kell öblíteni. ~~~ E napon volt is miről beszélni!	-0.0148649
Hôm đó họ đã có đủ chất dinh dưỡng cho những cuộc nói chuyện.	Az éjszaka folyamán elkövetett bűntény mindenkit izgalomban tartott.	0.277612
