Ivan S.Turgenev.	﻿Turgenyev	0.230769
Lúc đầu chỉ có họ; nhưng trong phút chốc Byelovzorov đã xuất hiện trong tầm mắt, ở khúc quanh của trảng rừng thưa, trong bộ đồng phục kỵ binh và áo choàng, trên lưng một chú ngựa ô phì phò bọt mép.	Előbb csak kettejüket láttam, csak néhány pillanat múlva bukkant fel a völgy kanyarulatából Belovzorov, huszárruhában, mentében, tajtékos fekete paripán.	0.17
Con tuấn mã hất đầu, hí râm ran, nhảy dựng, người kỵ mã vừa vất vả giữ chặt dây cương vừa đạp đinh thúc.	A jó paripa rázta a fejét, fújt és táncolt; lovasa hol fékezte, hol sarkantyúzta.	0.124675
Tôi đứng ở một bên đường.	Félreálltam.	-0.08
Cha tôi giật mạnh dây cương, tách khỏi Zinaida, nàng chậm rãi ngước mắt lên nhìn ông, rồi cả hai cùng phóng ngựa đi .... Byelovzorov đuổi sát theo, thanh kiếm của chàng lách cách bên hông. ~~~ "Cha đỏ như tôm luộc," tôi hồi tưởng, "trong khi chị ấy....vi sao chị ấy xanh xao đến thế?	Apám rövidebbre fogta a gyeplőt, elhajolt Zinaidától; a lány lassan ráemelte szemét - s mind a ketten vágtatni kezdtek... Belovzorov utánuk eredt lovával, kardja csörömpölt... "Vörös, mint a rák - gondoltam magamban -, de Zinaida... miért olyan sápadt?	-0.0280303
cởi ngựa suốt cả buổi sáng, mà vẫn xanh xao?"	egész reggel lovagolt... és sápadt?"	0.175
Tôi rảo bước, về nhà vừa đúng giờ ăn tối.	Meggyorsítottam a lépteimet, s hazaértem, pontosan ebéd előtt.	0.241176
Ngồi kế bên mẹ, cha tôi đã thay đổi y phục, tắm gội sạch sẽ; ông đọc một bài báo trong tờ Journal des Débats bằng giọng nói du dương; nhưng mẹ tôi nghe trong lơ đãng, và khi thấy tôi, bà hỏi tôi đã đi đâu cả ngày hôm nay, bà chẳng thích cái trò lang thang vớ vẫn chỉ có trời mới biết ở đâu, và với ai.	Apám már ott ült anyám karosszéke mellett, átöltözve, megmosdva, frissen, s egyenletes, csengő hangján a Journal des Débats tárcáját olvasta fel neki; de anyám különösebb figyelem nélkül hallgatta, s mikor engem meglátott, azt kérdezte, hol voltam egész nap, s hozzátette, hogy nem szereti, ha isten tudja, hol és isten tudja, kivel csatangolok.	0.466061
Tôi sắp sửa trả lời, "Nhưng con chỉ đi dạo một minh," khi chợt nhìn qua cha tôi, và vì một lý do nào đó không rõ, tôi nín thinh.	De hiszen egyedül sétálgattam, akartam felelni, de apámra néztem s hallgattam, magam sem tudom, miért.	0.18
Chương 15	15	16
Trong mấy ngày sau đó, gần như tôi không gặp Zinaida; nàng ngã bệnh, tuy thế vẫn không tránh khỏi những người quen biết tấp nập ghé qua để bày tỏ, theo lời họ, sự quan tâm -- tất cả mọi người, nghĩa là, ngoại trừ Meidanov, đang ủ ê, buồn bã vì đã bỏ mất cơ hội biểu lộ tấm nhiệt tình.	A következő öt-hat napon alig láttam Zinaidát: azt a hírt terjesztette magáról, hogy beteg, ez azonban nem akadályozta meg látogatóit abban, hogy a szárnyépületben megjelenjenek - ahogy ők mondták: inspekcióra; csak Majdanov nem jött el, mert ő mindjárt elvesztette a kedvét s unatkozott, mihelyt nem volt alkalma elragadtatásba esni.	0.296117
Ngồi ở một góc phòng, mặt Byelovzorov thụng thiu, đỏ lự, nút áo gài cao tận cổ; trên gương mặt xương xương của Melevsky, một nụ cười ác độc thấp thoáng; gần đây Zinaida tỏ ra hất hủi nên chàng quay ra phục vụ bà công chúa tận tâm, đi với bà trên cổ xe thuê đến dinh thự ngài Đại tướng -Thống đốc. ~~~ Tuy nhiên, cuộc thăm viếng đó đã thất bại, không những thế lại còn là một kinh nghiệm không vui cho Malevsky; người ta nhắc tới những tai tiếng trước đây của Malevsky với các quan chức ở bộ công chánh, Malevsky phải nại ra sự non nớt và thiếu kinh nghiệm của mình để bào chửa.	Belovzorov komoran ült a sarokban, egészen begombolkozva, kivörösödve; Malevszkij gróf finom arcán állandóan gonosz mosoly bujkált; valóban elvesztette Zinaida kegyét, s különös igyekezettel járt az öreg hercegné kedvében, bérelt kocsiban elvitte a tábornok-kormányzóhoz; ez a kirándulás egyéb­ként rosszul sikerült, s Malevszkijnek kellemetlensége is lett belőle, emlékeztették bizonyos tisztekkel történt esetre - s ő kénytelen volt kijelenteni, hogy akkor még tapasztalatlan volt.	-0.0358065
Lushin thăm viếng mỗi ngày hai lần, nhưng không ở lâu; sau lần trò chuyện tới nơi tới chốn trước đây với ông, tôi cảm thấy có phần kính sợ ông, đồng thời có một hấp lực tự nhiên.	Lusin kétszer is eljött naponta, de nem sokáig maradt; kissé féltem tőle legutóbbi beszél­getésünk óta, de egyúttal őszinte vonzódást is éreztem iránta.	0.198
Một hôm, đi dạo trong công viên Neskutchny với tôi, ông đang vui vẽ tử tế, giảng giải cho tôi về các loại cây cỏ hoa lá, thình lình à propos không một lý do, ông đập tay lên trán kêu to, "Còn tôi, thằng khờ, cứ tưởng nàng chỉ làm duyên làm dáng!	Egyszer eljött velem sétálni a Nyeszkucsnij-kertbe, nagyon kedélyes és kedves volt, megismertetett különböző füvek és virágok nevével és tulajdonságaival, s egyszerre - egészen váratlanul - a homlokára ütött s felkiáltott: "Én én, bolond, azt hittem, hogy kacér!	0.291633
rõ ràng đôi với một số người, hy sinh bản thân là hạnh phúc ngọt ngào!"	Úgy látszik, édes feláldozni magunkat másokért."	0.12
"Ông muốn nói gì thế?"	- Mit akar ezzel mondani?	0.245455
tôi dò hỏi.	- kérdeztem.	0.276923
"Tôi chẳng muốn nói gì cả" Lushin trả lời cụt ngủn.	- Magának semmit se akarok mondani - felelte Lusin szaggatottan.	0.289474
Zinaida trôn tránh tôi; và tôi không thể không nhận ra rằng sự hiện diện của tôi khiến nàng khốn khổ.	Zinaida kitért előlem: megjelenésem - lehetetlen volt észre nem vennem - kellemetlenül hatott reá.	0.438043
Nàng miễn cưỡng lẫn tránh tôi...; điều đó cay đắng làm sao, lòng tôi tan nát làm sao! ~~~ Không thể làm gi khác hơn, tôi tránh lối nàng đi, chỉ quan sát từ phía xa, cũng không phải dễ.	Önkéntelenül elfordult tőlem... önkéntelenül: ez keserített, ez sújtott le, de nem volt mit tenni: igyekeztem nem kerülni a szeme elé, csak távolból lestem meg, ami azonban nem mindig sikerült.	-0.01
Giống như trước đây, một điều gì bí ẩn đang xảy ra; gương mặt nàng thay đổi, nàng hoàn toàn thay đổi.	Valami érthetetlen átalakulás ment végbe benne: az arca, az egész egyénisége megváltozott.	0.207955
Một buổi tối yên tĩnh ấm áp, tôi đã ngạc nhiên vì sự biến đổi ấy.	Ez a változás egyszer különösen meghökkentett - egy csendes, meleg estén.	0.270423
Tôi ngồi ở một băng ghế thấp dưới vòm lá xum xê của bụi cây cơm cháy; đó là nơi ẩn trú kín đáo tôi hằng ưa thích; từ chỗ ấy có thể nhìn thấy cửa sổ phòng Zinaida.	Alacsony kis padon ültem, terebélyes bodzabokor alatt; szerettem ezt a helyet: onnan látni lehetett Zinaida szobájának ablakát.	0.137288
Trên đầu tôi, một chú chim con tíu tít lăng xăng trong tàn lá âm u; ả mèo xám vươn chân duỗi mình rồi lọ mọ dạo quanh, những con bọ hung đầu mùa rền rĩ, râm ran, không gian vẫn trong vắt mặc dù không còn sáng.	Ott ültem; fejem felett a sötétedő lomb között egy kis madár nyugtalankodott; elnyúlt testtel szürke macska osont óvakodva a kertben, az első bogarak mély zúgása hallatszott a még átlátszó, de már fénytelen levegőben.	0.282609
Tôi ngồi đó, miệt mài nhìn lên cửa sổ, chờ đợi; cửa mở, Zinaida xuất hiện nơi khung cửa.	Ültem, az ablakot néztem, s vártam, nem nyílik-e: s lám csak - kinyílt, s megjelent benne Zinaida.	0.259551
Nàng mặc một chiếc áo trắng, thân hình, gương mặt, bờ vai và đôi tay nhợt nhạt trắng.	Fehér ruha volt rajta - s ő maga is, arca, válla, keze olyan fehér volt, mint a fehérített vászon.	0.272727
Nàng đứng im thật lâu, nhìn thắng, cau đôi mày.	Sokáig mozdulatlanul állt, sokáig nézett összevont szemöldöke alól mozdulatlanul egyenesen előre.	0.0403846
Tôi chưa bao giờ trông thấy vẽ mặt ấy.	Ilyen tekintettel nem láttam még soha.	0.233333
Rồi nàng nắm chặt tay, đưa lên môi, lên trán, và đột ngột mở tay ra, giật mạnh những sợi tóc mai, vứt chúng đi, gật đầu như thể quả quyết, rồi đóng sầm cửa.	Majd összeszorította a kezét, erősen, nagyon erősen, az ajkához emelte, a homlokához - s hirtelen szétterpesztett ujjaival hátravetette füle mellől a fürtöket, megrázta haját, s egy elszántságot kifejező, felülről lefelé irányuló fejmozdulatot téve, becsapta az ablakot.	0.159322
Ba ngày sau trong vườn, tôi gặp nàng.	Három nap múlva találkozott velem a kertben.	0.276923
Tôi quay đi nhưng nàng chận lại.	Félre akartam húzódni, de ő maga állított meg.	0.205714
"Đưa tay ra cho chị nào," nàng nói, vẫn trìu mến như xưa, "đã lâu chị em chúng ta không trò chuyện với nhau."	- Adja ide a kezét - mondta a régi kedvességgel -, már rég nem beszélgettünk egymással.	0.181481
Tôi len lén nhìn; đôi mắt nàng long lanh êm ái, dường như nàng đang mĩm cười dưới một màng sương mỏng.	Ránéztem: a szeme szelíden fénylett, az arca olyan volt, mintha ködön át mosolyogna.	0.18
"Chị khỏi bệnh chưa?"	- Még mindig beteg?	0.166667
tôi hỏi.	- kérdeztem.	0.245455
"Vâng, chị đã khỏi bệnh," nàng trả lời, tay ngắt một đóa hồng đỏ.	- Nem, az már elmúlt - felelte, s leszakított egy kisebb rózsát.	0.20339
"Chị vẫn còn hơi mệt, nhưng chắc cũng sẽ vượt qua."	- Egy kissé fáradt vagyok, de az is elmúlik.	0.1575
"Và chị sẽ trở lại như xưa?"	- És megint olyan lesz, mint azelőtt?	0.3
tôi hỏi.	- kérdeztem.	0.245455
Zinaida đưa đóa hoa lên mặt, và tôi tưởng tượng những hoa ảnh rơi trên đôi má hồng.	Arcához emelte a rózsát, s nekem úgy tetszett, mintha a virító színű szirmok visszfénye arcára hullana.	0.280645
"Sao em nói thế, chị thay đổi lắm chăng?"	- Talán megváltoztam?	-0.0136364
nàng vặn hỏi.	- kérdezte.	0.175
"Vâng, chị thay đổi lắm," tôi lí nhí trả lời.	- Meg bizony, megváltozott - feleltem halkan.	0.219512
"Chị đã lạnh nhạt với em, chị biết," Zinaida bắt đầu, "nhưng em đừng để tâm... chị không thể nào làm khác hơn... Nào, tại sao chúng ta lại bàn về chuyện ấy nhỉ?"	- Hideg voltam magához... tudom - kezdte Zinaida -, de nem kellett volna zokon vennie... nem tehettem másként... No de miért beszéljünk erről!	0.303125
"Em biết mà, phải rồi, chi không muốn cho em yêu chị!"	- Maga nem akarja, hogy szeressem... ez az oka!	0.1725
không thể kiềm chế, tôi kêu lên vô vọng.	- kiáltottam fel komoran, önkéntelen kitöréssel.	0.280435
"Không phải thế, em cứ yêu quý chị, nhưng theo cách khác."	- Dehogynem, szeressen, de nem úgy, mint eddig.	0.157143
"Cách nào?"	- Mit mond?	0.21
"Chúng ta hãy là bạn tốt -- thế nhé!" ~~~ Zinaida trao cho tôi đóa hồng để ngửi hương thơm.	- Legyünk jó barátok... azt mondom - Zinaida megszagoltatta velem a rózsát.	0.0919192
"Nghe đây, em biết là chị lớn tuổi hơn em nhiều -- chị có thể là cô, dì của em, thật thế; ơ mà không, không hẳn là cô dì, nhưng chắc có thể là chị cà.	- Ide hallgasson, hiszen én sokkal idősebb vagyok magánál, nagynénje lehetnék, de ha nem is nagynénje: nénje.	0.123529
Còn em..."	Maga pedig...	0.245455
"Chị nghĩ em là trẻ nít" tôi ngắt lời.	- Én a maga szemében gyermek vagyok - szakítottam félbe.	0.237209
"Vâng, đúng vậy, nhưng là một đứa trẻ dễ thương, thông minh, ngoan ngoãn mà chị rất yêu quý.	- Hát persze hogy gyermek, de kedves, jó és okos gyermek, akit nagyon szeretek.	0.162857
Em biết không?	Tudja, mit?	0.163636
từ hôm nay trở đi, chị phong tước tiểu đồng cho em, không được quên tiểu đồng phải luôn luôn ở cạnh quý nương của mình.	Mától kezdve apródommá nevezem ki, s ne felejtse el, hogy az apródoknak nem szabad úrnőik mellől távozniuk.	0.19604
Biểu tượng cho tước vị mới của em đây," nàng nói, cài đóa hoa vào chiếc khuy trên ve áo của tôi, "biểu tượng cho đặc ân đây."	Itt van új tisztségének a jelvénye - tette hozzá, s zekém gomblyukába tűzte a rózsát -, maga iránt tanúsított kegyünk jele ez.	0.2525
"Có lần chị ban cho em những đặc ân khác," tôi ấp úng.	- Maga régebben kegyének más jeleivel tüntetett ki - mormogtam.	0.3
"A!"	- Á!	0.3
nàng vừa trả lời vừa liếc tôi.	- mondta erre Zinaida, s oldalról nézett reám.	0.251351
"Chú chàng nhớ dai quá nhỉ?	- Milyen jó memóriája van!	0.253846
thôi được, chị đã sẳn sàng....." và nàng cúi xuống, đặt một chiếc hôn tinh khiết, an lành lên trán tôi.	Hiszen én most is kész vagyok... - S hozzám hajolva, tiszta és nyugodt csókot nyomott a homlokomra.	0.21236
Tôi vẫn nhìn khi nàng quay lưng đi và nói, "Tiểu đồng, đi theo ta, " và bước vào nhà nàng.	Csak néztem őt, ő pedig elfordult, és ezt mondta: "apródom, kövessen", s megindult a szárny­épület felé.	0.274194
Tôi theo sau -- ngẩn ngơ.	Követtem őt - de még mindig nem értettem a dolgot.	0.048
"Có thể nào người thiếu nữ thùy mi, khôn ngoan này," tôi thầm nghĩ, "lại là chị Zinaida mà ta đã quen biết?" ~~~ Rồi tôi hình dung ra dáng đi đằm thắm hơn, hình bóng uy nghi, duyên dáng hơn.	"Ez a szelíd, meggondolt lány... ugyanaz a Zinaida volna, akit ismertem?" A járását is nyugodtabbnak láttam - s mintha egész alakja fenségesebb és karcsúbb lett volna...	0.0103261
Và, xin Chúa hãy xót thương con!	S Úristen!	-0.3
một tình yêu tươi mới đang bừng bừng thiêu đốt hồn tôi!	Milyen új erővel lobbant fel bennem a szerelem!	0.146512
Chương 16	16	16
Sau buổi ăn tối, nhóm người quen thuộc lại tụ tập ở nhà nàng, và nàng tiếp đãi họ.	Ebéd után ismét összegyűltek a szárnyépületben a vendégek - a hercegkisasszony is kijött hozzájuk.	0.290426
Y hệt như đêm đầu tiên mà tôi không bao giờ quên, mọi người đều có mặt đầy đủ; ngay cả Nirmatsky, cũng khập khiểng lê chân đến; lần này Meidanov tới sớm nhất, cùng với những bài thơ mới sáng tác.	Teljes számban együtt volt a társaság, mint azon az első, felejthetetlen esten. ~~~ Még Nyirmackij is odavánszorgott; Majdanov valamennyiüknél korábban érkezett ez alkalommal - új verseket hozott.	-0.0304945
Trò Nộp phạt lại được tiếp tục, nhưng thiếu các trò đùa tai ác, các câu pha trò tinh quái và sự náo nhiệt --- yếu tố gipsy không còn nữa.	Megint elkezdődött a zálogosdi, de most elmaradtak a múltkori különös csintalanságok, bolondozások, zajongások - a cigányos vonások eltűntek.	0.276087
Zinaida điều hành trò chơi theo một phong cách khác.	Zinaida új hangu­latot teremtett társaságunkban.	0.769388
