Homer	HOMÉROSZ	0.1
Hôm qua cũng tại nơi đây trong lòng đại sảnh tiện nhân đã thưa Hoàng thượng và Hoàng hậu cao quý hay rồi.	gyermekeidben, a népedben, s fejedelmi uradban." ~~~ Szólt, s hágván a küszöbre, kilépett fényes Odüsszeusz. ~~~ Alkinoosz hiradót küldött vele szent erejével,	-0.109615
	hogy levezesse a fürge hajóhoz, a part peremére.	-0.3
	Árété meg a szolgálókat küldte le véle,	-0.3
	vitte az egyik a tiszta palástot, az inget utána,	-0.3
	másiknak meg a záros ládát adta az úrnő,	-0.3
	harmadikuk hordozta az étkeket és a vörösbort.	-0.3
	És miután odaértek a gályához meg a vízhez,	-0.3
	átvették a derék kísérők nyomban az ételt	-0.3
Chuyện đã thuật đầy đủ từ đầu chí cuối tiện nhân chẳng muốn nhắc lại làm gì."	és az italt, s mindent a hajó üregébe helyeztek; ~~~ szőnyeget és lepedőt teritettek szét Odüszeusznak	-0.00157895
	görbe hajó tatján, hogy aludja nyugodtan az álmát,	-0.3
Khúc 13	fönt a fedélzeten.	-0.1125
Odysseus ngừng.	Ő fölszállt, lefeküdt oda tüstént	-0.0352941
Nghe lời kể lôi cuốn kỳ lạ trong lòng đại sảnh âm u mọi người ngồi im không nói một lời.	csöndben; azok meg a padra leültek, rendben, evezni, ~~~ és a kifúrt kőből a hajó kötelét kibogozták.	-0.00789474
	Dőltek hátra, a hullámot borzolva lapáttal.	-0.3
Mãi rồi Alkinoos mới hắng giọng cất tiếng: "Odysseus, gian khổ trải qua kể đã nhiều, cuối cùng đặt chân lên cung điện mái cao, sàn lát đồng, quả nhân linh cảm thế nào khách lạ cũng trở về quê hương không vất vả, gian nan nữa.	Szemhéjára pedig mély álom hullt neki ekkor, ~~~ mézizü, nemriadó, a halálhoz igen közelálló. ~~~ És a hajó - valamint ha a síkon négy kitünő mén ~~~ együtt kezd rohanást, mikor éri az ostor ütése,	-0.273387
Song với quý hữu hiện diện ở đây, quả nhân muốn nói đôi điều, đúng ra là yêu cầu, từng người và tất cả, hằng ngày đến cung điện nhâm nhi vang óng ánh trưởng thượng mang lại, thưởng thức ca khúc thi sĩ ca công biểu diễn.	ágaskodva magasra, befutja sietve a pályát - ~~~ orral fölmagasodva suhant; habos útja nyomába ~~~ hömpölyödött bíbor hulláma a sokzaju árnak; ~~~ ingadozás nélkül siklott: sosem ér a nyomába	-0.276923
Y phục, vàng nén, phẩm vật tặng khách lạ thủ lĩnh, hoàng thân Phaiakian đem tới đã đóng thùng bóng lộn, bền chắc.	még az a legsebesebb sólyom sem, a fennkarikázó: ~~~ így siklott a hajó, hasogatva habokban az útját, ~~~ vitte az isteni bölcsességű férfit előre,	-0.134409
Vậy bây giờ thêm vào đó mỗi vị biếu khách lạ chiếc vạc nấu, chiếc kiềng ba chân.	őt, aki oly sok erős gyötrelmet tűrt a szivében, ~~~ hősök háboruit próbálva, vizek veszedelmét,	0
	s most nyugalomban aludt, s mindazt, ami érte, feledte.	-0.3
Sau này ngô bối sẽ bổ vào dân chúng bắt góp phần trả lại.	Hát hogy a legragyogóbb csillag föltűnt, mely az éjből	0.232075
Bởi lẽ quảng đại như thế mà không có đền đáp quả là thiệt thòi."	jő ködbőlszülető Hajnal hírével az égre, ~~~ már közelébe került a szigetnek a tengeri bárka.	-0.0292208
Quân vương dứt lời, tất cả tán đồng.	Phorküsznak van amott kikötője, a tengeri vénnek,	0.28
Sau đó mọi người ra về nghỉ ngơi.	Ithaka községében, két meredekfalu szirtje	0.269231
Rạng Đông tươi mát ngón tay ửng hồng vừa rời nôi ngủ mù sương mọi người đổ xô xuống thuyền mang theo phẩm vật bằng đồng.	nyúlik a vízbe előre, s az öblöt is ez veszi körbe, ~~~ védi hatalmas habjaitól a goromba szeleknek	-0.0833333
Quân vương hùng dũng, oai phong đi lên đi xuống boong thuyền quan sát chất đồ dưới ghế dài hết sức cẩn thận để khỏi gây trở ngại khi tay chèo khua mái.	kívülről: s odabent a hajóknak nincs kötelékre ~~~ szükségük, ha elértek már kikötési helyükhöz. ~~~ Hosszúkáslevelű vadolajfa van ott az öbölnek	-0.167347
Công việc xong xuôi mọi người quay lại cung điện dự tiệc.	végében, s egy bájos barlang, árnyas ölével, ~~~ Néiaszoknak hívott nimfák szent pihenője.	-0.0530769
Chuẩn bị đãi khách lạ quân vương hạ bò làm lễ tế sinh dâng công tử Kronos, Chúa tể thu thập mây đen, trị vì tất cả.	Nagy vegyitővödrök vannak benn, kétfülü kancsók ~~~ terméskőből, mikbe nekik hord mézet a sok méh.	-0.05
Mọi người nướng cặp đùi, ngồi xuống cùng nhau vui vẻ thưởng thức bữa tiệc linh đình.	S hosszu szövőszékek kőből, ezeken meg a nimfák ~~~ tengeri bíbor szép szövetet szőnek, csoda látni;	-0.0046875
Đứng giữa đại sảnh thi sĩ ca công Demodokos dân chúng quý trọng, Thi Thần thương yêu, nâng đàn dạo nhạc ca hát.	s vannak örök források benne; bejárata kettő: ~~~ egyiken, északról, szállhat le a földi halandó,	-0.0435484
Trái lại vì khao khát lên đường Odysseus đăm đăm canh chừng từng lúc, nôn nóng ước mong mặt trời đỏ ửng sớm xuống chân trời.	másik, dél fele, isteneké, s ezen át sose járhat ~~~ ember, mert ez az út a haláltalan égilakóké. ~~~ Hát ideértek; rég tudták, hol e hely.	-0.155556
Như nông phu thèm bữa ăn chiều, sau khi hai bò mặt đỏ ửng kéo cày suốt ngày hết đầu này đến đầu kia trên thửa ruộng hưu canh mong mỏi ánh nắng tàn lụi, hai chân mệt đừ lần bước về nhà, Odysseus hôm đó sốt ruột chờ đợi mặt trời mau lặn.	S a hajójuk ~~~ féltestével a szárazföldre szaladt ki egészen, ~~~ úgy sietett, evezősei kézzel eként röpitették.	-0.272917
Vầng dương vừa tắt, cúi chào tạm biệt, chẳng chần chừ Odysseus hớn hở ngỏ lời với người Phaiakian, dân yêu mái chèo biển cả, đặc biệt Alkinoos: "Hoàng thượng vô cùng khả kính, xin Hoàng thượng rẩy rượu làm lễ, rồi đưa tiện nhân lên đường trở về bình yên, vô sự.	Ők meg a jópadu bárkából kisiettek a partra, ~~~ s görbe hajójukból legelőbb kiemelve Odüsszeuszt, ~~~ úgy, ahogy ott szunnyadt, szép szőnyegeken, lepedőben,	-0.286538
Xin kính chào tạm biệt Hoàng thượng!	még álombaigázottan tették a fövenyre,	0.2925
Bởi mọi ao ước lòng hằng mơ tưởng bây giờ thể hiện trọn vẹn, đầy đủ.	és kiemelték kincseit is, miket adtak a büszke ~~~ phaiákok, nagylelkü Athéné rendeletére.	-0.00176471
Không những cho người đưa về quê hương Hoàng thượng còn cho phẩm vật quý giá.	Mindezeket fölhalmozták az olajfa tövébe, ~~~ távol az úttól, hogy valamely utas ember előbb, mint	-0.00862069
Cầu mong thần linh trên trời biến tất cả thành nguồn vui dành cho tiện nhân.	ébred Odüsszeusz, kárt ne tegyen még abban a kincsben; ~~~ ők pedig indultak haza. ~~~ Csakhogy a Földrázó sem	-0.110811
Cầu mong khi trở về quê hương tiện nhân gặp tiện nội tiết hạnh và thân nhân bình an.	volt feledője szavának, amellyel rég fenyegette ~~~ isteni hős Odüszeuszt; s Zeusz szándékát tudakolta:	-0.00806452
Cầu mong, mặc dù ở lại nơi đây, quý vị đem vui mừng, sung sướng cho phu nhân, công tử cùng tiểu thư.	"Zeusz atya, nem leszek én a haláltalan égilakók közt ~~~ tisztelt, mert a halandó nép sem tisztel, a phaiák	-0.0153061
Cầu mong thần linh ban đủ thứ tốt đẹp, yên lành cho quý vị, và cầu mong quý dân không gặp tai ương, điêu linh, bất hạnh!"	törzsek sem, pedig ők mégiscsak tőlem erednek. ~~~ Hát nem megmondtam, hogy Odüsszeusz sok sanyarú bajt ~~~ tűrve kerüljön csak haza? ~~~ Bár sose vágtam az útját	-0.178421
Odysseus dứt lời, mọi người tán thưởng.	teljesen el, mert hogy hazaér, bólintva igérted.	0.293478
Cảm thấy Odysseus nói chí lý nên tất cả đồng ý để khách lạ lên đường.	Ők meg a fürge hajón átvitték, alva, az áron, ~~~ és Ithaké peremére kitették, kincseket adtak	-0.0128049
Alkinoos quyền uy gọi lệnh sứ truyền bảo: "Pontonoos, pha liễn vang mời mọi người trong đại sảnh để ngô bối rẩy rượu lễ dâng Cha Chúa tể trước khi tiễn đưa khách lạ trở về quê cha đất tổ." Tuân lệnh Pontonoos nhanh nhảu pha vang dịu ngọt, đi vòng mời khách, tất cả đứng tại chỗ rẩy rượu dâng thần linh hạnh phúc sống trên trời bao la.		-0.3
Rời ghế đứng dậy, dáng vẻ đĩnh đạc, Odysseus đặt cúp hai quai vào tay Arete, rồi nói lớn tiếng lời như có cánh bay xa: "Ô nương nương!	néki, sok ércet arannyal, szép szőtt drága ruhát is, ~~~ dúsan, amennyit Trója alól sem hozna Odüsszeusz,	-0.0712121
Cầu mong nương nương hạnh phúc mãi mãi ở đời, tới lúc về già, tới khi lâm chung, số phận tất yếu nhân loại đều gặp.	sértetlen ha a zsákmányból vinné haza részét." ~~~ Erre a fellegtorlaszoló Zeusz válaszul így szólt:	-0.0541237
Bây giờ ra đi tiện nhân chân thành cầu mong nương nương ở lại vui hưởng lâu dài cuộc đời trong cung điện với hoàng tử, công chúa, nhân dân và quân vương!" Dứt lời Odysseus dáng vẻ đường bệ bước qua ngưỡng cửa.	"Jaj, széltében-erős Földrázó, míly szavakat szólsz! ~~~ Nem vetnek meg az égilakók, de hiszen veszedelmes ~~~ volna bizony megvetni, ki legderekabb, legidősebb.	-0.228431
Alkinoos quyền uy sai lệnh sứ tháp tùng dẫn tới thuyền và bờ biển.	S földi halandók közt ha akadna, ki elbizakodva ~~~ nem tisztel, tudod őt ezután is sujtani folyton.	-0.0328767
Arete cũng phái ba tỳ nữ đi theo, người mang áo choàng và tu-ních mới giặt, người vác rương gỗ chắc nịch, người bưng bánh mì, vang đỏ.	Tedd, amit óhajtasz; cselekedd, ami vágya szivednek." ~~~ Erre a föld rázója Poszeidón adta a választ:	-0.0845745
Tới thuyền và bờ biển thanh niên quý tộc hộ tống nhanh tay chuyển đồ đạc, kể cả đồ ăn thức uống xuống hầm trống không.	"Megtenném tüstént, te sötétfelhős, ahogyan szólsz; ~~~ csakhogy az indulatod mindig tisztelve kimélem.	-0.0590909
Họ trải tấm nệm trên boong, tận đằng đuôi, trên trải tấm vải để Odysseus ngủ ngon lành cách xa tiếng động.	Azt akarom, hogy a phaiákok szépmívü hajóját, ~~~ míg a kiséretről hazasiklik a ködszinü áron,	-0.0472826
Odysseus chèo lên boong lẳng lặng ngả lưng.	szétzúzhassam, hogy haza már sose hordjanak eztán	0.286957
Tay chèo tuần tự vào chỗ cầm lái theo hàng, tháo cáp khỏi mốc đá khoét lỗ.	embert; s városukat hegylánccal körbekerítsem." ~~~ Erre a fellegtorlaszoló Zeusz válaszul így szólt:	-0.027439
Họ tuần tự ngả về phía sau, khua chèo nhịp nhàng chém nước, bọt biển tung bay.	"Kedvesem, úgy látom lelkemben a leghelyesebbnek, ~~~ hogy mikor azt a hajót mind nézik a városi népek,	-0.0122093
Cảm giác quên lãng từ từ nhẹ khép vành mi, Odysseus thiếp ngủ, êm đềm, say sưa như chết.	éppen amint közeleg, változtasd part közelében ~~~ sziklává, de alakját hagyd meg; a földilakók mind	0
Như bốn ngựa đóng ách kéo xe trên cánh đồng vừa nghe roi quất cùng chồm lên, nhổm cao.	bámulják; hegylánccal ekép zárd körbe a várost." ~~~ Hát mikor ezt hallotta a föld rázója, Poszeidón,	-0.00806452
phi vun vút trên đường đầy bụi, thuyền lao thẳng, đuôi nhấp nhô, đằng sau đợt sóng màu chàm rú rít, dâng cao dội đổ ầm ầm.	útnakeredt Szkheriába, a phaiák nép szigetére. ~~~ Ott várt; és befutott nem sokkal utána a bárka, ~~~ gyorsan hajtották.	-0.15
Tốc độ gia tăng thuyền phóng lên phía trước, ngay cả chim ưng bay nhanh hơn hết loài lông vũ cũng không đuổi kịp.	De a Földrázó odalépett, ~~~ s kővé változtatta: tenyérrel ütött a hajóra, ~~~ ott az a mély vízben gyökeret vert; ő pedig eltűnt.	-0.126042
Thuyền cứ thế bon bon đè sóng mà đi, mang theo thế nhân tinh khôn rất mực, trải qua năm tháng dài dặc hết chiến tranh trên đất liền đến lang thang trên biển cả dữ dằn, đắm chìm trong biết bao cực khổ, gian truân, bây giờ lẳng lặng buông mình vào giấc ngủ thanh thản, thảnh thơi, quên hẳn những gì đã chịu đựng, kinh qua.	Szóltanak egymáshoz szárnyas szavaikkal a néző ~~~ phaiákok, hosszú-evezős, nagyhírü hajósnép.	-0.389062
Hoàng hậu hàng tinh tú vừa xuất hiện báo hiệu Rạng Đông rời nôi ngủ mờ sương đem ánh sáng cho ban mai, thuyền kết thúc hải trình tiến vào Ithaka.	S volt, aki így szólt köztük, a szomszédjára tekintve: ~~~ "Ó, jaj, a fürge hajót ki kötötte meg így a vizekben, ~~~ míg hazatartott?	-0.150962
Trong đảo bên bờ có bến đậu nghe nói của Phorkys, Ông già Biển cả.	Hisz már látszott éppen egészen." ~~~ Így szóltak, de bizony nem tudták, hogy mi esett meg,	-0.0182432
Bến có hai mũi đất dựng đứng đối diện tách biệt nhô ra biển, song phía trong dốc thoai thoải.	Alkinoosz pedig így szólt köztük szónoki szóval: ~~~ "Jaj, nagyonis régen kijelentett jósszava vált be	-0.00927835
Mũi đất ngăn sóng từ ngoài khơi khỏi tràn vào khi gió thổi ác liệt, đồng thời tạo thuận lợi cho thuyền khi đã vào không cần cột cáp.	édesapámnak; mondta: Poszeidón megdühödik ránk, ~~~ mert mindenkit olyan bizton hordunk haza gályán.	-0.0796875
Đầu bến có cây ô-liu cành lá vươn dài, gần đó là căn động mờ mờ, ngoạn mục, thiêng liêng đối với nữ thần biển cả còn gọi là nữ thần sông nước.	Mondta, hogy egykor a phaiákok szépmívü hajóját, ~~~ míg a kiséretről hazatart az a ködszinü áron,	-0.115263
Động có một số bình và hũ hai quai bằng đá, ong trữ mật trong đó; động cũng có khung cửi to lớn bằng đá nữ thần biển cả dệt vải kỳ lạ màu biển tím thẫm, nhìn là mắt mê man, say đắm, mấy con suối chảy liên miên nước không bao giờ cạn; động có hai cửa: một nhìn về hướng gió bắc là đường đi dành cho thế nhân; một quay về hướng gió nam là đường đi dành riêng thần linh; vì hàng bất tử sử dụng lối này nên hàng tất tử không bao giờ đặt chân lên.		-0.3
Tay chèo Phaiakian cập bến chỗ này vì biết từ trước.	széttöri, és elzárja magas hegylánccal a várost.	0.238776
Vừa lách vào thuyền lao lên đất liền tức thì, nửa thân nằm trên bãi cát, tay chèo cừ khôi dang tay kéo khỏi mặt nước rất nhanh!	Így jósolt az öreg, s ez megy most teljesedésbe. ~~~ Rajta azonban, amint mondom, mind úgy cselekedjünk.	-0.0702128
Rời ghế nhảy xuống đất họ nhanh nhảu nâng Odysseus, cùng lúc mang tấm thảm, tấm vải lóng lánh nhiễu vân từ đáy thuyền; tránh làm mất giấc họ nhẹ nhàng đặt Odysseus xuống bãi cát.	Szűnjetek embereket hazahordani, bárki keresné ~~~ városotok föl; a Földrázónak, rajta, tizenkét	-0.167553
Tiếp theo họ mang phẩm vật, do Athena hảo tâm nhắc nhở, quân vương Phaiakian thân tặng lúc Odysseus rời đảo lên đường.	válogatott bika áldozatát bemutatni siessünk, ~~~ tán könyörül s nem zárja körül hegylánccal a várost."	-0.0397059
Họ chất ở gốc cây ô-liu cách xa đường đi phòng trường hợp khách qua đường nhìn thấy lấy mất trước khi Odysseus tỉnh giấc.	Szólt; megijedtek, s oltárhoz vitték a bikákat. ~~~ Így ezek oltárnál könyörögtek büszke Poszeidón	-0.0649485
