Charles Dickens	﻿Charles Dickens	1.24
– Có đấy. ~~~ Của riêng tôi.	Isten látja lelkem, így is van!	-0.0310345
– Nó dùng cho mọi loại tiệc trong ngày hôm nay sao?	Amint a harangszó elhangzott, a pékek is becsukták boltjukat.	0.294643
	Csak a kalácsok sültek tovább, illatosan a kemencék mélyén, miközben a kéményekből úgy dőlt a füst, mintha a téglákat is meg akarnák sütni ünnepi csemegének.	-0.3
	- A szenteltvíz, amit a kalácsra hintettél, talán valami különleges ízt ad a kalácsnak?	-0.3
- Scrooge hỏi.	- kérdezte Scrooge.	0.97
– Cho mọi loại.	- Igen, a karácsonyünnep ízét és zamatát.	0.0272727
	- És vajon illik-e ez az íz mindegyik kalácshoz?	-0.3
Nhất là cho các bữa ăn nghèo.	- Igen, mindegyikhez, amit jószívvel adnak.	0.215625
– Sao lại thế?	A szegényekéhez különösen.	0.171429
- Scrooge hỏi.	- Miért éppen a szegényekéhez?	0.73
– Vì cần nó nhất. ~~~ – Này Hồn ma!	- Azért, mert nekik van rá leginkább szükségük.	-0.00666667
- Sau một lúc ngẫm nghĩ, Scrooge nói.	Scrooge kissé elgondolkozott, azután hirtelen a szellemhez fordult.	0.435965
- Tôi lấy làm lạ là cậu, trong tất cả những người thuộc nhiều giới quanh chúng tôi, tại sao lại muốn hạn chế cơ hội hưởng thụ vô tội của những người này. ~~~ – Tôi ư?	- Lám, ha ennyire szíveden viseled a szegények sorsát, tán nem te, vagy valamelyik rokonod az, aki megtiltja nekik, hogy vasárnap főzzenek és süssenek?	0.0186957
- Hồn ma kêu lên.	- Mármint én?	0.964286
– Cậu sẽ tước đoạt các phương tiện nấu nướng của họ vào các ngày Chủ nhật, thường là ngày duy nhất họ được nấu nướng, - Scrooge nói, - đúng không nào? ~~~ – Tôi ư?	- Ezek a szegény emberek úgyszólván csak ezeken a pihenőnapokon jutnak hozzá, hogy meleg ételt egyenek és te ettől a kis örömtől is megfosztanád őket?	0.0183306
- Hồn ma kêu lên.	- Én?!	0.828571
– Cậu mưu toan đóng cửa những nơi này vào ngày Chủ nhật, - Scrooge nói.	- Bocsáss meg, lehet, hogy tévedek, de annyi bizonyos, hogy a te nevedben, vagy rokonaid nevében tették!	0.43875
- Và nó cứ thế mà tiếp diễn.	- Vannak köztetek olyanok, akik azt hangoztatják, hogy ismernek minket és barátságban állanak velünk.	0.0606061
	De ezt csak azért teszik, hogy nevünkben saját elbizakodottságukat, gőgjüket, önzésüket szolgálják.	-0.3
– Tôi mưu toan ư? ~~~ - Hồn ma kêu lên.	Nekem, rokonaimnak és barátaimnak oly idegenek ők, mintha a világon sem lennének.	-0.128049
– Hãy tha thứ cho tôi nếu tôi nhầm.	Gondolj erre és az ő rovásukra írd, amit panaszolsz, ne a mienkre!	0.171429
Đó là việc đã làm nhân danh cậu, hoặc ít nhất là nhân danh gia đình cậu, - Scrooge nói.	Scrooge megértően bólintott és láthatatlanul ődöngtek tovább a városi utcákon.	0.527727
– Có một số việc trên trái đất này của các người, - Hồn ma đáp lại, - những người khẳng định quen biết chúng tôi và hành động đủ thứ cho lòng say mê, kiêu căng, ác ý, căm thù, đố kỵ, cố chấp và ích kỷ nhân danh chúng tôi, những người vốn xa lạ với chúng tôi, và với tất cả bà con họ hàng của chúng tôi, họ dường như chưa bao giờ tồn tại.	Már a péknél megfigyelte Scrooge, hogy a szellem hatalmas alakja a legszűkebb helyen is átfér és bármely kis putriban is oly fenséges és emberfeletti, mintha magas, boltíves teremben állana. ~~~ Lehet, hogy éppen ez a képessége, de az is lehet, hogy csak végtelen jóindulata és a szegények iránt érzett szeretete indították a szellemet arra, hogy Scrooge segédjét, Cratchit urat is meg­látogassák.	-0.00575342
Hãy nhớ rằng họ phải chịu trách nhiệm các hành động của họ, chứ không phải chúng tôi.	Határozott léptekkel mentek a segéd lakása felé.	-0.01875
Scrooge hứa ông sẽ nói; rồi họ đi tiếp đến vùng ngoại ô thành phố, vẫn vô hình như lúc trước.	Scrooge még mindig görcsösen kapaszkodott a szellem ruhájába.	0.403333
Đây là một phẩm chất đáng kể của con ma (Scrooge đã quan sát tại hiệu bánh mì), dù kích thước khổng lồ, nó vẫn có thể đến mọi chỗ mọi nơi rất dễ dàng, nó đứng dưới một mái nhà thấp, duyên dáng như một nhân vật siêu nhiên có thể làm y hệt trong bất kỳ một đại sảnh cao ngất.	A szellem megállt a küszöbön, hogy a bőségszaruból szenteltvizet hintsen az ajtófélfára. ~~~ Hamiskásan mosolygott, mintha csak azt mondta volna: lám, így lakik ez a szegény ördög a heti tizenöt shilling fizetésből.	-0.0775862
Có lẽ con ma tốt bụng khoái thể hiện quyền năng này, hoặc đây là bản tính tử tế, hào phóng và nhiệt tình của nó, sự thông cảm với mọi người nghèo khổ đã đưa nó đến thẳng tới nhà viên thư ký của Scrooge; Nó đến đấy và đưa Scrooge đi cùng, tay ông nắm chặt áo choàng của nó.	Hm! ~~~ Végre egy ördög, aki nem szalad el a szenteltvíz elől. ~~~ Cratchitné asszony már ünnepi díszben sürgött-forgott.	-0.281481
Đến ngưỡng cửa, Hồn ma mỉm cười và dừng lại, rắc tàn đuốc cầu phúc cho gia đình Bob Cratchit.	Egyszerű, olcsó, két-háromszori alakí­táson már átment ruhát viselt.	0.158333
Hãy nghĩ đến điều đó!	Nagy gonddal terített.	0.218182
Bob chẳng có gì ngoài mười lăm silinh một tuần; Cứ đến Chủ nhật, ông ta bỏ túi mười lăm bản sao tên thánh của mình; và Hồn ma Giáng sinh Hiện tại cầu phúc cho ngôi nhà bốn phòng của ông!	Kisebbik leánya, Belinda, ügyesen segített neki. ~~~ A nagyobbik fiú, Péter, hatalmas, füligérő keménygallérjával (a papa egy gyenge pillanatban saját legszebb gallérját ajándékozta kedvencének és elsőszülött örökösének) a tűzhely mellett állt és villával forgatta az üstben a krumplit.	-0.0215347
Lúc đó bà Cratchit - vợ ông Cratchit - đứng dậy, "lên khung" nhưng vẫn nghèo khổ trong chiếc áo khoác lộn hai lần, những dải đăng ten rẻ tiền giá sáu penny trang hoàng trên áo, cùng với Belinda Cratchit, cô con gái thứ hai cũng lộng lẫy những đăng ten, trong lúc cậu Peter Cratchit nhúng dĩa vào chảo khoai tây, và đưa các góc cổ áo sơmi kỳ quái của cậu (tài sản riêng của Bob tặng con trai và người thừa kế của ông nhân ngày này) vào miệng, hãnh diện thấy mình ăn mặc lịch sự đến thế, và nóng lòng được trình diễn bộ đồ lanh của mình ở các sàn thời trang.		-0.3
Hai đứa con nhỏ hơn của nhà Cratchit, một trai một gái, đi vào, nước mắt đầm đìa và kêu toáng lên rằng chúng ngửi thấy mùi ngỗng từ bên ngoài hiệu bánh mì, và biết là dành cho chúng; rồi đắm mình trong những ý nghĩ xa xỉ về mùi cây xô thơm và hành, mấy đứa trẻ nhà Cratchit nhảy múa quanh bàn ăn, tâng bốc cậu Peter Cratchit lên tận trời xanh trong lúc cậu thổi lửa (không kiêu ngạo, dù chiếc cổ áo làm cậu suýt nghẹt thở), cho đến khi chảo khoai tây đang cháy lom đom sôi lên sùng sục, cậu gõ rất to vào vung chảo rồi múc ra và bóc vỏ.	Látszott rajta, hogy kemény­gallérját oly előkelőnek és ficsúrosnak véli, hogy valamelyik divatos szórakozóhelyen is feltűnést kelthetne vele. ~~~ Most a Cratchit-családnak még két kisebb tagja került elő: egy fiúcska és egy kislány.	-0.231696
– Bố quý hóa của các con đâu rồi?	Izgatottan szaglásztak.	0.075
	Érezték az ünnepi vacsora szagát és megéljenezték Pétert, aki ragyogó elegánciája fényes magaslatán a zúgó üstben ide-oda lökdöste a lassan fővő krumplikat, mialatt az üstből hatalmas gőzfelhő tört elő.	-0.3
- Bà Cratchit nói.	- Vajjon hol késik apátok?	0.783333
- Cả em con nữa, bé Tim ấy?	- mondta Cratchitné tűnődve - és Tibi sincs még itt.	0.408333
Còn Martha Giáng sinh năm ngoái cũng chẳng dặn đến chậm nửa giờ đó sao?		-0.3
– Martha đến rồi đây, mẹ ơi!	Tavaly ilyenkor Márta is már jó félórája itthon volt.	0.189474
- Cô gái nói xong liền xuất hiện.	- Megjött Márta!	0.714706
– Chị Martha đây rồi, mẹ ơi!		-0.3
- Hai cậu bé Cratchit reo lên.	- kiáltotta a két kisebbik gyermek.	0.687192
- Hoan hô!	- Márta!	1.26667
Con ngỗng to thế kia cơ mà, chị Martha!	Márta! ~~~ Ilyen libánk van!	-0.0807692
– Kìa, cầu cho con khoẻ mạnh, sao con đến muộn thế!		-0.3
- Bà Cratchit nói và hôn cô hàng chục lần, rồi sốt sắng cởi khăn quàng và mũ cho cô.	- közölték büszkén az érkezővel.	0.358333
– Tối qua bọn con xong việc muộn quá, - cô gái đáp, - và sáng nay chúng con phải dọn dẹp nhà cửa, mẹ ạ!	- Drága szívem, az Isten áldjon meg, csakhogy itt vagy már, úgy vártalak - mondta Cratchitné, jobbról-balról csókolgatva nagyleányát, miközben kalapját, köpenyét segített neki levetni.	0.358203
– Hay quá! ~~~ Không sao, miễn là con đến, - Bà Cratchit nói.	- Sok sürgős munkánk volt tegnap, anyám, a mai nap elment a takarítással, rámolással, amit tegnap elmulasztottunk.	-0.0551257
- Ngồi xuống trước lò sưởi này cho ấm, con yêu quý, Chúa phù hộ con!	- Az a fő, hogy már itt vagy, ülj a tűzhöz, hogy átmelegedj kicsit, drágám. ~~~ - Ne ülj le!	0.0851786
– Không, không!	Le ne ülj, Márta!	0.229412
Bố sắp về đấy, - hai cậu bé Cratchit kêu to, chúng nhảy nhót khắp nơi.	- kiáltotta most a két kicsi.	0.184127
- Trốn đi, chị Martha, trốn đi!	- Apa már itt jön a sarkon, bújj el hamar.	0.648529
Thế là Martha trốn biến, và Bob, người cha bé nhỏ bước vào, khăn quàng cổ dài độ một mét, thứ đồ duy nhất có tua, rủ xuống phía trước, quần áo ông mòn xơ xác tuy chải cẩn thận, còn bé Tim ngồi vắt vẻo trên vai ông.	Alighogy Márta elbújt, csakugyan megjött apa, vagy ahogy a gyerekek hívták, Bobi. ~~~ Kezében jókora fenyőággal, kis jégcsapokkal a bajuszán, mint egy Mikulás. ~~~ Kicsi Tibi a nyakán lovagolt.	-0.157718
Thương thay thằng bé, nó đeo cái khung nhỏ, một cái khung sắt đỡ cả tứ chi!	Szegény kicsi Tibi egyik lába születésétől béna volt, sínben kellett tartani és man­kóval kellett járnia.	0.219512
– Thế nào, Martha của chúng ta đâu?	- Hát Márta hol van?	-0.0631579
- Ông Bob Cratchit nhìn quanh và nói to.	- kérdezte Bobi, amint belépett és alaposan körülnézett.	0.479279
– Nó không đến, - Bà Cratchit nói.	- Még nem jött - mondta Cratchitné.	0.611364
– Không đến!	- Még nem jött?	0.2
- Bob nói, bỗng xìu hẳn; Ông đã phải làm ngựa cho Tim suốt quãng đường từ nhà thờ về nhà.	Szent karácsonyestéjén ilyenkor még nincs itt - mondta Bobi és jókedve menten elpárolgott.	0.468937
	Sóhajtott és izzadó üstökét törölgette, mert a templomtól hazáig ügetve kellett jönnie.	-0.3
- Không đến trong ngày Giáng sinh!	Kicsi Tibi jól megszalajtotta "lovát".	0.282857
Không muốn nhìn thấy bố thất vọng, dù chỉ để đùa, Martha vội nhô ra sau cánh cửa phòng kho và lao vào vòng tay ông, trong lúc hai cậu Cratchit đỡ bé Tim, đưa em vào phòng giặt cho em nghe bánh pút-đinh đang reo hát trong nồi.	Márta látta búvóhelyéről apja gondterhelt arcát és előbújt, mert még tréfából sem akarta őt megszomorítani. ~~~ A két kisebb gyermek felkapta kicsi Tibit és a konyhába vitték, hadd lássa ő is a sürgés-forgást, hadd hallja a vacsora sistergését.	-0.00327511
– Thằng bé Tim thế nào?	- Hogy viselkedett kicsi Tibi a templomban?	0.22
- Bà Cratchit hỏi, trêu chọc tính cả tin của Bob, còn ông đang hài lòng ôm ghì con gái vào ngực.	- kérdezte most anyja. ~~~ - Óh, roppant aranyos volt - válaszolt Bobi.	0.0795699
– Ngoan như vàng cốm, - Bob nói, - còn hơn nữa kia.	- És milyen komoly.	0.3
Không hiểu sao nó đâm tư lự, ngồi một mình rất lâu, nghĩ đến đủ thứ lạ lùng nghe được.	Ott ült a padban, homlokát összeráncolta, maga elé nézett, látszott, hogy valamin töri kis fejét.	0.274194
Nó kể với tôi trên đường về nhà, nó hy vọng mọi người nhìn thấy nó trong nhà thờ, vì nó què nên nó muốn thấy họ nhớ rằng Giáng sinh khiến cho những người hành khất què quặt đi được và những người mù nhìn thấy.	Hazafelé azután egyszer csak azt mondta, hogy már csak azért is jó, hogy ott volt a templomban, mert az emberek, amint őt mankójával látták, biztosan rögtön arra gondoltak, aki a bénákat éppé, a vakokat látóvá tette.	0.246269
Giọng Bob run run lúc kể chuyện này, và càng run hơn khi ông nói bé Tim khỏe và vui hơn.	Bobi hangja remegett a megindultságtól. ~~~ Óh, kicsi Tibi napról-napra okosabb lesz!	-0.0173077
Nghe tiếng cái khung chống nhỏ, cần thiết của Tim rơi xuống sàn và chưa ai kịp nói lời nào, nó đã trở lại với bé cùng các anh chị ùa đến cạnh ghế của em cạnh lò sưởi; trong lúc ông Bob lật cổ tay áo lên - tội nghiệp ông, hình như chúng không còn có thể tiều tụy hơn được nữa -, trộn rượu gin với chanh trong một cái bình và khuấy đều, rồi đặt cạnh lò cho sôi, cậu Peter và hai cậu bé Cratchit đâu cũng có mặt đến kiếm miếng thịt ngỗng, rồi trở lại với cả đoàn diễu hành trang trọng.		-0.3
Sự lăng xăng ấy khiến bạn có thể nghĩ con ngỗng là loài chim quý hiếm nhất, một con vật nổi lềnh bềnh, với nó một con thiên nga đen trở nên thông thường - và trong nhà này nó quan trọng đúng như thế.	Figyel, gondolkodik és mélyen érez. ~~~ Nem beszélt tovább, mert már jött is szegény kicsi Tibi kis mankójával topogva-kocogva.	-0.119748
