Quo Vadis	QUO VADIS?	0.266667
Chúng tôi nói về nàng, sau đó ông bắt đầu giảng giải, còn tôi lắng nghe giờ lâu và xin thổ lộ riêng cùng nàng rằng, dẫu có tài viết giỏi như cậu Petronius đi chăng nữa, tôi cũng sẽ không sao có thể diễn tả hết cho nàng nghe những gì đã đến trong đầu óc và tâm hồn tôi khi ấy.	Először rólad beszél­tünk és aztán a szent tanításban oktatott. ~~~ Ligia, azt mondom, ha úgy tudnék is írni, mint Petronius, még akkor se tudnám neked kifejezni, mi indította meg lelkemet és elmémet.	-0.0890374
Tôi không ngờ trên đời có thể có một niềm hạnh phúc, một vẻ đẹp và một sự bình yên mà người ta chưa hề biết đến.	Soha sem álmodtam volna, hogy annyi boldogság, annyi szép és fölemelő lehet a világon. ~~~ És mily kevés embernek van sejtelme erről.	-0.0122951
Song tất thảy những điều đó tôi sẽ giữ lại để trò chuyện cùng nàng, trong dịp rỗi đầu tiên tôi quay về Roma.	De hiszen erről nem sokára beszélek veled, mert az első szabad pillanatot arra használom, hogy hozzád, Rómába menjek.	0.261468
Xin nàng hãy nói tôi hay, tại sao trên mặt đất lại chứa được đồng thời cả những người như Sứ đồ Piotr và ông Paven xứ Tarxu lần những kẻ như hoàng đế?	Csak azt az egyet mondd meg: Létezhetnek-e a földön egyidejüleg oly férfiak, mint Péter apostol, tarsosi Pál és a császár?	0.15
Tôi hỏi thế, vì buổi chiều ngay sau bài giảng của ông Paven, tôi đã phải đến chỗ Nêrô và nàng có biết tại đấy tôi đã được nghe điều gì không?	Halld, miért kérdem ezt! ~~~ Miután Pál szavaira figyeltem, az estét Nerónál kellett töltenem és mi minden jutott itt fülembe!	-0.0564103
Trước tiên, hoàng đế đọc bản trường ca về sự triệt phá thành Tơroa của ngài, ngài bắt đầu than phiền rằng chưa bao giờ ngài được chứng kiến một thành phố nào đang cháy.	A császár fölolvasta költemé­nyét, "Trója pusztulását" és aztán folyton azon panaszkodott, hogy még soha se látott égő várost.	0.144094
Ngài ghen với vua Priam và gọi nhà vua là con người hạnh phúc, chỉ bởi vì nhà vua đã được tận mắt nhìn thấy đám cháy và sự hủy diệt của thành phố quê hương mình.	Kijelenté, hogy irigyli Priamost, mert tanúja volt Trója pusztulásának és égésének. ~~~ Erre Tigellinus megjegyzé:	-0.0927273
Nghe thấy thế, gã Tygelinux bèn nói: "Xin thánh thượng hãy phán một lời thôi, thần sẽ cầm ngay ngọn đuốc và trước khi đêm tàn, thánh thượng sẽ được nhìn thấy thành Anxium bốc cháy".	- Csak egy szavadra van szükség, ó isteni, és mielőtt megvirrad, Antiumot lángokban látod elenyészni!	-0.025
Song hoàng đế gọi y là đồ ngốc.	De a császár bolondnak mondta őt.	0.253125
"Vậy thì ta biết đi tới đâu - ngài nói - để hít thở khí trời vùng biển và làm trong lại giọng hát mà các thần linh đã ban cho ta, cái giọng mà như người ta nói, ta phải chăm lo gìn giữ quyền lợi của chúng dân?	"Hol örvendjek akkor a friss tengeri levegőnek - kérdé - és hol ápoljam hangomat, melyet az istenek adtak és amelyet, mint mindig mondják, az emberiség számára kell megőriznem?	0.397637
Hóa ra không phải chính Roma đã làm hại ta, hóa ra không phải chính những hơi thở hôi hám ngột ngạt từ khu Xubura và Exquilin đã khiến ta bị khản tiếng hay sao?	Hát nem Róma az, mely nekem árt, nem a Subura és az Esquilinus kigőzölgése, nem azok rossz levegője-e azok, amik rekedtté tesznek?	0.181513
Phải chăng cảnh thành Roma bốc cháy không trăm lần tuyệt vời và thảm khốc hơn so với Anxium?" Đến đây, tất thảy mọi người đều đồng thanh nhất trí rằng cảnh cái thành đô đã chinh phục toàn thế giới bị biến thành một đống tro tàn xám ngắt chắc chắn sẽ là một bi kịch chưa từng nghe nói đến.	Róma palotái nem nyujtanának-e százszorta tragikusabb és nagyobbszerü látványt, mint Antium?" És a jelenlevők mindnyájan helyeselték és arról beszéltek, mily csodálatos képet nyujtana olyan város, mint Róma, oly város, mely az egész világon uralkodik és most egyszerre hamurakássá változik.	0.250538
Hoàng đế tuyên bố rằng, khi ấy bản trường ca của ngài sẽ vượt xa những khúc ca của Homer, rồi ngài nói tới việc ngài sẽ xây dựng lại thành phố ấy ra sao, những cháu con muôn đời ấy sẽ phải thán phục kiệt tác của ngài, bên cạnh kiệt tác đó, những tác phẩm khác của nhân loại sẽ trở nên nhỏ bé biết bao.	A császár pedig kijelenté, hogy költeménye akkor még Hómér énekeit is fölülmulná és részletes leírást adott arról, miképp akarja a várost ismét fölépíteni.	-0.0420382
Khi ấy, đám thực khách đang say liền gào to lên: "Xin hãy thực hiện điều ấy!	"Jövő nemzedékek bámulják majd művemet - mondá - melynek fölül kell mulnia mindent, amit eddig emberi kezek alkottak!"	0.198795
Làm đi!".	- Tedd meg, tedd meg, császár!	-0.163636
Còn ngài thì phán: "Ta cần phải có những người bạn trung thành và tận tụy với ta hơn nữa!".	- kiáltá a bortól ittas társaság. ~~~ - Ahhoz odaadóbb és hivebb barátokkal kellene bírnom!	-0.0244186
Xin thú thật, nghe những lời nói ấy, lập tức, tôi lo thắt ruột, hỡi nàng thân yêu, bởi vì nàng hiện đang sống tại Roma.	- viszonzá a császár. ~~~ Megvallom, eleintén mindez nagyon nyugtalanított, mivel Rómában vagy, Carissima.	-0.045
Bây giờ thì chính tôi cũng tự cười thầm vì nỗi lo vớ vẩn kia khi nghĩ rằng, dẫu có điên đi nữa, cả hoàng đế lẫn đám cận thần cũng sẽ không tài nào dám dung túng cho một sự điên khùng đến độ ấy.	Most nevetek aggodalmamon és azt gondolom, ilyen őrületes féktelenséget a császár és barátjai egyéb zabolátlan bolondságaik ellenére se fognak megengedni.	0.161074
Thế nhưng nàng biết đấy.	De én szeretlek, Ligia, és mindig újfent elfog az aggodalom miattad.	-0.02
Thế nhưng nàng biết đấy, con người thường vẫn hay lo sợ cho những người thân yêu của mình, tôi vẫn muốn sao ngôi nhà của ông Linux đừng ở trong cái ngõ hẻm chật chội ở khu Zatybre, trong khu phố dân ngoại kiều sinh sống, đám dân mà một khi nhỡ có chuyện gì xảy ra, người ta cũng ít cần phải lưu ý tới mạng sống của họ.	Mennyire óhajtottam, bár ne volna Linus háza abban a szűk utcában a Tiberen túl és bár ne laknál ezek közt az emberek közt, akikre ilyen esetekben a legkevésbbé vannak tekintettel.	-0.0309091
Với tôi, ngay cả những cung điện trên đồi Palatyn cũng không phải là nơi xứng đáng cho nàng trú ngụ, tôi muốn sau nàng không bao giờ bị thiếu đi những đồ trang trí và những tiện nghi mà nàng chẳng quen thuộc từ khi còn thơ ấu.	Ó Ligia, még a paloták a Palatinuson se látszanak méltóknak arra, hogy téged befogadjanak, sejted-e tehát, mennyire fáj nekem, hogy minden kényelmet nélkülöznöd kell, amelyhez ifjúságodtól fogva hozzászoktál.	0.238806
Hỡi Ligia của tôi, xin nàng hãy chuyển về nhà ông bà Aulux mà ở. Nơi đây, tôi nghĩ nhiều đến chuyện ấy.	Kövesd tanácsomat, Ligiám, térj vissza Aulus házába. ~~~ Mindent éretten megfontoltam.	-0.0542169
Giả sử hoàng đế đang ở Roma thì tin nàng quay trở lại nhà sẽ có thể được đám nô lệ truyền khẩu nhau đến tận Palatyn, khiến người ta chú ý đến nàng, nàng sẽ bị trừng phạt vì dám hành động ngược với ý chí hoàng đế.	Ha a császár Rómában volna, a hír a rabszolgák révén hamar a császári palotába hatolna és ama lépés vészthozó lehetne reád nézve.	0.0259843
Nhưng ngài còn ở lại Anxium lâu, trước khi ngài quay về thì đám nô lệ hẳn đã thôi bàn tán về chuyện ấy rồi.	De Nero még sokáig Antiumban marad és ha később Rómába megy, a rabszolgák már nem beszélnek többé rólad.	0.246535
Ông Linux và bác Urxux có thể về cùng nàng.	Linus és Ursus menjenek veled.	0.117857
Thực ra, tôi vẫn hằng hy vọng, rằng trước khi cung điện Palatyn được gặp lại hoàng đế, thì nàng, hỡi thần nữ của tôi, đã được về ở trong ngôi nhà của chính nàng trên đồi Karyny rồi.	Azonkívül azt a reményt táplálom, hogy te, istennőm, mielőtt a császár ismét visszatér a Palatinusra, saját házadban fogsz lakni a Carinaeban.	0.145588
Phước phận thay ngày giờ giây phút nàng bước chân qua ngưỡng cửa nhà tôi và nếu Đức Chúa Crixtux - người mà tôi đang học hỏi để thuận theo - làm cho điều ấy trở thành sự thực, thì tên tuổi của Người sẽ được ngợi ca.	Legyen áldott az a nap, az az óra, az a pillanat, amelyben átléped küszöbömet; és ha Krisztus, akinek szent tanítása egyre jobban föltárul előttem, arra bir, legyen az ő neve is áldott.	0.171176
Tôi nguyện sẽ phụng sự Người, sẽ hiến dâng Người cả cuộc đời, cả dòng máu đỏ của tôi.	Akkor majd neki szolgálok, akkor életemet és véremet áldozom érette.	0.122727
Mà có lẽ nói thế này đúng hơn: Hai ta sẽ cùng nhau phụng sự Người, cho tới khi nào guồng đời của đôi ta trọn vẹn quay.		-0.3
Tôi yêu nàng và bằng cả tấm lòng xin cầu chúc nàng mạnh khỏe.	Nem, rosszul fejezem ki magamat!	-0.103448
Henryk Sienkiewicz ~~~ Quo Vadis	Neki szolgálunk, ameddig életünk fonala terjed.	-0.0964286
Dịch giả và giới thiệu: Nguyễn Hữu Dũng	Szeretlek és teljes lelkemből üdvözöllek."	0.279545
T2 - Chương 39	TIZENHETEDIK FEJEZET.	0.15
Bác Urxux vừa kéo dây buộc đôi bình lấy nước trong thùng chứa, vừa khẽ ngâm nga một khúc ca kỳ dị nào đó của xứ sở Ligi và đưa cặp mắt tràn trề vui sướng ngắm nhìn Ligia và Vinixius.	Ursus, egy kötélre erősített két amphorával egy ciszternából vizet merített és félhangosan különös ligiai dalt énekelt.	0.1025
Giữa những cây trắc bá trong vườn nhà ông Linux, trông họ hệt như hai pho tượng trắng ngần.	Eközben szemét Ligiáról és Viniciusról le nem véve, elragadtatással nézte őket, kik Linus kertjében a cipruszok közt két fehér szoborhoz hasonlítottak.	0.159
Không một chút gió nào làm xao động trang phục của họ.	Semmi fuvalom nem lengeté ruhájokat.	0.0857143
Bóng chiều vàng tím trùm lên thế gian, trong khung cảnh thanh bình của ban chiều, tay trong tay, họ trò chuyện cùng nhau.	Az esti ég mintegy aranyosra festve terült a föld fölé; végtelen béke uralkodott s a két fiatal egymás kezét fogva, lassan sétált föl és alá a kertben.	0.250413
- Chàng Marek, liệu điều gì không lành có thể đến với chàng chăng, một khi chàng rời khỏi Anxium thiếu sự ưng thuận của Hoàng đế?	- Nem fenyeget veszély, Marcus, mivel Antiumot a császár tudta nélkül elhagytad?	0.258769
- Ligia hỏi	- kérdé Ligia.	0.975
- Không đâu, nàng thân yêu của tôi, - Vinixius đáp, - Hoàng đế tuyên bố rằng ngài sẽ đóng cửa suốt hai ngày liền để cùng với Terpnox soạn những khúc ca mới.	- Nem, édesem - viszonzá Vinicius. ~~~ - Nero tudtul adta, hogy két napra bezárkózik Terpnosszal, hogy új költeményeit megzenésítse.	0.0510453
Ngài thường hay làm điều đó, và những lúc như vậy ngài không hề hay biết, không hề nhớ gì đến những chuyện khác.	Ezt gyakran teszi és ilyenkor semmi másra nem gondol, csak költeményeire.	0.0397059
Vả chăng, ngay cả Hoàng đế cũng có nghĩa lý gì đâu khi tôi được ở bên nàng, được nhìn ngắm nàng.	És, ó Ligia, mit nekem a császár, ha nálad lehetek, ha szemedbe nézhetek?	0.119118
Quá đỗi nhớ nàng, những đêm gần đây tôi không tài nào chợp mắt.	Nem birtam tovább uralkodni vágyamon, mely elfogott, utoljára már az álom is került.	0.27973
Nhiều khi thiếp đi vì quá mệt mỏi, tôi lại chợt bừng tỉnh dậy với cảm giác là có một mối nguy hiểm nào đó đang rình rập trên đầu nàng, có lúc tôi lại mơ thấy người ta cướp mất những con ngựa trạm mà tôi bố trí ở dọc đường, những con ngựa sẽ đưa tôi từ Anxium về Roma, và quả thực trên lưng ngựa, tôi đã vượt quãng đường ấy nhanh hơn tất thảy các điệp sứ của Hoàng đế.	Nagyon gyakran, mikor a fáradság erőt vett rajtam és kissé elszunnyadtam, hirtelen ujra fölugrottam attól az aggasztó érzéstől, hogy téged veszély fenyeget; néha azt álmodtam, hogy a lovakat, melyek Rómától Antiumig az egész úton készen állnak számomra, ellopták - azokat a lovakat, amelyekkel ezt az utat gyorsabban megtehetem, mint a császárnak bármely lovas küldötte.	0.237752
Tôi không thể thiếu nàng lâu hơn được nữa.	Nem, látnom kellett téged, nem élhettem tovább nálad nélkül.	0.24
Tôi yêu nàng quá mất rồi, Ligia thân yêu, người yêu quý nhất đời của tôi ơi!	Forrón, bensőleg szeretlek, te egyetlenem, te drágám!	0.109615
- Em biết trước rằng chàng sẽ về.	- Sejtettem, hogy eljösz.	0.7125
Theo lời em khẩn cầu, bác Urxux đã hai lần tới nhà chàng trên đồi Karyny để hỏi thăm tin tức của chàng.	Ursus kétszer sietett kérésemre a Carinaeba és házadban felőled kérdezősködött.	0.185185
