Miếng Da Lừa	A SZAMÁRBŐR	0.253846
Nàng đến mức phải ngồi lặng im một lúc khi tôi nói với nàng rằng những tư tưởng của chúng ta là những thực thể có tổ chức, hoàn bị, tồn tại trong một giới vô hình, và ảnh hưởng tới vận mệnh chúng ta, rồi tôi kể ra làm bằng chứng những tư tưởng của Descartes, của Diderot, của Napoléon, đã từng dẫn dắt và vẫn còn đang dẫn dắt cả một thế kỷ.	Néhány pillanatra el is akadt a szava, mikor azt mondtam neki, hogy gondolataink szerves, magukban teljes lények, amelyek láthatatlan világban élnek és sorsunkra befolyással vannak. ~~~ Bizonyságul idéztem neki Descartes, Diderot és Napoleon gondolataiból, mint akik vezettek, sőt még most is vezetnek egy egész évszázadot.	-0.0445946
Tôi có vinh dự làm vui nàng.	Mindenesetre jól elszórakoztattam.	0.237931
Nàng từ biệt tôi và mời tôi lần khác lại đến chơi; nói theo ngôn ngữ cung đình, nàng mở cửa lớn rước tôi vào.	Mikor eltávozott mellőlem, meghivott máskorra is. ~~~ Szertartásos modorban jelentette ki, hogy szivesen fogad.	-0.0308824
Hoặc là, theo thói quen đáng khen của tôi, tôi coi những câu khách sáo như những lời thật lòng, hoặc là nàng thấy tôi có thể nổi tiếng nay mai và muốn tăng thêm cái nhóm những nhà bác học của nàng; tôi tưởng như đã làm nàng hài lòng.	Nem tudom azért-e, mert dicséretes szokásom szerint minden udvarias formulát szives szónak veszek, vagy Foedora csakugyan valami jövendőbeli hires embert látott bennem, akivel érdemesnek itélte tudósmenazsériáját megszaporitani, de meg voltam róla győződve, hogy tetszem neki.	0.285484
Tôi đã nhớ lại tất cả những kiến thức về sinh lý học của tôi và những điều nghiên cứu trước kia của tôi về người đàn bà để trong buổi tối đó xem xét con người nàng và điệu bộ của nàng.	Fölidéztem minden fiziológiai tudásomat és előzetes tanulmányaimat az asszonyi nemről, hogy még azon az estén aprajára kifürkészszem ezt az érdekes egyéniséget, minden különösségeivel egyetemben. ~~~ Meghuzódva valamelyik ablakfülkében, az ő gondolatai után kémlelődtem.	-0.0163212
Nấp trong một khung cửa sổ, tôi dò xét tư tưởng nàng qua thái độ của nàng, qua cách thức của một bà chủ nhà đi lại, ngồi và chuyện trò, gọi một người, hỏi họ và tựa vào một khung cửa ra vào để nghe họ.	Kerestem a magatartásában, tanulmányozva azt a módot, amelylyel háziasszonyi minőségében járt-kelt vendégei között, leült, csevegett, megszólitott valakit, kérdezősködött, s az ajtófélfához támaszkodott, mig a kérdezett szavait hallgatta.	0.283929
Tôi nhận thấy trong dáng đi của nàng một cử động khúc triết rất êm, chiếc áo dài nhấp nhô thật duyên dáng, nàng kích thích rất mạnh tình dục, đến nỗi tôi đâm ra rất nghi ngờ về đức hạnh của nàng.	Járását oly lágyan ringónak találtam, ruhája oly gyönyörü redőkben simult hozzá, a maga egészében oly kivánatos volt, hogy kezdtem egyre hitetlenebbül gondolni erényére.	0.200602
Nếu ngày nay Foedora không biết đến tình yêu, thì xưa kia chắc hẳn nàng đã rất đa tình.	Ha Foedora ma meg is tagadta a szerelmet, valamikor annál szenvedélyesebbnek kellett lennie.	0.474527
Một vẻ khoái trá tinh xảo hiện ra ngay cả trong cái tư thế của nàng đứng trước người nói chuyện: nàng tựa mình vào ván lát tường một cách lả lướt, như một người sắp ngã, nhưng cũng tấp tễnh chạy trốn nếu bị con mắt sắc nào nhìn uy hiếp.	Volt valami kéjes még abban a testtartásban is, amelylyel szembehelyezkedett a mulattatójával; kacérul támaszkodott a faragott fához, mint aki közel van hozzá, hogy elessék, de éppen oly közel ahhoz, hogy az első tulságosan kihivó pillantásra elmeneküljön onnan.	0.27439
Hai tay khoanh ẻo lả, dường như hít thở lời nói.	Ahogy karjait lágyan keresztbe fonva állott ottan, minden szót odaadó figyelemmel kisérve, szinte még a tekintetével is magába sziva, csak ugy sugárzott belőle az érző asszony.	-0.328302
lắng nghe cả bằng con mắt nhìn và có hảo ý, nàng toát ra tình cảm.	Üde ajkai pirosan rajzolódtak arcának fehér hamvára.	0.190385
Cặp môi tươi đỏ nổi lên trên nước da trắng nõn, làn tóc nâu tôn lên khá đậm màu da cam của cặp mắt nổi vân như đá hoa Florence, và vẻ nhìn dường như làm cho lời nói thêm sắc sảo; thân thể nàng mang những nét duyên dáng mê ly nhất.	Barna hajzata mellett gyönyörüen érvényesült sötét narancsszinbe játszó szeme, melyet a firenzei kövekhez hasonlóan erek futottak át, s melynek kifejező tekintete még több finomságot kölcsönzött szavainak. ~~~ Felső teste volt a legbájosabb, a mindenek fölött csábitó.	-0.00665323
Một kẻ địch thủ có lẽ sẽ gắn cho nàng tính tàn nhẫn do hai hàng lông mày rậm như nối liền với nhau, và sẽ chê đám lông tơ nhỏ li ti tô điểm vành mặt nàng.	Valami versengő asszonytársa valószinüleg kifogás alá esőnek itélte volna sürü szemöldjeit, melyek csaknem összeértek, s fönnakadt volna azokon az alig észrevehető apró bolyhocskákon, melyek arca hamvát végig bepehelyezték.	0.215294
Tôi thấy dục vọng in dấu ở khắp cả.	Én mindebben a szenvedélyesség bélyegét láttam.	0.25814
n ái ghi trên những mí mắt kiểu người Ý, trên đôi vai mỹ lệ xứng với tượng Vénus của Milo, trong những nét mặt.	Szerelem volt irva ennek az asszonynak az itáliai szemhéjára, a milói Vénuszra méltó szépséges vállára, arcának minden vonására, kissé husos, haloványan beárnyékolt ajakára.	0.18629
Ở vành môi trên hơi dày và có chút bóng râm.	Több volt mint asszony; regény volt.	0.185294
Người đàn bà đó là một thiên tiểu thuyết; những bảo vật của phụ nữ ấy, toàn bộ đường nét nhịp nhàng, những hứa hẹn dục tình của cái cơ cấu phong phú ấy được hòa dịu dàng bằng một sự thận trọng thường xuyên, bằng một sự khiêm tốn lạ lùng, nó tương phản với sự biểu hiện của cả con người.	Igen, ezt az erősen asszonyos tehetséget, a vonalaknak ezt a harmonikus együttesét és mindazt, amivel ez a pompás termet kecsegtetett, mérsékelte valami állandó tartózkodás, valami különös megnyilatkozásu szerénység, mely ellentmondásban volt mindazzal, amit egész személye kifejezett.	0.227206
Phải có một sự quan sát thật sâu sắc như tôi mới phát hiện ra được ở cái bản chất con người đó những dấu hiệu của một căn số đào hoa.	Olyan éles megfigyelőképesség nélkül, mint aminő az enyém volt, bajos lett volna fölfedezni benne, hogy gyönyörre termett.	0.208475
Để nói rõ hơn ý nghĩa của tôi, ở nàng có hai người đàn bà có lẽ do nửa mình trên ngăn đôi: một phần thì lạnh lùng, dường như chỉ có cái đầu là tình tứ.	De hogy világosabban fejezzem ki magam, két asszony lakozott Foedorában, talán éppen csak hogy a buste-jével elválasztva.	0.148673
Trước khi ngừng con mắt vào một người đàn ông. ~~~ nàng chuẩn bị nhìn như có cái gì bí mật trong bản thân nàng: có thể nói có một chấn động trong cặp mắt rất mực long lanh của nàng.	Az egyik hideg volt, csupán a fej látszott szerelmesnek; mielőtt férfin akadt volna meg a szeme, előkészitette rá a tekintetét, mintha valami rejtelmes dolog ment volna benne végbe; az ember szinte azt mondhatta volna, hogy átnyilallott valami ragyogó két szemén.	-0.0312183
Tựu trung hoặc là sự hiểu biết của tôi chưa đầy đủ, và tôi còn phải biết phát hiện ra nhiều bí ẩn của thế giới tinh thần hơn nữa, hoặc là nữ bá tước có một tâm hồn thanh cao mà những tình cảm và những phát tiết đem lại cho vẻ mặt nàng cái ma lực nó khuất phục và mê hoặc chúng ta, cái uy thế hoàn toàn tinh thần và càng thêm mãnh liệt khi nó hòa nhịp với những giao cảm của sự thèm muốn.	Szóval, vagy az én tudományom tökéletlen és tengersok titok nyitjára kell még rábukkannia az erkölcsi világban, vagy neki van szép lelke, melynek érzései és kisugárzásai teszik oly elragadóvá azt a mindannyiunkat leigázó, megbüvölő arcot, mely még inkább hódit, mivelhogy kivánatos.	0.132353
Tôi ra về, lòng bị người đàn bà đó chiếm đoạt, quyến rũ, say mê vì sự xa hoa của nàng, trong trái tim có tất cả cái gì là cao quý, là hư hỏng, là tốt đẹp, là xấu xa đều bị khêu gợi.	Megigézve távoztam el, teljesen belébolondulva, mámorosan a fényüzésétől. ~~~ Csak ugy bizsergett bennem minden érzés.	-0.108261
Cảm thấy mình xúc động đến thế, hoạt bát đến thế, phấn chấn đến thế, tôi mới hiểu cái sức hấp dẫn đã đưa tới đó những nghệ sĩ kia, những nhà ngoại giao kia, những kẻ quyền thế kia, những tay con buôn mình lót tôn như những két bạc của chúng.	Minden, ami nemes és rosszrahajló, jó és gonosz csak van a szivemben. ~~~ Ebben a lelkes, nekihevült, lázas állapotban kezdtem érteni, micsoda bübájosság az, amely e müvésznépséget, e diplomatákat, e hatalmas embereket, e pénzszekrényeikhez hasonlóan páncélozott agioteuröket hozzá vezeti.	0
Chắc hẳn họ tới bên nàng để tìm nỗi xúc cảm mê hồn nó làm rung lên trong tôi tất cả mọi năng lượng của con người, nó làm sôi máu tôi ở khắp mọi huyết quản, nó kích thích từng dây thần kinh nhỏ nhất và nó làm chấn động cả khối óc tôi!	Kétségkivül ők is azt az észveszejtő izgalmat keresik, amely megrázta az én egész valómat, felkorbácsolta minden legparányibb erem vérét, megborzongatta legkisebb idegemet és átnyilallott az agyam velején!	0.201015
Nàng chẳng hiến mình cho một ai để giữ tất cả mọi người.	Egynek sem adta meg magát, hogy valamennyit megtarthassa.	0.213462
Một người đàn bà chừng nào mà không yêu thì đỏm dáng.	Az asszony addig kacér csak, amig nem szeret.	0.135
- Vả chăng, - tôi nói với Rastignac, - có lẽ nàng đã bị gả hay bị bán cho một lão già nào đó, và nhớ lại cuộc hôn nhân đầu tiên đó nàng đâm ra khiếp sợ chuyện yêu đương.	– Az is lehetséges, – mondottam Rastignacnak, – hogy férjnél volt, vagy eladta magát valami vénségnek és első násza riasztja most vissza a szerelemtől. ~~~ Gyalog mentem haza a faubourg Saint-Honoréból, hol Foedora lakik.	-0.016129
Tôi đi bộ về nhà từ phố ngoại thành Saint-Honoré, nơi Foedora ở. Giữa lầu của nàng và phố Cordiers là gần hết Paris; tôi tưởng như đường ngắn, thế mà trời thì lạnh.	Palotájától a Cordiers-utcáig szinte egész Párison keresztül kell menni. ~~~ Kurtának tetszett előttem ez az ut, pedig ugyancsak hideg volt.	-0.0623077
Rắp tâm chinh phục Foedora vào mùa đông, một mùa đông giá lạnh, khi tôi không có lấy ba mươi quan trong túi, khi mà quãng đường giữa hai người xa đến thế!	Télen, kemény télen vállalkozni Foedora meghóditására, mikor összevissza nem volt harminc frankom, s oly hatalmas távolság választott el bennünket egymástól!	0.421289
Chỉ có một chàng trai nghèo mới biết một mối tình si đáng giá bao nhiêu tiền xe ngựa, găng tay, quần áo trong, quần áo ngoài… Nếu tình yêu cứ ở trong phạm vi lý tưởng hơi lâu một chút thì nó đâm ra tốn kém.	Arról csak szegény fiatalembernek lehet fogalma, mennyibe kerül ilyes alkalmakkor a kocsi, a keztyü, a ruha, a fehérnemü stb. ~~~ Ha az efféle szerelem egy kissé nagyon is sokáig platonikus marad, végső pusztulásra vezet.	-0.01575
Thật sự có những tay Lauzun của trường luật không thể ngấp nghé tới một mối tình nằm ở từng gác một.	A jogi karon akárhány Lauzun akad, aki még csak nem is közeledhetik a szerelme tárgyához, ha az netalán első emeleten lakik.	0.428399
Và làm thế nào mà tôi tranh đấu được, tôi, một kẻ yếu đuối gầy còm, ăn mặc xoàng xĩnh, xanh xao tiều tụy như một nghệ sĩ vừa khỏi ốm vì một tác phẩm, tranh đấu với những chàng trai tóc uốn cừ, xinh đẹp.	Hogyan is gyürhetném le én, a gyönge, vézna, egyszerüen öltözött, halovány, nagy munkája után még csak alig felocsudott teremtés azokat a kikent, kifent, pipes, nyalka, észbontó nyakkendőket viselő, gazdag, tilburyn járó, hetyke legényeket?	0.297368
thanh nhã, đeo cravat làm lác mắt cả xứ Croatia, giàu có, ngựa xe và ăn mặc choáng lộn?		-0.3
- Chà!	– Ejh!	0.257143
Foedora hay là chết? ~~~ - Tôi la lên ở chỗ ngoặt một chiếc cầu.	Foedora, vagy a halál… – mondtam magamban valami hidra befordulóban.	-0.00227273
Foedora, đó là hạnh phúc!	– Foedora, jó szerencse!	0.864
Cái tư thất kiểu gothique đẹp đẽ và cái phòng khách kiểu Louis XIV diễu qua trước mắt tôi; tôi lại nhìn thấy nữ bá tước với chiếc áo dài trắng, những tay áo rộng duyên dáng, và bước đi quyến rũ của nàng, và bộ ngực khêu gợi của nàng.	A szép gótikus boudoir meg a XIV. ~~~ Lajos korabeli szalón elvonultak lelki szemem előtt és magam előtt láttam a grófnőt fehér ruhájában, kecsesen libegő ruhaujjával, megejtő járásával, kisértetbe hozó keblével.	-0.0413793
