Alexandre Dumas	﻿ALEXANDRE DUMAS	0.24
Quả thật do bị lầm về những tin tức đó, hoàng thân de Condé đã cho rút quân mình khi Béthune, tập trung mọi lực lượng của mình ở vùng giữa Vielll - Chapelle và Venthie. ~~~ Sau khi đích thân ông cùng với thống chế Grammont đi quan sát suốt dọc trận tuyển, ông vừa mới trở về và ngồi vào bàn ăn, hỏi han các sĩ quan ngồi gần về những tình hình mà ông đã sai họ thu thập; nhưng chẳng ai có được những tin tức xác thực.	A herceg felült a hamis hírnek, valóban kivonta csapatait Béthune-ből, minden erejét Vielle-Chapelle és La Ventie közé összpontosította, ő maga pedig, miután Grammont marsallal felderítő utat tett minden vonalban, éppen visszatért, asztalhoz ült és kérdezgetni kezdte a tiszteket értesüléseik felől, melyek szerzésével megbízta őket; de hitelképes hírt egyik se hozott.	-0.00904977
Quân đội địch đã biến đi đâu từ bốn mươi tám giờ và dường như đã tiêu tán mất rồi.	Az ellenséges hadsereg két nap óta úgy eltűnt, mint a kámfor.	0.0827586
Không bao giờ một quân đội địch lại rất gần và do đó rất là đe doạ bằng khi nó bỗng nhiên biến mất hoàn toàn.	Nos, soha ellenséges hadsereg nincs oly közel, s következésképp nem oly veszedelmes, mint mikor nyomtalanul eltűnik.	0.255556
Cho nên hoàng thân vừa trở nên cau có và băn khoăn trái với thói quen của mình thì một sĩ quan trực vào bảo rằng có người nào đó xin gặp thống chế Grammont.	A herceg tehát szokása ellenére rosszkedvű és gondterhes volt, mikor egy szolgálatos tiszt lépett be, s jelentette Grammont marsallnak, hogy valaki beszélni óhajt vele.	0.27871
Quận công đưa mắt xin phép hoàng thân và đi ra.	Grammont marsall csak úgy, a tekintetével kérte a herceg beleegyezését és kiment.	0.138
Hoàng thân nhìn theo, dán mắt vào cánh cửa, chẳng ai dám ho he, sợ làm ông lãng ý khỏi mối bận tâm của mình.	A herceg utánanézett, s szeme az ajtóra szegeződött, lévén, hogy senki se mert mukkanni, nehogy megzavarja töprengésében.	0.294737
Bất thình lình một tiếng động vang lên. ~~~ Hoàng thân vội vàng đứng dậy và giơ bàn tay về phía có tiếng động.	Hirtelen tompa moraj hallatszott; a herceg izgatottan felugrott, s kezét kinyújtotta abba az irányba, ahonnan jött a moraj.	-0.0135135
Tiếng động ấy quá quen thuộc đối với ông, đó là tiếng súng đại bác.	Ezt a morajt jól ismerték: ágyúdörgés volt.	0.0545455
Ai nấy đều đứng cả dậy.	Mindenki felkelt, akárcsak ő.	0.27931
Vừa lúc ấy cửa mở, thống chế Grammont mặt mày rạng rỡ bước vào và nói:	Ebben a pillanatban nyílt az ajtó.	-0.16875
- Thưa Đức ông, Điện hạ có vui lòng cho phép con trai tôi, bá tước de Guise và bạn đồng hành là tử tước de Bragelonne vào để đem đến cho Điện hạ những tin tức về quân địch mà chính chúng ta đang tìm kiếm và chính họ đã lượm được?	- Fenséges uram - mondta Grammont marsall örömrepesve -, megengedik-e, hogy a fiam, Guiche gróf, és útitársa, Bragelonne vicomte hírekkel szolgáljanak az ellenségről, melyet mi csak keresünk, de amelyre ők találtak rá?!	0.502139
- Thế là thế nào nhỉ?	- Hogy megengedem-e?	0.955263
- Hoàng thân vội vã nói.	- mondta a herceg izgatottan.	0.8
- Tôi cho phép chứ. ~~~ Không những tôi cho phép và tôi còn mong muốn nữa.	- Nemcsak hogy megengedem, de kívánom.	0.13
Bảo họ vào đi.	Jöjjenek be.	0.184615
Thống chế đầy hai thanh niên đến trước mặt hoàng thân.	A marsall betessékelte az ifjakat; egyszerre a herceg előtt találták magukat.	0.257143
Hoàng thân chào họ và bảo: ~~~ - Các ông hãy nói đi, nói trước đã; rồi sau chúng ta hãy chúc mừng nhau theo tục lệ.	- Beszéljenek, uraim - mondta a herceg, s üdvözölte őket -, előbb csak beszéljenek, a formaságokat későbbre hagyjuk.	0.0414474
Điều cấp bách nhất đối với tất cả chúng ta bây giờ là biết được quân địch ở đâu và đang làm gì.	A legsürgősebb most mindnyájunknak az, hogy megtudjuk, hol az ellenség, és mit csinál.	0.177778
Dĩ nhiên là bá tước de Guise lên tiếng không những vì anh lớn tuổi hơn mà còn vì anh được cha mình giới thiệu với hoàng thân.	A szólás, természetesen, Guiche grófot illette; nemcsak mert ő volt az idősebb, hanem mert az apja a hercegnek már bemutatta.	0.247368
Và lại anh đã quen hoàng thân từ lâu, còn Raoul thì mới gặp lần đầu.	Egyébként is a herceget már régóta ismerte, Raoul viszont most látta először.	0.530769
Anh kể cho hoàng thân nghe điều họ đã trông thấy từ quán Mazingarbe.	Elmondta hát a hercegnek, amit a mazingarbe-i fogadóban láttak.	0.228814
Trong lúc ấy, Raoul nhìn vị tướng trẻ mà đã lừng danh về nhưng trận Roroy, Fribourg et và Nordlingen.	Ezalatt Raoul le nem vette a szemét e fiatal s a rocroi-i, fribourg-i és nördlingeni csata révén már oly nagy hírű hadvezérről.	0.408571
Từ sau khi cha mình và Henri de Bourbon chết, Louis de Bourbon , hoàng thân de Condé được người ta gọi tắt theo thói quen thời bấy giờ là Ngài Hoàng thân là một người trẻ trạc hai mươi sáu hai mươi bảy tuổi, mắt sắc như mắt phượng hoàng; agl occhi griphani, như nhà thơ Dante nói, mũi khoằm, tóc dài bồng bềnh thành búp, tầm vóc nhỏ nhưng rắn rỏi, có tất cả những phẩm chất của một nhà chiến tranh vĩ đại, tức là cái nhìn sắc sảo, quyết định nhanh chóng, tinh thần dũng cảm truyền thuyết. ~~~ Điều đó chẳng ngăn cản ông đồng thời là người phong nhã và trí tuệ, đến nỗi ngoài cuộc cách mạng mà ông đã làm trong chiến tranh bằng những yếu lĩnh mới mà ông đưa vào đó, ông còn làm cách mạng ở Paris trong hàng ngũ những vị công hầu trẻ ở triều đình mà ông là người thủ lĩnh tự nhiên. ~~~ Và đối lại với những người phong nhã của triều đình cũ mà Bassompierre, Bellegarde và quận công d Angoulême là những người mẫu, người ta gọi các vị công hầu trẻ kia là những ông chúa nhỏ bé.	Bourbon Lajos, Condé herceg, kit apja, Bourbon Henrik halála óta a kor szokása szerint röviden Hercegúrnak neveztek, alig huszonhat-huszonhét éves fiatalember volt, sastekintetű, agl’ occhi grifani, amint Dante mondja, horgas orrú, hosszú, csigásan leomló hajú, közepes, de arányos termetű, s a nagy hadvezér minden képességével, vagyis biztos felismeréssel, gyors elhatározással, mesébe illő bátorsággal megáldva; mindez azonban nem akadályozta, hogy ugyanakkor divatfi és szellemi ember legyen, oly mértékben, hogy a hadviselés módjában új meglátásaival keltett forradalmon kívül Párizsban is forradalmat csinált az udvarbeli ifjú uracsok között, kiknek természetes vezérük volt, s kiket, a régi udvarnak Bassompierre-t, Bellegarde-ot és Angoulčme hercegét követő divatfiaival szemben, úrficskáknak neveztek.	-0.0892476
Mới nghe vài lời đầu tiên của bá tước de Guise và theo hướng có tiếng súng đại bác, hoàng thân đã hiểu cả.	Guiche gróf első szavára, s az ágyúdörgés irányából, a herceg mindent megértett.	0.159259
Quân địch ắt đã qua sông Lys ở Saint-Venant và tiến về Lens hắn là với ý đồ chiểm thị trấn này để tách quân đội Pháp ra khỏi nước Pháp.	Az ellenség bizonyára Saint-Venant-nál kelt át a Lys folyón, és Lens ellen vonult, kétségkívül azzal a szándékkal, hogy bevegye ezt a várost, s a francia hadsereget elválassza Franciaországtól.	0.448073
Tiếng đại bác mà người ta nghe thấy chốc chốc nổ vang át cả những tiếng nổ khác của những khẩại bác cỡ nòng lớn đáp lại những đại bác Tây Ban Nha và Lorrain.	Egy-egy idehallszó ágyúdörgés, melynek moraja időnként túlharsogta a többit, a spanyol és lotharingiai ágyúknak válaszolgató nehéz mozsaraktól származott.	0.255484
Những toán quân đó là thuộc lực lượng nào?	De milyen erősségű volt ez a sereg?	0.145455
Phải chăng chỉ là một đội dùng để nghi binh? ~~~ Hay đó là toàn thể quân đội?	Holmi egyszerű, megtévesztésül szolgáló alakulat csupán, vagy maga a főhadsereg?	-0.009375
Đó là câu hỏi cuối cùng của hoàng thân mà de Guise không thể nào trả lời được.	Ez volt a herceg utolsó kérdése; Guiche azonban erre képtelen volt válaszolni.	0.238356
- Do đó là câu hỏi quan trọng nhất đó cũng là câu hỏi mà hoàng thân muốn có được một câu trả lời chính xác, rõ ràng và chắc chắn.	Márpedig, ez lévén a legfontosabb, természetes, hogy kiváltképpen erre szeretett volna a herceg tüzetes, szabatos, megbízható választ kapni.	0.279851
Đứng trước mặt Hoàng thân, Raoul bị một tình cảm nhút nhát rất tự nhiên xâm chiếm ngoài ý mình.	Ekkor Raoul, leküzdvén egészen természetes bátortalanságát, mely elfogta a herceg színe előtt, közelebb lépett hozzá, s így szólt;	0.241121
Lúc ấy anh cố vượt qua và tiến lại hoàng thân, anh nói: ~~~ - Về vấn đề này.	- Megengedi, fenség, hogy néhány szót kockáztassak, melyek talán eloszlatják kételyeit?	-0.00731707
Hoàng thân có cho phép tôi mạo muội đưa ra vài lời may ra có giúp ngài được chút nào không?		-0.3
Hoàng thân quay lại và như bao trùm toàn thân chàng thanh niên trong một cái nhìn; ông mỉm cười nhận ra ở chảng một đứa trẻ suýt soát mười lăm tuổi.	A herceg odafordult, s mintha az ifjút felmérte volna egyetlen tekintetével; s látván, hogy egy tizenöt éves forma gyerek, elmosolyodott.	0.219048
Hoàng thân bèn dịu bớt cái giọng cộc lốc và rành rọt của mình và như đang phải nói với một phụ nữ, ông bảo:	- Hogyne, uram, beszéljen - mondta, s rövid, pattogó szavait szelídebbre fogta, mintha valamilyen nőhöz intézte volna őket.	0.281739
- Tất nhiên rồi, ông cứ nói đi nào. ~~~ Raoul đỏ mặt đáp:	- Fenséges uram - mondta Raoul elpirulva -, kivallathatja a spanyol foglyot!	0.137903
- Đức ông có thể tra hỏi tên tù binh Tây Ban Nha.		-0.3
- Các ông bắt được một tù binh Tây Ban Nha à!		-0.3
- Hoàng thân reo lên.	- Spanyol foglyot ejtettek?	0.842857
- Vâng, thưa Đức ông.	- csodálkozott a herceg.	0.886957
- A, đúng rồi?	- Igenis, fenség.	1.03125
- de Guise nói, - tôi đã quên đi mất.	- Az ám - felelte Guiche -, meg is feledkeztem róla.	0.78059
- Có gì đâu, chính bá tước đã bắt nó mà, - Raoul mỉm cười nói.	- Természetes dolog - mondta Raoul mosolyogva -, hisz maga ejtette foglyul.	0.978671
Vị thống chế già quay lại phía tử tước, tỏ vẻ biết ơn về lời chúc mừng ấy đối với con trai mình, còn hoàng thân thì nói:	Az öreg marsall a vicomte felé fordult, a fiának szóló dicséretet megköszönvén, a herceg pedig közben rendelkezett.	0.229091
- Chàng thanh niên nói đúng đấy!	- A fiatalembernek igaza van!	0.696154
Dẫn tù binh ra đây.	Hozzák ide azt a foglyot!	0.271429
Trong lúc ấy Hoàng thân gọi riêng de Guise ra, hỏi anh về việc tên tù binh ấy bị bắt như thế nào, và hỏi xem chàng thanh niên kia là ai.	Addig is a herceg félrevonta Guiche-t, s kifaggatta, hogy s mint fogták el a spanyolt, majd megkérdezte, ki ez a gyermekember.	0.223636
Rồi hoàng thân trở lại phía Raoul và nói:		-0.3
- Này ông, tôi biết rằng ông có mang một bức thư của em gái tôi bà de Longueville, nhưng tôi thấy rõ là ông thích tự giới thiệu mình hơn bằng cách nêu cho tôi một ý kiến hay.	- Uram - fordult most a herceg újra Raoulhoz -, megtudtam, levelet hozott a nénémtől, Longueville-nétől, de úgy látom, inkább maga kíván jó tanácsaival beajánlkozni hozzám!	0.489093
- Thưa Đức ông, - Raoul đỏ mặt đáp - Tôi không muốn Đức ông phải bỏ dở một cuộc chuyện trò thật là quan trọng như câu chuyện ngài đã trao đổi với Bá tước.	- Nem akartam megzavarni fenségedet a gróf úrral kezdett fontos beszélgetésben - mondta Raoul elpirulva.	0.61875
Thưa, bức thư đây ạ.	- De itt a levél.	0.1
- Được rồi, - hoàng thân nói, - Ông sẽ đưa tôi sau.	- Jól van, majd átadja később.	0.478571
Tù binh đây rồi, ta hãy nghĩ đến việc cấp bách nhất.	Ihol a fogoly, ez most sürgősebb.	0.0290323
Người ra dẫn tên du kích đến.	Csakugyan, hozták a martalócot.	0.270968
Đó là một tên trong bọn lính đánh thuê thời ấy vẫn còn, chúng bán máu cho bất kỳ ai muốn mua và già đời trong chuyện mưu mô và cướp phá.	Amolyan zsoldos volt, amilyenek sűrűn akadtak még abban a korban, s vérüket bárkinek áruba bocsátották, akinek kellett, s úgy öregedtek meg hamisság­ban, garázdaságban.	0.271622
Từ lúc bị bắt, nó không nói nửa lời đến nỗi những người đã giữ nó cũng chẳng biết nó thuộc quốc gia nào nữa.	Amióta elfogták, meg se mukkant, hogy még elfogói maguk sem tudták, miféle nemzetbeli.	0.12963
Hoàng thân nhìn nó với vẻ nghi ngờ khó tả.	A herceg kimondhatatlan bizalmatlan szemmel mérte végig.	0.261702
- Mày là người nước nào?	- Milyen nemzet fia vagy?	0.704545
- Hoàng thân hỏi.	- kérdezte.	1.125
Tên tù binh trả lời bằng vài tiếng nước ngoài.	A fogoly néhány szóval felelt, valami idegen nyelven.	0.282
- A!	- Vagy úgy, mintha spanyol volna.	-0.6
Hình như nó nói tiếng Tây Ban Nha, Grammont, ông nói được tiếng Tây Ban Nha không?	Grammont, tud-e spanyolul?	0.342
- Thưa Đức ông, thực tình là rất ít.	- Én bizony vajmi keveset.	0.5875
- Còn tôi chẳng biết tí nào, - hoàng thân cười nói.	- No, én meg egy mukkot se - mondta a herceg nevetve.	0.686538
Rồi quay nhìn những người xung quanh, ông nói tiếp: ~~~ - Này các ông, ở đây có ai nói tiếng Tây Ban Nha và phiên dịch giúp cho tôi được không?	- Uraim - fordult a környezetében levőkhöz -, van-e valaki az urak közt, aki tud spanyolul és tolmácsul szolgálhat?	0.0502747
- Thưa Đức ông, tôi ạ, - Raoul đáp. ~~~ - A!	- Én, fenség - jelentkezett Raoul.	0.400446
Ông nói được tiếng Tây Ban Nha à?	- Ó, maga tud spanyolul?	0.0954545
- Thưa cũng tàm tạm, để thực hiện mệnh lệnh của điện hạ trong dịp này.	- Tudok annyit, gondolom, hogy ezúttal teljesítsem fenséged parancsait.	0.532836
Trong suốt thời gian ấy, tên tù binh vẫn thản nhiên cứ như là hắn không hiểu gì hết về điều người ta đang bàn.		-0.3
Raoul nói tiếng Tây Ban Nha bằng cái giọng xứ Castillan thuần tuý nhất:	Ezalatt a fogoly végig közönyös maradt, mintha fogalma se lett volna, miről is van szó.	0.28
- Đức ông muốn hỏi anh là ngươi nước nào?	- Őfensége azt kérdezteti, miféle nemzetbeli - fordult hozzá az ifjú a legszebb kasztíliai spanyolsággal.	0.247727
- Ich bin ein Deutscher, - Tên tù binh đáp.	- Ich bin ein Deutscher71 - felelte a fogoly.	1.79211
- Nó nói cái quỷ gì thế?	- Mi az ördögöt mond?	0.714286
- Hoàng thân hỏi.	- kérdezte a herceg.	0.9
- Và cái tiếng nói lố lăng ấy là tiếng gì?	- Ez már megint miféle karattyolás?	0.613866
- Thưa Đức ông nó nói nó là người Đức, - Raoul đáp, - tuy nhiên tôi hoài nghi vì giọng nó dở quá và phát âm sai bét.	- Azt mondja, hogy német, fenség - felelte Raoul -, ebben azonban kételkedem, mert hang­súlya gyatra s kiejtése hibás.	0.716667
- Thế ông cũng nói được tiếng Đức nữa à?	- Hát németül is tud?	0.4
- Hoàng thân hỏi.	- kérdezte a herceg.	0.9
- Vâng, thưa Đức ông - Raoul đáp.	- Tudok, fenség - felelte Raoul.	1.09507
- Đủ để hỏi cung nó bằng tiếng ấy chứ?	- Eléggé ahhoz, hogy ezen a nyelven kérdezze ki?	0.579545
