Bà Bô vary	Bovaryné	0.27
Nhưng vừa ký xong, Bôvary lại nảy sinh một ý táo bạo là vay Lơrơ một ngàn quan.	De alig irta alá ezt a váltót, egy merész gondolata támadt: az, hogy ezer frankot kér kölcsön Lheureuxtől.	0.246429
Thế là hắn lúng túng, hỏi có cách nào có ngay được số tiền đó và hắn nói thêm rằng hạn trả sẽ là một năm, còn lãi xuất thì tùy ý. Lơrơ chạy về cửa hàng, mang tiền đến và đọc cho hắn viết một phiếu khác, qua đó Bôvary ghi phải trả theo lệnh của y, ngày mùng một tháng chín năm tới, số tiền một ngàn bảy mươi quan cộng với số một trăm tám mươi quan đã ký nhận thành tròn một ngàn hai trăm năm mươi quan.	Zavartan kérdezte meg Lheureux-t, hogy nem kölcsönözhetné-e neki ezt az összeget, olyan kamatra, a milyet kiván, és azzal a föltétellel, hogy egy év mulva fog fizetni? ~~~ Lheureux elszaladt a boltjába, elhozta a pénzt, és egy másik váltót iratott alá, a melyben Bovary kötelezte magát, hogy a jövő évi szeptember elsején Lheureux rendeletére ezerhetven frankot fog fizetni; úgy, hogy – a már kialkudott száznyolczvan frankkal együtt – az adósság összesen ezerkétszázötven frankot tett ki.	-0.00441176
Như thế, y đã cho vay lãi sáu phân, thêm một phần tư hoa hồng, và những thứ hàng giao đã đem lãi cho y ít ra cũng được chẵn một phần ba tiền vốn, nghĩa là trong mười hai tháng, y được một trăm ba mươi quan tiền lãi; y hy vọng công việc sẽ không ngừng ở đó, người ta sẽ không thể thanh toán được các phiếu, người ta sẽ gia hạn, và số tiền nhỏ mọn của y được nuôi dưỡng tại nhà viên thầy thuốc như tại một nơi an dưỡng, một ngày kia, sẽ trở lại với y mập mạp lên rất ghê và lớn đến mức làm nứt cả bao đựng.	Ez Lheureuxnek, minthogy hat százalék kamatot és negyedévenkint egy negyed százalék közvetítési dijat számitott, az árúkból pedig legalább is egy jó harmadrésznyi tiszta haszna volt, tizenkét hónapra százharmincz frank nyereséget jelentett; de remélte, hogy az ügy nem marad ennyiben, hogy Bovary egy év mulva nem tud fizetni, hanem megujítja a váltót, és hogy kis pénzecskéje, mely most úgy tartózkodik és gyarapszik az orvos házában, mint valami gyógyító intézetben, jelentékenyen meggömbölyödve fog hozzá visszakerülni, olyan kövéren, hogy nem fog bele férni a pénzes zacskójába.	0.297278
Vả lại, mọi việc đối với y, đều đạt kết quả.	Lheureuxnek különben minden sikerült.	0.142105
Y lãnh thầu cung cấp rượu táo cho bệnh viện Nớpsaten. ~~~ Ông Guyômanh hứa cho y có cổ phần trong những mỏ than bùn ở Gruymexnin, và y mơ ước thành lập một hãng vận tải mới bằng xe ngựa giữa Acgơi và Ruăng, hãng này chẳng bao lâu sẽ làm phá sản những chiếc xe chở hàng bốn bánh của quán Sư Tử Vàng, và vì chạy nhanh hơn, giá hạ hơn, chở được nhiều hành lý hơn, hãng mới do đó sẽ làm cho y nắm trong tay tất cả nền thương mại Yôngvin.	Kijárta magának azt a megbízást, hogy évente nagyobb mennyiségü almabort szállitson a neufchâteli kórházba; Guillaumin ur megigérte neki, hogy részvényekhez juttatja abban a vállalkozásban, mely a grumesnili tőzeg-lápokat aknázta ki; és már arról ábrándozott, hogy Argueil és Rouen közt egy uj postakocsi-járatnak a megindítására vállalkozik, a mely uj vállalkozás bizonnyal, és igen hamarosan, halálos csapást mér az Arany oroszlán rozoga társzekerére, és nagyobb menetsebességével, olcsóbb viteldijaival, meg azzal, hogy több podgyászt szállithat, kezébe adja Yonville egész kereskedését.	-0.0333693
Sáclơ tự hỏi nhiều lần bằng cách nào; năm sau, có thể trả được ngần ấy tiền; và hắn tìm tòi, tưởng tượng ra những mưu kế, như cầu cứu đến ông thân sinh ra hắn hay là bán chác cái gì.	Károly többször is tanakodott azon, hogy: vajon mit fog csinálni a jövő esztendőben? ~~~ miképpen fogja módját ejteni, hogy ezt a sok pénzt visszafizethesse?	-0.062069
Nhưng ông thân sinh ra hắn sẽ làm thinh, và hắn, hắn chẳng có gì mà bán chác.	törte a fejét, elképzelt minden elképzelhetőt, például: hogy az apjához fordul, vagy elad valamit.	0.251852
Thế là hắn phát hiện ra bao điều lúng túng đến nỗi hắn vội vã gạt ra ngoài ý thức một vấn đề suy nghĩ khó chịu như vậy.	De bizonyos volt benne, hogy apja nem hallgatná meg a kérését; neki magának pedig nem volt semmije, a mit eladhatott volna.	0.22844
Hắn tự trách mình vì đó mà hắn quên mất Emma; dường như, mọi tâm sự của hắn đều thuộc về người phụ nữ ấy, không nghĩ liên tục đến nàng tức là lấy trộm của nàng cái gì.	Annyi nehézséget látott maga előtt, hogy nem is szeretett rágondolni erre a dologra; azért később, ha véletlenül eszébe jutott a helyzete, kiverte a fejéből a kellemetlen gondolatokat, s rajta volt, hogy mással foglalkozzék.	0.28
	Szemére vetette magának, hogy, a gondjaival foglalkozva, megfelejtkezik Emmáról; mintha – ezé az asszonyé lévén minden gondolata – meglopta volna őt, ha nem gondol rá folytonosan.	-0.3
Mùa đông lạnh dữ. ~~~ Thời kỳ dưỡng bệnh của bà chủ thì dài.	Nagyon hideg, zord tél következett, s Bovarynénak a gyógyulása igen lassan haladt előbbre.	-0.0321429
Khi đẹp trời, người ta đặt nàng ngồi vào trong một cái ghế bành rồi đẩy đến bên cửa sổ trông ra quảng trường, vì bây giờ nàng ghét vườn, và cửa chớp về phía ấy lại luôn luôn đóng kín.	Mikor az idő szép volt, karosszékében ahhoz az ablakhoz tolatta magát, a mely a Piaczra nézett; mert most már nem szerette a kertet, s a kertre nyíló kettős ablaknak a zsaluja most mindig le volt eresztve.	0.251934
Nàng muốn đem bán con ngựa đi; cái gì trước đây nàng mến thì bây giờ nàng chẳng ưa.	A lovát eladatta; semmi se tetszett neki, a mit azelőtt kedvelt.	0.115789
Tất cả mọi ý nghĩ của nàng dường như giới hạn trong sự chăm sóc bản thân nàng.	S mintha minden gondolata csak arra irányult volna, hogy ápolja magát; nem foglalkozott egyébbel, csak a saját személyével.	0.21573
Nàng ăn uống nhỏ nhẻ ở ngay trong giường, nàng dùng chuông để gọi người hầu gái hỏi han về việc sắc thuốc cho nàng hoặc nói chuyện với nàng.	Néha ágyában maradt, hogy kényelmesebben költhesse el a kis ozsonnáit; becsöngette a cselédet, hogy a herbateájáról kérdezősködjék, vagy hogy elbeszélgessen vele.	0.298101
Trong lúc ấy, tuyết trên mái lều chợ rọi vào buồng nàng một ánh hồi quang trắng im lìm; rồi mưa đổ xuống.	Ezalatt a vásárcsarnok tetejét fedő hólepel mozdulatlan fehér fényt vetett a szobába; azután az az időszak következett, a mikor folytonosan szakadt az eső.	0.225641
Và Emma hàng ngày chờ đợi, với một mối buồn lo, sự trở lại nhất định của những việc nhỏ nhất không liên quan gì đến nàng.	És Emma napról-napra bizonyos izgalommal várta azoknak a rendkivül kisszerü eseményeknek a folytonos ismétlődését, a melyek a legkevésbbé se tartoztak rá.	0.419221
Cái việc đáng kể hơn là, chiều tối, chiếc xe Con Én đến.	Ezek közül a legnevezetesebb az volt, hogy esténkint, mindig ugyanabban az órában, megérkezett a Fecske.	0.145313
Mụ chủ quán liền la hét và những tiếng khác đáp lại, còn Hipôlýt tìm các hòm trên nóc xe, ngọn đèn lồng của gã ta thấp thoáng như một ngôi sao trong bóng đêm.	Ilyenkor a vendéglősné kiáltozni kezdett, ismeretlen hangok szólaltak meg, Hippolyte bőrládákat szedett le a kocsi tetejéről, és kézilámpája csillagként ragyogott az esthomályban.	0.291176
Đến trưa, Sáclơ về nhà; sau đó hắn lại đi; rồi nàng húp một bát nước canh, và vào khoảng năm giờ chiều, lúc trời xẩm tối, trẻ con đi học về lê guốc trên hè, đứa nào đứa nấy lần lượt lấy thước kẻ đập vào các mái hiên.	Károly délben szokott haza érkezni; azután megint elment; ekkor Emma egy csésze húslevest ivott meg. ~~~ Öt óra után, a mikor már alkonyodni kezdett, a gyerekek hazafelé mentek az iskolából; faczipőik végig kopogtak a gyalogjárón, s vonalzóikkal sorra megzörgették az ablaktáblák vaskapcsait.	-0.0138
Cũng chính giờ này, ông Buốcniziêng đến thăm nàng.	Bournisien abbé is ebben az órában szokta meglátogatni.	0.277358
Ông ta hỏi về sức khỏe của nàng, đem tin tức lại cho nàng, và khuyến khích nàng theo đạo trong cuộc trò chuyện dông dài, nhỏ nhẻ, vồn vã không phải không hứng thú.	Megtudakolta, hogy jobban van-e, elmondta, hogy: mi ujság, s jámbor ravaszsággal átterelte a beszédet az áhítat dolgaira; miközben rajta volt, hogy Emmát hitében megerősítse, a vallásos intelmeket olyan könnyed beszélgetés alakjában adta elő, a mely Emmára kellemesen hatott.	0.162712
Chỉ việc trông thấy chiếc áo chùng của ông ta, nàng cũng phấn khởi.	A reverendának már a puszta látása is erősebbé tette.	0.167308
Một hôm vào lúc căn bệnh trầm trọng nhất, nàng tưởng mình sắp chết, nàng xin được rửa tội; và lần theo việc người ta sửa soạn buồng nàng để làm lễ, xếp dọn cái tủ nhỏ đầy thuốc ngọt thành bàn thờ và Fêlixitê rắc hoa thược dược lên mặt đất, Emma cảm thấy có cái gì mạnh mẽ chạy qua người nàng, giải thoát cho nàng mọi nỗi đau đớn, mọi tri giác, mọi tình cảm.	A mikor még nagyon beteg volt, s egy napon azt hitte, hogy haldoklásának az órája következik, kijelentette, hogy meg akar áldozni; és mialatt szobájában arra készülődtek, hogy a haldoklók szentségét megfelelő környezetben adhassák, fel neki, – mialatt a fiókos szekrényt, melyen egész sereg szirupos üveg hevert, lepellel vonták be és oltárrá alakították át, Félicité pedig georgina-virággal szórta tele a padlót: Emma egyszerre ugy érezte, hogy egy titokzatos hatalom fogja körül, mely egy pillanat alatt megszabadította minden fájdalmától, minden érzésétől, s lelkének minden földi képzetétől.	0.221798
Nàng thấy người nhẹ hẳn đi, không còn cảm nghĩ gì; một cuộc sống khác bắt đầu; dường như con người nàng lên với Chúa Trời, sắp tan biến trong tình yêu ấy như hương đốt tản thành hơi.	Teste egészen megkönnyült, nem gondolkozott többé, egy uj élete kezdődött; úgy tetszett neki, hogy Isten felé közeledő lénye akképpen oszlik fel ebben az égi szerelemben, mint a meggyujtott tömjén, mely elfüstölög.	0.298537
Người ta rẩy nước thánh vào khăn trải giường; vị linh mục rút từ bình đựng thánh thể ra một cái bánh thánh trắng; và thế là nàng vừa lịm người đi vì niềm vui sướng thần tiên, vừa chìa cặp môi ra nhận thánh thể của đức Cứu Thế đang xuất hiện.	Ágyát szenteltvízzel öntözték meg; a pap kivette a szentséges ostyatartóból a fehér ostyát; és szinte elhalt a mennyei gyönyörüségtől, a midőn előre nyujtotta ajakát, hogy magába fogadja a Megváltó testét.	0.191045
Những diềm che khoang giường của nàng căng phồng một cách mềm mại quanh nàng như những làn mây, và những ánh sáng của hai ngọn nến thắp trên tủ ngăn, đối với nàng, dường như ánh hào quang rực rỡ.	Alkóvja fehér, lágyan duzzadó függönyeire pillantva, azt képzelte, hogy már a felhők gomolyognak körülötte, és a szekrényen égő két viaszgyertya sugarait a megdicsőülés vakító fényességének vélte.	0.274242
Nàng liền ngả đầu xuống, tưởng nghe thấy trong không trung tiếng thiên cầm véo von và tưởng trông thấy trong bầu trời màu thanh thiên, trên một chiếc ngai vàng, giữa các vị thần thánh cầm lá cọ xanh, đức Chúa Trời rực rỡ, oai nghiêm ra hiệu cho những thiên thần cánh lửa xuống hạ giới lấy tay nâng bổng nàng lên.	Feje hátra hanyatlott; ugy tetszett neki, mintha már hallaná a végtelenségben a szeráfok hárfáinak zengését; mintha az azurkék égen, arany trónuson, szentek közepett, a kik zöld pálmaágat tartanak a kezükben, az Atyaistent pillantaná meg, fenségének egész teljességében; és mintha az egek urának intésére lángszárnyu angyalok szállanának le a földre, hogy karjaikban magukkal vigyék.	0.275148
Cái ảo ảnh sáng ngời ấy ở lại trong ký ức nàng như cái gì đẹp đẽ nhất mà người ta có thể ước mơ tới, đến nỗi bây giờ nàng cố nắm lại cái cảm giác ấy, nó tuy nhiên vẫn còn, nhưng còn một cách kém độc nhất với một tình trạng dịu dàng sâu sắc như thế.	Ez a fényes látomány úgy maradt meg emlékezetében, mint a legszebb dolog, a miről csak álmodni lehet; nem is akart megválni tőle, s minden erejével azon volt, hogy azt az elragadtatást, mely akkor egész lelkét átjárta, ujra átélhesse és megőrizhesse. ~~~ Ezt valamelyest el is érte; ha érzése most már nem is volt oly minden egyebet kizáró, a milyen akkor, alapjában megmaradt, s lelkének mélységeit hasonlóan édes gyönyörüséggel töltötte el.	-0.0342672
Tâm hồn nàng, mang nặng tính kiêu kỳ, nay mới được an nghỉ trong đức tính khiêm nhượng cơ đốc giáo; và, thưởng thức cái thú thấy mình nhỏ yếu, Emma ngắm xem trong bản thân mình có sự hủy diệt của nghị lực nhường chỗ cho sự xâm nhập của những hảo ý của Chúa.	Lelke, melyet a kevélység megtört, összezúzott, végre megnyugvást lelt a keresztény alázatosságban; és megismervén a gyöngeség tudatának, a megadásnak az örömeit, szivesen látta, mint alakul át lelke, mint törik össze végképpen, mint semmisül meg akarata, hogy helyet adjon amannak az égi érzésnek, s helyet adjon a malaszt teljességének.	0.264583
Thế là thay cho niềm vui sướng vì những hạnh phúc lớn lao hơn, một tình yêu khác đứng trên tất cả các tình yêu khác, một tình yêu liên tục và vô tận tăng lên mãi!	Vannak tehát a boldogságnál nagyobb gyönyörüségek is! ~~~ Van tehát egy szerelem, mely fölötte áll minden más szerelemnek, mely szakadatlan, végtelen és örökkön növekedő!	-0.00813253
