TRỌNG ĐỨC	﻿HÖLGYEK ÖRÖME	0.192857
Hai lần, cô giáp mặt với Pauline, người đã từng giúp cô, buồn rầu, vì biết cô khổ sở, thậm chí cô phải nói dối để tránh tiếp bạn hay tới thăm bạn, một ngày Chủ nhật, ở nhà Baugé. ~~~ Nhưng cô khó tránh hơn trước lòng thương mến vô vọng của Deloche; hắn rình cô, không một lo lắng nào của cô mà hắn không biết, hắn đợi cô ở cửa; một buổi tối, hắn đã muốn cho cô vay ba mươi phrăng, hắn đỏ nhừ mặt nói là tiền tiết kiệm của một người anh em.	Kétszer összeakadt Pauline-nal, aki fölajánlotta a segítségét, mert megesett a szíve rajta; Denise kénytelen volt hazudni, nehogy elmenjen hozzá, vagy neki kelljen egy vasárnap Baugénál meglátogatni őket; De sokkal nehezebben védekezhetett Deloche reménytelen szerelme ellen; a fiatalember lesett rá, tudott minden gondjáról, kapuk alatt várta, egy este kölcsön akart adni neki harminc frankot, egyik fivére megtakarított pénzét, amint pirulva mondta.	-0.025
Và những cuộc gặp gỡ đó kéo cô lại nỗi luyến tiếc cửa hàng thường xuyên, làm cô bận tâm tới cuộc sống bên trong của mọi người ở đó, cứ như cô chưa bao giờ rời nó.	És e találkozások miatt újra visszasírta az áruházat, folyton annak belső életével foglalkozott, mintha nem is hagyta volna el.	0.1325
Chẳng ai lên nhà Denise.	Denise-nél soha nem járt senki.	0.24
Một bữa quá trưa, cô ngạc nhiên nghe thấy tiếng gõ cửa.	Egy délután meglepetve hallja, hogy kopognak az ajtaján.	0.249057
Đó là Colomban.	Colomban volt az.	0.28125
Cô đứng để tiếp khách.	Állva fogadta.	0.02
Hắn rất lúng túng, bắt đầu ấp úng, hỏi thăm cô, nói chuyện về hiệu Vieil Elbeuf.	A férfi nagy zavarban volt, eleinte hebegett-habogott, kérdezte, mi újság nála, beszélt a "Tartós Posztó"-ról.	0.246667
Có lẽ, ông chủ Baudu sai hắn đến, hối hận vì đã nghiêm khắc quá, là vì ông ta tiếp tục thậm chí không chào cháu gái, tuy ông không thể không biết cô đang khốn khổ thế nào.	Talán Baudu bácsi küldötte, megbánva szigorúságát, mert még most sem köszönt unokahúgának, bár tudnia kellett, hogy milyen nyomorban van.	0.333582
Nhưng khi cô hỏi rõ viên thư ký, thì anh ta có vẻ càng bối rối hơn; cuối cùng hắn gọi tên Clara ra, hắn chỉ là muốn nói chuyện về Clara.	De mikor határozottan megkérdezte a segédet, az még zavartabbnak látszott: nem, nem a gazdája küldte; végre is kimondta Clara nevét: egyszerűen róla akart beszélgetni.	0.392917
Dần dần hắn mạnh dạn lên, hỏi ý kiến cô, với ý nghĩ rằng Denise có thể giúp ích cho hắn bên cạnh cô bạn cũ.	Lassanként nekibátorodott, tanácsokat kért, azt gondolván, hogy Denise hasznára lehet régi kollégája körül.	0.477837
Cô mất công khuyên hắn thôi đi về trách nhiệm hắn vì một cô gái vô tình mà làm đau khổ Geneviève.	Hiába fosztotta meg Denise minden reménytől, szemére hányva, hogy fájdal­mat okoz Geneviève-nek egy szívtelen leány miatt.	0.266038
Một hôm khác hắn lại tới, hắn đâm quen tới thăm cô.	Egy másik napon újra feljött, és hozzá­szokott, hogy meglátogassa.	0.264407
Điều đó cũng đủ cho mối tình nhút nhát của hắn, luôn luôn hắn bất giác trở lại câu chuyện đó, vui mừng đến run lên vì được ngồi cùng với người đàn bà đã ở gần Clara.	Ez kielégítette félénk szerelmét, akaratlanul is mindig újrakezdte ugyanazt a beszélgetést, reszketve örömében, hogy olyan nővel lehet együtt, aki valamikor Clara közelében volt.	0.26686
Và, thế là, Denise càng sống trở lại cuộc sống ở hiệu Hạnh phúc các bà.	És Denise ilyenkor még inkább benne élt a "Hölgyek Örömé"-ben.	0.480792
Vào khoảng những ngày cuối tháng chín thì cô gái trải qua cảnh khổ đen tối nhất.	Szeptember utolsó napjaiban ismerkedett meg a legsötétebb nyomorúsággal.	0.223944
Pépé bị cảm nặng đáng ngại.	Pépé megbete­gedett, aggasztóan meghűlt.	0.831429
Đáng lẽ phải cho nó ăn canh, nhưng đến bánh cô cũng chẳng có.	Húslevessel kellett volna táplálnia, holott még kenyerük sem volt.	0.285938
Một buổi tối, cô đang thất vọng, nức nở khóc, trong một cơn tai họa thảm khốc thường ném các cô gái ra rãnh nước hay xuống sông Seine, thì lão Bourras lên khẽ gõ cửa.	Egy este, mikor gyengeségében elsírta magát kétségbeejtő helyzete miatt, melyben más lány már a csatornába vagy a Szajnába ugrott volna, csöndesen bekopogtatott hozzá az öreg Bourras.	0.289655
Lão mang cho một cái bánh và một hộp sữa cũ đựng đầy canh.	Hozott egy kenyeret, s egy húslevessel teli tejesedényt.	0.225
— Đây! ~~~ Cho cháu bé, – lão nói một cách cộc lốc.	- No, itt van ez a kicsikének - mondta szokott nyerseségével.	-0.00272727
– Đừng khóc to thế, làm phiền những người thuê nhà.	- Ne sírjon olyan nagyon, zavarja a lakóimat.	0.160976
Và, khi cô vừa cám ơn, vừa lại òa ra khóc.	És hogy Denise megint zokogva mondott köszönetet, így folytatta:	0.193333
— Thì cô im đi!… Mai gặp tôi, tôi có việc cho cô làm.	- Ugyan hallgasson már. ~~~ Holnap majd jöjjön le hozzám.	-0.0144231
Từ khi Bourras bị hiệu Hạnh phúc các bà giáng cho một đòn ghê gớm bằng việc mở ra một gian hàng ô và dù, thì lão không mướn thợ gái nữa.	Adok munkát. ~~~ Az óta a megrendítő csapás óta, amelyet a napernyő- és esernyőosztály megteremtésével a "Hölgyek Öröme" rámért, Bourras nem alkalmazott munkásnőket.	0.0714286
Lão tự làm lấy tất, để giảm chi phí: lau chùi, mạng, khâu.	Hogy költségeit csökkent­se, maga végzett mindent: tisztítást, javítást, varrást.	0.212308
Vả lại khách hàng của lão giảm đến mức đôi khi lão thiếu việc.	Egyébként vevőköre annyira megcsap­pant, hogy néha munkája sem volt.	0.277941
Vì vậy, hôm sau lão phải bày đặt ra công việc, khi lão đặt Denise vào một góc cửa hàng.	Valósággal ki kellett eszelnie másnap, hogy ki milyen munkát adjon Denise-nek, mikor betelepítette a boltja egyik sarkába.	0.239362
Lão không thể để thiên hạ chết ở nhà lão được.	De mégsem engedhette, hogy valaki éhen haljon a házában.	0.277358
— Mỗi ngày cô được bốn mươi xu, – lão nói.	- Két frankot kap egy napra - mondotta.	0.15
– Khi nào cô kiếm được khá hơn thì cô sẽ thôi làm cho tôi.	- Ha jobbat talál, hagyjon itt.	-0.0857143
Cô sợ lão, cô làm công việc gấp đến nỗi lão lúng túng không tìm được ra công việc khác cho cô.	Denise félt tőle, és oly gyorsan végezte a munkáját, hogy Bourras zavarban volt, mikor újat kellett adnia.	0.281633
Đó là những khổ lụa để khâu đăng-ten để sửa.	Selyemcsíkokat kellett összevarrnia, csipkét igazítani.	0.3
Những ngày đầu, cô không dám ngẩng đầu lên, bối rối cảm thấy lão ở xung quanh, với cái bờm sư tử già, cái mũi khoằm và đôi mắt sắc, dưới những đám lông mày rễ tre của lão.	Az első napokban a leány fel sem merte emelni a fejét, zavarba hozta, hogy ott érzi maga mellett vén oroszlánsöré­nyével, horgas orrával, szúró szemével, busa szemöldökével.	0.249398
Lão có giọng cục cằn, những cử chỉ điên dại, và các bà mẹ trong khu phố nhát con bằng cách dọa cho đi tìm lão, như người ta cho đi tìm sen đầm.	Bourras hangja érdes volt, mozdulatai hirtelenek, s a környékbeli anyák azzal ijesztgették porontyaikat, hogy érte küldenek, mint ahogy a zsandárokért szoktak küldeni.	0.294156
Thế nhưng, lũ nhãi không bao giờ đi qua trước mặt nhà lão mà không réo vào tai lão một lời thô tục mà lão giả như không nghe thấy.	De azért az utcakölykök, valahányszor elmentek az ajtaja előtt, mindig bekiáltottak valami ocsmányságot, amit ő mintha meg se hallott volna.	0.283969
Tất cả lòng căm giận cuồng dại của lão là đổ vào bọn khốn kiếp làm nhục nghề của lão bằng cách bán rẻ, bán đồ vứt đi, những hàng, mà lão nói, đến chó cũng không thèm dùng.	Rögeszmés dühvel pocskondiázta azokat a nyavalyásokat, akik meggyalázták az ő mesterségét, és bagóért árusítják a sok bóvlit, ami - őszerinte - a kutyának se kell.	0.232075
Denise run lên, khi lão tức giận la với cô:	Denise reszketett, mikor dühösen odakiáltott neki:	0.694481
— Nghệ thuật là hết thời rồi, cô nghe không!… Không còn lấy một chiếc cán ra trò.	- Vége a művészetnek, érti?... ~~~ Nincs rendes nyél.	-0.126
Họ đẽo gậy, chứ như cán, thì hết rồi!… Cô cứ kiếm được cho tôi một chiếc cán, tôi biếu cô ngay hai mươi phrăng!	Botot csinálnak még, de a nyélnek befelleg­zett!... ~~~ Mutasson nekem egy nyelet, húsz frankot adok érte!	-0.0479381
Đó là lòng tự kiêu nghệ sĩ, không một người thợ nào ở Paris có khả năng tạo được một cán ô giống như của lão, nhẹ mà chắc.	Büszke volt a tudományára: Párizs egyetlen munkása sem tud olyan nyelet csinálni, mint ő, olyan könnyűt, olyan tartósat.	0.228947
Đặc biệt lão chạm cái nuốm với một óc tưởng tượng thú vị, bao giờ cũng đổi mới đề tài, hoa, trái, động vật, những cái đầu, xử lý một cách sinh động và phóng khoáng.	Különösen a fogóját faragta ki megragadó fantáziával, mindig megújítva a tárgyát, virágot, gyümölcsöt, állatot, fejeket alakítva ki, elevenül, szabadon.	0.227922
Lão chỉ dùng một mũi dao con, người ta thấy lão cả ngày, đeo kính, lục lọi gỗ hoàng dương hay gỗ mun.	Csak egy zsebkéssel dolgozott; pápaszemét orrára biggyesztve, napestig faricskálta a puszpángot vagy az ébenfát.	0.297222
— Một lũ dốt. ~~~ – Lão nói – Chúng đành lòng dán lụa lên gọng!	- Tudatlan népség - mondogatta -, ezeknek elég, hogy ráragasztják a selymet a halcsontra!	-0.0232394
Chúng mua buôn những cán, cán làm sẵn… Và muốn gì bán nấy!	Nagyban vásárolják a nyelet, gyárban készült nyeleket... És azt adnak el, amit akarnak!	0.216923
Cô nghe không, nghệ thuật là hết thời rồi!	Érti, a művészetnek befellegzett!	0.176471
Cuối cùng, Denise trở nên yên tâm.	Denise végre megnyugodott.	0.923077
Lão muốn cho Pépé xuống chơi ở cửa hàng, vì lão yêu trẻ con.	Bourras azt akarta, hogy Pépé is jöjjön le a boltba játszani, imádta a gyermekeket.	0.45
Khi đứa bé bò ra thì không có chỗ mà tựa, cô ngồi trong một xó để vá, lão thì ở trước tủ kính khoét gỗ bằng con dao díp.	Mikor a kicsike négykézláb mászkált, mozogni nem lehetett többé; Denise a bolt sarkában javítgatott, az öreg az ablakban faragta a fát zsebkésével.	0.279389
Bây giờ, mỗi ngày trở lại vẫn những công việc ấy, câu chuyện ấy. ~~~ Khi làm, lão bao giờ cũng lại nhè vào hiệu Hạnh phúc các bà, lão giải thích không mệt mỏi cuộc đấu tranh tay đôi ghê gớm đã tới đâu.	Mindennap ugyanaz a munka, ugyanaz a beszélgetés, Bourras munka közben újra meg újra a "Hölgyek Örömé"-t szidta, fáradhatatlanul magyarázta, hogy áll az ő rettentő párbajuk.	-0.0206897
Từ năm 1845, lão chiếm ngôi nhà mà lão có hợp đồng thuê ba mươi năm, với số tiền thuê là nghìn tám trăm phrăng, và, vì lão lấy lại được nghìn phrăng cho thuê bốn gian buồng có đồ đạc, lão chỉ phải trả có tám trăm phrăng tiền cửa hàng.	1845 óta lakik a házban, melyet harminc esztendőre bérelt ki, évi ezernyolcszáz frankért; és mert négy kiadott szobájával mintegy ezer frank megtérül, a bolt csak nyolcszázba kerül.	0.149123
Thật ít, lão chẳng phải chi phí gì, lão còn đứng được lâu.	Ez nem sok, költsége nincs, sokáig bírhatja még.	0.17234
Cứ nghe lão thì lão thắng là chắc chắn, lão sẽ xơi con quái vật.	Szerinte kétségtelen a győzelem, fel fogja falni a szörnyeteget.	0.255738
Đột nhiên, lão tự ngắt lời:	Hirtelen másra terelte a szót.	0.248276
— Liệu chúng có những đầu chó như thế này không?	- Van-e náluk ilyen kutyafej, mint ez?	0.105882
Và lão nháy mắt sau đôi kính để ngắm nghía cái đầu chó mà lão chạm, cái môi cong lên, nanh chìa ra, như đang gầm gừ một cách sống động.	Pápaszeme mögött összehúzta a szemét, hogy megbírálja a kutyafejet, amelyet faragott - vicsorgó, kiálló agyarú, eleven, morgó kutyafej volt.	0.275735
Pépé, khoái chí với con chó, nhổm lên, tì hai cánh tay nhỏ vào đầu gối ông già.	Pépé elragadtatva nézte a kutyát, föl­csipeszkedett és két kis karjával az öreg ember térdére támaszkodott.	0.222353
— Miễn là tôi kiếm đủ tiêu, tôi cóc cần mọi chuyện – Lão lại vừa nói vừa lấy mũi nhọn dao díp khéo gọt cái lưỡi – Bọn xỏ lá đã cắt lời lãi của tôi, nhưng nếu tôi không lãi nữa, tôi vẫn chưa lỗ, hay chẳng có gì đáng kể.	- Csak megéljek valahogy, a többivel nem törődöm - folytatta Bourras, óvatosan faragcsálva kése hegyével a kutya nyelvét. ~~~ - Azok a gazemberek megfosztottak minden haszontól, de ha nem is nyerek már, nem is vesztek még, vagy legalábbis keveset.	-0.0174888
Và, cô xem, tôi nhất quyết bỏ xác lại đây chứ không nhượng bộ.	És látja, elszántam maga­mat, hogy inkább a bőröm menjen rá, de nem engedek.	0.295833
Lão giơ đồ nghề lên, tóc bạc lão phất phơ vì cơn giận dữ.	Megrázta a szerszámát, fehér hajszálai röpködtek kitörő haragjában.	0.277273
— Nhưng mà, – Denise dịu dàng liền nói, mà không ngẩng mặt lên khỏi cây kim – nếu họ trả cụ một số tiền phải chăng, có lẽ cứ nhận là khôn ngoan hơn.	- De azért - kockáztatta meg csöndesen Denise, föl sem emelve szemét a tűjéről -, ha méltá­nyos összeget ajánlanának, okosabb volna elfogadni.	0.233824
