Alain Fournier	﻿ALAIN-FOURNIER	0.214286
"Tháng Sáu, 189...	189... júniusa	1.22
Bạn thân yêu của tớ,	Kedves barátom,	0.13125
Lần này, chẳng còn hy vọng gì nữa.	Most aztán igazán nem lehet több reményem.	0.284615
Tới biết vậy từ đêm qua.	Tegnap este tudtam meg ezt a lesújtó hírt.	0.21
Nỗi khổ mà tớ gần như chưa cảm thấy ngay dâng lên từ lúc đó.	Percről percre elviselhetetlenebb a fájdalmam, mit szinte nem is éreztem az első pillanatokban.	0.217391
Đêm nào tố cũng đến ngồi trên cái ghế băng kia, rình chờ, suy nghĩ, hy vọng, bất chấp tất thảy.	Szokásommá vált, hogy esténként mindig letelepszem a padra s onnan figyelem a palotát, tűnődve, még mindig-mindig reménykedve.	0.257547
Đêm qua, sau bữa tối, trời tối đen và ngột ngạt.	Tegnap koromsötét volt az este, tikkasztó s fullasztó is egyben.	0.272727
Người ta trò chuyện đó đây trên vỉa hè, dưới các tàn cây.	A fák alatti járdán sokan ácsorogtak beszélgetve.	0.195918
Bên trên những vòm lá đen lốm đốm ngời xanh dưới ánh điện, tầng hai, tầng ba các ngôi nhà đều sáng đèn.	A feketén bólogató lombokon át zöldesen csillant meg a fény. ~~~ A mellette levő ház második, harmadik emeletén kivilágosodtak az ablakok.	-0.0168103
Chỗ này chỗ kia, thấy có một cửa sổ đã được mùa hè mở rộng... Tớ nhìn thấy cây đèn sáng rực rỡ trên bàn, gần như chà nát cái tối đen nóng bỏng của tháng sáu xung quanh. ~~~ Tớ có thể nhìn tối tận cuối phòng... Ôi, giá như cái cửa sổ đen ngòm của phòng Yvon de Gale cũng sáng lên như thế, tớ đâm lao lên cầu thang, gõ cửa, đi vào, tớ tin như vậy...	Itt-ott egy-egy szárny tárva-nyitva állt, mert korán beköszöntött a nyár... Az asztalon látszott a barát­ságosan pislogó lámpa, mely eloszlatta a júniusi est langyos félhomályát, és szinte látni lehetett a szoba legtávolabbi zugát is... Ó, ha egyszer Yvonne de Galais sötét ablakában gyúlna ki így a fény, azt hiszem, erőt tudnék venni bátortalanságomon, felfutnék a lépcsőn, kopogtatnék az ajtaján s aztán bátran belépnék...	-0.0132353
Cô gái mà tớ kể với cậu vẫn ngồi kia, chờ đợi như tớ.	Az a fiatal lány, akiről már írtam előző levelemben, szintén ott ült a padon, valakire várva, mint jómagam.	0.126562
Tớ nghĩ cô ta phải biết ngôi nhà, nên hỏi.	Volt egy olyan érzésem, hogy ő talán többet tud erről a házról s megszólítottam.	0.102128
- Tôi biết - cô ta đáp - rắng trước đây, một thiếu nữ vẫn cùng cha đến nghỉ ở nhà này.	- Igen-igen - válaszolta kérdésemre -, valamikor mindig itt töltötte ebben a házban a szüneteket egy fiatal leány meg az öccse.	0.510872
Tôi lại được tin rằng em trai cô đã trốn khỏi lâu đài cha mẹ, mà chắc chắn người ta cũng chẳng bao giờ có thể tìm thấy, còn thiếu nữ thì đã lấy chồng.	De úgy tudom, hogy a fiú megszökött édesapja kastélyából s azóta se bukkantak a nyomára. ~~~ A fiatal lányt pedig oltárhoz vezették.	-0.0544355
Vì vậy, nhà này quanh năm đóng cửa.	Azóta üres, azóta van zárva a ház.	0.255882
Tớ bỏ đi.	Fölkeltem a padról.	0.138462
Được mươi bước, tớ vấp và suýt ngã.	Alig tettem néhány lépést, remegni kezdett a lábam s kis híja volt, hogy el nem terültem a járdán.	-0.00666667
Đến khuya - đây là đêm cuối cùng - Khi trong các sân, phụ nữ và trẻ em im tiếng, để yên cho tớ ngủ, tớ bắt đầu nghe thấy ngoài phố tiếng mấy chiếc xe ngựa thuê lăn bánh.	Éjjel - mára virradó éjszaka - mikor végre csend lett a gangokon, mikor végre a gyermeki s asszonyi lárma is elhalt s már-már elnyomott az álom, fiákerek zörgésére lettem figyelmes az utcánkban.	0.473438
Chúng cứ đi qua và xa dần.	Csak hébe-hóba törték meg a csendet.	0.214286
Nhưng khi một chiếc qua hẳn, dù không chủ tâm, tớ vẫn chờ tiếp theo; theo chuông cổ rồi tiến chân ngựa gõ rền trên nền đường trải nhựa... Có môt ý này cứ lặp lại hoài: đây là một thành phố hoang vắng, đây là tình yêu đã mất của ngươi, đêm vô tận, mùa hè, cơn sốt...	Azonban, alighogy eldöcögött az egyik, máris akaratlanul a másik feltűnésére füleltem: hogy mikor csörren meg a csengettyűje, mikor dörren meg a ló patái alatt az aszfalt... S ez így ment egész éjjel, szüntelen... S érezted, hogy minden kavarog benned: a kihalt város, tovatűnt szeretőd, a véget nem érő éj, a nyár, a láz...	0.294932
Phrăngxoa, bạn của tớ, tớ đang đau khổ đến cùng quẫn.	Ó, Seurel, kicsi barátom, micsoda szomorúság szakadt rám!	0.2625
Ôguyxtanh"	AUGUSTIN	0.2
Dù sao thì những bức thư này cũng thật ít tâm sự.	Még ha felületes olvasásra annak is látszanak, ezek a levelek valójában nélkülözték a baráti levelek meghittségét, bizalmas melegét.	-0.122222
Môn không cho tôi biết cả việc vì sao anh im hơi lặng tiếng lâu đến thế lẫn việc giờ đây anh dự định làm gì.	Meaulnes még arra se tartott érdemesnek, hogy megmagyarázza, miért nem írt ilyen hosszú időn át s hogy egyáltalán mihez akar most kezdeni, ezek után.	0.255
Tôi có cảm tưởng anh cắt đứt với tôi, bởi vì cuộc phiêu lưu của anh đã chấm dứt, khác gì anh cắt đứt với quá khứ của anh.	Az volt az érzésem, hogy felszámolta magában a velem való kapcsolatát, mivel kalandjára pont tevődött, mint ahogy mindent felszámolt, ami a múltjára emlékeztette.	0.265217
Thực tế, tôi đã uổng công ghi thư cho anh, anh không trả lời tôi nữa.	Hiába írtam egymás után neki a leveleket, mert mi tagadás, írtam: egyikre sem válaszolt.	0.263514
Chỉ một lời chúc mừng khi tôi đỗ bằng Sơ lược yếu học tháng chín, tôi được biết qua một bạn học rằng anh đã về nghỉ hè ở nhà với mẹ tại La Phectê-đ'Ănggiông.	Egy ízben küldött csak egy kis semmitmondó gratuláló lapot, amikor letettem a képesítői vizsgát. ~~~ Szeptemberben tudtam meg egy osztálytársamtól, hogy a szünidőt édesanyjánál töltötte La Ferté d’Angillon-ban.	0.00849421
Năm ấy, được bác Phlôrăngtanh, ở Viơ Năngxay mời, chúng tôi phải đến nghỉ hè ở nhà bác.	Mi, szüleimmel azon a nyáron Vieux-Nançay-ban vakációztunk Florentin nagybácsimnál, aki már régebben meghívott bennünket.	0.243564
Do đó anh đã trở lại Paris mà tôi không gặp.	Így aztán Meaulnes-nal nem találkoztam, mert már visszautazott Párizsba, mire hazaértem.	0.06875
Lúc khai giảng năm học mới, đúng vào cuối tháng 11, trong khi hăng hái một cách buồn bã bắt tay vào chuẩn bị thi bằng Cao học, với hy vọng được phong là giáo viên năm sau, không phải qua trường sư phạm ở Buốcgiơ, tôi nhận được cánh thư thứ ba trong ba cánh thư mà tôi nhận được của Môn:	A tanév kezdetén, úgy november vége tájt, amikor komor buzgalommal láttam neki utolsó vizsgáimnak, annak reményében, hogy a következő tanévben már taníthatok s így nem kell a bourges-i képzőben eltöltenem még egy évet, mondom: november vége felé kaptam kézhez Meaulnes harmadik, s egyben utolsó levelét:	0.276923
"Tớ vẫn đi qua dưới cái cửa sổ ấy - anh viết - Chẳng còn hy vọng gì, tớ vẫn chờ đợi, chỉ vì điên rồ thôi.	Még mindig ide járok a ház elé - kezdte sorait.	0.035518
Cuối những ngày chủ nhật mùa thu lạnh lẽo này, khi trời sắp tối, tớ không sao dứt khoát trở về đóng chặt cửa phòng mình, mà không quay lại nơi ấy, trên cái phố lạnh băng đó được.	Még mindig visszavárom, bár tudom, hogy az égvilágon semmi reményem sem lehet, várom tébolyultan, eszelősen.	0.0230769
Tớ như mụ điên ở Xanhtơ-Agat, lát lát lại ra ngưỡng cửa che tay lên mắt, nhìn về phía nhà ga xem thằng con trai đã mất của mình có về hay không.	Csak csatan­golok a hűvös, őszi vasárnap estéken, mikor már kezd leszállni az éj; nem tudom rászánni magam, hogy hazamenjek, hogy lehúzzam a redőnyöm. ~~~ Valami odaűz a házuk elé, a huzatos utcába.	-0.0104895
Ngồi run rẩy một cách khốn khổ trên ghế băng, tớ thích thú tưởng tượng rằng có ai đó dịu dàng khoác lấy tay tớ... Tớ sẽ quay lại. ~~~ Nàng!	Olyan vagyok már, mint Sainte-Agathe-ban a falu bolondja, az az öreg nénike, aki minden percben kirohant a háza elé s elnézett hosszan, szemei fölé tartva a kezét La Gare irányába, hogy jön-e már a fia; pedig régen halott volt szegény.	-0.0564935
"Em đến chậm một chút" - nàng nói giản dị.	Csak ülök ott nyomorultan, vacogva a padon.	0.24
vậy là hết khổ đau, chẳng còn loạn trí. ~~~ Hai đứa tớ đi vào nhà của mình.	S azzal játszadozom képzeletemben, hogy valaki gyengéden megérinti a karom... S ha megfordulnék, Ő állna ott előttem.	-0.0487952
Lông trên mụ và trên cổ áo của nàng giá ngắt, tấm mạng thưa che mặt ướt đẫm.	"Ne haragudjék - mondaná egyszerű szavakkal -, hogy kissé megvárakoztattam." S akkor minden fájdalmam, minden őrületem tovaszáll majd.	0.167045
Nàng mang theo vào hương vị sương mù bên ngoài.	Karonfogva lépünk be a palotába.	0.13125
	Bundáján jégpelyhek csillognak, s fátyla is nedves egészen; s ahogy belibeg a szobába, magával hozza a ködök fojtó szagát.	-0.3
Khi nàng lại gần lửa, tớ thấy mái tóc hoe vàng lốm đốm phủ sương giá, bộ mặt nhìn nghiêng nom thật dịu hiền của nàng nghiêng trên ngọn lửa...	Odamegy a kandallóhoz, megcsillan a fényben zuzmarás szőke haja, s elnézem hosszan, amint a lángok fölé hajol gyönyörű metszésű profilja...	0.246269
Ôi, kính cửa trắng ngời lên vì tấm ri-đô phía sau.	De jaj, az ablaka mozdulatlan, fehér függönye meg se rebben.	0.294545
Tiểu thư của "Lâu đà đã mất" vừa mở nó ra, bây giờ đây, tớ còn biết nói gì nữa với nàng?...	S az ismeretlen birtok ifjú úrnője vajon most is kinyitná-e? ~~~ Most, amikor már semmit, de semmit se tudnék mondani néki?... ~~~ Véget ért a kalandunk.	-0.107619
Cuộc phiêu lưu của chúng tôi sẽ chấm dứt.	Dermesztő hideg tél vár ránk, akárcsak a sír.	0.28
Mùa đông năm nay thê lương như trong mồ.	Talán ha majd meghalunk, a halál talán majd mindent megold.	0.223256
Có lẽ chỉ khi chúng ta từ giã cõi đời, thần chết mới trao cho chúng ta chìa khóa, phần tiếp theo và kết cục của cuộc phiêu lưu thất bại.	Megfejtődik a titka ennek a rossz emlékű kalandnak, talán ott majd folytatódik s talán ott más lesz a vége...	0.156
Phrăngxoa, tớ yêu cầu cậu có nhớ đến tớ thì sau này hẵng nhớ.	Seurel, valamikor azt kértem tőled, hogy gondoljál rám.	0.198113
Bây giờ thì ngược lại, quên tớ đi thì hơn.	Ma azt mondom inkább: jobb, jobb, ha elfelejtesz.	0.265909
Quên đi tất cả thì hơn...	Jobb lesz mindent, mindent elfelejteni.	0.227586
A.M"	A. M.	0.3
	És beköszöntött a tél, az új tél.	-0.3
	Mennyire más volt ez!	-0.3
Và đây là một mùa đông mới, cũng tang thương như mùa đông trước đã khởi sắc lên nhờ một cuộc sống bí ẩn: quảng trường nhà thờ không còn các chàng Bô-hê-miêng, sân trường vắng tanh ngay sau bốn giờ chiều, ... căn phòng của lớp chúng tôi chỉ còn mình tôi ngồi học không hứng thú... Đến tháng giêng, lần đầu tiên trong mùa đông, tuyết rơi, vĩnh viễn chôn vùi thiên truyện phiêu lưu huyễn hoặc năm qua của chúng tôi, phá rối mọi con đường, xóa đi những dấu vết cuối cùng.	Az előző csupa élettel, titokkal teljes, az idei gyászos volt, szomorú, akár a halál. ~~~ Mi maradt nekem? ~~~ A Templom tér, ahol nem tanyáztak most komédiások; az iskolaudvar, mely tanulás után azonnal kiürült... régi tantermünk, hol egyedül magoltam most s kedvetlenül... Február lehetett, amikor abban az évben először lehullott a hó, s mindent beborított takarója; elsüppedt alatta örökre a múlt év minden emléke, kalandregényünk véget ért, összekuszálva a nyomokat s eltüntetve mindent, mi csak emlékeztetett is valaha reá.	-0.125854
Như Môn đã viết thư yêu cầu, tôi gắn quên đi tất cả.	S én is megpróbáltam, ahogy Meaulnes kért rá utolsó levelében, elfelejteni mindent; nem emlékezni semmire már.	0.075
Phần III	HARMADIK RÉSZ	0.18
Chương 1	Első fejezet	0.21
CUỘC ĐI TẮM	FÜRÖDNI MEGYÜNK	0.24
Hút thuốc, vẩy nước đường lên đầu cho tóc quăn, ôm hôn các nữ sinh bổ túc trên đường, kêu to "Cướp lấy cái mũ vải!"	Fújták a füstöt és cukros vízzel locsolták a hajukat, hogy göndör legyen, lopva csókolóztak a leányiskolák növendékeivel, no meg rákajabáltak a sövények mögül az arra siető apácákra, bosszantásul, hogy: "Itt az anyáca!	0.113636
từ sau hàng rào để trêu cô nữ tu đi qua, đó là niềm vui của tất cả các ông mãnh mặt trơ trán bóng trong vùng.	Jön az anyáca!" - ezzel körülbelül ki is merült a vidék imposztor ficsúrainak minden szórakozása.	0.229787
Vả chăng, ở tuổi hai mươi, các ông tướng như vậy rất có thể tu tỉnh lại và đôi khi khá nhạy bén với cái tốt.	Különben az effajta fickók húszéves korukra egészen kinőhetik régi rosszcsontságukat s olykor meglepően értelmes fiatalember lesz belőlük.	0.265574
Sẽ nghiêm trọng nếu ông mãnh có bộ mặt già héo, nếu hắn ta kể những chuyện nửa kín nửa hở về phụ nữ trong xứ, nếu hắn thao thao bao nhiêu chuyện bậy bạ về Ginbectơ Pôkơlanh để mua vui cho đồng bọn.	Persze, az már kicsit súlyosabb eset, ha a szóbanforgó gézengúznak már nem olyan bársonyos a képe, mint volt, ha már végigszántott rajta a zivatar, ha gyanús viszonylatokba keveredik a környékbeli asszonyokkal, ha Gilberte Poquelinről egy halom sületlenséget összezagyvál, csak hogy megnevettesse a többieket.	0.205909
Tuy nhiên, cũng chưa hết hy vọng.	Súlyosabb már az eset, igaz, de még mindig nem egész reménytelen...	0.06
Ấy là trường hợp của Giacxmanh Đơlusơ.	Így állt a dolog Jasmin Delouche-sal is.	0.227027
Không hiểu tại sao, dù chắc chắn không hề muốn thi cử, hắn vẫn theo học lớp cao đẳng mà mọi ngươi đều muốn bỏ hắn.	Bejárt a tanítóképző óráira, bár fogalmam sincs, hogy miért, hiszen esze ágában se volt letenni a vizsgákat, s másoknak is az volt a véleményük, hogy jobb volna, ha nem rontaná ott a levegőt.	0.195455
Trong thời gian đó, hắn học với chú Đuyma của hắn lam nghề thạch cao.	Közben azonban nagybácsija, Dumas mester is foglalkozott vele, szerette volna, ha kitanulja a kőfejtő mesterséget.	0.181579
Chẳng bao lâu chỉ còn thằng Giacxmanh này, cùng Bugiacđông và một cậu khác rất hiền tên là Đơnix, còn viên trợ lý, là những học sinh lớn mà tôi lui tới luôn luôn, bởi lẽ họ thuộc "thời của Môn".	Ahogy telt-múlt az idő, tulajdonképpen csak néhány felsős diákkal tartottam a kapcsolatot, csak ezekkel szerettem összejönni, mert ezekkel vissza lehetett emlékezni "Meaulnes idejére". ~~~ Jasmin Delouche, Boujardon, s a segédtanítónak, Denis-nek igen rokonszenves fia - ezekből állt a társaságunk.	-0.0327586
