James Joyce	﻿JAMES JOYCE	0.218182
Cô ngồi giữa vòng tròn lạnh lẽo những thành quả của mình, chờ đợi một kẻ si tình dám đương đầu với nó và trao cho cô một cuộc sống chói lọi.	Csak ült a társaságban, és várt az udvarlóra, aki merészen áttörné hibátlanságának dermesztő gyűrűjét, és ragyogó élet lehetőségeit rakná a lábai elé.	0.290323
Nhưng những gã trai trẻ cô gặp chỉ toàn những kẻ tầmg thường và cô quyết không tỏ ý khuyến khích họ, cố gắng an ủi những khao khát lãng mạn của mình bằng cách âm thầm ngậm kẹo gôm Thổ Nhĩ Kỳ 2.	De körülötte a fiatalemberek annyira mindennapiak voltak, hogy érdemesnek sem tartotta bátorítani őket, és romantikus vágyait titokban habzsolt keleti édességgel csitította.	0.209639
Tuy nhiên khi đã đến gần giới hạn và bạn bè bắt đầu bàn tán xì xào, cô làm họ im miệng bằng cách cưới Mr Kearney, chủ tiệm đóng giày ở ke Ormond.	Amikor azonban közeledni kezdett a veszedelmes időhöz, és barátnői már-már szabad folyást engedtek nyelvüknek, befogta a szájukat azzal, hogy férjhez ment Mr. Kearneyhez, aki tisztes cipészmester­séget űzött az Ormond rakparton.	0.190566
Ông hơn bà rất nhiều tuổi. ~~~ Những lời của ông, rất nghiêm túc, phát ra từ khoảng trống giữa bộ râu xồm lớn màu nâu.	Igaz, sokkal öregebb volt nála, és ha beszélt, Mr. Kearney kizárólag komolyan beszélt, lengő barna szakállának egy meghatározatlan pontján adva hangot gondolatainak.	-0.029771
Sau năm đầu tie^n của cuộc sống hôn nhân, Mrs Kearney hiểu ra rằng một nó nđàn ông như thế sẽ mang lại nhiều lợi lộc hơn là một kẻ lãng mạn, nhưng bà không bao giờ cất đi những ý tưởng lãng mạn của riêng mình.	Egy évi házasélet után Mrs. Kearney úgy találta, hogy az effajta férfi szívósabb lesz, mint holmi tüzes roman­tikusok, de vágyait azért nem dobta el.	0.229286
Ông đứng đắn, tằn tiện, và sùng đạo, thứ Sáu đầu tiên tháng nào ông cũng đi quỳ trước bàn thờ Chúa, đôi khi cùng với bà, nhưng thường là chỉ một mình.	Mr. Kearney józan életű volt, takarékos és istenfélő; minden első pénteken az oltárhoz járult, gyakran nejével, még gyakrabban egyedül.	0.209091
Nhưng bà chưa bao giờ vì thế mà lơi là tôn giáo của mình và luôn là một người vợ tốt đối với ông.	Ez semmiképp sem jelentette Mrs. Kearney hitének lanyhulását, vagy azt, hogy rossz feleség lett volna.	0.252128
Lúc tiệc tùng ở những ngôi nhà xa lạ chỉ cần bà hơi nhướn lông mày lên là ông đứng dậy cáo từ ngay và, mỗi khi cơn ho làm phiền ông, bà lại quấn chiếc chăn nhồi lông vịt biển quanh chân ông và làm một ly rượu punch pha rum.	Lehettek akárhol látogatóban, ha nejének szemöldei hajszálnyit is rándultak, Mr. Kearney már állt, búcsúra készen; de ha őt látogatta meg a gyakori köhögés, neje már sietett meleg takarókkal korhadt lába köré, már sietett forró puncsokkal érdes torka segítségére.	0.279916
Về phần mình, ông là một người cha mẫu mực.	Másrészről mint atya, Mr. Kearney minden atyák példaképe lehetett volna.	0.188235
Bằng cách mỗi tuần trả một khoản nhỏ cho công ty bảo hiểm, ông đảm bảo cho cả hai cô con gái mình mỗi cô có được món hồi môn hơn một trăm bảng khi họ hai mươi tư tuổi.	Fáradhatatlan szívóssággal hordott be hetente kis pénzeket egy spóregyletbe, azzal a nagyon apai törekvéssel, hogy mindkét lánya 100-100 font hozománnyal állhasson a világ elé, ha elérik huszonnegyedik évüket.	0.275676
Ông đã gửi cô con gái lớn, Kathleen, đến một trường dòng tốt, ở đó cô được học tiếng Pháp và nhạc, và sau đó trả tiền cho cô học tại Nhạc viện.	Idősebbik lányát, Kathleent előkelő zárdába küldte, ahol franciát tanult és zenét, és később az Akadémián is fizette a tandíjat.	0.213281
Năm nào cứ đến tháng Bảy Mrs Kearney lại tìm được cớ nói với bạn:	Mrs. Kearney minden év július havában alkalmat talált, hogy valamelyik barátnőjének odavetve megjegyezze:	0.415602
- Ông chồng tuyệt vời của tôi đang chuẩn bị đưa cả nhà đi Skerries nghỉ mấy tuần.	- Drága férjem megint elvisz minket néhány hétre Skerriesbe.	0.424138
Nếu không phải Skerries thì sẽ là Howth hoặc Greystones.	Néha Howth, néha Greystones került Skerries helyére.	0.627941
Khi phòng trào Khôi phục Ireland bắt đầu gây được tiếng vang, Mrs Kearney quyết tâm phải gây dựng cái tên của con gái mình 3 và mời một giáo viên ireland về dạy tại nhà.	Mikor az Ír Mozgalom szalonképessé lett, Mrs. Kearney döntő lépésre szánta el magát lánya nevéből, és ír nevelőt hozott a házhoz.	0.307792
Kathleen và em gái gửi những tấm bưu ảnh Ireland cho bạn bè và những người bạn này lại gửi cho họ những tấm bưu ảnh Ireland khác.	Ettől kedve Kathleen és húga ír levelezőlapokkal lepték meg barátnőiket, és a barátnők is ír levelezőlapokkal lepték meg Kathleent és húgát.	0.432016
Vào những Chủ nhật đối với, khi Mr Kearney cùng gia đình ông đi nhà thờ, một nhóm nhỏ thường tụ tập sau buổi lễ trên góc phố Cathedral. ~~~ Họ đều là bạn bè của Kearney - bạn nhạc hoặc bạn phái Dân tộc chủ nghĩa, và khi họ đã bàn tán xong đủ mọi mẩu tin nhỏ nhất, họ cùng bắt tay nhau, cười phá lên vì có nhiều bàn tay được chìa ra bắt đến thế, và chào tạm biệt nhau bằng tiếng Ireland.	Bizonyos vasárnapokon, amikor Mr. Kearney családja körében megjelent az ideiglenes templomban, mise után kis csoport verődött össze rendszeresen a Székesegyház utca sarkán, mind a Kearney család barátai, egyek vagy a zenében, vagy az ír lelkesültségben, és amikor a pletykaadta lehetőségeket a legapróbb morzsákig megőrölték, egyetemleges kézrázásokkal - a sok egymást keresztező kéz újabb alkalmat adott a nevetésre - és ír istenhozzádokkal tértek haza.	0.0467933
Chẳng mấy chốc cái tên Miss Kathleen Kearney bắt đầu được người ta nhắc đến thường xuyên.	Miss Kathleen Kearney neve hamarosan ismertté vált városszerte.	1.085
Họ nói cô rất có tài âm nhạc và là một cô gái ngoan ngoãn, và hơn nữa, cô còn là người ủng hộ phong trào khôi phục ngôn ngữ truyền thống.	A hír szertehordta, milyen ügyes zongorista, milyen csinos lány, és ami a legfőbb, milyen lelkes híve az ír anyanyelvű mozgalomnak.	0.228099
Mrs Kearney rất hài lòng với chuyện này.	A dolgoknak ilyetén állása mély megelégedettséggel töltötte el Mrs. Kearneyt.	0.0627907
Thế nên bà không ngạc nhiên chút nào khi một ngày Mr Holohan đến gặp bà và đề nghị con gái bà tham gia đệm nhạc trong loạt bốn buổi đại hòa nhạc mà Hội của ông sắp tổ chức tại nhà hát Antient Concert Rooms.	Meg sem lepődött tehát, amikor egy napon Mr. Holohan megjelent náluk, és előállt azzal az ajánlattal, hogy a Szövetség, amely négy előadásból álló nagyszabású hangverseny-sorozattal kívánja szolgálni az Ír Mozgalmat, szívesen látná Miss Kathleent a dobogón.	0.344595
Bà dẫn ông vào phòng khách, mời ông ngồi xuống và bưng ra bình rượu và hộp bánh quy bằng bạc.	Mr. Holohant a szalonba vezették, itt zajlott a szíves vendéglátás, amelyet egy ezüst süteményes tál és egy üveg bor ragyogott be ígézetesen.	0.205882
Bà lắng nghe chăm chú từng thông tin về Hội, đưa ra những lời khuyên và can ngăn, và cuối cùng một hợp đồng 4 được thảo xong, theo đó Kathleen sẽ nhận được tám ghinê với tư cách là nghệ sĩ chơi nhạc đệm trong bốn buổi đại hòa nhạc.	Mrs. Kearney szívvel-lélekkel csatlakozott a vállalkozáshoz, tanácsolt, lebeszélt; és mindezek gyümölcseként szerződést írt alá, amelynek értelmében a négy előadásból álló nagyszabású hangversenysorozat estéin Miss Kathleen mint zongorakísérő közreműködik, és ezért nyolc guinea tiszteletdíjban részesül.	0.324777
Bởi Mr Holohan còn ít kinh nghiệm trong những vấn đề tinh tế như lời lễ trên áp phích quảng cáo hay sắp xết tiết mục chương trình, Mrs Kearney đã giúp ông.	Minthogy Mr. Holohan noviciusi avatatlanságában kínnal őrlődött olyasféle kényes ügyek malomkövei között, mint meghívók megfogalmazása, a műsorszámok sorrendjének meg­állapítá­sa, és Mrs. Kearney segített neki.	0.452727
Bà có tài xử trí.	Volt hozzá érzéke.	0.3
Bà biết những artiste nào thì phải được in tên chữ hoa còn những artiste nào thì nên in tên chữ thường.	Tudta, kik azok a művészek, akiket csupa nagybetűvel kell kiírni, s kiket lehet apróval.	0.188889
Bà biết rằng ca sĩ giọng nam con trưởng sẽ không muốn phải hát sau tiết mục tấu hài của Mr Meade.	Azt is tudta, hogy az első tenor rossz néven venné, ha Mr. Meade humoros száma után kellene föllépnie.	0.26129
Để giữ cho khán giả luôn thích thú bà đan xen các tiết mục đáng ngờ giữa các tiết mục vốn được ưa chuộng lâu nay.	Hogy a közönség érdeklődése az állandó felcsigázottság állapotában maradjon, a kétséges műsorszámokat belopta a régi kedvencek számai közé.	0.264844
Mr Holohan ngày nào cũng ghé qua chỗ bà để xin cố vấn về vấn đề gì đó.	Mr. Holohan naponta járult elé, hogy tanácsait némely pontokat illetően meg­hallgassa.	0.530769
Lúc nào bà cũng tỏ ra rất nhiệt tình, và sẵn sàng đưa ra một lời khuyên - một cách thân tình, thật vậy.	Tanácsa, türelme, kimeríthetetlen volt - és a szíves vendéglátás sem szegényedett.	0.440244
Bà đẩy bình rượu về phía ông và nói:	A borosüveg mindig előkerült, bátorító szózatokkal:	0.223256
- Nào, xin cứ tự nhiên, Mr Holohan!	- Tessék, Mr. Holohan, lásson hozzá!	0.728571
Và trong lúc ông tự rót rượu cho mình, bà nói:	És míg Mr. Holohan hozzálátott, másféle biztatások is elhangzottak:	0.189796
- Đừng lo!	- Ne féljen, Mr. Holohan!	0.775
Đừng lo gì chuyện đó!	Jut is, marad is, Mr. Holohan!	0.3
Mọi chuyện diễn tiến một cách tốt đẹp.	Minden olajozottan gördült.	0.0857143
Mrs Kearney mua một dải lụa sa tanh màu phớt hồng tuyệt đẹp ở hiệu Brown Thomas đính lên phía trước váy cho Kathleen.	Mrs. Kearney valami hajnalpiros csodát vett Miss Kathleen ruhájának keblére Brown Thomasnál.	0.637401
Dải lụa tốn kha khá, nhưng trên đời này có những dịp mà tiêu tốn một chút cũng xứng đáng.	Nem fillérekért, igaz, de vannak esetek, amikor nem lehet garasoskodni.	0.133846
Bà con mua hơn chục cái vé giá hai shilling cho buổi hòa nhạc cuối và gửi chúng cho những người bạn thuộc loại nếu không có vé mời thì không chắc sẽ đi.	Vett a záró előadásra vagy egy tucat két schillinges belépőt, ezeket szétküldte a ház azon barátainak, akikről gyanította, hogy megjelenésük csak ez esetben várható.	0.294375
Bà không quên một điều gì cả, và, nhờ có bà, tất cả những việc cần phải làm đều đã được hoàn thành.	Semmiről meg nem feledkezett, és hála neki, minden elintézendő elintéztetett.	0.128
Loạt hòa nhạc theo kế hoạch diễn ra vào thứ tư, thứ năm, thứ sáu và thứ bảy.	A hangversenyt szerda-csütörtök-péntek- és szombatra tervezték.	0.203077
Khi Mrs Kearney cùng con gái đến Antient Concert Rooms tối thứ tư bà không thích cái quang cảnh kiếu đó chút nào.	Szerda este, amikor Mrs. Kearney lánya kíséretében megjelent az Antient Koncertteremben, a dolgok állása távolról sem nyerte meg tetszését.	0.552632
Mấy gã thanh niên,đeo phù hiệu xanh trên ngực áo khoác, đang đứng lờ đờ trong sảnh nhà hát, không một gã nào mặc dạ phục.	Néhány fiatalember álldogált az előcsarnokban, kabátjukon világoskék jelvénnyel, tétlenül. ~~~ Egyikük sem öltözött az alkalomhoz illően.	-0.00447761
Bà cùng con gái đi ngang qua họ và chỉ cần một cái liếc nhìn qua cánh cửa của khán phòng đang mở bà hiểu ngay nguyên nhân sự lờ đờ của đám thanh niên phục vụ.	Ahogy lánya karján elvonul mellettük, és egy gyors oldalpillantással felmérte a nézőteret, kielégítő feleletet kapott a rendezők tétlenségére.	0.23617
Thoạt tiên bà tự hỏi hay là mình nhầm giờ.	Egy pillanatra remény gyulladt föl benne, hátha eltévesztette az időpontot.	0.15
Không lúc này đúng là tám giờ kém hai mươi.	De nem, húsz perc múlva nyolc.	0.0964286
Trong phòng hóa trang phía sau sân khấu, bà được giới thiệu với ngài thư ký hội, Mr Fitzpatrick.	A színpad mögötti öltözőben bemutatták neki Mr. Fitzpatrickot, a Szövetség titkárát.	0.247674
Bà mỉm cười và bắt tay ông.	Mrs. Kearney rámosolygott, és kezet rázott vele.	0.16875
Ông ta là một người nhỏ thó có khuôn mặt trắng bệch, vô hồn.	Mr. Fitzpatrick alacsony emberke volt, holdsápadt, üres arcú.	0.243103
Bà để ý thấy ông cứ đội chiếc mũ nâu mềm một cách cẩu thả lệch hẳn một bên còn giọng nói thì thô kệch.	Mrs. Kearney megjegyezte magának, hogy Mr. Fitzpatrick barna puhakalapja hanya­gul féloldalra van csapva, és beszédmodora közönséges.	0.2825
Ông ta cầm một tờ chương trình trong tay, và, trong lúc nói chuyện với bà, ông ta đưa một góc giấy lên nhai nhai cho mủn ra.	Kezében műsort tartott, és míg beszélgettek, az egyik sarkát szórakozottan nedves péppé rágcsálta.	0.211224
Ông ta có vẻ chẳng thất vọng gì mấy.		-0.3
Mr Holohan thì cứ mấy phút lại đi vào phòng hóa trang thông báo diễn biến ở phòng bán vé.	Mr. Holohan percenként felbukkant, hozta a friss híreket a pénztár állásáról, aztán eltűnt.	0.500952
Đám artiste đứng tán chuyện với nhau có vẻ khá lo lắng, chốc chốc lại liếc vào gương và cuộn ra cuộnvào bản nhạc của họ.	A művészek idegesen beszélgettek, a tükrökbe pillantgattak, kottáikat ki-be hajtogatták.	0.127586
Khi đã gần đến tám giờ rưỡi, đám khán giả lèotèo trong nhà hát bắt đầu tỏ ý muốn được xem biểu diễn.	Amikor már fél kilenc felé járt az idő, a nézőtéren lézengő néhány ember kezdte kinyilvánítani vágyát, hogy szórakoz­tatásuk kezdődjék meg.	0.242017
Mr Fitzpatrick đi vào, mỉm cười lơ đãng với cả phòng và nói:	Mr. Fitzpatrick betolta üres mosolyát az öltözőbe:	0.579
- Nào các quý ông quý bà, tôi đồ rằng đã đến lúc chúng ta bắt đầu đêm hội.	- Hölgyeim és uraim! ~~~ úgy vélem, itt az idő, nyissuk meg a murit.	-0.0625
Mrs Kearney thưởng công cho cái âm tiết chứa đặc giọng quê mùa của ông bằng một cái nhìn nhanh khinh bỉ, và rồi nói với cô con gái đầy vẻ động viên.	Az utolsó szót Mrs. Kearney gyors, megvető szemmeresztéssel jutalmazta, majd lányához fordult:	0.290769
- Sẵn sàng chưa, con yêu?	- Készen vagy, drágám?	0.86087
Lúc sau tìm được cơ hội, bà gọi riêng Mr Holohan ra một chỗ và bảo ông ta giải thích cho bà như thế này có nghĩa là sao.	Mihelyt alkalom adódott, félrevonta Mr. Holohant, és megkérdezte tőle, mit jelentsen ez.	0.148193
Mr Holohan không biết giải thích thế nào.	Mr. Holohan sem tudta, mit jelentsen ez.	0.597857
Ông nói ủy ban đã sai lầm khi tổ chức bốn đêm nhạc, bốn đêm là quá nhiều.	A Bizottság mindenesetre bakot lőtt a négy koncerttel: négy az nagyon sok. ~~~ - Na és a művészek!	-0.00903614
- Và còn đám artiste nữa chứ - Mrs Kearney nói - tất nhiên họ sẽ cố gắng hết sức, nhưng thực họ chỉ là đám vô dụng.	- mondta Mrs. Kearney. ~~~ - Persze megteszik a tőlük telhetőt, de mi telhetik tőlük, amikor rosszak?	0.0553846
