Émile Zola	ÉMILE ZOLA	0.3
Hắn tiếp tục với sự hung hãn hơn, trong khi đay nghiến chính mình.	Még hevesebb hangon, önmagát marcangolva folytatta:	0.174
- Phải có một đêm tối dẫn cô đến nghĩa địa.. Chúng ta sẽ đào mồ Camille, rồi cô thấy cái đống thối rữa đó nó ra sao!	- El kell vinnem téged egy éjjel a temetőbe... Kinyitjuk Camille koporsóját és látni fogod, milyen rothadó hústömeg van benne.	0.407264
Lúc đó cô không còn sợ nữa, có thể… Này, gã không biết làm sao chúng ta đã ném gã xuống nước đâu.	Azután majd nem félsz talán... Azt hiszem, nem is tudja, hogy mi dobtuk a vízbe.	0.139437
Thérèse vùi đầu trong chăn, bật lên những tiếng rên rỉ nghẹn ngào.	Therese fejét a vánkosba nyomva elfojtottan kesergett.	0.158824
- Ném gã xuống nước vì gã làm mình vướng víu - người chồng tiếp tục - Chúng ta vẫn sẽ ném như vậy nữa, phải không nào?...	- A vízbe dobtuk, mert útunkban volt - folytatta a férje... - Megint csak bele dobnók, úgy-e?...	0.632558
Vậy thì đừng giở trò trẻ con như thế.	Ugyan ne légy ilyen gyerek. ~~~ Légy erős.	-0.0236842
Thật ngu đần mới làm xáo trộn hạnh phúc của chúng ta.. Hãy nhìn xem, em ngoan, khi chúng ta chết đi, chúng ta cũng sẽ không hạnh phúc nhiều hơn hay ít hơn trong lòng đất, vì thế chúng ta đã quăng một thằng thộng xuống dòng sông Seine, để rồi chúng ta tự do hưởng thụ tình yêu của chúng ta, đó là một món lợi.. Nào, hãy hôn anh đi.	Ostobaság, hogy megzavarod a boldogságunkat... Látod, kedvesem, ha majd meghalunk, nem leszünk se boldogabbak, se boldogtalanabbak a földben csak azért, mert egy nyomorult embert a Szajnába dobtunk és szabadon élvezzük a szerelmünket, ami csupa haszon... Jer csak, csókolj meg.	0.188095
Thiếu phụ ôm hôn hắn, lạnh giá, điên cuồng, và hắn cũng hoàn toàn run rẩy như nàng.	A fiatal nő megcsókolta, fagyosan, őrülten; és a férje is éppenúgy remegett, mint ő.	0.259259
Laurent, trong hơn mười lăm ngày, luôn tự hỏi làm thế nào tốt nhất để có thể giết chết Camille một lần nữa.	Laurent több mint tizenöt napig azon tanakodott, hogy hogyan ölhetné meg újból Camillet.	0.162651
Hắn đã ném gã xuống nước, và như thế đấy gã cũng không đủ chết, gã trở lại mỗi đêm nằm trên giường của Thérèse.	A vízbe dobta és íme, nem eléggé halt meg, mert minden éjjel hazajön, hogy Therese ágyába feküdjék.	0.18
Khi những kẻ giết người tưởng rằng mình đã hoàn tất tôi ác và có thể bình yên lao vào nỗi ngọt ngào của tình âu yếm, nạn nhân của họ đã sống dậy để làm băng giá chỗ nằm của họ.	Mikor a gyilkosok azt hitték, hogy befejezték a gyilkosságot és békén élvezhetik enyelgésüknek az édességeit, az áldozatuk feltámadt, hogy jéghideggé hűtse az ágyukat.	0.22638
Thérèse không là goá phụ, Laurent cảm thấy mình là chồng của một người đàn bà đã có một kẻ chết trôi làm chồng.	Therese nem volt özvegy, Laurent egy olyan asszonynak a házastársa lett, akinek már egy vízbefult ember volt a férje.	0.390566
Chương 23	XXIII.	0.128571
Dần dần, Laurent đi tới chỗ điên rồ dữ tợn.	Laurent lassankint odajutott, hogy közel járt a dühöngő őrülethez.	0.519231
hắn quyết định xua đuổi Camille khỏi giường.	Elhatározta, hogy Camillet elűzi az ágyából.	0.246667
Ban đầu hắn ngủ để nguyên quần áo rồi hắn tránh chạm vào da thịt của Thérèse.	Előbb egészen felöltözve feküdt le, azután kerülte Therese bőrének az érintését.	0.274699
Vì hoá rồ, vì tuyệt vọng, cuối cùng hắn muốn giữ vợ mình trên lồng ngực, và thà nghiền nát nàng hơn là giao nàng cho bóng ma của nạn nhân.	Végül dühében és kétségbeesésében a mellére akarta szorítani a feleségét és inkább agyon akarta szorítani, mintsem hogy átengedje az áldozata hazajáró szellemének.	0.272
Đó là sự phản kháng ngạo mạn của bản chất tàn nhẫn.	A vadság hatalmas lázadása volt ez benne.	0.123077
Tóm lại, niềm hy vọng những chiếc hôn của Thérèse sẽ chữa lành bệnh mất ngủ của hắn chỉ duy nhất dẫn hắn đến phòng của thiếu phụ.	Mindent összevéve, azért került az asszony szobájába, mert azt remélte, hogy Therese csókjai majd kigyógyítják álmatlanságából.	0.24375
Khi hắn ở trong căn phòng đó với tư cách chủ nhân, thể xác hắn, bị giằng xé bởi những cơn sốc ác nghiệt hơn, thậm chí hắn không còn nghĩ đến việc thử chữa trị nó nữa.	Mikor ebben a szobában már otthon volt s a maga karosszékében ült, még kegyetlenebb rohamok kínozták s még nem is gondolt rá, hogy megkísérelje az orvoslást.	0.213699
Và hắn vẫn như người chết rồi trong suốt ba tuần lễ, không nhớ là mình đã làm tất cả để chiếm hữu Thérèse, và không thể chạm vào nàng mà không làm tăng thêm những nỗi đau của hắn, khi giờ đây hắn đã có nàng.	És így volt ez három hétig, mintha el lett volna tiporva, nem jutott az eszébe se, hogy mindent megtett, hogy Therese az övé legyen, és hogy most, amikor már az övé, hozzá se nyúlhat anélkül, hogy ne növekednék a szenvedése.	0.255882
Những lo âu quá sức chịu đựng kéo hắn ra khỏi tình trạng mụ người này.	Ebből az elbutulásból aggodalmainak a túlcsigázása ragadta ki.	0.208065
Trong giờ phút đầu tiên của trạng thái tê mê, trong sự rũ rượi kỳ lạ của đêm hôn lễ, hắn không quên được những lý do đã thúc đẩy hắn đến với cuộc hôn nhân.	Az elkábulás első pillanatában, a nászéjszaka különös zavarában megfeledkezett azokról az okokról, amelyek erre a házasságra késztették.	0.205839
Nhưng dưới những đòn lập đi lập lại của giấc mơ tồi tệ, một sự phẫn nộ ngấm ngầm đã xâm chiếm lấy hắn, đã chiến thắng sự hèn nhát và đưa hắn trở về với ký ức.	De gonosz álmainak megismétlődő kínjai után valami bizonytalan izgalom fogta el, amely diadalmaskodott a gyávaságán s visszaszerezte neki az emlékező képességét.	0.232692
Hắn nhớ là mình đã kết hôn là để xua đuổi những cơn ác mộng, là để ghì chặt người vợ của mình.	Eszébe jutott, hogy azért nősült meg, hogy a feleségét erősen magához szorítva elűzze ezeket a rémes álmokat.	0.283019
Thế là một đêm, hắn liều mạng vượt qua thi thể của người chết đuối để giữ lấy Thérèse trong tay, thô bạo kéo nàng đến với hắn.	Egy éjszaka azután hirtelen a karjaiba ragadta Thereset, ha keresztül kellett is mennie a vízbefúlt ember hulláján és nagy erővel magához húzta.	0.268889
Thiếu phụ cũng thế. ~~~ Nàng đã đến đường cùng, có lẽ nàng sẽ lao vào ngọn lửa, nếu nàng nghĩ rằng nó sẽ thanh tẩy thân xác nang khỏi mọi điều ác xấu của mình.	A fiatal asszony maga is a végletekig ki volt merülve; a tűzbe ugrott volna, ha azt hiheti, hogy a lángok megtisztítják a testét és megszabadítják a bűneitől.	-0.00931034
Nàng đáp trả Laurent bằng vòng tay ghì chặt, quyết bùng cháy lên dưới những cái vuốt ve của người đàn ông này hoặc để tìm trong nàng một sự khuây khoả.	Ő is magához szorította Laurent-t, s el volt rá szánva, hogy vagy el fog égni ennek az embernek a szerelmében, vagy másként keres valami megkönnyebbülést.	0.247552
Và họ siết chặt nhau trong một nụ hôn ghê gớm.	S egy borzasztó öleléssel egymáshoz tapadtak.	0.253333
Niềm đau và sự sợ hãi thay thế cho ham muốn.	De a vágyak helyett a fájdalom és a félelem fogta el őket.	0.26875
Khi chân tay họ sát vào nhau, họ tưởng như đang rơi vào một lò lửa.	Mikor egymást érintették, a tagjaik, úgy érezték, mintha egy halom parázsra zuhantak volna.	0.2375
Họ bật lên tiếng kêu và ôm chặt lấy nhau hơn nữa để không chừa khoảng trống giữa thân xác họ cho kẻ chết trôi.	Felsikoltottak és még jobban szorították egymást, hogy a testeik között semmi hely ne maradjon a vízbefúlt embernek.	0.259091
Và họ luôn luôn cảm thấy mớ xác rữa của Camille lúc nhúc ghê tởm giữa họ, làm lạnh giá đâu đó trên da họ, trong khi phần còn lại của cơ thể họ cháy bỏng.	És mégis, még mindig érezték Camille húscafatait, amint gyalázatos módon oda nyomult közéjük és néhol jéghidegre hütötte le a bőrüket, míg a testük többi része forró volt, mint a tűz.	0.380892
Những nụ hôn man rợ khiếp đảm.	A csókjaik rettentően kegyetlenek voltak.	0.275676
Thérèse lấy môi tìm vết cắn của Camille trên chiếc cổ sưng phồng và cứng đờ của Laurent và điên cuồng dán chặt vào đó.	Therese kereste ajkaival Camille harapásának helyét Laurent feldagadt merev nyakán, s vadul odanyomta a száját.	0.588462
Ở đó vết thương sống động, nếu thương tích này lành lặn, những kẻ giết người sẽ ngủ bình yên.	Ez volt a friss seb; ha ezt a sebet meggyógyítanák, a gyilkosok békén alhatnának.	0.152
Thiếu phụ hiểu điều đó, nàng cố nung đốt chỗ đau dưới ngọn lửa hừng hực của mơn trớn.	Az asszony megértette ezt s a sebet ki akarta égetni szenvedélyének tűzével.	0.166667
Nhưng nàng chỉ bỏng cháy môi mình, và Laurent thô bạo đẩy nàng ra, trong khi bật ra tiếng rên khàn đục, hắn thấy như bị một thanh sắt cháy đỏ vào cổ.	De megégette vele az ajkait és Laurent tompán feljajdulva hevesen ellökte magától; úgy érezte, mintha tüzes vasat nyomtak volna a nyakára.	0.359619
Thérèse điên lên, lại vùng tới, muốn hôn thêm vết thương, nàng cảm thấy một niềm khoái lạc chua chát được đặt môi lên chỗ da mà Camille đã cắm phập răng vào.	Therese nekivadulva újra kezdte, ismét meg akarta csókolni a sebhelyet; valami kéjes élvezet volt rá nézve, hogy odanyomhatta az ajkát arra a bőrdarabra, amelybe Camille fogai belemélyedtek.	0.403714
Trong một thoáng, nàng có ý nghĩ cắn vào chỗ đó của chồng, rứt ra một mẩu thịt lớn, tạo thêm một vết thương mới, sâu hơn để lấy đi dấu vết của người cũ.	Egy pillanatig az járt az eszében, hogy ezen a helyen beleharap a férjébe, kitép belőle egy nagy darab húst s újabb sebet üt rajta, még mélyebbet, s ezzel eltünteti a régi sebnek a helyét.	0.289412
nàng nhủ thầm rồi mình sẽ không tái mặt nữa khi nhìn dấu ấn hàm răng của chính mình.	Azt gondolta magában, hogy akkor majd nem fog elsápadni, ha a saját fogainak a nyomát látja.	0.260241
Nhưng Laurent che chở cổ hắn trước những cái hôn kia, hắn cảm thấy đau rát giày vò quá thể, lại đẩy nàng ra mỗi khi môi nàng vươn tới.	De Laurent nem engedte a nyakát megcsókolni; nagyon heves égést érzett a nyakán, s ahányszor Therese felé nyújtotta az ajkát, mindig eltaszította.	0.408537
Họ cứ thế hào hển chống chọi nhau, đánh vật nhau trong nỗi kinh hoàng của sự âu yếm.	Így birkóztak egymással, hörögve, szerelmük borzalmaiban küzködve.	0.191304
Họ thấy rõ mình chỉ làm tăng thêm nỗi đau đớn mà thôi.	Érezték, hogy ezzel csak növelik szenvedéseiket.	0.2125
Họ đã hoài công nghiền nát nhau trong vòng tay ôm ghì kinh khiếp, họ kêu la đau khổ, họ tự thiêu đốt và bầm giập, nhưng họ không thể làm dịu đi những sợi thần kinh sợ hãi.	Hiába kínozták magukat e rettenetes ölelésekben, felsikoltottak fájdalmukban, égett a vérük és marcangolták önmagukat, de nem bírták lecsillapítani felizgatott idegeiket.	0.265868
Mỗi sự ôm hôn chỉ làm tăng thêm cường độ của sự ghê tởm.	Minden ölelésük csak élesebbé tette ellenszenvüket.	0.215094
Trong khi họ trao cho nhau những nụ hôn kinh khủng, họ càng bị giày vò bởi những ảo giác đáng khiếp sợ mà thôi, họ tưởng tượng kẻ chết trôi đang kéo chân họ và hung hãn lay động chiếc giường.	E borzalmas csókjaik közben ijesztő látományaik voltak; azt képzelték, hogy a vízbefúlt ember a lábaiknál húzza és heves lökésekkel az ágyba nyomja őket.	0.177181
Họ rời ra trong chốc lát.	Egy percre meghunyászkodtak.	0.3
Họ cảm thấy sự ghê tởm, sự phản kháng quyết liệt không sao cưỡng được.	Meghökkentek, az idegeik lázadása leküzdhetetlen volt.	0.127778
Rồi họ không muốn thua cuộc, họ lại ghì chặt lấy nhau rồi lại buộc phải buông nhau ra, như thể những mũi kim nung đỏ châm vào tay chân.	De nem akarták, hogy le legyenek győzve; újból összeölelkeztek, de a gyávaság megint erőt vett rajtuk, mintha tüzes tűszúrás hatolt volna tagjaikba.	0.289362
