JULES VERNE	JULES VERNE
Miután hiába próbálta magát átpréselni az ablakon, be kellett látnia, hogy ezzel az akadállyal nem tud megbirkózni.	Anh đã phí sức vô ích, phải nhận rằng chướn ngại vật rất chắc chắn và anh đã thở dốc và ngã xuống sàn một lần nữa.
A fáradtságtól lihegve ereszkedett vissza börtönébe.	Chẳng lẽ số anh không được thoát khỏi nơi đây hay sao?
A vére is folyt már, csontjai ropogtak, mikor végül fél vállát, majd a karját átbújtatta az abla­kon.	Anh cởi quần áo và lao thật mạnh đến cái khe hở lấp lánh ấy, nhất quyết phải phá vỡ nó.
A jobb válla azonban úgy megszorult a nyílásban, hogy fel kellett hagynia minden további erőfeszítéssel.	Thật không may, vài phải bị mắc kẹt, mỗi một nỗ lực mới đều không may như thế cả.
Minthogy ezen az úton nem tudott menekülni, más módot kellett keresnie.	Nếu đào tẩu bằng cách này không được thì phải tìm cách khác.
Talán sikerül letépnie az ablakkeret egyik darabját, és így ki tudja bővíteni a nyílást.	Hay có thể anh sẽ bứt được một rầm cửa và mở rộng khe hở?
De ehhez előbb vissza kellett volna jutnia börtönébe, és Ladko pillanatok alatt tisztába jött azzal, hogy hátrafelé sem tud mozdulni.	Song muốn làm như thế thì phải quay trở lại nhà tù, mà Latco hiểu rằng điều này không thể chịu được.
Hiába próbálkozott, minden hasztalan volt.	Anh đã đánh vật một cách vô ích.
Olyasmi történt, ami még nem fordult elő ebben az időpont­ban, mióta e fülke foglya volt.	Khi đó những tiếng chân nhộn nhịp lạ thường làm anh run rẩy.
A révkalauz a kétségbeesés emberfeletti erejével feszítette meg izmait...	Người hoa tiêu trong lần tuyệt vọng đã gồng hết mọi cơ bắp thử thách..
Eközben kívülről a kulcs megfordult a zárban, a nyelv kattanva engedett.	Vừa lúc đó khóa được xoay ... lò xo bung "cắc"... Chi còn việc đẩy cửa.
A TÖRVÉNY NEVÉBEN	NHÂN DANH LUẬT PHÁP
Amikor az ajtó kinyílt, Striga habozva állt meg a küszöbön.	Cửa mở, Xtriga đứng tần ngần tại ngưỡng cửa.
Semmit sem látott, legfeljebb a négyszögű ablaknyíláson át derengett valami bizonytalan fény.	Hắn không nhìn thấy gì ngoài khung cửa sổ hình chữ nhật hiện mờ mờ trên cái nền còn u tối hơn nữa.
- Titscha!	- Titsa!
- kiáltotta Striga türelmetlenül. - Gyújts világosságot!	- Xtrixa sốt ruột gọi - Thắp đèn!
Titscha máris hozta a lámpát, amelynek reszkető fénye bizonytalanul világította meg a fülkét.	Titsa vội mang đèn đến và ánh sáng lao chao của nó đã rọi sáng được khoang tàu.
A két férfi, miután tekintetük pillanat alatt végigszaladt a fülkén, zavartan bámult egymásra.	Hai người lướt mắt nhìn ngăn buồng thật nhanh, sau đó họ nhìn nhau sững sờ.
A padlón szétszakított kötelékek, odadobott ruhadarabok, a fogolynak pedig se híre, se hamva.	Dưới sàn là những đoạn dây, quần áo bị quăng bừa bãi; hoàn toàn không có dấu vế người tù.
- Hát ez mi? - kérdezte Striga.	- Cậu hãy cho tôi biết... - Xtriga lên tiếng.
Titscha, mielőtt válaszolt volna, az ablakhoz lépett, és ujját végighúzta az ablakkeret egyik oldalán.	Thay vì trả lời lại, Titsa lao ngay đến cửa sổ và đưa lướt ngón tay dọc theo rầm cửa.
- Hát ez elillant - mondta, és vértől vörös ujját mutatta.	- Nó đã chuồn - Titsa nói, vừa trỏ ngón tay ướt máu.
- De nemrég történhetett, még a vér sem alvadt meg - folytatta Titscha.	- Nhưng mới đây thôi - Titsa tiếp - Máu hãy còn tươi.
- És semmi különöset nem láttál akkor?	- Lúc đó cậu không nhận thấy gì à?
- A világon semmit.	- Hoàn toàn không thấy gì.
Úgy meg volt kötözve, mint egy hurka.	Nó bị trói gô như giò lụa.
- Ostoba!	- Đồ thộn!
- kiáltott Striga.	- Xtriga rống lên.
Titscha széttárta karjait, jelezve, hogy fogalma sincs, miként történhetett a szökés, és nem is érzi magát hibásnak.	Titsa dang tay, qua cử chỉ đó hắn đã tỏ ra không hiểu cuộc đào tẩu đã diễn ra như thế nào, và dẫu sao thì hắn cũng thấy mình vô tội.
Striga azonban nem nyugodott bele ilyen könnyen.	Xtriga không hài lòng với điều đó.
- Ostoba fajankó vagy!	- Đúng là đồ thộn!
Nézd csak itt a dörzsölés nyomát ezen a vasaláson.	Hãy xem đoạn sắt láng bóng vì sự cọ sát này!
- Jobban is tettem volna.	- Thế thì theo anh, nó là ai?
- Ki más lehetett volna?	- Tôi mà biết thì nói gì!
Legalább ráismertél, mikor elfogtad?	Cậu đã nhận biết lão khi tóm lão chứ?
- Azt nem mondhatnám, hogy ráismertem - vallotta be Titscha -, mert hiszen háttal ült.	- Tôi không thể nói được là tôi đã nhận biết - Titsa thú thật - Vì lão ta ngồi quay lưng...
- Na tessék!	- Ối trời!
- De a bárkát biztosan felismertem.	- Nhưng tôi đã nhận biết rất rõ chiếc thuyền.
Magas volt?	Cao, hở?
- Egy fejjel magasabb volt nálad.	- Cao hơn anh một cái đầu.
- Akkor nem Dragos volt!...	- Thế thì không phải Dragoso rồi!
- dohogott Striga, aki tudta, hogy ő magasabb a nyomozónál.	- Xtriga lẩm bẩm, hắn biết là hắn cao hơn nhà thám tử.
Néhány pillanatig töprengett, majd ezt kérdezte: - Nem hasonlított valakihez, akit te ismersz?	Hắn đăm chiêu vài giây, sau đó hỏi - Hắn giống ai trông số những người quen của cậu?
- Akit ismerek?... - csodálkozott Titscha.	- Những người quen của tôi à?
- Nem, szó sincs róla. - Nem hasonlított például Ladkóhoz?	- Titsa không đồng ý - Hoàn toàn không!...
- Micsoda ötlet!	- Tỷ như, hắn có hao hao Latco?
- kiáltott Titscha.	- Do đâu anh tưởng thế?
- Mi az ördögnek hasonlítana Dragos Ladkóhoz?	- Titsa kêu lên - Dragoso lại giống Latco ở điểm nào?
- Csak válaszolj a kérdésemre!	- Điều gì thì hắn không thể là Latco.
- türelmetlenkedett Striga.	Một kẻ mà tôi biết rất rõ.
- Hasonlított-e hozzá vagy sem?	Đồ khỉ, để không bị nhầm lẫn.
- Félrebeszélsz! - ellenkezett Titscha.	- hãy trả lời các câu hỏi của tôi - Xtriga khăng khăng - Hắn giống Latco không?
- Különben is ennek a fogolynak nem volt szakálla, Ladko meg szakállt visel.	- Anh lại nói mê rồi - Titsa phản đối - Trước hết, Latco có râu, còn tên này không có.
- Hát azt igazán nem nehéz leborotválni - vetette ellen Striga.	- Râu thì có thể cạo đi được - Xtriga nhận xét.
- Nem mondom... de ennek pápaszeme is volt.	- Tôi không bàn luận... Thứ đến nữa là tên này mang kính.
- Barna haja volt, vagy szőke?	- Hắn có tóc đen hay vàng?
- Barna - válaszolt Titscha határozottan.	- Tóc đen - Titsa đáp thẳng.
- Biztos vagy benne?	- Cậu chắc chứ?
- Biztos.	- Chắc!
- Szóval nem Ladko volt - dünnyögte Striga.	- Vậy đây không phải là Latco!
- Így hát Borus Demeter volt...	- Xtriga lẩm bẩm - Đây phải là Ilya Bruso...
- Miféle Borus Demeter?	- Ilya Bruso nào?
- Hát a horgász.	- Người câu ca.
- Akkor meg mit akarsz?	- Cà!
Miután maga is megvizsgálta a vérnyomokat, kihajolt, de hiába fürkészte az éjszakát, a sötétségben semmit nem látott.	Sau khi xem xét những vết máu, hắ nhìn ra bên ngoài, và hắn đã cố công vô ích để nhìn thấy được gì trong màn tối.
- Mennyi ideje lehet, hogy odébbállt?	- Hắn chuồn đã lâu chưa?
- mormolta.	- Xtriga thấp giọng hỏi.
- Legfeljebb két órája - válaszolta Titscha.	- Không hơn hai giờ đồng hồ - Titsa đáp.
- No, ha két órája, akkor már messze járhat!	- À, thế thì hắn đã đi xa rồi!
- kiáltott Striga, aki alig tudta visszafojtani haragját.	- Xtriga kêu lên, cố nén giận.
- Pillanatnyi gondolkozás után hozzátette: - Egyelőre semmit sem tehetünk.	Sau một lúc trầm ngâm, hắn nói thêm - Bây giờ thì đành chịu.
Egy pillanatig tűnődött, majd szó nélkül megfordult, és bement a szemben levő kajütbe.	Hắn tần ngần suy nghĩ một lúc, sau đó lặng lẽ rời khoang này và bước vào căn buồng phía đối diện.
Megvetően vont egyet a vállán, majd elment vissza az ágyába.	Titsa nhún vai miệt thị, rồi bỏ đi ngủ.
Serge Ladko, amikor hallotta a kulcs fordulását a zárban, kétségbeesett erőfeszítéssel legyőzte az akadályt.	Sau khi nghe thấy tiếng chìa khóa siết vào ổ, Xacgay Latco đã lao tới một cách tuyệt vọng và đã vượt được chướng ngại vật.
Még egy pillanat, és megkerülte a hajó orrát, majd az ár ellen úszva elérte a lehorgonyzott hajó farát.	Vài giây sau anh đã ở đằng sau chiếc sà lan và con đường tự do đang nằm trước mặt.
Igaz, hogy ruhátlanul kerül majd partra, és ez később nagy nehézséget okozhat - de hát mit tehetne?	Đến khi đã ở ngoài tầm truy kích rồi, anh sẽ lẹ làng bơi vào một phía bờ sông nào đó.
Az éjszaka sötétjében hirtelen egy másik úszó alkotmány feketéllő tömege került elébe.	Điều quan trọng nhất: phải tránh xa cái nhà giam nổi, nơi anh đã trải qua những ngày nhục nhằn.
Elképzelhetjük, milyen meghatottság vett rajta erőt, amikor saját bárkáját ismerte fel, amely kötéllel volt a dereglyéhez erősítve.	Bất chợt ngay trước mắt anh, trong màn đêm tối đen, một khối đen thẫm của một con tàu không lớn lắm xuất hiện.
Minden bizonnyal szökésének körülményeiről vitatkoznak.	Anh nghe loáng thoáng cái giọng người giữa cái yên tĩnh của trời đêm.
Tovább figyelt, csak a feje volt a sötétlő víz tükre felett.	Phải rồi, chúng đang cãi nhau về sự đào tẩu của người tù.
A hangzavar erősödött, majd elhallgatott, és a tájra ismét csend borult.	Anh chờ đợi, chỉ ló đầu lên khỏi mặt nước.
Úgy látszott, hogy semmijéhez sem nyúltak.	Trong khoang, bóng tối càng dày hơn.
Horgászfelszerelése a helyén, vidrabőr sapkája meg ott lógott, ugyanazon a szögön, ahova ő maga akasztotta.	Bởi không nhìn thấy gì, Xecgay Latco đã phải sờ soạng như người mù để nhận biết được những đồ vật quen thuộc.
De vajon miért voltak nyitva a ládák?	Đây là những dụng cụ câu cá.
Miután a sötétségben semmit nem látott, tapogatózva vette leltárba szerény holmijait, javait.	Trên cây định vẫn còn lủng lẳng cái nón lông thú mà tự tay anh đã treo vào đó.
Még a kését is a régi helyén találta meg.	Như thế tức là chúng đã bị bẻ khóa?...
Mikor a révkalauz lassan felegyenesedett, látta, hogy már messze van ellenségeitől.	Sau đó anh chụp sợi dây chão và cắt đứt nó bằng một nhát.
Amikor úgy gondolta, hogy már elég messze van, s így semmitől nem kell tartania, Ladko evezőt ragadott, és néhány csapással még jobban fokozta a távolságot.	Khi đã ở khá xa, đủ để không phải sợ những cuộc truy đuổi, Xecgay Latco liền cầm chèo và khoắng nước đẩy thuyền đi xa hơn nữa.
Csak ekkor vette észre, hogy vacog a hidegtől, és gyorsan magára kapott valamit.	Chỉ đến lúc ấy anh mới thấy run người và quyết định phải mặc quần áo vào.
Valóban, nem hiányzott semmi a ládákból, könnyen meg is találta a szükséges fehérneműt és felsőruhát.	Tuyệt nhiên không có gì trong chiếc vali của anh bị chạm đến, và anh đã dễ dàng tìm được đồ lót và quần áo cần thiết.
Semmiből nem tudta megállapítani, hogy mekkora utat tett meg a dereglye, amelyen fogva tartották.	Không thể căn cứ vào đâu để biết được hướng đi của con tàu đã giam giữ anh.
Még azt sem tudta, hogy úszó börtöne lefelé vagy felfelé siklott-e a folyón.	Anh không biết nah2 tù nổi của anh đi lên hay đi xuống.
Most mindenesetre lefelé kellett haladnia az árral, mert ebben az irányban volt Ruszcsuk és Natsa.	Dẫu sao thì lúc này anh cũng đang bơi về mạn dưới, bởi lẽ ở đó là Rusuco và Natcha.
Most egész éjszaka evezni fog, hogy minél messzebb kerüljön ismeretlen ellenségeitől.	Anh đã quyết định phải chèo suốt đêm để tránh tránh càng xa bọn kẻ thủ vô danh càng tốt.
Serge Ladko már vagy húsz perce erőteljesen kavarta a vizet a farevezővel, amikor úgy vélte, hogy az éjszaka csendjét tompa kiáltás töri át.	Xecgay Latco bơi được khoảng 20 phút thì bỗng giữa đêm vang lên một tiếng thét vọng lại từ xa.
Vajon örömet, haragot vagy rémületet fejezett-e ki a hang?	Nó mang tính chất gì đây - vui, giận hay kinh sợ?
Nem tudott volna felelni erre a kérdésre, mert a kiáltást túlságosan messziről, elmosódva hallotta.	Không thể nào biết được căn nguyên của tiếng thét vọng từ xa ấy.
De akármilyen elmosódó is volt a messze távolból érkező sikoly, mégis belehasított a révkalauz szívébe.	Song, dẫu là tiếng thét vang vọng ở xa và có yếu đi một phần, nó vẫn khiến người hoa tiêu lo lắng thật mơ hồ.
Valamikor már hallotta ezt a hangot!...	Anh đã từng nghe giọng này ở đâu rồi?...
A bárkát a víz sodra vitte csendben lefelé, és körülötte minden néma volt.	Không gian dường như câm lặng xung quanh con thuyền đang bơi giữa dòng.
Natsa!...	Natcha!...
Az idő gyorsan múlott.	Thời gian trôi qua.
Néhány órával később, hajnalhasadtakor, egy mezővároskához, Újbanovicához közeledett.	Thêm vài giờ nữa trôi đi, trời vừa mờ áng thì lại có ngôi làng khác hiện ra, đây là làng Nova Banovitsa.
