QUO VADIS?	Quo Vadis
- Az utazás veszélyének nem akarlak kitenni, ha beteg vagy, de ama vonzalomnál fogva, melylyel irántad viseltetem, szeretnélek közelemben tudni.	- Ta không muốn khanh phải nhọc nhằn đường xá khi khanh đau yếu, nhưng vì tình mến yêu đối với khanh, ta muốn khanh ở gần ta, vậy thì thay vì đi về thôn quê, khanh hãy đóng cửa ở tại nhà và sẽ không phải rời khỏi nhà nữa.
De Acratust és Corinast nem küldhetem ki egy harmadik nélkül - tévé hozzá nevetve.	- Nếu ta chỉ phái Akratux và Karynax đi thì chẳng khác nào phái chó sói đi tìm cừu.
- Ez annyi lenne, mint a farkast pásztorrá tenni.	Ta biết đặt ai chỉ huy hai người này nhỉ?
- kiáltá Domitius Afer.	- Đomixius Apherơ nói.
- Nem, te megszégyenítenéd Merkurt tolvajlásaiddal és a világ minden kincséért se szeretném annak haragját Rómára zúdítani.	- Không, ta không muốn thần Merkury giận La Mã, người mà các ngươi sẽ xúc phạm đến bằng sự đánh cắp của các ngươi.
Az ilyen hivatalra olyan stoikus alkalmas, mint Seneca, vagy mint új barátom, Chilon bölcselő.	Ta cần một người khắc kỷ nào đó như Xeneka hay như người bạn mới của ta, nhà triết học Khilon đây.
- Mi történt Chilonnal?	- Lão Khilon ra sao rồi nhỉ?
A görög, aki a friss levegőn hamar magához tért és már a császár éneke előtt visszatért az amphitheatrumba, odasietett és kijelenté:	Sau khi đã tỉnh lại trong không khí mát mẻ, lão Khilon đã quay vào nhà hát nghe bài ca của Hoàng đế, lão bèn tiến ra và nói:
- Itt vagyok, ó ragyogó sarjadéka a napnak és a holdnak.	- Thần đây, hỡi bào thai toả sáng của vầng thái dương và chị Hằng!
- Téged Achajába küldelek - jegyzé meg Nero.	- Ta phái ngươi đi Akhai, - Nerô bảo, - Ngươi phải biết rõ từng xu có trong mỗi thần miếu.
- Szeretném ugyan megtenni, de nem akarlak és nem tudlak megfosztani a további játékok élvezetétől.	- Ta cũng muốn thế, nhưng lại không nỡ tước mất của ngươi cảnh tượng hội đấu.
- Ó Baál! - kiáltá Chilon.	- Hỡi Baan!… Lão Khilon thốt lên.
Az augustiánusok afölötti nagy örömükben, hogy Nero jó kedve visszatért, nevetve veték közbe:	Đám cận thần vui mừng vì Hoàng đế đã phần nào vui vẻ, họ cười to và nói:
- Ó uram, szabadíts meg e kapitóliumi gágogó ludak látásától, akiknek agyvelejök oly kicsiny, hogy együttvéve alig töltenének meg egy dióhéjat!	- Nhưng xin Người hãy tước đi hộ thần cảnh tượng những con ngỗng Kapiton hay kêu mà bộ óc của chúng có gom lại cũng chẳng đầy nổi một chiếc đĩa tí xíu.
- védekezék Chilon.	- Khilon đáp lại.
- Azt nem engedem meg - kiáltá Nero - te csak a további játékok elől akarsz kitérni.	- Nerô kêu lên,- Ngươi muốn chuồn khỏi những buổi diễn sắp tới.
Arról szó se lehet.	Không được đâu!
- Esküszöm, ó uram, hogy himnuszt akarok költeni számodra.	- Tâu Hoàng thượng, thần xin thề là đang viết thiều ca!
- Akkor írd éjjel.	- Vậy ngươi sẽ viết nó ban đêm.
Fohászkodjál Dianához, hogy ihlessen meg; hiszen ő Apolló testvére.	Hãy cầu xin Điana ban cho ngươi cảm hứng, nữ thần là chị ruột của Apolon mà.
Chilon, haragos pillantást vetvén a körülállókra, kik ismét hangos nevetésre fakadtak, le­horgasztá fejét.	Lão Khilon cúi gục đầu, căm tức nhìn những người có mặt, họ lại phá lên cười.
Erre az öreg Aquilus Regulus, aki a harcjátékokra vonatkozó minden kérdésben nagyon jártas volt, rövid gondolkodás után kijelenté:	Nghe thấy thế, ông lão Akvilux Regulux, một người rất thành thạo về những việc có liên quan tới nhà hát liền lên tiếng:
- Oly látványosságok, melyekben az emberek sine armis et sine arte70 lépnek föl, rendszerint nagyon sokáig tartanak és kevés érdekest nyujtanak.	- Những buổi biểu diễn của những người sine armis et sine arte kéo dài gần như nhau, nhưng ít hấp dẫn hơn.
- Megparancsolom, hogy a keresztényeket mostantól fogva fegyverekkel lássák el!	- Ta sẽ ra lệnh cấp khí giới cho chúng.- Nerô đáp.
- Észrevettétek-e, hogy mindnyájan fölfelé néztek és azután fájdalom nélkül elhunytak?	- Các người có thấy rằng bọn chúng nhìn thấy một cái gì đó trước khi chết không?
Bizonyos vagyok, hogy valami kinyilatkoztatá magát nekik!	Tôi chắc bọn chúng phải trông thấy một thứ gì…
Eközben önkénytelenül fölnézett és szemét az éjszakai égre szögezé, mely mint csillagos "velarium" terült az amphitheatrum fölé.	Nói đoạn lão ngước mắt nhìn lên lỗ trống của nhà hát, nơi nàng đêm đã kéo tấm velarium dầy đặc những vì sao của mình che phủ.
A többiek azonban kicsúfolták őt és tréfás beszédeket folytattak arról, ugyan mi nyilatkoztatta ki magát a keresztényeknek haláluk órájában.	Song những người khác chỉ cười cợt và đáp lại bằng những giả định chế giễu về những gì mà tín đồ Thiên chúa nhìn thấy trong giờ phút lâm chung.
A császár most jelt adott a fáklyásoknak az indulásra és vele együtt a vestaszűzek, senátorok, a különféle méltóságok viselői és az augustiánusok is elhagyták az amphitheatrumot.	Lúc ấy Hoàng đế ra hiệu cho đám nô lệ cầm đuốc, rồi ngài rời khỏi nhà hát, theo sau là các ni cô đồng trinh, nguyên lão, quan chức và cận thần.
Az éjszaka világos és meleg volt.	Đêm sáng sủa và ấm áp.
Még mindig folytonosan hangzott a kocsik kerekeinek nyikorgása, amelyeken a keresztények véres marad­ványait a "spoliariumból" elvitték.	Từ spolarium, những cỗ xe kêu cót két vẫn chở mãi chở mãi những mảnh thây đẫm máu của các tín đồ Thiên chúa.
Petronius és Vinicius majdnem egész útjokon hallgatásba merültek.	Ông Petronius và Vinixius đi trong im lặng.
Csak mikor villájának közelébe értek, kérdé Petronius:	Mãi đến gần biệt thự, ông Petronius mới hỏi:
- Megfontoltad-e, amit neked mondtam?	- Anh đã suy nghĩ về điều cậu nói với anh chưa?
- Igen! - felelé Vinicius.	- Thưa đã, - Vinixius đáp
- Tudod-e, hogy ez az egész dolog most már reám nézve is a legnagyobb jelentőséggel bir?	- Không biết anh có tin rằng giờ đây ngay cả đối với cậu điều ấy cũng là vấn đề quan trọng bậc nhất?
A leányt meg kell menteni, akármit tegyen Nero, akármit tegyen Tigellinus ellene.	Cậu phải giải thoát cho nàng bằng được, ngược với ý muốn của Hoàng đế và Tygelinux.
- Jutalmazzon meg Krisztus.	- Cầu Chúa Crixtux đền đáp cho cậu!
- Legyünk résen!	- Rồi anh sẽ thấy.
Ekkor egy sötét alak közeledett hozzájuk és kérdé:	Chính vào lúc ấy, một bóng đen tiến lại gần họ hỏi:
- Itt van-e a nemes Vinicius?	- Đây có phải ngài Vinixius cao quý hay chăng?
- Itt vagyok!	- Phải.
- viszonzá a fiatal tribún. - Mi a kivánságod?	- Chàng hộ dân quan đáp - Ngươi muốn gì?
- Nazarius vagyok, Miriam fia és a börtönből jövök, hogy hírt hozzak neked Ligiáról.	- Tôi là Nazarius, con trai bà Miriam, tôi từ nhà ngục đến mang cho ngài tin tức nàng Ligia.
De egy hangot se tudott kiejteni.	- Cho tới nay nàng vẫn còn sống.
Ursus küld engem.	Vinixius trả lời:
Azt izeni, hogy a lázban folyton imádkozik és téged hív.	- Ngợi ca Chúa Crixtux, người sẽ có thể trả nàng về với ta.
- Dicsértessék Krisztus, aki megmentheti őt számomra.	Rồi chàng đưa Nazarius vào thư viện.
Késedelem nélkül a könyvtárba vezette a küldöttet, ahová Petronius néhány perc mulva követte őket, hogy a további jelentést meghallja.	Lát sau ông Petronius cũng tới để được nghe câu chuyện của họ.
- A betegség megvédte őt a gyalázattól - kezdé újra Nazarius - mert a poroszlók ez által tartózkodtak tőle.	- Bệnh tình đã cứu nàng thoát điều nhục nhã, bởi bọn đao phủ sợ lây.
- Még ugyanazon őrei vannak?	- cậu bé nói.
- kérdé Vinicius.	- Ngày và đêm, bác Urxux cùng thầy thuốc Glaukox thức canh cho nàng.
- Igen, uram!	- Bọn canh ngục vẫn là bọn cũ chứ?
A földalatti börtönökben csaknem minden fogoly meghalt a lázban vagy tönkre ment a megfertőztetett levegőtől.	Những người tù sống trong hố giam đều bị chết cả vì sốt nóng hoặc ngạt thở.
- Hát te ki vagy?	- Ngươi là ai?
- veté itt közbe Petronius.	- ông Petronius hỏi.
- A nemes Vinicius ismer.	- Ngài Vinixius tôn kính biết cháu.
Egy özvegy fia vagyok, akinél Ligia lakott.	Cháu là con trai bà goá mà nàng Ligia từng ở nhờ.
- Keresztény vagy?	- Và là tín đồ Thiên chúa?
Nazarius kérdőleg Viniciusra nézett és mikor látta, hogy az imádságba volt merülve, határo­zottan felelé:	Cậu bé nhìn Vinixius dò hỏi, nhưng thấy lúc này chàng đang cầu nguyện, bèn ngẩng đầu và nói:
- Keresztény vagyok, ó uram!	- Thưa vâng.
- Hát akkor hogyan lehetséges, hogy szabadon ki- s bejárj? - Beszegődtem tetemhordozónak.	- Làm sao ngươi lại được tự do vào nhà ngục?
- Melyik országból származol, Nazarius?	- Hỡi tiểu đồng, cháu từ đất nước nào tới đây vậy?
- Galileából vagyok, ó uram!	- Cháu người Galilei, thưa ngài.
- Szeretnéd-e, hogy Ligia megszabaduljon?	- Thế cháu có muốn Ligia được tự do không?
- Örömest odaadnám életemet az övéért! - mondá.	- Dù cho ngay sau đó cháu phải chết cũng cam lòng.
- Könnyen találsz férfiakat, akik segítségedre lesznek, hogy éjjel elvigyék őt.	Em hãy chọn thêm người giúp sức, đêm đến họ sẽ cùng với em khiêng nàng ra.
Ezeknek a férfiaknak aztán átadod a koporsót, az őröknek pedig annyi pénzt igérhetsz nevemben, amennyi csak köpönyegökbe fér.	Hãy nhân danh ta hứa với bọn canh ngục rằng ta sẽ cho chúng số vàng đủ cho mỗi tên mang đầy một chiếc áo choàng.
Az ifjú arca örömtől ragyogott és kezét ég felé nyujtva, kiáltá:	Còn cậu bé Nazarius tươi hơn hớn vì vui, cậu vươn cả hai tay kêu lên:
- Gyógyítsa meg Krisztus, mert megmentjük őt!	- Cháu nghĩ rằng bọn canh ngục sẽ đồng ý à?
- Biztos vagy-e az őrök készségéről?	- ông Petronius hỏi.
- kérdé Petronius.	- Bọn chúng ư, thưa ngài?
- Az őrök, ó uram, beleegyeznek mindenbe, mihelyt tudják, hogy biztosan elkerülik a büntetést.	Chúng chỉ cần biết rằng sẽ không bị trừng phạt và nhục hình là đủ.
- Kétségkívül!	- Đúng thế!
- kiáltá Vinicius.	- Vinixius nói.
- Mivel segédkezni akartak Ligia szökésében, bizonyosan elősegítik új tervünket is.	- Bọn canh ngục muốn đồng ý ngay cả với chuyện để nàng chạy trốn, chắc chắn chúng càng dễ cho phép mang nàng ra như một kẻ đã chết rồi.
- Igérj neki egy teli zacskó aranyat - sietett Petronius kijelenteni.	- Cháu hãy nói với hắn rằng hắn sẽ nhận được đầy một tráp những đồng aureux. - ông Petronius bảo.
- De bízol-e hozzá, hogy olyan segítőket találsz, akikben meg lehet bízni?	-Nhưng liệu cháu có biết chọn những người giúp việc tin cẩn không?
- Találhatok olyan embereket, akik pénzért eladnák feleségüket és gyermeköket is.	- Cháu sẽ chọn được những kẻ vì tiền có thể bán ngay cả vợ con.
- Hol találhatsz ilyeneket?	- Cháu sẽ tìm bọn chúng ở đâu?
- Magában a börtönben vagy a városban, a megvesztegetett őrök senkinek se tagadják meg a bemenetelt, aki velem jő.	- Ngay trong nhà ngục hoặc ngoài thành phố ạ. Bọn lính canh, một khi được trả tiền, sẽ đưa vào bất kỳ người nào cháu muốn.
- Ha így áll a dolog, vigy engem, mint szolgádat magaddal!	- Vậy em hãy đưa ta vào như một kẻ làm thuê.
- kiáltá Vinicius.	- Vinixius nói.
De Petronius komolyan ellenállt ennek a szándéknak.	Nhưng ông Petronius cả quyết can chàng đừng làm việc ấy.
- Gondold meg - mondá Viniciusnak - hogy a praetoriánusok előtt álöltözeted ellenére is könnyen föltünhetnél és akkor minden veszve lenne.	Bọn lính cấm vệ có thể nhận mặt chàng, dù chàng có cải trang đi nữa, và thế là sẽ hỏng mọi sự.
Minden gyanút csak azzal háríthatunk el, hogy Rómában maradunk, míg Ligiát az albanumi hegyekbe vagy még messzebb, Sziciliába nem viszik.	Chúng ta chỉ có thể không gây nghi ngờ bằng cách ở lại Roma trong khi những người khác đưa nàng vào núi Anban, hoặc xa hơn nữa, đến tận Xyxilia.
Nyolc vagy tizennégy nap mulva aztán hirtelen megbeteged­hetel, Nero orvosától tanácsot kérsz és vele a hegyek közé küldeted magadat.	Một hoặc hai tuần sau đó, anh sẽ lâm bệnh và cho mời ngự y của Nerô, hắn sẽ khuyên anh nên đi lên núi nghỉ.
Itt egy pillanatig elhallgatott, jelentős kézmozdulatot tett s folytatá:	Đến đây, ông suy nghĩ một lúc rồi khoát tay và bảo:
- Nos, később ismét más idők jöhetnek.	- Sau đó sẽ có thể là thời khác rồi.
- Krisztus könyörüljön rajta!	- Vậy thì chúng ta sẽ để nàng ở gần hơn.
- kiáltá Vinicius.	- Đúng rồi!
- Hiszen akkor eleintén a közelben maradhat.	- Vinixius vội đáp.
Nincs-e a hegyek közt valami szolgád, aki iránt föltétlen bizalommal viseltetel?	- Anh hãy viết cho ông ấy và bảo ông ấy ngày mai có mặt ở đây.
