ALEXANDRE DUMAS	Alexandre Dumas
- Beszéljen hát, hallgatom.	- Vậy anh nói đi tôi nghe đây:
Hirtelen, anélkül, hogy bejelentették volna, egy tiszt lépett a szobába, nem tetszett neki, hogy ott vagyok.	Khi người ta trẻ, người ta thường yếu đuối, làm thế nào được.
Történetesen akkor este Judit történetének egyik részletét fordítottam le franciára, és versemet átnyújtottam a hölgynek, az pedig kitüntetett bókjaival, és vállamra hajolva még egyszer elolvasta velem a költeményt.	Một viên sĩ quan nhìn tôi bằng con mắt ghen tuông khi thấy tôi đang đọc cuốn "Những cuộc đời của Thánh nhân" cho nữ chủ nhân ngôi nhà nghe, liền bất thình lình xộc vào nhà không báo trước.
A kissé tagadhatatlanul bizalmas helyzetet a tiszt sérelmesnek találta; egy szót se szólt, de amint távoztam, utánam jött, és így szólított meg:	Cái tư thế ấy có đôi chút hơi buông thả, tôi phải thú nhận như vậy và đã làm viên sĩ quan tổn thương, gã không nói gì nhưng khi tôi đi ra, hắn cũng ra theo và đuổi kịp tôi.
- Abbé úr, szereti a mogyorófabotot?	- Thưa ông tu viện trưởng - hắn nói - Ông có thích ăn đòn không?
- Nem tudom, uram - feleltem -, sose kóstoltam eddig még nem mertek megkínálni vele. - Jól van, abbé úr!	- Tôi không thể nói điều ấy được, thưa ông - tôi đáp - vì không ai dám cho tôi bao giờ cả.
Én csak annyit mondok, ha még egyszer beteszi a lábát ebbe a házba, majd én megkóstoltatom kegyeddel.	- Vậy nghe đây, ông tu viện trưởng, nếu ông còn trở lại ngôi nhà, mà tôi đã gặp ông tối nay, thì tôi dám đấy.
Úgy hiszem, megijedtem; ugyancsak elsápadtam, úgy éreztem, reszket a térdem; válaszolni akartam, de nem tudtam; egy szó sem jött ki a torkomon.	- Tôi tin là tôi cũng sợ, tôi tái hẳn người đi, cảm thấy như chân mình không còn nữa, tôi tìm một câu trả lời mà không được, tôi đành im.
A tiszt várta a választ, s amikor látta, hogy hiába, a szemem közé nevetett, és sarkon fordult, ő visszatért a házba; én meg a papneveldébe.	Viên sĩ quan đợi câu trả lời đó và thấy mãi không có, hắn phá lên cười, quay lưng lại phía tôi và trở vào ngôi nhà.
Közöltem feletteseimmel, hogy még nem készültem föl eléggé a felszentelésre, s a szertartást kérésemre egy esztendővel elhalasztották.	Tôi tuyên bố với các bề trên của tôi rằng tôi cảm thấy chưa chuẩn bị đầy đủ cho việc thụ phong và theo yêu cầu của tôi, người ta lui lễ lại một năm.
Fölkerestem Párizsban a legjobb vívómestert, megállapodtam vele, hogy naponta vívóleckét veszek, s egy éven át mindennap eljártam hozzá.	Rồi tôi xin thày dạy gươm bậc nhất ở Paris, đặt điều kiện với ông mỗi ngày học một bài đấu gươm và cứ như thế tôi học trong vòng một năm.
Aztán egy év múlva, pontosan azon a napon, amikor megsértettek, szögre akasztottam a csuhát, tetőtől talpig lovagnak öltöztem; egy ismerős hölgy éppen bált adott, tudtam, hogy ott lesz az én emberem is, és elmentem a bálba.	Rồi tới ngày kỷ niệm một năm tôi bị lăng nhục, tôi treo áo thày tu lên, mặc một bộ đồng phục kỵ sỹ, rồi tôi đến một vũ hội do một quý bà, bạn tôi tổ chức và tôi biết con người kia của tôi thế nào cũng có mặt.
A Szabad Polgárok utcájában volt, nem messze a Force-tól.	Vũ hội ở phố Những thị dân tự do cạnh ngay phố Sức mạnh.
A tiszt csodálkozva nézett rám, aztán így szólt:	Viên sĩ quan nhìn tôi ngạc nhiên rồi nói:
- Mit óhajt, uram?	- Ông muốn gì tôi thưa ông?
Én kegyedet nem ismerem.	Tôi không quen biết ông.
- Én vagyok az abbécska - válaszoltam -, aki a Szentek Életét szokta felolvasni, és versbe szedni Judit történetét.	- Tôi là viên tu viện trưởng nhỏ đọc cuốn "Cuộc đời các Thánh nhân" và dịch Juyđít thành thơ ấy mà.
- Úgy! most már emlékszem - felelte hetykén a tiszt -, nos, mit óhajt?	- À, à… Tôi nhớ ra rồi - Viên sĩ quan chớt nhả - Ông muốn gì tôi nào?
- Szeretném, ha szentelne rám egy kis időt, és elkísérne egy rövidke sétára.	- Tôi muốn ông có chút thì giờ nhàn rỗi đi dạo một vòng với tôi.
- Holnap reggel, ha óhajtja, ezer örömmel.	- Sáng mai, nếu ông muốn, và sẽ không gì làm tôi vui bằng.
- Ne holnap reggel, nagyon kérem, hanem azonnal.	- Không sáng mai gì cả, yêu cầu ông ngay lập tức.
- Ha annyira fontos...	- Nếu ông dứt khoát đòi như vậy.
- Rendkívül fontos.	- Phải, tôi đòi thế đấy.
- Akkor gyerünk - mondta a tiszt -, hölgyeim, ne zavartassák magukat.	- Vậy, ra thôi; thưa các quý bà - Viên sĩ quan nói - xin cứ tự nhiên.
Visszakísértem.	Chúng tôi đi ra.
A Pogány utcába, éppen oda, ahol egy évvel ezelőtt, ugyanebben az órában, olyan cifra bókkal tisztelt meg.	- Tôi dẫn hắn đến phố Payen, đúng địa điểm một năm trước, đúng đến cả giờ hắn đã chúc mừng tôi, mà tôi vừa kể đó.
- A fenét!	- Khiếp nhỉ!
- szólt D’Artagnan.	- D Artagnan nhận xét.
- A hölgyek persze - folytatta Aramis -, hiába várták dalos lovagjukat, s amikor megtalálták a Pogány utcában alaposan keresztüllyukasztva, mindjárt arra gondoltak, én intéztem el, és nagy botrány kerekedett.	Aramis tiếp tục: - Thế rồi, vì các quý bà không thấy ca sĩ của mình trở lại, và người ta tìm thấy xác hắn ở phố Payen với một nhát gươm rất đậm xuyên qua người, người ta nghĩ chính tôi đã dính vào chuyện đó, và sự việc trở thành bê bối.
Így aztán átmenetileg kénytelen voltam lemondani a reverendáról.	Vì vậy tôi buộc phải cởi bỏ chiếc áo thày tu ít lâu.
Ekko­riban ismerkedtem meg Athosszal és Porthosszal, aki a vívóleckéimen kívül is megtanított néhány mestervágásra.	Nhà Vua rất yêu quý cha tôi bị chết trong trận vây Arát nên đã ban chiếc áo ngự lâm quân cho tôi.
Ők ketten rábeszéltek, kérjek testőrkardot a királytól.	- Và tại sao hôm nay chứ không hôm qua hoặc ngày mai?
Atyám Arras ostrománál esett el; a király nagyon szerette, és teljesítette is kérésemet.	Hôm nay cái gì đã xảy ra với anh, khiến anh có những ý nghĩ dữ tợn đến như vậy?
Szóval érti már, miért ütött az óra a mai napon, hogy visszatérjek az egyházi rend kebelébe!	- D Artagnan thân mến ạ, vết thương này đã là một lời cảnh cáo của Thượng đế đối với tôi.
- Miért éppen ma?	- Vết thương ư?
Miért nem tegnap vagy holnap?	Chết tiệt?
- Megsebesültem, kedves D’Artagnan, s én Isten ujját látom ebben.	Tôi tin chắc không phải nó làm anh đau đớn nhất.
- Hogy megsebesült?	- Thế thì cái gì?
- Hanem?	- Aramis đỏ mặt hỏi.
- kérdezte Aramis, és elpirult.	- Nó ở trong tim anh cơ!
- A szíve mélyén van a seb, Aramis, az sajog, az vérzik igazán; női kéz ejtette.	Aramis, một vết thương sâu và đẫm máu hơn, một vết thương do một người đàn bà kia.
mit nekem szerelmi bánat!	Lại có những sầu muộn tình yêu ư?
Vanitas vanitatum!20 Azt hiszi talán, tótágast áll az eszem?	Vanitas Vanitatum! vậy theo ý anh, đầu óc tôi đã bị đảo lộn rồi ư?
ugyan kiért?	Và vì ai?
Valami grizettért vagy szobalányért, valami vidéki kaszárnyatündérért!	Vì con bé lam lũ lẳng lơ nào, hay cô ả hầu phòng nào mà tôi đã tán tỉnh trong trại lính ư?
Fuj!	Xì!
- Bocsásson meg, kedves Aramis, azt hittem, nem ily alant csapong.	- Xin lỗi, Aramis thân mến, nhưng tôi tin anh hướng lên tầm cao hơn kia.
- Nem ily alant?	- Cao hơn?
Hát ki vagyok én, hogy magasabbra törjek?	Và tôi là ai mà lại đi có tham vọng đến thế?
Vékony pénzű, hitvány, szegény testőr, megutáltam a szolgasort, s a világban nem lelem helyem!	Một gã ngự lâm quân khốn khổ vô cùng quẫn bách, và hết sức tối tăm, căm ghét sự quỵ lụy và cảm thấy quá ư lạc lõng trong thế giới thời lưu.
- Aramis! Aramis!	- Aramis ơi là Aramis ơi!
- kiáltott fel D’Artagnan, és kétkedve pillantott barátjára.	- D Artagnan vừa kêu lên vừa nhìn bạn mình với vẻ nghi ngờ.
- Porból vétettem, és porrá leszek.	- Cát bụi, tôi trở về cát bụi.
- Kedves jó Aramis!	- Than ôi! Aramis thân mến!
- szólt D’Artagnan, és ezúttal ő sóhajtott hatalmasat - sajnos amit elbeszél, szórul szóra az én történetem.	- D Artagnan đến lượt mình cũng thở dài nói - Chuyện anh nói cũng chính là chuyện của bản thân tôi đấy!
- Hogyan?	- Làm sao?
- Igen, igen, szerettem egy asszonyt, imádtam, s kitépték karjaimból.	- Phải, một người đàn bà tôi yêu, tôi tôn thờ, vừa bị dùng bạo lực bắt cóc.
Nem tudom, hol van, nem tudom, hova vitték, talán rab, talán már nem is él.	Tôi không biết hiện giờ nàng ở đâu, người ta dẫn nàng tới đâu, nàng có thể là tù binh, cũng có thể nàng đã chết.
- De legalább annyi vigasza van, hogy nem önszántából hagyta el, és csupán azért nem tud róla, mert nem szabad érintkezniök, én pedig...	- Nhưng ít ra anh cũng có được niềm an ủi để tự bảo rằng nàng đã không tự nguyện rời bỏ anh, rằng nếu anh không có được chút tin tức nào của nàng, chính vì mọi thông tin với anh đều bị ngăn cấm, trong khi…
- Kegyed pedig...	- Trong khi…
- Semmi - tért ki Aramis -, semmi.	- Không - Aramis tiếp - không có gì.
- Szóval mindörökre elbúcsúzik a világtól; ez a szándéka? Szilárd elhatározása?	- Như vậy, anh mãi mãi từ bỏ trần thế, một quyết định dứt khoát rồi chăng?
- Mindörökre.	- Hoàn toàn mãi mãi.
Ma még jó barátom kegyed, D’Artagnan, holnap már csak árnyék számba veszem, sőt, még annyiba se.	Ngày mai anh chỉ còn là một cái bóng với tôi mà thôi, hoặc hơn nữa, anh không tồn tại nữa.
S a világ, nos, a világ nekem már csupán sírkamra, semmi egyéb.	Còn thế gian, đó chính là một phần mộ chứ không phải cái gì khác.
- Az áldóját!	- Quỷ sứ ơi!
- Mit tehetek!	- Anh còn muốn gì?
A hivatás hangja szólít, magával ragad!	D Artagnan mỉm cười và không trả lời.
D’Artagnan elmosolyodott, de nem válaszolt, Aramis folytatta:	Aramis tiếp tục:
- Pedig szerettem volna, ha elbeszélgetünk még kegyedről, barátainkról, amíg valami ideköt a világhoz.	- Tuy nhiên, chừng nào tôi vẫn còn trên trái đất này, tôi vẫn muốn nghe nói về anh, về các bạn của chúng ta.
- Bizony!	- Than ôi!
Majd meglátja - szólt Aramis, s megint sóhajtott.	Rồi chính anh cũng sẽ thấy như vậy.
- Ne is fecséreljük rá a szót tovább - felelte D’Artagnan -, legjobb, ha elégetjük ezt a levelet is, nyilván amúgy sem egyéb, mint újabb híradás a kis grizett vagy a szobalány csapodárságairól.	- Thôi không nói về những cái ấy nữa - D Artagnan nói - và ta đốt quách bức thư, chắc chắn, chỉ có thông báo cho anh biết một sự phụ bạc mới của một ả lẳng lơ hoặc một cô hầu phòng của anh mà thôi.
- Micsoda levélről beszél?	- Thư nào?
- pattant fel Aramis.	- Aramis vội reo lên hỏi.
- A lakására érkezett, miközben úton voltunk; nekem adták át.	- Một bức thư gửi đến cho anh, anh vắng mặt, nên nhờ tôi chuyển cho anh.
- Kitől jött?	- Nhưng bức thư của ai?
- Biztosan a kisírt szemű szobalány, vagy a kétségbeesett grizett írhatta; talán éppen Chevreuse asszony szobalánya, aki úrnőjével együtt volt kénytelen Tours-ba visszatérni; nagyzolásból illatos papírra vetette sorait, és hercegnői koronával pecsételte le a borítékot.	- À, của một hầu gái khóc lóc, một ả lam lũ lẳng lơ đang thất vọng nào đó, có thể là cô gái hầu phòng của bà De Chevreuse cũng nên, cô ta buộc phải trở lại thành Tours với nữ chủ nhân của mình, và để làm ra vẻ tao nhã đã dùng giấy thơm và đã niêm phong thư của mình bằng con dấu của nữ Công tước.
- Miket beszél?	- Anh bảo sao cơ?
- Úgy látszik, elvesztettem - szólt sunyin a fiatalember, miközben úgy tett, mintha keresné.	- Xem nào hay tôi đánh mất rồi!
- Még jó, hogy a világ csupán sírkamra, az emberek, s ennek folytán az asszonyok is csupán síri árnyak; s milyen jó, hogy Aramis fütyül a szerelemre!	- D Artagnan tinh quái vừa nói vừa giả vờ tìm - May sao thế gian là một phần mộ, những người đàn ông, do đó cả những người đàn bà nữa đều là những cái bóng, và tình yêu là thứ tình cảm mà anh không thèm nữa!
- D’Artagnan, D’Artagnan!	- A, D Artagnan ơi là D Artagnan?
- kiáltott fel Aramis - az életemre törsz!	- Aramis kêu lên - Cậu làm tớ chết mất thôi?
- No végre, megtaláltam!	- A, nó đây rồi!
- mondta D’Artagnan.	- D Artagnan nói.
Azzal előhúzta zsebéből a levelet.	Và chàng rút bức thư ra khỏi túi.
Aramis rávetette magát, kitépte kezéből a papirost, és máris olvasta, nem, falta a szemével; arca sugárzott.	Aramis chồm đến giật lấy bức thư bóc ra đọc, đúng hơn là ngốn ngấu, mặt bừng sáng lên.
- Ha jól látom, a szobalány ugyancsak mesterien forgatja a tollat - szólt hanyagul az alkalmi postás.	- Hình như ả hầu gái văn phong hay lắm!
- Köszönöm, D’Artagnan!	- Người đưa thư uể oải nói.
- kiáltott Aramis, mint aki eszét vesztette.	- Cám ơn D Artagnan!
- Vissza kellett térnie Tours-ba; nem csalt meg hát, még most is szeret.	- Aramis sướng mê lên rối rít - Nàng buộc phải trở lại thành Tours.
S a két jó barát táncra perdült Szent Krizosztom megszentelt sorai körül, miközben csizma­sarkuk szilajon kopogott a dolgozat lapjain, melyek szertehulltak a padlón.	Và hai người bạn ôm lấy nhau nhảy múa xung quanh cuốn kinh Thánh Critxtôm giẫm đạp một cách can trường lên những trang luận văn lăn lóc trên sàn nhà.
E pillanatban lépett Bazin a salátával és a rántottával.	Đúng lúc đó, Bazin bước vào cùng với rau dền và trứng rán.
