Jules Verne - André Laurie	Jules Verne & André Laurie
Észrevették, hogy Tudor Brown erőltetett közönyössége daczára lopva egy-egy pillantást vetett rájok, mintha a hatást leste volna, a mit szavai tesznek rájok.	Họ nhận thấy người nước ngoài ấy hình như cố ý nhấn mạnh vẻ lãnh đạm của mình, nên chốc chốc lại đưa mắt nhìn họ như muốn kiểm tra xem hắn đã gây ấn tượng như thế nào.
Mihelyt Tudor Brown lement a kabinjába, a jó barátok összetanakodtak.	Chẳng hẹn mà cả Êrik và Brêđêzhor đều làm bộ như không để ý gì đến hắn.
Vajjon mi lehetett a czélja Tudor Brownnak, mikor O’Donoghan Patricknak holt hirét költötte?	Nhưng sau đó họ gặp nhau trong phòng khách, nơi các cửa buồng đều quay về đó có, và bắt đầu họp bàn.
És mi indíthatta őt arra, hogy az Alaskára felkéredzkedjék?	Tuyđor Braun báo tin Patric Ô Đônôgan chết để làm gì?
Annyit azonban sejthetnek, hogy mindkét körülmény fontos.	Chính vì vậy dẫu sao cũng phải tìm bằng được gã.
Nekik feltétlenül találkozniok kell O’Donoghan Patrickkal; az ám, de ime hivatlanul és váratlanul eljön az az ember, a ki O’Donoghan Patrick halálát igyekezett bebizonyítani.	Làm sao biết được có phải bây giờ hắn đã nắm được chiếc chìa khóa của điều bí ẩn mà bấy lâu nay họ đã công phu tìm kiếm?
Bredejord inkább örvendetesnek, a doktor inkább aggasztónak mondotta.	Nếu vậy thậm chí việc hắn ở đây lại là điều may cho ta!
Nem merte elmondani, hogy minő különös érzelmeket keltett föl benne ennek a titokzatos embernek a látása.	Còn nói về Êrik thì thậm chí đã không dám biểu thị tình cảm của mình khi nhìn thấy gã.
Undor, gyülölet - emésztő gyülölet szállotta meg... Szeretett volna reá rohanni, torkon ragadni és beledobni a tengerbe.	Điều đó không phải là sự kinh tởm, mà là sự căm thù, là ý muốn bản năng nhảy xổ vào hắn và quẳng hắn ra mạn tàu.
Az a gondolat, hogy Tudor Brown is egyik okozója lehetett az ő szerencsétlen sorsának, mindinkább meggyőződéssé izmosult lelkében.	Chàng trai tin rằng con người này có sự liên quan nào đó rất nguy hại đối với tấn kịch đời của chàng.
E tekintetben megoszlottak a vélemények.	Về việc này ý kiến cũng rất khác nhau.
A doktor azt ajánlotta, hogy legyenek előzékenyek, szivesek, hátha közlékenynyé tehetik.	Bác sĩ cho rằng nên đối xử với Tuyđor Braun tế nhị và thân tình hơn, để buộc hắn tự thổ lộ.
Bredejord és Erik azt mondták, hogy ne vegyék Tudor Brownt számba se, éreztessék vele megvetésüket.	Bởi vậy quyết định để mặc cho Tuyđor Braun tự do hành động theo ý hướng của hắn.
Eközben ebédre hivta őket a hajó harangja.	Họ đã không phải chờ đợi lâu.
Bredejord és Schwaryencrona a hajóskapitány asztalához siettek.	Đúng giữa trưa, tiếng cồng báo giờ ăn vang lên.
Belenyúlt a tálba, kikereste a legjobb falatokat, úgy evett és ivott, mint egy béres.	Sự thô bạo của con người này đã vượt qua giới hạn và gây nên sự phẫn nộ cho mọi người.
Mikor megtöltötte a hasát, rágyujtott, hátra veté úrmagát a székébe s ezeket a kérdéseket böffentette ki a kapitány felé:	Sau bữa ăn, hắn nằm soài trên ghế bành một cách suồng sã, vừa xỉa răng bằng một cây tăm to tướng, vừa quay sang hỏi thuyền trưởng Marsilas:
- Mikor leszünk a Gibraltari-szorosban?	- Hôm nào thì ta sẽ đến Ghibraltar?
- Azt hiszem 19-én vagy 20-án.	- Hy vọng ngày mười chín hoặc hai mươi - thuyền trưởng đáp.
Tudor Brown elővett egy zsebnaptárt és elgondolkozott.	Tuyđor Braun rút trong túi ra một cuốn sổ ghi và xem lịch.
- Hm, akkor 22-én Máltában, 25-én Alexandriában és a hónap végén Adenben lehetünk - dörmögé a fogai közt.	- Có nghĩa là ngày hai mươi hai sẽ đến Malt, hai mươi lăm - đến Alêchsanđria và cuối tháng thì đến Ađen - hắn ta lẩm bẩm.
Azzal kapta magát, felkelt s a hajó hidjára ment, onnan nézett le a tengerbe.	- Ủy ban đã tuyển chọn được một người đồng hành hết biết nói hay sao!
- Jeles egy úri embert ültetett a hajónkra a bizottság - jegyzé meg a kapitány.	- thuyền trưởng Marsilas không kiềm nổi, nhận xét.
E pillanatban a hid lépcsője felől mérges kutyaugatás és káromkodás hallatszott.	Tiếng kêu la, tiếng chó sủa, tiếng người nói vang lên hỗn độn.
Ezt a nagy riadalmat Klaasz okozta, Hersebom gazda nagy grönlandi kutyája.	Chắc hẳn là tướng mạo của Tuyđor Braun không làm cho Klaas có cảm tình.
A kutyának - úgy látszik - nem tetszett a Tudor Brown ábrázata, mert a mint egyszer-kétszer elhaladt mellette, morgott reá, s végül a lábának esett.	Khi nhìn thấy người lạ mặt dạo bước trên tầng lái, con chó thoạt đầu gầm gừ khó chịu, sau đấy đã định táp vào chân hắn ta.
Tudor Brown rögtön előrántott a zsebéből egy revolvert és leakarta nyomban lőni, csakhogy Ottó közbe ugrott s megakadá­lyozta.	Tuydor Braun đã lập tức rút trong túi ra khẩu súng lục, định bắn con chó, Ôttô đã chạy đến ngăn hắn và đuổi Klaas vào cũi.
Tudor Brownt felszólította, hogy tegye el a revolvert, Hersebomnak pedig megparancsolta, hogy ezentúl tartsa lánczon a kutyát.	Những ngày đầu tiên cuộc hành trình trên biển đã được đánh dấu bằng chuyện bất thường ngộ nghĩnh ấy.
Lassankint mindenki megismerte Tudor Brown sajátságos, durva természetét.	Dần dần mọi người quen với cái vẻ lầm lì và những trò rởm của Tuyđor Braun.
A mi szabad ideje maradt, azt tanulmányainak szentelte.	Ngày 11, những hòn đảo Aland đã lùi lại phía sau.
Hirtelen arra ébredt fel, hogy a hajó csavargőzöse megállott.	Ngày 15, vượt Pađơkalơ và ngày 16, vòng qua mũi Agơ.
Nem volt oka arra, hogy nyugtalankodjék, mert Kjellquisten volt az inspekcziós.	Chàng không có gì phải lo ngại cả, bởi vì đã có trung úy Kiêlkist trực phiên.
Mindazonáltal felkelt, hogy utána nézzen a dolognak, már csak kiváncsiságból is.	Nhưng vì tò mò, chàng đã trèo lên trên để biết điều gì đã xảy ra.
Elhatározták, hogy a legközelebbi kikötőben megállapodnak s a tengelyt megcsináltatják.	"Aljaska" bây giờ đang chạy bằng buồm theo hướng gió tây - nam thổi yếu ớt.
Ekkor Brest közelében járt a hajó.	"Aljaska" đang ở cách Brest ba mươi hải lý.
TIZENHARMADIK FEJEZET.	CHƯƠNG MƯỜI BA:
Menjünk délnyugatnak.	THẲNG HƯỚNG TY - NAM
Másnap az Alaska horgonyt vetett a bresti kikötőben.	Sáng ngày hôm sau "Aljaska" đã vào đến cảng Brest.
A késedelmet majd a Gibraltáron fogják kipótolni, ott nem állapodnak meg, hanem csak Málta szigetén.	lợi được nguyên ngày và như vậy sẽ giảm bớt sự chậm trễ tới hai ngày.
A brestiek mihelyt megtudták, hogy az Alaska kötött ki, valóságos ünnepséget csaptak a svédek tiszteletére, mert jól tudták az ujságokból, hogy miért és hova mennek.	Chính vì không có gì đáng lo ngại lắm, nên các nhà du hành đã coi trở ngại mới phát sinh là chuyện bình thường.
Bankettet és tánczmulatságot rendeztek a bátor svéd utazók tiszteletére.	Sau vài giờ thôi, tin tàu "Aljaska" cặp bến đã lan truyền khắp thành phố!
A préfetnél a svédek tiszteletére rendezett estélyen jelen volt egy komoly, csaknem szomorú arczú ősz franczia is.	Một bữa tiệc và một đêm vũ hội đã được tổ chức để chào mừng các nhà nghiên cứu dũng cảm đi tìm Nordenshelđ.
Durrieu volt, egykori nagykövet, a Földrajzi-Társaság jeles tagja, kinek kis-ázsiai és sudani utazásairól irt könyveit világszerte ismerik.	Dù cho bác sĩ và Marsilas không ưa thích những cuộc tiệc tùng cao sang, nhưng họ vẫn buộc phải hiện diện trong các cuộc chiêu đãi chào mừng ấy.
Mikor az ifjút bemutatták a tiszteletreméltó aggastyánnak, Erik lelkesedve beszélt a nagy tudós munkáiról, azokról a fölfedezésekről, a mit a földrajzi tudomány neki köszönhet.	Trong số quan khách được quận trưởng hàng hải mời đến dự cuộc gặp gỡ sĩ quan của tàu "Aljaska" có một ông già người cao, nét mặt thanh cao và buồn.
Az aggastyán jóindulattal, sőt szeretettel hallgatta az ifjú szavait, sőt szomorú arczát egy mosoly is deríté fel.	Êrik chợt nhận ra trong ánh mắt buồn rầu của ông chăm chú nhìn mình có một vẻ thiện cảm mà chàng không thể nhầm được.
- Nincs ebben nekem olyan nagy érdemem, mint a világ hiszi - felelé komoly, szelid hangon - valami nagy, szivemen rágódó kín ösztökélt, hogy keljek útra, feledjem azt, a mi úgy fáj nekem.	Đó là ngài Đuyren, tổng lãnh sự đã về hưu, một trong những hội viên tích cực của hội địa lý Pháp, nổi tiếng rộng rãi với những công trình nghiên cứu của mình về Trung Á và Xuđăng.
A házigazda észrevette, hogy Durrieu s a svéd tengerésztiszt oly szivesen beszélgetnek egymással; gondoskodott, hogy az asztalnál is szomszédok legyenek.	Vì vậy khi được giới thiệu với ngài Đuyren, chàng đã có thể nói chuyện với nhà bác học Pháp với một cách rất am hiểu.
S valóban az érdemes aggastyán meg az ifjú mindvégig nagyon kedvesen beszélgettek egymással.	Thế đó, tất cả những gì còn lại đều trở thành ngẫu nhiên mà thôi.
Mikor a fekete kávét hordozták körül, a svéd tengerésztiszthez egy kis termetű, élénk öreg jött, Kergoridec doktor volt, s udvariasan kérdezte tőle, hogy honnan való?...	Lúc đầu, hơi bị ngạc nhiên trước câu hỏi ấy, Êrik đã trả lời rằng chàng là người Thụy Điển, hay nói đúng hơn, là người Na Uy, rằng gia đình chàng ở cách Berghen không xa lắm.
Erik csodál­koz­va nézett reá.	Sau đó, Êrik hỏi lý do của sự tò mò ấy.
Egyébiránt szeretné tudni, hogy miért kérdezte tőle ezt a doktor.	Suốt một giờ qua tôi đã ngồi sau bàn quan sát chăm chú.
S életemben most tapasz­talom először, önnek az arczán, hogy a skandináv és kelta-faj között rokonvonások vannak.	Và thế là lần đầu trong đời, tôi đã có dịp tiếp xúc với tất cả những dấu hiệu của một người Kelt ở vùng Scanđinav.
Erik éppen meg akarta magyarázni a bresti tudósnak, hogy feltevése nagyon alapos, midőn Kergoridec orvos egy hölgyet pillantott meg, s hozzá sietett, hogy üdvözölje.	- Cháu bé thân mến của tôi, nếu còn chút nghi ngờ nào về nguồn gốc Kelt của cháu, thì đến đây nó đã tiêu tan sạch rồi!
- Kedves fiam, ha eddig volt is valami kétségem a felől, hogy te kelta eredetű vagy, most már vége minden kétkedésnek.	Không, dù Brêđêzhor nói gì đi nữa thì cháu vẫn là người Brest chính thống.
Nézd csak, a bretagneiak mind olyanok, mint te vagy.	Cháu có thể vững tin ở điều đó.
Ebéd után bement a kapitány kabinjába, hogy megnézze a térképet.	Thuyền trưởng đã đích thân báo cho mọi người biết trước như vậy.
Nyolcz órakor pedig bezárkózott a kabinjába.	Do đó, ông đã ra lệnh nhổ neo.
Tudor Brown a hajó elindulásakor nem volt az Alaskán.	Ai nấy đều ngạc nhiên: Thư ấy đề gửi cho Êrik.
Mikor a kapitány az indulásra megadta a jelt, a kikötő felől egy csónak közeledett, még pedig nagyon gyorsan az Alaska felé.	Bóc phong bì ra, Êrik thấy trong đó có một danh thiếp của Đuyren, tổng lãnh sự đã về hưu, hội viên Hội địa lý Pháp.
Mindenki azt hitte, hogy Tudor Brown siet vissza.	Danh thiếp được viết bằng bút chì:
Könybe lábadt a szeme... Úgy tetszék neki, mintha ez a kedves föld, hol csak három napot töltött, az ő szülőföldje volna.	Êrik cẩn thận cất tấm danh thiếp của ngài Đuyren vào ví, nghĩ rằng lời chào tiễn biệt của bề trên thanh cao sẽ đem lại cho chàng hạnh phúc.
Két perczcel utóbb az Alaska elhagyta a bresti kikötőt.	Anh ta đã cầu chúc cho tàu một chuyến đi may mắn.
Február 20-ika volt.	Trời quang đãng.
A nap aranyszegélyzetű felhők mögé rejtőzött, lassankint beállott az éj.	Mặt trời khuất sau đường chân trời cũng đột ngột như trong những ngày mùa hạ.
Megkönnyebbült a szíve, mióta megtudta, hogy Tudor Brown nincs többé a hajón.	Ở Alêchxanđe hoặc Xuyê, Ađen hoặc Kôlômbô, ở Xâylan, Xingapo hoặc thậm chí Iôkôhama.
Elvégre megtehetné, mert a míg az Alaska a nagy kerülőt megteszi a tengeren, ő vasuton hamarább oda juthat.	Bởi vậy, bữa ăn thường lệ lúc sáu giờ rưỡi tối đã diễn ra trong bầu không khí thân mật và thoải mái nhất.
Az éj nagyon sötét volt.	Trời tối như bưng.
Az Alaska bal partjára vetődött a Seinszigeti világítótorony fénye.	Gió đông bắc trong lành, làm cho tàu tăng thêm lốc độ và hơi ngã về bên trái.
Éjszaknyugati szél fujt, s a hajó haladását előnyösen meggyorsította.	Nói chung, tàu lắc lư không đáng kể, mặc dù biển không êm.
- Negyedóránkint tiz kábelnyi az út!	- Mười phẩy hai mươi lăm hải lý - anh ta trả lời thuyền trưởng đến hỏi đo tốc độ tàu.
- Helyes!	- Tốc độ tuyệt vời!
Jó lenne, ha ötven-hatvan napig igy haladhatnánk - jegyzé meg Schwaryencrona.	Nếu cứ giữ tốc độ này suốt năm mươi - sáu mươi ngày thì tốt lắm!
Azzal a kapitány lement a kabinjába s belemélyedt a térkép vizsgálatába.	Như vậy, để đến eo biển Bêrinh, ta không phải tốn mất nhiều than.
Az angol admiralhivatal készítette.	Bản đồ rộng chừng một mét vuông.
Ezzel a térképpel és a delejtűvel akár egy gyermek is kormányozhatta volna a legnagyobb hajót is.	Đúng ra, chỉ cần ghé vào Brest nên ông mới tới đây, nếu không ông đã đi ngoài biển khơi.
Inkább a partvidék hosszában igyekezett haladni.	Những tuyến đường rất đơn giản.
