ELSŐ RÉSZ	PHẦN THỨ NHẤT
Ha megjött az este (miután a haditanácsban vezéreikkel megbeszélték, hogy másnap hol támadják meg a köztársasági őrségeket), megtöltötték puskájukat, elmormolták imáikat, lehúzták facipőjüket, és hosszú sorban osontak az erdőkön át, meztelen talppal lépve hangán és mohán, hang nélkül, szó nélkül, szisszenés nélkül.	Tối đến, sau khi các tướng lĩnh và hội đồng quân sự đã quyết định địa điểm hôm sau sẽ đánh úp quân cộng hòa, họ liền lắp đạn vào súng, lẩm nhẩm cầu kinh, rút guốc ra và cứ từng hàng dài, họ luồn qua rừng, chân đất, bước trên cỏ, rêu, không một tiếng động, không một lời nói, không một hơi thở.
Macskák járnak így a sötétben.	Chẳng khác mèo đi trong đêm tối.
VI	VI
A föld lelke megszállja az embert	LINH HỒN ĐẤT TRUYỀN VÀO NGƯỜI
Félmillió harcosról beszél Tuffin de La Rouarie is.	Theo con số của Tuffin De La Rouarie thì có nửa triệu người chiến đấu.
A federalisták216 segítették őket.	Phái Liên Hiệp ủng hộ họ.
Vendée és a Gironde bűntársak voltak.	Miền Gironde là đồng lõa.
Lozčre vidéke harmincezer embert küldött a vendée-i cserjésekbe.	Tỉnh Lozère phái tới miền Bocage ba vạn người.
Nyolc megye szövetkezett, öt bretagne-i, három normandiai.	Tám tỉnh liên kết lại, năm tỉnh ở xứ Bretagne, ba tỉnh ở Normandie.
Évreux városa Caennal barátkozott, és polgármestere, Chaumont, meg elöljárója, Gardembas révén képviseltette magát a felkelésben.	Evreux, kết nghĩa với Caen, có đại biểu trong hàng ngũ phiến loạn là tên đốc lý Chaumont và tên thân hào Gardenbas.
Buzot, Gorsas és Barbaroux Caenban, Brissot Moulinsban, Chassan Lyonban, Rabaut Saint-Étienne Nîmes-ben, Meillan és Duchâtel Bretagne-ban élesztgették a lázadás tüzét.	Duzot, Gorsas và Barbaroux ở Caen, Brissot ở Moulin, Chassan ở Lyon, Rabaut SaintEtienne ở Nîme, Meillan và Duchâtel ở Bretagne, tất cả những cái miệng ấy cùng thổi vào đám lửa.
Két Vendée volt: a nagy, mely az erdei háborút vezette, és a kicsi, mely a berkekben harcolt; ez volt az az árnyalati különbség, mely elválasztotta egymástól Charette-et és Jean Chouant.	Loạn Vendée có hai phái; phái lớn hơn áp dụng lối đánh dựa vào rừng; phái nhỏ đánh lối du kích; đó là chỗ khác nhau giữa Charette và Jean Chouan.
A kis Vendée jóhiszemű volt, a nagy Vendée romlott; a kicsi volt a becsületesebb.	Phái nhỏ thì ngây thơ, phái lớn thì thối nát; phái nhỏ còn khá hơn.
Charette-et megtették márkinak, kinevezték a királyi seregek parancsnokává, és megkapta Szent Lajos nagykeresztjét; Jean Chouan csak Jean Chouan maradt. Charette jóformán bandita volt, Jean Chouan afféle kóbor lovag.	Charette được phong tước hầu, khâm sai quân thứ và được gắn đệ nhất đẳng huân chương Thánh Louis; Jean Chouan gần như hiệp sĩ giang hồ.
Az olyan lelkes vezérek, mint Bonchamps, Lescure, La Rochejaquelein, mind nagyot csa­lódtak.	Về phần các ngài thủ lĩnh cao thượng như Bonchamps, Lescure, La Rochehaquelein, họ đã nhầm.
Le Mans és Savenay217 megtorolja ezt a bolondériát.	Le Mans và Savenay đã trừng phạt trò điên rồ ấy.
Vendée csak a saját földjén Vendée; ott több mint sérthetetlen, elérhetetlen.	Loạn Vendée thật sự phải ở trên đất Vendée; ở đấy thì không thể đánh tan họ và hơn thế, không thể túm được họ.
A vendée-i ember a maga falujában csempész, szántóvető, katona, pásztor, orvvadász, szabadharcos, kecske­pásztor, harangozó, paraszt, kém, gyilkos, sekrestyés, erdei vad.	Ở quê họ, người Vendée là người buôn lậu, dân cày, linh mục, người săn bắn trộm, quân du kích, người chăn dê, người kéo chuông, dân quê, mật thám, sát nhân, người giữ kho nhà thờ, thú rừng.
La Rochejaquelein csupán Akhilleusz, de Jean Chouan maga Proteusz.	La Rochejaquelein chỉ là Achille còn Jean Chouan là Protée .
Vendée lázadása halva született.	Loạn Vendée đã dậy non, nhiều cuộc khởi nghĩa khác đã thành công, như ở Thụy Sĩ chẳng hạn.
Az egyik szárnyal, a másik csak vonszolja magát.	Người này thì bay bổng, kẻ kia thì bò sát đất.
A szatír vadember: félig ember, félig állat.	Quái thần là giống man rợ, nửa người nửa thú.
Szabad országokban az Appenninek, Alpok, Pireneu­sok és az Olimposz hegyei emelkednek.	Những quốc gia tự do có các dãy núi Apennins, Alpes, Pyrénées, Olympe.
Az erdő barbár.	Rừng rú là man rợ.
Nagyobb cinkostárs, mint hinnénk.	Địa lý hỗ trợ cho cuộc sống.
Az optikai csalódások, a megmagyarázhatatlan délibábok, az éjjeli órák vagy a fenyegető árnyak okozta szorongó érzések az embert abba a különös, félig vallásos, félig állati riadalomba kergetik, mely közönséges időkben babonákat szül, harcos korszakokban vadságot.	Những ảo tưởng, những ảo cảnh, những lầm lạc về thời gian và không gian ném con người vào một bối cảnh hoảng sợ, nửa thần bí, nửa thú vật khiến thời bình thì sinh ra mê tín, và thời loạn sinh ra bạo tàn.
Az érzékcsalódások fáklyái a gyilkosságok útjára világítanak.	Những ảo giác cầm đuốc soi đường cho việc giết người.
A rabló mindig meghibbant ember.	Có trạng thái hôn mê trong tên cướp.
A dúsgazdag természet két módon hat: elkápráztatja a nagy szellemeket, és elvakítja a vad lelkeket.	Thiên nhiên kỳ diệu một mặt làm sáng chói những bậc tài cao nhưng mặt khác làm mờ mắt những đầu óc man rợ.
Ha az ember tudatlan, ha a sivatag látomásokkal terhes, a magányosság homálya csak növeli értelme homályát, és akkor az emberben iszonyú mélységek nyílnak meg.	Khi con người còn dốt nát, khi sa mạc còn đầy ảo ảnh, thì bóng tối của cô đơn nhập với bóng tối của trí tuệ; từ đó trong con người mở ra những vực thẳm.
Vannak bizonyos sziklák, szakadékok, berkek, vad csapások az esti fák között, melyek az embert őrült és borzalmas tettek felé taszítják.	Một vài mõm núi, đường hào, lùm cây, rừng thưa hoang dại nào đấy lúc chiều hôm đẩy con người tới những hành động điên rồ tàn ác.
Micsoda tragikus dolgokat láthatott az a zordon halom is ott Baignon és Plélan között!	Ngọn đồi âm u giữa Baignon và Plélan đã chứng kiến biết bao điều bi thảm!
VII	VII
Sokszor lázongott az elmúlt kétezer év folyamán, és gyakran igaza volt; utoljára nem volt igaza.	Suốt hai nghìn năm những lần nổi dậy ở xứ này đều hợp với lẽ phải; chỉ lần cuối cùng là sai lầm.
Pedig a dolgok mélyén, akár a forradalom, akár a királyság ellen lázadt, akár a kiküldött köztársasági megbízottak, akár a kormányzó hercegek és főurak ellen, akár az asszignáta-kötegek, akár a királyi sóadóbérletek ellen; és e harc szereplője akár Nicolas Rapin, François de La Noue, Pluviaut kapitány és La Granache nagyasszony, akár Stofflet, Coquereau és Lechandelier de Pierreville volt, akár Rohan herceggel a király ellen vagy La Rochejaquelein úrral a király mellett, Bretagne mindig ugyanazt a harcot vívta: a helyi szemlélet harcát a nemzeti szemlélet ellen.	Tuy nhiên, về căn bản, chống cách mạng hoặc chống chính thể quân chủ, chống đặc phái viên cộng hòa hoặc chống các tổng trấn là quận công và đại thần, chống tín phiếu cách mạng hoặc chống thuế muối thời quân chủ, dù người đi chiến đấu là nhân vật nào chăng nữa, là Nicolas Rapin, François De La Noue, là đại úy Pluviaut và phu nhân De La Garnache hoặc là Stofflet, Coquereau và Lechandelier De Pierreville, dưới thời ông Rohan chống vua hay ông Rochejaquelein phò vua, bao giờ xứ Bretagne cũng làm một thứ chiến tranh mang tính chất địa phương chống lại tinh thần trung ương tập quyền.
Mocsár volt ez az ősi provincia, olyan, mint az állóvíz; gyűlölte a mozgást; ha szél érte, nem frissítette föl, csak felborzolta.	Cái xứ cổ lỗ ấy, là một loại ao hồ; nước tù không chịu chảy; gió thổi không gây thêm sinh khí, mà chỉ làm cho mặt nước nhăn nhó, giận dữ.
"Állj!", kiáltotta az óceán a földnek, és a barbárság a civilizációnak.	Đó là đại dương kêu lên với đất liền, và dã man kêu lên với văn minh.
Ahányszor csak Párizs, a központ, kezdeményez valamit, jöjjön ez a kezdeményezés a királyságtól vagy a Köztársaságtól, szolgálja az elnyo­mást vagy a szabadságot, ez mindig valami újat jelent, és Bretagne mindig megbotránkozva tiltakozik.	Tất cả những lần mà trung tâm là Paris phát ra một động lực, dù động lực ấy xuất phát từ nền quân chủ hay nền cộng hòa, dù theo hướng chuyên chế hay tự do, cũng đều là một điều mới mẻ, và xứ Bretagne lại xù lông ra.
Hagyjanak békén bennünket!	Hãy để chúng tôi yên.
Mit akarnak tőlünk?	Người ta muốn gì nào?
Minden próbálkozásunk, minden kezde­ményezésünk, mind a törvényhozásban, mind a nevelésben, enciklopédistáink, filozófusaink, nagy szellemeink összes dicsősége kudarcot vall Houroux előtt; Bazouges vészharangja a francia forradalmat fenyegeti, Faou pusztasága fellázad viharos fórumaink ellen, és Haut-des-Prés haranglába hadat üzen a Louvre tornyának.	Tất cả những mưu toan của chúng ta, những sáng kiến về pháp lý, về giáo dục, những cuốn bách khoa tự điển, những triết lý, những nhân tài, những vinh quang của chúng ta đều mắc cạn trước đất Houroux; tiếng chuông báo động ở Bazouges uy hiếp Cách mạng Pháp, bưng biền Faou nổi dậy chống lại những quảng trường của chúng ta đang sôi sục sóng gió cách mạng, và tiếng chuông của vùng Haut-des-Prés tuyên chiến với tháp Le Louvre.
Borzalmas süketség.	Nạn điếc kinh khủng.
Végeredményben, mert megmutatta, hogy milyen halaszthatatlanul szükséges széttépni az átkozott breton ködöt, és a világosság nyilaival átszaggatni ezt a bozótot, Vendée a haladást is szolgálta.	Tóm lại, sự kiện Vendée đã phục vụ cho tiến bộ, nó chứng minh điều cần thiết là phải chọc thủng tan tành cái bóng tối già cõi là xứ Bretagne và phải bắn xuyên thủng cái bụi rậm này bằng tất cả các mũi tên của ánh sáng cùng một lúc.
A katasztrófák a maguk sötét módján intézik a dolgokat.	Những tai họa có một phương thức tối tăm để dàn xếp mọi việc.
A három gyermek	BA ĐỨA TRẺ
I	I
Plus quam civilia bella219	HƠN CẢ NỘI CHIẾN
Ezerhétszázkilencvenkettő nyara nagyon esős volt; 1793 nyara nagyon forró.	Mùa hè năm 1792, mưa rất nhiều; mùa hè năm 1793 lại nóng rất dữ.
Azért mégiscsak utazgattak, hála a szép nyári időjárásnak.	Tuy vậy, người ta vẫn đi lại nhờ những ngày hè nắng ráo.
Nincs jobb út a kiszáradt földnél.	Đất khô là đường đi tốt nhất.
Az utas olyan bő köpenybe burkolózott, hogy az lovának farát is betakarta.	Người khách khoác một chiếc áo choàng rộng phủ kín mông ngựa.
Széles kalapot viselt, háromszínű kokárdával, ez bátor cselekedet volt ebben a bozótos, puskaporfüstös országrészben, ahol egy ilyen kokárda túlságosan is jó célpont lehetett.	Ông ta đội chiếc mũ rộng vành có huy hiệu tam tài, điều đó không phải là không táo bạo ở cái xứ toàn là bụi rậm, huy hiệu là mục tiêu cho những phát súng.
Oldalán kard lógott, s alul kilátszott a köpeny alól.	Một thanh gươm lủng lẳng thò ra khỏi chiếc áo choàng.
A lódobogás zajára a fogadó ajtaja kinyílott, és megjelent a kocsmáros egy lámpával.	Nghe tiếng chân ngựa dừng lại, người chủ quán mở cửa xách đèn lồng kính đi ra.
Az alkony órája volt, az úton még világos volt, de a házakban már éjszaka.	Đấy là lúc tranh tối tranh sáng; ngoài đường còn sáng nhưng trong nhà đã tối như bưng.
- Polgártárs - kérdezte -, itt akar megszállni?	— Công dân, ông nghỉ lại đây chứ?
- Akkor forduljon vissza Avranches felé, vagy maradjon Pontorsonban.	— Nếu như vậy, phải trở lại Avranches hoặc Pontorson.
- Mert Dolban most harcolnak.	— Vì đang đánh nhau ở Dol.
- Úgy!	— À!
A gazda vályút hozott, egy zsák zabot öntött belé, kivette a ló szájából a zablát, s az állat fújtatni és enni kezdett.	Lão chủ quán đem cái máng đến, dốc hết một bao lúa mạch vào rồi tháo ngựa, con ngựa vừa ăn vừa thở phì phò.
Megfizettem az árát.	— Ông ở đâu đến?
- Honnan jön?	— Paris.
- Azt biz elhiszem, mert az utak forgalmát megakasztották.	— Tôi biết mà, đường sá bị chặn hết.
De a postakocsi még közlekedik.	Nhưng xe trạm thì vẫn còn.
- Csak Alençonig.	Cho đến Alençon.
Ott szálltam ki a postakocsiból.	Tôi vừa mới rời xe trạm ở đó.
Nemsokára nem lesz több postajárat Franciaországban.	Rồi xem ít lâu nữa, trên nước Pháp chẳng còn xe nữa.
Nincsenek lovak.	Hết ngựa rồi.
Egy háromszáz frankos lóért hatszázat fizetnek, és a takarmány megfizethetetlenül drága.	Một con ngựa ba trăm quan nay phải trả đến sáu trăm quan, còn rơm cỏ thì đắt quá giá.
