Dávid Copperfield	David Copperfield
Mikor visszatértem, a néném madarai ott lógtak az ablakban, szakasztott úgy, a hogy’ oly hosszú ideig a villa nappalijának az ablakában; a karosszékem, a néném sokkal kényelmesebb székének a mintájára, rendes helyén állt, a nyitott ablak mellett; sőt még a kerek zöld legyező is, a melyet a néném magával hozott, rá volt csavarva az ablakdeszkára.	Khi quay về, tôi thấy lồng chim của cô tôi đã được treo dường như đúng vào chỗ nó đã được treo từ lâu, trước cửa sổ phòng khách ở nhà cô tôi, và cái ghế bành của tôi được đặt trước cái cửa sổ mở rộng bắt chước cái ghế bành êm hơn nhiều của cô tôi; còn bức bình phong tròn mầu xanh mà cô tôi mang theo đã được vặn đinh ốc vào bờ cửa sổ.
Tudtam, ki tette mindezt; mert olyan volt minden, mintha szép csendesen maga-magától történt volna; s kitaláltam volna nyomban, ki rakta diákéveim régi rendjébe elhanyagolt könyveimet, még akkor is, ha azt kellett volna hinnem, hogy Ágnes mérföldekre van, s nem ott rakosgatta volna őket a szemem láttára, mosolyogva a rendetlenségen.	Tôi biết ai đã làm tất cả những điều đó khi thấy tất cả đều có vẻ như tự sắp xếp một mình một cách yên lặng; và trong nháy mắt tôi biết ngay ai đã làm cho những quyển sách của tôi vứt bừa bãi được xếp theo đúng cái trật tự ngày xưa trong thời học sinh, dù cho tôi tin rằng Ácnét cách đấy hàng nghìn dặm chứ không phải thấy nàng đang loay hoay trước những quyển sách ấy và mỉm cười nhìn tình trạng hỗn độn của chúng.
A Themzéről, a melynek napsugaras tükre valóban szép volt, bárha a villa előtti tengerrel nem ért is föl, nagyon megelégedetten nyilatkozott a néném; azonban a londoni füsttel, a mely, a mint mondta, "mindent beborsozott", sehogysem tudott megbékülni.	Cô tôi rất hài lòng về con sông Temxơ (con sông này quả thực rất đẹp dưới ánh mặt trời mặc dầu nó không bằng mặt biển trước ngôi nhà của cô tôi) nhưng cô tôi không thể nào tha thứ cho khói Luân-đôn và cô tôi bảo nó rắc hạt tiêu lên mọi vật.
– Azt hiszem, – szólt Ágnes elsápadva, – apa lesz.	Ba mình đã hứa với mình là sẽ đến đây."
Wickfield urat jó ideje nem láttam már.	Đã ít lâu nay tôi không gặp ông.
Abból, a mit Ágnestől hallottam, el voltam készülve arra, hogy nagyon megváltozott; de mikor megláttam, valósággal visszadöbbentem tőle.	Tôi biết trước ông đã thay đổi rất nhiều theo lời Ácnét nói, nhưng vẻ mặt của ông làm tôi sửng sốt.
Nem azért, mert sok esztendővel öregebbnek látszott, bárha még mindig a régi, aggodalmas csínnal volt öltözködve; vagy mert az arczán valami nem egészséges pirosság fészkelt; vagy mert a szeme kidagadt és véres volt; vagy mert a keze idegesen reszketett, a minek ismertem az okát, s a mit évekkel előbb előre láttam már.	Không phải vì ông có vẻ già đi mấy tuổi, mặc dầu ông ăn mặc vẫn sạch sẽ diêm dúa như ngày xưa, hay ở trên gương mặt có cái mầu đỏ bệnh tật, hay đôi mắt sưng húp và đỏ như máu, hay bàn tay run rẩy vì bị xúc động, tôi biết những điều ấy vì tôi hiểu cái nguyên nhân đã tác động đến ông bao nhiêu năm nay.
Az a visszásság, a mely e két ellentétes természetben, egymáshoz való viszonyukban, Urias hatalmában és Wickfield úr függésében, megnyilatkozott, sokkal kínosabban hatott rám, semhogy szóval kifejezhetném.	Tình trạng đảo ngược địa vị giữa hai người này (Uria là người trên và Uýchcơphin là người dưới) đối với tôi là một cảnh tượng đau lòng, không sao tả được.
Ha azt kellett volna látnom, hogy egy majom parancsol egy embernek, aligha tartottam volna ennél megalázóbb látványosságnak.	Giá tôi thấy một con người ở dưới quyền một con khỉ, tôi cũng không cho đó là một cảnh tượng nhục nhã hơn.
Úgy látszott, nagyon tisztában van ezzel ő maga is.	Ông có vẻ có ý thức quá rõ về điều đó.
Mikor belépett, megállt, és lehajtotta a fejét, mintha érezné helyzete fonákságát.	Khi bước vào phòng, ông đứng yên, cúi đầu xuống dường như cảm thấy điều đó.
De ez csak egy pillanatig tartott, mert Ágnes gyöngéden így szólt hozzá: – Papa!	Việc này chỉ diễn ra một lát vì Ácnét đã nói với ông dịu dàng:
Itt van Trotwood kisasszony – és Trotwood, a kit oly régóta nem láttál már!	"Ba ơi, đây là cô Trốtút… và anh Trốtút mà đã lâu ba chưa gặp!"
– Erre közelebb jött, kimérten kezet nyújtott a nénémnek, s velem valamivel szívélyesebben kezet szorított.	Thế rồi ông bước lại gần, ngượng ngùng giơ tay bắt tay cô tôi và bắt tay tôi một cách niềm nở hơn.
Ez alatt a percznyi szünet alatt, a melyről beszélek, láttam, hogy Urias arcza szörnyű kaján mosolyra torzúl.	Trong lúc này tôi thấy trên nét mặt của Uria hiện lên cái cười khả ố nhất.
Ágnes is látta, azt hiszem, mert visszaborzadt Uriastól.	Tôi có cảm tưởng rằng Ácnét cũng thấy điều đó bởi vì nàng bước lùi để tránh hắn.
Mit látott, vagy mit nem látott a néném, azt, az ő beleegyezése nélkül, aligha találták volna ki, az arczisme túdósai is.	Còn về chỗ cô tôi thấy gì và không thấy gì thì tôi có thể thách tất cả khoa học về dáng mặt con người nếu cô tôi không muốn bộc lộ.
Azt hiszem, nem volt soha halandó a földön, a kinek kifürkészhetetlenebb lett volna az arcza, mint az övé, a mikor így látta jónak.	Tôi nghĩ rằng chưa bao giờ có ai có một khuôn mặt thản nhiên hơn cô tôi khi cô tôi muốn tỏ vẻ như vậy.
– Ha szabad alázatosan megjegyeznem, – szólt Heep Urias görbedezve, – tökéletesen igazat adok magam is Trotwood Betsey kisasszonynak, s végtelenül boldog lennék, ha Ágnes kisasszony volna az üzlettársam.	"Nếu tôi được phép nhận xét một cách hèn kém", Uria Híp nói và vặn mình xà một cái, "Tôi hoàn toàn tán thành điều cô Trốtút nói và sẽ rất sung sướng nếu cô Ácnét trở thành người cộng tác".
– Ne feledje el, hogy maga is üzlettárs csak, – felelt a néném, – s remélem, ennyivel éppen beérheti.	"Bản thân ông đã là người cộng tác rồi", cô tôi nói, "và theo ý tôi đối với ông như thế cũng đủ.
Különben hogy’ van, uram?	Ông mạnh khỏe chứ?"
Válaszul e kérdésre, a mely rendkívül kurtán hangzott, Heep úr, kényelmetlenül szorongatva a magával hordott kék táskát, azt felelte, hogy köszöni szépen, nagyon jól érzi magát, s reméli, hogy a néném nem különben.	Để cảm ơn cô tôi về câu hỏi này nói với hắn cầm ở tay một cách lúng túng, trả lời rằng hắn cũng khá mạnh khỏe, hắn cảm ơn cô tôi và hy vọng cô tôi cũng thế.
– A jelen körülmények nem olyanok, a minőket a barátai óhajtanának az ön számára, Copperfield úr, de nem pénz teszi az embert, hanem – – igazán képtelen vagyok szerény tehetségemmel kifejezni, mi teszi az embert, – szólt Urias, miközben görnyedezve vonaglott, – de nem a pénz teszi!	Những hoàn cảnh hiện tại không phải là hoàn cảnh những người bạn của ông chúc ông gặp, ông Copơphin ạ, nhưng không phải tiền bạc làm nên người mà là… tôi thực kém cỏi, năng lực tôi hèn kém không sao nói được điều đó", Uria nói với vẻ đột ngột và hèn hạ, "Nhưng không phải đồng tiền làm được!"
Így szólván, megrázta a kezemet; de nem úgy, a hogy rendesen szokás, hanem jó távol állva tőlem, s fel és alá emelgetve a kezemet, mint valami szivattyúrudat, a melytől fél egy kissé.	Đến đây hắn bắt tay tôi, không phải như mọi người vẫn làm mà đứng rất xa nắm tay tôi giật từ trên xuống, như đó là chỗ tay cầm của một cái bơm mà hắn hơi sợ hãi.
– Nem gondolja, hogy Wickfield úr viruló színben van, uram?	"Cậu thấy ông Uýchcơphin có tươi đẹp không?
Az évek nyoma nem igen látszik meg a mi czégünkön, Copperfield úrfi, hacsak annyiban nem, hogy az alázatos embereket, már mint engem meg az anyámat, fölemelték, – a szépséget pedig, már mint Ágnes kisasszonyt, – tette hozzá, úgy, mintha ez csak utólag jutott volna az eszébe, – kifejlesztették.	Năm tháng không để lại nhiều dấu vết trong ngôi nhà của chúng tôi, cậu Copơphin ạ, ngoài việc nó nâng những kẻ hèn kém lên (tức là tôi và mẹ tôi) và làm cho", hắn nói thêm sau khi nghĩ một lát, "sắc đẹp càng đẹp thêm (tức cô Ácnét)".
Ez után a bók után oly elviselhetetlen rángatódzást vitt véghez, hogy a néném, a ki merően ránézve ült a helyén, végképp kifogyott a türelméből.	Sau khi nói lời khen ngợi ấy, hắn bước vung vênh có vẻ khó chịu đến nỗi cô tôi nãy giờ vẫn ngồi nhìn hắn trân trân phải nổi cáu lên.
– szólt a néném, éppenséggel ki nem engesztelődve.	"Ông cút đi!", cô tôi nói không dịu đi chút nào.
– Hogy’ mer ilyesmit mondani!	"Tại sao ông dám nói thế?
Eszem ágában sincs, hogy ideges legyek.	Tôi không cáu kỉnh chút nào hết.
De ha ember, hát akkor ügyeljen a lábára, hallja-e!	Lạy Chúa!" Cô tôi nói hết sức phẫn nộ.
Heep úr, a mi különben a legtöbb emberrel megesett volna, elszégyelte magát egy kissé erre a kifakadásra, a melynek nagyban fokozta még az erejét az a körülmény is, hogy a néném utána dühösen izgett-mozgott a székén, s úgy rázta a fejét, mintha Urias után akarna kapni vagy ugrani.	Híp phần nào sửng sốt cũng như hầu hết mọi người, trước cơn giận của cô tôi, cơn giận ấy càng được tăng thêm do chỗ cô tôi quay mình trên ghế một cách bực dọc và lúc lắc cái đầu dường như chỉ chực chồm đến đánh hay vồ lấy hắn.
De Urias hozzám fordulva, alázatosan így szólt:	Nhưng hắn nói riêng với tôi giọng khúm na khúm núm:
– Nagyon jól tudom, Copperfield úrfi, hogy Trotwood kisasszony, bárha kiváló urihölgy, nagyon lobbanékony természetű, – (voltaképpen azt hiszem, hogy még alázatos irnokkoromból van szerencsém ismerni őt, a mikor ön még nem is ismerte, Copperfield úrfi), – és meg vagyok győződve róla, mi sem természetesebb, mint hogy a jelen körülmények még lobbanékonyabbá teszik a természetét.	"Cậu Copơphin ạ. Tôi rất biết, mặc dầu cô Trốtút là người rất tốt, nhưng tính tình hay nóng nảy (thực ra tôi nghĩ rằng tôi đã có dịp biết cô ấy trước cậu, cậu Trốtút ạ, khi tôi còn là một nhân viên hèn kém), và dĩ nhiên tính tình của cô càng trở nên cáu kỉnh do tình cảnh hiện nay.
Valóságos csoda, hogy nem sokkalta olyanabb még!	Điều đáng ngạc nhiên là tính tình ấy không tệ hơn thế này!
De ettől eltekintve, a mit Urias mond, ahhoz én teljesen hozzájárulok!	Ngoài ra, tôi hoàn toàn tán thành điều ông Uria nói".
– Óh!	"Ồ!
– De remélem, képes vagyok rá, hogy megkíméljem őt némiképp az üzleti fáradalmaktól, Copperfield úrfi!	Nhưng tôi hy vọng rằng tôi có thể làm một điều gì để cho ông Uýchcơphin đỡ phải chịu nhọc nhằn trong công việc của chúng tôi, cậu Copơphin ạ!"
Tudtam, hogy mindezt az a vörös róka mondatja Wickfield úrral, azért, hogy abban a világításban mutassa be őt előttem, a melyre akkor éjszaka czélzott már, mikor a nyugodalmamat megmérgezte.	Con cáo ranh mãnh đã bắt ông ta phải nói như thế, tôi biết thế, để giới thiệu cho tôi biết Uria Híp dưới cái ánh sáng mà hắn đã chỉ cho tôi thấy trong cái đêm hắn đã ám ảnh giấc ngủ của tôi.
– kérdezte Ágnes aggodalmasan.	"Ba có đi không?", Ácnét hỏi lo lắng.
– Nem akarsz Trotwooddal meg velem hazamenni?	"Ba có muốn đi bộ về với anh Trốtút và con không?"
De itt hagyom a társamat a czég képviseletében.	Nhưng tôi để lại ông bạn công tác đại diện cho cửa hàng.
Isten áldja meg, Copperfield úrfi, s Trotwood Betsey kisasszonynak alázatosan a jóindulatába ajánlom magamat.	Chào cậu Copơphin, và kính cẩn chào cô Bétxi Trốtút".
Így szólván, elvonúlt, nagy kezét csókolgatva, s ránk vigyorogva, mint valami lárva.	Nói xong hắn rút lui, hôn bàn tay lòng ngòng của hắn và liếc mắt nhìn tôi với bộ mặt dễ sợ.
Egy-két órahosszáig együtt maradtunk, elbeszélgetve a régi, kedves canterburyi napokról.	Chúng tôi ngồi lại nói chuyện trong một hai tiếng đồng hồ về những thú vị ngày xưa ở Cantơbơri.
Wickfield úr, mihelyt Ágnes kezébe került, csakhamar majdnem olyan lett újra, a minő régen volt, bár bizonyos mély csüggetegségtől sohasem birt teljesen szabadúlni.	Khi ông Uýchcơphin ngồi một mình với Ácnét, chỉ trong phút chốc ông trở lại như cũ, mặc dầu lâm vào một tình trạng tuyệt vọng thường xuyên mà ông không bao giờ thoát khỏi.
Egyébként földerült, és szemmellátható gyönyörűséggel hallgatta régi életünk apró epizódjainak a fölelevenítését, a melyek közül sokra ő maga is jól emlékezett.	Nhưng dù thế nào đi nữa, gương mặt ông cũng sáng lên và ông thích thú khi nghe chúng tôi nhắc lại những chuyện vặt vãnh của cuộc đời chúng tôi ngày trước mà ông còn nhớ rất rõ.
Azt mondta, úgy érzi magát, mintha újra egyedül volna Ágnessel és velem, úgy, mint hajdanában; s bárcsak úgy akarta volna az Isten, hogy a régi szép idők soha meg ne változzanak.	Ông nói rằng điều đó làm ông nhớ đến cái thời chỉ có ông với Ácnét và tôi sống bên nhau và ông cầu trời sao cho không có gì thay đổi.
