ALEXANDRE DUMAS	Alexandre Dumas
Micsoda megjegyzések hangoz­hat­nak el, s ha a Fronde tudja már kegyelmes uram eltűnését, micsoda diadalmámorban úszhat!	Hắn là người phải bình luận ghê lắm, và nếu La Fronde biết tin Đức ông mất tích thì hẳn là La Fronde rất đắc chí
- Iszonyú - suttogta Mazarin.	- Thật là ghê gớm, - Mazarin lẩm bẩm.
- Írja hát alá a szerződést - mondta Aramis.	- Đức ông hãy ký bản hiệp nghị đi!
- Vállalkozom rá, hogy elmegyek őfelségéhez, s aláírását megszerzem - ajánlkozott D’Artagnan.	- Tôi đảm nhận đến gặp Hoàng thượng, - D Artagnan nói, - Và xin chữ ký của bà.
- Lárifári - mondta D’Artagnan -, majd teszek róla, hogy szívesen fogadjanak; van rá módom.	- D Artagnan nói, - Tôi sẽ thu xếp làm sao để mình là người được hoan nghênh, tôi có một kế.
- Éspedig?	- Kế gì?
- Átadom a királyné őfelségének azt a levelet, melyben eminenciád jelenti a kincstár teljes kimerülését.	- Tôi sẽ đưa Hoàng hậu bức thư mà Đức ông bảo với bà rằng tài chính đã hoàn toàn bị kiệt quệ.
- Hát aztán?	- Rồi sao nữa.
- kérdezte Mazarin és elsápadt.	- Mazarin hỏi.
- Aztán őfelségét, kétségbeesése tetőfokán, elviszem Rueil-be, be a télikertbe, s megmutatok neki bizonyos szerkezetet, mely elmozdítja helyéről ama ládát.	Rồi khi thấy Hoàng hậu bối rối đến cực điểm, tôi sẽ đưa bà đến Rueil, tôi sẽ dẫn bà vào vườn cam và tôi sẽ trỏ cho bà xem một cái lò-xo nào đẩy nó làm xoay chuyển một bồn cây.
- Elég, uram, elég - hebegte a bíboros -, elég!	- Thôi thôi, ông ơi! - giáo chủ lẩm bẩm.
- Itt - mondta Aramis.	- Đây - Porthos đáp.
- Láthatja eminenciád, hogy nagylelkűek vagyunk - mondta D’Artagnan -, hisz vissza is élhetnénk ilyen titokkal!	- Ngài, thấy rằng chúng tôi đại lượng lắm đấy chứ, - D Artagnan nói, - Vì rằng với một bí mật như vậy, chúng tôi có thể làm được khối chuyện.
Mazarin felkelt, s inkább tűnődve, mint kétségbeesve, fel s alá járt néhány pillanatig.	Mazarin đứng lên, đi đi lại lại một với vẻ mặt trầm ngâm hơn là thất vọng.
- S ha aláírtam, uraim, mi lesz a garanciám?	- Các ông ơi, khí tôi ký rồi, thì có gì đảm bảo cho tôi?
- A becsületszavam - mondta Athos.	- Lời thề danh dự của tôi, ông ạ, - Arthos nói.
Mazarin összerezzent, La Fčre gróf felé fordult, egy pillanatig vizsgálta e nemes és becsületes arcot, majd fogta a tollat, s így szólt:	Mazarin rùng mình, quay lại phía bá tước de La Fère, ngắm nghía một gương mặt thật cao quý và trung thực ấy rồi cầm lấy bút và nói:
- Ez nekem elég, gróf úr!	- Thế là đủ cho tôi rồi ông bá tước ạ.
94	Chương 94
Mit mível majd ez a háromféle elem, ha nem leszek köztük, hogy összekapcsoljam őket?	Porthos là một bản chất tuyệt diệu nhưng rất dễ bị tác động.
- Maga, kedves D’Herblay lovag - mondta -, a megtestesült Fronde.	- Hiệp sĩ D Herblay thân mến ơi, anh là phái La Fronde hiện thân.
Kivált Porthosban ne bízzék, ki, hogy az általa istenített grófnak tessék, segítne neki Mazarint megszöktetni, mihelyt a ravasz Mazarin rimánkodni vagy lovagiaskodni kezd.	Nhất là hãy coi chừng Porthos, vì để làm vừa lòng bá tước mà anh ta coi như thần thánh ở dưới trần này, anh ta sẽ giúp Arthos giải thoát cho Mazarin, nếu Mazarin chỉ cần khóc lóc hoặc làm ra bộ hiệp khách.
- Mitől se féljen, nekem megvannak a magam feltételei.	- Đừng sợ gì cả: tôi đặt ra những điều kiện.
Én nem magamért, hanem másokért dolgozom.	Tôi không làm cho tôi mà làm cho những người khác.
"Jó - gondolta D’Artagnan -, efelől nyugodt vagyok."	Tốt, - D Artagnan nghĩ, - Về mặt đó ta yên tâm.
Aramisnak kezet nyújtott, s Porthoshoz indult.	Anh bắt tay Aramis và đến gặp Porthos:
Mit szólna hozzá, ha egyik vagy másik barátunk azt javasolná, hogy hagyják futni Mazarint?	Cậu sẽ nói thế nào nếu Arthos hoặc Aramis đề nghị cậu để Mazarin đi?
- Azt, hogy túl sok fáradságunkba került elcsípni, semhogy így elszalasszuk.	- Tôi sẽ nói rằng chúng tôi quá cực nhọc đề bắt lão ta, nên không thể thả lão ra như vậy được.
- Tyű, azt hiszi?	- Được!
- Biztos vagyok benne.	- Tôi chắc chắn như vậy.
- Akkor mindenkit megölök inkább, semhogy szökni hagyjam.	- Thể thì tôi thà giết chết lão hơn là để cho lão thoát.
- És igaza lesz.	- Đừng sợ.
Nem arról van szó, ugye tudja, mintha, amikor a magunk ügyeit véltük intézni, a frondőrökét intéztük volna, kik egyébként a politikai kérdésekben másként vélekednek, mint mi, öreg katonák.	Qua cửa sổ tôi nhìn cậu lên ngựa và dõi theo cậu cho đến lúc khuất, rồi tôi sẽ vào ngồi ở cái cửa kính trông sang phòng giáo chủ.
Innen mindent látni fogok, s a legkisebb gyanús mozdulatra elintézem.	- Về mặt ấy, ta tin rằng giáo chủ sẽ bị canh gác cẩn thận.
Azzal kezet rázott Pierrefonds urával, s Athoshoz indult.	Tôi chỉ có một điẽu nói với anh thôi.
- Mi sem volt fölöslegesebb, mint ez a figyelmeztetés, hogy porkolábságra szánjam magam.	- D Artagnan thân mến ơi, - Arthos nói, - chỉ cần một duyên cớ ấy thôi cũng để tôi làm cái nghề gác ngục.
"Ez jobban megnyugtat minden királyi pecsétnél - gondolta D’Artagnan.	"Điều ấy làm ta yên tâm hơn tất cả mọi chữ ký của vua, chúa.
- Most, hogy bírom Athos becsületszavát, útra kelhetek."	Bây giờ, đã có lời hứa của Arthos rồi, ta có thể ra đi".
S D’Artagnan valóban egyedül indult, minden kísérete a kardja s Mazarin egyszerű menlevele, hogy eljuthasson a királyné elé.	Thực sự, d Artagnan ra đi một mạch không có hộ tống nào khác ngoài thanh gươm và tờ thông hành đơn giản của Mazarin để đến chỗ Hoàng hậu.
Hat órával a Pierrefonds-ból való elindulása után Saint-Germainben volt.	Sau khi rời Pierrefonds sáu tiếng đồng hồ, anh tới Saint-Germain.
D’Artagnan és Porthos szobájában megtalálták a két gúzsba kötött, betömött szájú katonát.	Người ta đã tìm thấy ở trong phòng d Artagnan và Porthos hai tên lính bị trói và bịt miệng.
Végtagjaik szabadságát, nyelvük mozgását rögtön visszakapták ugyan, de mondani egyebet se mondhattak, mint amit tudtak, vagyis, hogy mi módon csípték nyakon, vetkőztették le s kötötték gúzsba őket.	Người ta cứu cho chúng ngay, nhưng chúng chẳng biết nói gì hơn ngoài điều chúng biết, nghĩa là chúng đã bị tóm, bị trói và bị lột quần áo như thế nào.
Hogy Porthos és D’Artagnan mit mívelt, miután elhagyták a szobát ugyanúgy, ahogy ők bekerültek, efelől éppoly tudat­lanok voltak, mint a kastély többi lakója.	Nhưng còn sau khỉ d Artagnan và Porthos đã ra ngoài bằng lối chúng vào, tình hình ra sao thì chúng cũng mù tịt như mọi người khác ở trong lâu đài.
Csak Bernouin tudott valamivel többet.	Chỉ có Bernouin là có biết hơn những người khác chút ít.
Bernouin, gazdáját nem látván visszatérni, s hallván az éjfelet, rászánta magát, hogy behatol a télikertbe.	Chuông điểm nửa đêm rồi mà không thấy chủ mình trở về, hắn bèn đi vào khu vườn cam xem.
Már az első, bútorokkal eltorlaszolt ajtó elég gyanús volt neki; gyanúját azonban senkivel sem akarta közölni, s türelmesen utat tört magának az összevisszaságon át.	Cửa đầu tiên bị chặn bằng các đồ đạc đã gây cho hắn đôi điều nghi ngờ, nhưng hắn không nói cho ai biết và kiên nhẫn dọn đường đi qua đống lộn xộn ấy.
Aztán a folyosóra ért, s minden ajtaját nyitva találta.	Rồi khi đến hành lang hắn thấy các cánh cửa đều mở tung.
Éppígy nyitva volt az Athosé, s az is, mely a parkba szolgált.	Cửa phòng Arthos và cửa đi ra vườn cũng mở.
Látta, hogy a nyomok a falnál végződnek; a túlsó oldalon is ugyanezeket a nyomokat találta, aztán lovak topor­gásának a nyomait, majd egy egész lovascsapatéit, mely Enghien irányában távolodott.	Sang bên kia tường lại vẫn thấy những dấu chân ấy, rồi vết chân ngựa giẫm tại chỗ, rồi dấu tích của cả một toán kỵ binh đi xa về phía d Enghien.
Ettől fogva semmi kétsége sem volt afelől, hogy a bíborost a három fogoly elrabolta, mivel a foglyok vele együtt tűntek el; s rohant Saint-Germainbe, hogy a történteket a királynéval tudassa.	Từ lúc ấy hắn không còn nghi ngờ gì nữa rằng ông giáo chủ đã bị ba người tù bắt cóc mang đi, và hẳn vội chạy về Saint-Germain để báo cho hoàng hậu về sự mất tích ấy.
Nos, miután D’Artagnan nem tett ki csoportot, hisz egyedül volt s nem távolodott Rueil-től, hanem éppen Saint-Germainbe tartott, ki sem törődött vele, és senki sem állta útját.	Do d Artagnan không đi thành toán mà đi một mình lại đi tới Saint-Germain, cho nên chẳng ai chú ý tới anh và chuyến đi của anh chẳng bị trở ngại gì.
Az első ember, aki követünket az ódon kastély udvarába lépvén megpillantotta, maga Bernouin volt, ki is, a küszöbön állván, híreket várt eltűnt gazdájáról.	Khi vào đến sân của toà lâu đài cổ, người đầu tiên trông thấy vị sứ giả lại chính là Bernouin, hắn ta đang đứng một mình ở ngưỡng của chờ đợi tin tức của ông chủ mất tích.
D’Artagnan láttán, amint lóháton bevonul a díszudvarba, Bernouin dörzsölni kezdte a szemét, s azt hitte, álmodik.	Nhìn thấy d Artagnan cưỡi ngựa nghễu nghện đi vào trong sân danh dự, Bernouin dụi mắt ngỡ mình trông lầm.
- D’Artagnan úr!	- Ông d Artagnan!
- Én magam, Bernouin uram!	- Tôi đây, ông Bernouin ạ!
- Ugyan bizony mit keres itt az úr?	- Thế ông đến đây làm gì?
- Híreket hozok Mazarin őeminenciájától, méghozzá a legfrissebbeket!	- Mang đến đây tin tức của ngài Mazarin, mà tin tức mới nhất cơ đấy!
- Mi van hát vele?	- Thế ngài ấy ra sao rồi?
- Olyan jól érzi magát, mint maga vagy én.	- Vẫn khỏe như ông và tôi.
- Nem érte hát semmi kellemetlenség?	- Không có chuyện gì tai hại xảy đến với ngài chứ?
- Semmi a világon.	- Tuyệt đối không.
Éppen csak szükségét érezte, hogy kiruccanjon Île-de-France-ba, s meg­kért bennünket, La Fčre grófot, Du Vallon urat meg engem, hogy kísérjük el.	Ngài chỉ cảm thấy cần phải làm một chuyến đi ra khỏi Ile de France và đã yêu cầu bá tước de La Fère, ông Du Vallon và tôi cùng đi.
Nagyon is hűséges szolgái vagyunk, semhogy e kérést megtagadtuk volna.	Là tôi tớ của ngài, chúng tôi chẳng thể nào từ chối một yêu cầu như vậy.
- Most itt van.	- Các ông đây rồi?
- Őeminenciájának valami üzennivalója volt őfelségének, titkos és bizalmas dolog, melyet csak hűséges emberre bízhatott, ezért engem küldött Saint-Germainbe.	Các hạ có chuyện cần nói với Hoàng hậu, một chuyện riêng tư và bí mật, một sứ mệnh chỉ có thể uỷ thác cho một người chắc chắn, cho nên ngài đã phải tôi về Saint-Germain.
Így hát, kedves Bernouin uram, ha valami örömet akar szerezni a gazdájának, értesítse őfelségét, hogy megjöttem, s mondja meg, mi célból.	Vậy thì, ông Bernouin thân mến ơi, nếu ông muốn làm một điều gì đó vui lòng chủ của ông, thì hãy trình báo với Hoàng thượng rằng tôi đến và đến vì mục đích gì.
Akár tréfált, akár komolyan beszélt, lévén nyilvánvaló, hogy a mostani körülmények közt D’Artagnan az egyetlen, aki a királyné nyugtalanságát csillapíthatja, Bernouin nem akadékoskodott, hanem sietett őfelségét e különös követségről értesíteni, s miként az előre látta, parancsot kapott, hogy D’Artagnan urat tüstént bebocsássa.	Dù anh nói nghiêm chính hay là nói bông đùa, thì trong tình huống hiện giờ, rành rành chỉ có d Artagnan là người duy nhất có thể gỡ mối băn khoăn lo lắng cho Anne d Autriche, cho nên Bernouin chẳng gây khó khăn gì và vào trình với Hoàng hậu cái chức đại sứ kỳ quặc kia và như hắn đã dự đoán, Hoàng hậu ra lệnh đưa d Artagnan vào ngay.
Három lépésre tőle fél térdre ereszkedett, s átnyújtá a levelet.	Đến cách Hoàng hậu ba bước, anh quỳ một chân xuống và trình bức thư.
- Bocsánat, asszonyom, de úgy látom, vagy én fejeztem ki rosszul magam, vagy felséged értette tévesen; nincs ebben se bűn, se árulás, Mazarin úr fogságban tartott bennünket, Du Vallon urat meg engem, mert képtelenek voltunk elhinni, hogy azért küldött Angliába, hogy nyugodtan nézzük végig, mint vágják le I. Károly királynak, felséged boldogult férje sógo­rának, Henriette asszony, vagyis felséged testvérhúga és vendége férjeurának a fejét, mi pedig mindent elkövettünk, hogy megmentsük e mártír király életét.	Ngài Mazarin bắt giam ông duy Vallon và tôi, bởi vì chúng tôi không thể ngờ rằng ngài phải chúng tôi sang nước Anh cốt chỉ để yên lặng xem người ta chém đầu vua Charles đệ nhất, anh rể của cựu vương đã khuất là chồng Lệnh bà, vua Charles là chồng của bà Henriette em chồng Lệnh bà và hiện là khách của Lệnh bà, và chúng tôi đã làm hết sức mình để cứu tính mạng của ông vua tuẫn tiết.
Szentül hittük tehát, a barátom meg én, hogy valami tévedés áldozatai vagyunk, és köztünk meg eminenciája közt szükséges valami magyarázkodás.	Cho nên chúng tôi tin chắc rằng trong chuyện này có điều gì lầm lẫn mà chúng tôi là nạn nhân, và một sự biện giải giữa chúng tôi với Các hạ là cần thiết.
Nos, hogy ez a magyarázkodás gyümölcsöző is legyen, csendben-nyugalomban kellett lezajlania, kellemetlen zajoktól távol.	Muốn cuộc biện giải có kết quả, nọ phải tiến hành một cách lặng lẽ, xa những kẻ quấy nhiễu.
Következésképp elvittük eminen­ciáját a barátom kastélyába, és ott kimagyarázkodtunk.	Vì vậy chúng tôi đã đưa ngài giáo chủ đến lâu dài của một bạn tôi, và ở đó chúng tôi biện giải với nhau.
Mazarin úr azt hitte, Cromwell generálist szolgáltuk, ahelyett hogy Károly királyt szolgáltuk volna, ami olyan szégyen lett volna, hogy rólunk őrá, őróla felségedre is kihatott volna: olyan aljasság, mely gyökerében szennyezte volna be felséged dicső fiának uralkodását.	Ngài Mazarin đã tưởng rằng chúng tôi phục vụ tướng Cromwell, chứ không phục vụ vua Charles vì như vậy sẽ là một điều hổ nhục từ chúng tôi lan sang ngài, và từ ngài sang Hoàng thượng, một điều hèn nhát có thể làm hoen ố đến tận nguồn gốc vương vị của quý hoàng tử vẻ vang.
Miután Mazarin őeminenciájának bebizonyítottuk ennek ellenke­zőjét, készek vagyunk felséged előtt is bebizonyítani, emlékeztetvén a felséges özvegyre, ki a Louvre-ban sírdogál, hová királyi bőkezűséged szállásolta.	Do chúng tôi đã nêu ra chứng cớ trái ngược lại, và chứng cớ ấy chúng tôi sẵn sàng trình bày với đích thân Hoàng thượng bằng cách kêu với bà quả phụ tôn nghiêm đang than khóc trong vùng Louvre mà lòng đại độ cao quý của Hoàng thượng đã dung nạp.
