1	CHƯƠNG 1
Leszállt a létráról, egy másik elárusító foglalta el a helyét, át kellett gázolnia a szövetek áradatán, mely egyre magasabbra emelkedett a padlón.	Anh ta bước từ ghế đẩu xuống, một nhân viên bán hàng khác lên thay; và anh ta phải bước qua cả làn sóng lụa vẫn dâng cao trên sàn nhà.
Most már minden osztályon ilyen leomlott tömegek torlaszolták el az utat; a polcok, a skatulyák, a szekrények lassanként kiürültek, mindenfelől ömlött az áru, elzárva az utat az asztalok között, állandóan szaporodva.	Bây giờ, ở khắp mọi gian hàng, các đống hàng sập đổ như vậy ngổn ngang trên đất; những ngăn; những hộp các-tông; những tủ rỗng dần, các hàng hóa thì tràn ngập khắp nơi, ở dưới chân, giữa những bàn, trong cơn lũ liên tục.
A vászonnemű-osztály­ról messze hallatszott a vásznak súlyos zuhanása; a rövidáru-osztályon halkan zörögtek a skatulyák; a bútorosztályról tompa dübörgés hangzott.	Ở gian đồ trắng, có tiếng thình thịch của những chồng chúc bâu đổ xuống, gian tạp hóa thì tiếng loảng xoảng nhẹ của những hộp và có tiếng ầm xa xa từ quầy đồ đạc.
Egyszerre szólt valamennyi hang, élesen és mélyen, számok süvöltöttek a levegőben, recsegő zaj verte fel az óriási csarnokot, olyan, mint az erdő hangja januárban, mikor a szél zörgeti a száraz ágakat.	Mọi thứ giọng hòa với nhau, giọng the thé, giọng ồm ồm, những con số rít lên trong không khí, một tiếng ồn xôn xao rung cả gian buồng mênh mông như giáo đường, tiếng ồn của rừng tháng Giêng, khi gió luồn qua các cành cây.
Favier végre keresztülvágta magát, és elindult az ebédlőtermekhez vezető lépcsőn.	Favier cuối cùng ra thoát và leo cầu thang đến phòng ăn.
A "Hölgyek Örömé"-nek kibővítése óta ezek a termek a negyedik emeleten voltak, az új épület­szárnyakban.	Từ khi hiệu Hạnh phúc các bà mở rộng thì các buồng ăn đặt ở gác tư, trong những tòa nhà mới.
Annyira sietett, hogy utolérte Deloche-t és Liénard-t, akik előtte indultak el; aztán visszafordult az utána jövő Mignot-hoz.	Vì đi mau, anh ta theo kịp Deloche và Liénard lên trước anh ta; thế là anh ta quay lại đi với Mignot ở đằng sau.
- Mi az ördög?	— Quỷ quái!
Ünnepi lakoma!	Thật linh đình!
Csirkehús vagy ürüszelet és articsóka olajban!...	Gà tơ hay đùi cừu thái mỏng và a-ti-sô trộn dầu!
Azt hiszem, az ürüszelet megbukik.	Món đùi cừu của họ cứ gọi là nhão!
Mignot vigyorogva dörmögte:	Mignot vừa cười nhạo vừa lẩm bẩm:
Eközben Deloche és Liénard megkapták az adagjukat és tovább mentek.	Bấy giờ Deloche và Liénard đã lấy khẩu phần của họ rồi bỏ đi.
Favier odahajolt az ablakhoz, és hangosan beszólt:	Favier liền cúi xuống cửa ló nói thật to:
- Csirke.	— Gà tơ.
De várnia kellett; egyik pincér, aki a csirkét szeletelte, megvágta az ujját, s ez fennakadást okozott.	Nhưng anh ta phải đợi, một nhân viên phục vụ thái thịt vừa bị đứt tay, thế là đâm ra bối rối.
Favier ott maradt az ablaknyílásban, és nézegette a konyhát, az óriási méretű beren­dezést, a központi tűzhelyt, amelyhez két mennyezethez erősített sín a csigák és láncok egész rendszerének segítségével hordozta az óriási üstöket, amiket négy ember sem bírt volna felemelni.	Anh ta vẫn ghé mặt vào lỗ cửa, nhìn nhà bếp được thiết bị đồ sộ, với bếp lò chính giữa, trên đó hai đường rầy đóng vào trần, do hệ thống ròng rọc và dây xích, dẫn tới những chiếc nồi khổng lồ mà bốn người không nhấc nổi.
A tűz sötétpiros fényében fehér ruhás szakácsok ügyeltek fel az esti húslevesre, vaslétrákon állva, hosszú nyelű habszedő kanalakkal felszerelve.	Những tay nhà bếp, mặc đồ trắng bốp trong ánh đỏ sẫm của gang, đang trông món xúp buổi chiều, họ đứng trên những thang sắt, cầm những môi hớt bọt có cán dài to tướng.
A fal mellett akkora rosté­lyok voltak, hogy egy-egy vértanút lehetett volna pörkölni rajtuk, a serpenyőkben egy egész birka megsült volna, volt még ott egy hatalmas tányérmelegítő s egy teli márványmedence, melybe állandóan csurgott a víz.	Rồi, bên tường là những vỉ nướng thịt khả dĩ nướng được cả người, những xoong trộn cả một con cừu, một máy hong bát đĩa đồ sộ, một chậu đá hoa có vòi nước chảy đều.
Baloldalt edénymosót lehetett látni, kőkifolyói akkorák, mint egy-egy halasmedence; másik oldalt, jobbra, élelmiszer-raktár nyílt, homályosan látszottak az acélkampókon függő vörös húsok.	Và, phía bên trái là nơi rửa ráy với những thùng rửa bát bằng đá rộng như bể tắm, còn bên phải là một chạn ăn, nhìn thoáng qua thấy những súc thịt tươi xiên vào những móc thép.
Egy krumplihámozó gép szabályos malomkattogással működött.	Một chiếc máy gọt khoai tây chạy kêu tích tắc như cối xay.
A kukták, két kis kocsiban, letisztogatott salátát toltak kifelé, hogy a vízvezetéknél felfrissítsék.	Hai chiếc xe nhỏ, đầy xà lách đã nhặt, do hai phụ bếp kéo đưa đi tưới cho tươi dưới một vòi nước.
Aztán megfordult, és halkabban hozzátette:	Rồi quay lại, anh ta nói khẽ thêm:
- Valamelyik megvágta az ujját... Undorító, a vére belefolyik az ételbe.	— Có một gã bị đứt tay… Thật là tởm, máu chảy cả vào thức ăn.
Mignot is látni akarta.	Mignot muốn xem.
A két fiatalember az ablakon bekandikálva, kicserélte észrevételeit, e falanszter-konyha előtt, ahol gigászi méretűvé növekedtek a legkisebb eszközök, még a nyársak és szalonnázó tűk is.	Và bây giờ hai chàng trai, thò đầu qua cửa ló, trao đổi ý kiến trước gian nhà bếp tập thể, ở đó bất cứ dụng cụ gì cho đến cái tiêm, cái xiên thịt cũng trở thành to cực kỳ.
Kétezer ebédet és kétezer vacsorát kellett itt felszolgálni, nem beszélve arról, hogy az alkalmazottak száma hétről hétre növekedett.	Nơi đây phải phục vụ hai nghìn suất ăn sáng và hai nghìn suất ăn chiều, chưa nói là số nhân viên cứ tăng lên hàng tuần.
A segédek ebédlője most óriási terem volt, ahol kényelmesen elfért a három sorozat ötszáz-ötszáz terítéke.	Bây giờ phòng ăn của thư ký là một buồng rộng thênh thang, ở đó năm trăm người ăn mỗi một trong ba lớp ngồi thoải mái.
E terítékek hosszú mahagóni asztalokon sorakoztak, melyek széltében, párhu­za­mosan voltak elhelyezve; a terem két végén ugyanilyen asztalok voltak fenntartva a felügyelőknek és osztályvezetőknek; középen egy pult, a külön rendelések számára.	Người ăn xếp dọc theo những bàn gỗ đào hoa tâm dài kê song hàng theo chiều rộng của gian buồng; ở hai đầu buồng, những bàn y như thế dành cho các viên thanh tra và gian hàng trưởng, và ở khoảng giữa có quầy bán món ăn phụ.
Jobbról, balról nagy ablakok világították meg fehér fénnyel ezt a termet, melynek négy méter magas mennyezete is alacsonynak látszott, a helyiség roppant arányaihoz képest.	Những cửa sổ rộng, bên phải và bên trái, để lọt vào gian buồng một ánh sáng trắng; trần nhà, mặc dầu cao bốn thước, có vẻ thấp, bẹp gí vì những chiều khác phát triển quá mức.
Az olajfestékkel világossárgára mázolt falaknak nem volt egyéb díszítése, csak a szalvétás szekrények.	Trên các bức tường, sơn dầu màu vàng nhạt, những ô để khăn mặt là đồ trang trí duy nhất.
Az első ebédlőterem után következett a szolgáké és kocsisoké, ahol megszabott rend nélkül folyt az étkezés aszerint; hogy a szolgálat kinek mikor engedett időt.	Tiếp theo phòng ăn thứ nhất này là phòng ăn của nhân viên phục dịch cửa hàng và người đánh xe, ở đó các bữa ăn phục vụ không đều, tùy theo nhu cầu của công việc.
- Micsoda, maga is combot kapott, Mignot?	— Sao, Mignot, cậu cũng được một đùi.
A többi segéd is elhelyezkedett körülöttük.	Những viên thư ký khác ngồi xung quanh họ.
Abrosz nem volt, a tányérok repedt hangon koppan­tak a mahagónin; ebben a sarokban mindenki felkiáltott, mert valóban csodálatos volt a combok óriási száma.	Không có khăn trải bàn, đĩa chạm vào gỗ đào hoa tâm thành tiếng rạn; và hết thảy mọi người trong buồng reo lên, vì số đùi gà thật lớn.
- Csupaláb csirkék - jegyezte meg Mignot.	— Lại thế nữa, gà chỉ có chân!
Azok meg, akiknek a melle jutott, mérgelődtek.	Mấy anh vớ phải những miếng mình gà cáu tiết.
Mouret most már nem vállalkozóval egyezett meg állandó összegben, ő vezette a konyhát is, úgy szervezte meg a szolgálatot, mint akármelyik osztályon, vezetővel, helyettes­sel, felügyelővel; ha többet költött is, több munkát kapott cserébe a jobban táplált személyzettől, bár a gyakorlati humanizmusnak ez a számítása Bourdoncle-nak sehogy sem fért a fejébe.	Mouret không dùng một tay thầu khoán để chi một số tiền cố định nữa, anh tự mình chỉ đạo cả nhà bếp, tổ chức thành một dịch vụ như một gian hàng, có một trưởng và nhiều phó phòng, một thanh tra; và nếu anh bỏ thêm tiền ra thì công việc chạy hơn, và nhân viên được bồi dưỡng tốt hơn, sự tính toán một cách nhân đạo thực tiễn đó khiến Bourdoncle kinh ngạc mãi.
- No, az enyém legalább puha - folytatta Mignot.	— Này, miếng của mình cũng mềm thôi.
A nagy kenyér körbe járt, s mikor utolsónak ő is vágott egy karéjt, visszadöfte a kést a héjába.	Chiếc bánh to đi vòng quanh, và hắn là người cuối cùng cắt lấy một lát, xong hắn lại cắm dao vào cùi bánh.
Mind hangosabban csörömpöltek a villák, kotyogtak a kiürülő palackok, koppantak a hirtelen letett poharak, s mind hangosabb lett az ötszáz, buzgón rágó, kemény állkapocs zaja.	Tiếng nĩa loảng xoảng thêm, tiếng chai rót rượu ùng ục, tiếng cốc đặt mạnh xuống bàn, tiếng nghiến của năm trăm hàm răng vững chãi năng nổ nhai.
Deloche Baugé és Liénard között ült, majdnem szemközt Favier-val, mindössze néhány hely választotta el tőle.	Deloche lúc đó ngồi giữa Baugé và Liénard, hầu như đối diện với Favier, cách nhau vài chỗ.
Haragos pillantást vetettek egymásra.	Cả hai hằn thù lườm nhau.
Szomszédaik összesúgtak, már hallottak tegnapi veszekedésükről.	Những người ngồi bên xì xào, vì họ biết chuyện hai anh cãi nhau hôm trước.
Aztán nevettek Deloche balszerencséjén, aki mindig éhes volt, és mintha csak átok ülne rajta, mindig a legrosszabb darabot kapta az egész asztalnál.	Rồi họ cười về chuyện rủi của Deloche, lúc nào cũng háu đói, mà khi nào cũng vớ phải miếng tồi nhất, cứ như vì số phận hẩm hiu.
- szólt hozzá Baugé.	– Baugé bảo anh ta.
Deloche vállat vont.	Nhưng hắn nhún vai.
A rövidáru-osztály elárusítóiról beszélt.	Anh ta nói về những người bán hàng tạp hóa.
Az egész asztal ezen mulatott.	Thế là cả bàn nhộn lên.
Két falás között, tele szájjal, mindegyik megeresztett egy mondatot, hozzátoldott egy újabb részletet; csak a meg­rög­zött olvasók maradtak némák, mindenről megfeledkezve bújták az újságjukat.	Giữa hai miếng ăn, giọng nói nhầy nhụa, mỗi người nói một lời, thêm một chi tiết, duy chỉ có những tay đọc báo ngang ngạnh vẫn câm lặng, mất hồn, chúi mũi vào tờ báo.
Abban egyet­értettek, hogy a kereskedelmi alkalmazottak színvonala évről évre javul.	Người ta đồng ý: mỗi năm, nhân viên thương nghiệp sống ra trò hơn.
Ma már majd­nem minden második beszél németül vagy angolul.	Gần một nửa bây giờ biết tiếng Đức hay tiếng Anh.
Nem divat többé közöttük, hogy lármás botrányokat rendezzenek Bullier-nél, s a zenés kávéházakban kifütyüljék a csúnya énekes­nőket.	Lịch sự không còn ở chỗ đi làm nhộn ở Bullier, lui tới các quán cà-phê ca nhạc để huýt sáo mấy cô ca sĩ xấu nữa.
- Vajon van-e zongorájuk, mint a vásznasoknak?	— Họ có dương cầm như bọn bán vải không?
- kérdezte Liénard.	– Liénard hỏi.
A nevetés még hangosabb lett, gúnyolódtak a kis Bavoux-val; de azért a nevetés mögött tisztelet rejlett.	Họ lại càng nhộn, họ tán dóc về tay oắt Bavoux, tuy nhiên, trong những tiếng cười có niềm kính trọng lớn.
Aztán szóba került a Népszínház egyik darabja, amelyben egy rőfös csúnya szerepet játszott; volt, aki ezen bosszankodott, mások meg amiatt nyugtalankodtak, hogy vajon hány órakor eresztik el őket este, mert estélyekre voltak hivatalosak polgári családok­hoz.	Rồi người ta chuyện trò về một vở của rạp Vaudeville, ở đó có một tay bán vải sắm một vai đê tiện; nhiều người lấy làm bực trong khi một số khác lo lắng về giờ buổi chiều, vì họ phải đi dự cuộc vui buổi tối ở những gia đình tư sản.
És az óriási terem minden részében hasonló beszélgetések hallatszottak, a mind hango­sabb edénycsörömpölés közben.	Và ở khắp nơi trong gian buồng thênh thang, diễn ra những cuộc bàn tán như thế, trong tiếng ồn càng ngày càng lớn của bát đĩa.
Hogy kimenjen az ételszag, az ötszáz terítékről felszálló meleg pára, kinyitották az ablakokat, melyeknek leeresztett függönyeit áthevítette a forró augusztusi napsütés.	Để xua hơi đồ ăn, cái hơi nóng từ năm trăm đĩa ăn bày loạn xạ bốc lên, người ta đã mở các cửa sổ, các mành hạ xuống nóng bỏng cái oi bức của mặt trời tháng Tám.
