ELSŐ RÉSZ	PHẦN THỨ NHẤT
Te szabadít fehéreket.	Bỗng có cái gì đó rơi xuống nền gạch.
A többiek elismerése ilyenkor rendkívül legyezgette az önérzetét.	Các tù nhân ngạc nhiên và im lặng.
A képviselő a legmerészebb dicséreteket is szemrebbenés nélkül vette tudomásul, de csak azért, hogy tovább dicsérjék.	Trong bóng đêm, họ không nhận ra vật gì và từ đâu bay tới.
Amédée Florence leginkább napi feljegyzéseivel bíbelődött.	Amédée Florence trấn tĩnh lại trước tiên.
Nem telt el nap, hogy szakmai kötelességének eleget ne tett volna.	Anh tìm thấy vật bí ẩn nọ trong giây lát.
- Nagyon tolakodónak tartana, Poncin úr - szólt egy szép napon hallgatag útitársához -, ha megkérdezném, mit jegyezget olyan gondosan.	Đó là một viên đá có dây cột, đầu kia của sợi dây vắt ngang qua lan can, có lẽ nó thòng xuống dưới sông Đỏ.
Poncin úr arca felragyogott.	Thế nghĩa là sao?
Mikor B annyi idős lesz, mint A most, az éveik összege egyenlő lesz N évvel.	Hay ở Blackland các tù nhân có người bạn chưa quen biết muốn báo tin cho họ?
Mennyi idős A és mennyi B?" Ha A életkorát x-nek tekintem...	Để biết được điều này chỉ cần kéo sợi dây lên.
- De ez a feladat számunkra nem kérdés, Poncin úr! - kiáltott fel Amédée Florence.	Nhưng Amédée Florence phải nhờ đến bác sĩ Châtonnay.
- rökönyödött meg Amédée Florence.	Họ phân vân một chút.
- Bizony, uram!	Làm gì đây?
- Nem valami fiatalok - jegyezte meg Amédée Florence szemrebbenés nélkül.	— Chúng ta hãy buộc dây vào lan can, – Amédée Florence đề nghị.
- De mi van a többi ezerszázkilencvenegy megoldással?	– Lúc ấy chúng ta sẽ biết người đã mang nó đến đây muốn gì.
- Azok is kifogástalanul pontosak.	Và họ đã làm như thế.
Ha tízezer évet élnék, akkor sem érnék a végére.	Sợi dây căng ra ngay lập tức.
- szakította félbe Florence megrettenve.	Họ nhanh chóng nhận ra một bóng người.
- Inkább mondok egy másik feladatot, amelynek talán megvan az az érdeme, hogy az ön számára újdonság.	Lát sau, người lạ đã leo qua lan can và nhảy tới chỗ các tù nhân đang đứng ngây người ra.
- Ugyan, Florence úr!	— Tongané!
- tiltakozott Poncin úr fontoskodva.	– họ kiềm giọng kêu lên.
- kiáltott fel, és a február 16-i keltezésű feljegyzésre mutatott.	Anh hoàn toàn không nghĩ đến việc bỏ chạy, anh tiếp cận bọn cướp.
- Hetven nap alatt kilenc antilopcsordát láttunk, összesen háromezerkétszázkét főt, magam számláltam meg, s ez átlagosan, csordánként, négyszázharmincnégy egész, tizenegy század antilopot jelent.	Anh lần theo dấu vết của bọn chúng, vượt qua sa mạc với muôn vàn thiếu thốn, chỉ sống bằng những mẩu thức ăn ít ỏi nhặt được ở nơi bọn chúng dừng lại nghỉ chân.
Évi átlagban tehát matematikailag negyvenhat egész, kilencvenhárom század nyájjal találkoztunk volna, vagyis húszezer-háromszázhetvenkét egész, hetvennyolc század anti­loppal.	Phải đi bộ nhưng anh vẫn cố bám sát đoàn người, ngựa và mỗi ngày đi được năm mươi km.
Hogy napi átlagban falvanként huszonnyolc ezred újszülött jön a világra, és hogy ez a huszonnyolc ezred rész megfelel napi kétszázhetven egész, két ezred leánynak és százkilencvenkilenc egész, tizenhét ezred fiúnak!	Anh dùng dây vượt qua khu Dân sự, đến bên bờ sông và suốt hai ngày liền trốn trong ống máng ở đấy chờ cơ hội thuận tiện.
- Elismerem, csodálatos, de nekem egy kicsit sok.	Tất cả những chuyện ấy sau này mới được rõ.
Csak még egy utolsó kérdést: azok a hieroglifák, amelyeket annak idején volt bátorságom kimásolni a füzetéből, mind ilyesmikre vonatkoznak?	Còn bây giờ Tongané chỉ tuyên bố là mọi người có thể trốn đi bằng chính con đường mà anh đã đến.
Most már a két szám közül melyik a helyes?	Ban ngày có thể núp trong một cái khe nào đó để tránh tàu lượn.
- Mind a kettő - jelentette ki Poncin úr mély meggyőződéssel.	Đến Niger còn bốn trăm năm mươi km, bơi chừng bốn năm đêm là tới.
- Az első helyes volt december 5-én, a második február 16-án.	Kế hoạch được thảo luận và thông qua nhanh chóng.
- Közben pedig valami szörnyű járvány pusztított, amit mi észre sem vettünk...	Nhưng trước khi thực hiện, cần phải thoát khỏi Tchoumouki.
- Egy statisz­tikusnak, ha méltó akar maradni e címre, szigorúan tilos mérlegelnie és következtetnie.	Để Jane Buxton, Poncin vô tích sự và Tongané ở lại trên sân tháp, các tù nhân bắt đầu đi xuống cầu thang.
Ő szemlél, megfigyel, összeír, főleg számol, és a kutatásai, megfigyelései számokba öntve minden más helyett beszélnek.	Mới xuống được có mấy bậc mà họ đã trông thấy Tchoumouki đang uể oải kết thúc công việc trong ngày.
- ...legyen, et cetera.	Hắn không hề để ý đến họ.
- Et cetera - hagyta rá Poncin úr gondolkodás nélkül.	Saint-Bérain tấn công đầu tiên.
- Uram, a statisztika a mozdulatlanság állandóan mozgásban levő tudománya.	Đôi tay khỏe mạnh của anh chộp lấy cổ họng của Tchoumouki, hắn không kịp kêu lên tiếng nào.
Amédée Florence, mivel a kíváncsiságát messze a reményein túl kielégíthette, e csodálatos aranymondás tudomásulvételével igyekezett a beszélgetést befejezni.	Họ trói Tchoumouki lại, nhét giẻ vào miệng hắn và nhốt hắn vào buồng, còn chìa khóa thì quẳng xuống sông Đỏ.
Mikor a foglyok mind együtt voltak, általában komolyabb kérdésekről beszélgettek.	Hắn bị ngăn lại trong chừng mực có thể được là thế.
- A kiejtése efelől semmi kétséget sem hagy.	Nước mưa đổ xuống ào ào, gió giật từng cơn.
- Számomra ez még érthetetlenebb - vette át a szót Amédée Florence -, mert én Harry Killert őrültnek tartom.	Việc leo xuống sông được bắt đầu ngay và nó đã diễn ra hết sức tốt đẹp.
- Legalább félig az is - helyesbített Châtonnay doktor -, de a másik felében idült alkoholista, s ez így még veszedelmesebb.	Những người vượt ngục lần lượt theo dây tụt xuống, đầu dưới của sợi dây đã được buộc vào thuyền.
- Ez a típus nem ritka Afrikában - magyarázta Châtonnay doktor.	Trước khi rời sân tháp, Tongané đã để ý tháo sợi dây ra khỏi cái trụ mà nó đã cột vào.
- A fehérek itt állandóan a bennszülöttek között élnek, akikkel kényükre-kedvükre azt tehetnek, amit akarnak, s ez gyakran kegyetlen szatrapákká teszi őket.	Anh vắt sợi dây qua thân trụ, nắm hai đầu của nó tụt xuống, rồi thu dây, vậy là không còn vết tích gì của cuộc trốn chạy.
A zsarnokság a gyarmatokon olyan, mint a járvány.	Thuyền nhổ neo, trôi theo dòng.
Harry Killer messzebb ment az átlagnál, ennyi az egész.	Những người vượt ngục nép mình vào mạn thuyền.
- Egy bolondban pedig nem szabad megbíznunk.	Họ sẽ cầm chèo khi nào đã ra khỏi thành phố.
Viszont ezt a napot két különböző természetű esemény tette emlékezetessé.	Vài phút sau, thuyền bỗng va phải vật cản nên dừng lại.
Jane Buxton és a többiek is tartózkodtak attól, hogy Tongané felől kérdezősködjenek, mert Malik elgyötört arcából láthatták, hogy semmit sem tud a fiatal négerről.	Những người vượt ngục thất vọng vì thấy rằng trước mắt họ là một hàng rào sắt cao, bên trên có những tấm sắt và nó ngập sâu trong nước.
Két órával Malik megérkezése után egy másik, egészen más természetű esemény történt.	Họ đã men theo hàng rào sắt một cách vô ích: hai bên của nó áp sát vào hai bờ sông.
Amint a néger távozott, élénk vita alakult ki Harry Killer fura szándéka körül.	Harry Killer hành động chính xác.
Abban mindnyájan egyetértettek, hogy útitársnőjüknek semmiképpen sem szabad elválnia tőlük.	Mọi biện pháp đề phòng đã được áp dụng: ban ngày, sông Đỏ được thông thương, nhưng ban đêm thì bị chắn lại.
Amikor önöket végigmotozták, egy nővel szemben nem tartották szükségesnek ezt a biztonsági intézkedést, és megmaradt ez a fegyverem.	Mất khá nhiều thời gian trước khi những người vượt ngục hoang mang trấn tĩnh lại được.
Azzal Jane Buxton elővonta a testvére sírjában talált tőrt, amelyet azóta a keblébe rejtve magával hordott.	Họ sầu não đến mức không còn cảm thấy mối đe dọa hãi hùng.
- Nyugodjanak meg, ha rászorulok, tudom, hogy kell kezelni - jelentette ki elszántan.	Đừng mơ tưởng đưa thuyền qua hàng rào chắn làm gì vô ích.
Alighogy tőrét visszacsúsztatta a blúzába, a félelemtől félőrülten megjelent Tchumuki.	Mà không có thuyền thì không thể chạy thoát.
Ha pedig még egyszer ellenkezni merészel, a hat foglyot azonnal akasszák fel.	Nếu lên bờ thì bên trái là nhà máy, bên phải là khu các Chàng trai Vui tính.
De erőnek erejével sem tudták visszatartani.	Tất cả các hướng đi đều bị tắc.
- kiáltották egyszerre, amikor megpillantották.	— Chúng ta không thể ngủ lại đây được!
- Mi történt volna?	– Amédée Florence nói.
Semmi bajom - válaszolta a fiatal lány, de még mindig remegett.	— Thế ông bảo phải đi đâu nào?
- Végül is mit akart öntől?	– Barsac chán nản hỏi.
Amint beléptem, szokása szerint inni kezdett, pedig már félig részeg volt.	— Đi đâu cũng được, miễn là không đến chỗ "Đức vua" Harry Killer!
Nyugodtan végighallgattam, s végül megjegyeztem, hogy egy hónap gondolkodási időt adott, amiből még csak egy hét telt el.	– Nếu chúng ta không kén chọn thì tại sao ta không thể thu xếp ở nơi mới, ở chỗ hình như được gọi là nhà máy?
Azt hiszem, némi befolyásom van erre az őrültre.	Quả thật nên thử lắm chứ.
Biztosított, hogy tiszteletben tartja a hónap gondolkodási időt, és addig nem dönt felőlünk, de csak azzal a feltétellel, ha minden délutánt a társaságában töltök.	Trong cái thế giới bé nhỏ khác với cả thành phố này, họ có thể sẽ được người ta giúp đỡ.
- jajdult fel kétségbeesetten Saint-Bérain.	Dầu sao cũng chẳng có gì tệ hại hơn nữa.
- Feltétlenül - válaszolta Jane Buxton -, de ha az első délután történtekből indulunk ki, nem hiszem, hogy a legkisebb veszély is fenyegetne.	Họ bơi vội về phía bờ trái và cập bến gần chỗ bức tường, bên dưới con đường tuần tra quanh nhà máy.
Hét óra előtt mar teljesen elázott, és addig is csak a pipáját kellett tömködnöm, s a poharát kellett megtöltenem, aztán, mikor horkolni kezdett, felhasználtam az alkalmat és eljöttem.	Mặc dù tiếng gào thét của thiên nhiên át đi mọi thứ tiếng động và tất cả các cảnh vật đều chìm trong màn mưa, họ vẫn bước đi thận trọng.
A város igazgatására, valamint a mezőgazdasági munkákra vonatkozó utasításaiban nem volt semmi titkolnivalója, de Harry Killer időnként hol az egyik, hol a másik tanácsosa füléhez hajolt, s valamit súgott, hogy Jane még csak ne is sejthesse, amit el akart előtte titkolni.	Xuyên qua làn mưa, những người vượt ngục nhìn thấy góc tường phía Tây và phía Bắc của nhà máy ở cách họ hai mươi mét và họ không dám đi tiếp vì cạnh góc tường có một chòi canh, có lẽ tên lính gác đang trú mưa trong đó.
A tanácsülés rendszerint négy óráig tartott, akkor mindenki kiment a szobából, és Jane Buxton magára maradt Harry Killerrel.	Sau cuộc hội ý chớp nhoáng, Amédée Florence, Saint-Bérain và Tongané tiến về chòi canh rồi ập vào.
De nemsokára "őfelsége" is eltávozott.	Bên trong có một Chàng trai Vui tính.
Jane pedig tömködni kezdte a pipáit, töltögette a poharát, és Killer addig-addig kortyolgatott, míg csak a sárga földig le nem itta magát.	Tongané mang dưới thuyền lên một sợi dây và họ trói Chàng trai Vui tính lại rất kỹ càng.
Minden este bekövetkezett az a pillanat, amikor az ital teljesen hatalmába kerítette és legyűrte Harry Killert.	Những người vượt ngục tiếp tục đi dọc tường nhà máy.
Akkor könnyű lett volna elintézni az alkoholista zsarnokot, hiszen kéznél volt a tőr, amelyet Jane a szerencsétlen bátyjától örökölt.	Đi được một cây số rưỡi thì họ thấy một cửa sắt nhỏ.
Ha Harry Killer el is pusztul, de életben marad az egész gonosztevő banda, akiket tanácsosoknak neveznek, megmaradnának a Fekete Gárda vadállatai és Blackland minden rendű és rangú lakói, az egész aljas söpredék.	Sau một hồi do dự, những người vượt ngục quyết định dùng tay, chân đập cửa thì bỗng nhiên ở hướng bãi trống hiện ra một bóng người.
Miután Jane Buxton ezt az eshetőséget a társaival is megbeszélte, mindnyájan egyetértettek: nem!	Lờ mờ trong màn mưa, bóng đen đang tiến gần tới chỗ họ.
Harry Killert semmi körülmények között sem szabad elpusztítani.	Những người vượt ngục nép mình vào tường, sẵn sàng nhảy xổ vào người đang đi đến khi cần thiết.
