HUGO VICTOR	Victor Hugo
Minden megsemmisülhet és eltünhet, mielőtt észrevenné.	Mọi chuyện đều có thể hủy bỏ và biến mất, trừ phi ngài hiểu.
Államérdekből titokban tartották az ön egész ügyét, mely következményeiben annyira fontos, hogy a tekintélyes személyek, akik e pillanatban egyedül tudnak az ön létezéséről és jogairól, azonnal elfeledkeznének önről, amint az állam érdeke azt követelné, hogy elfelejtsék.	Vì lợi ích quốc gia, việc của ngài vẫn được giữ bí mật, hậu quả của nó lớn lắm nên những nhân vật quan trọng, những người chỉ lúc này mới được biết về sự tồn tại và mọi quyền lợi của ngài, sẽ quên hết ngay lập tức nếu lợi ích quốc gia lệnh cho họ phải quên.
Annál könnyebb, mert önnek van egy bátyja, természetes fia az ön atyjának és egy nőnek, aki az ön atyja számüzetése óta szeretője volt II.	Việc xoá bỏ ngài đơn giản thôi, nó lại càng dễ đàng vì ngài có một người anh con riêng của cụ thân sinh ra ngài và của một phụ nữ.
Engedelmes­kedni: kell a királynőnek.	Phải vâng theo ý nữ hoàng.
Nem hagyja el ezt a helyet, csak holnap, a királynő egyik kocsi­jában és csak azért, hogy a lordok házába menjen.	Đến mai ngài mới được rời khỏi tư dinh này, trong một chiếc xe của nữ hoàng, để đến nghị viện quí tộc.
Miután bizonyos lépéseket tettünk előre, visszalépni többé lehetetlen.	Có những bước đi đã tới là không thể lùi được nữa.
Aki megkezdte az átalakulást, mögötte valami elenyészik.	Kẻ nào đã thay hình đổi dạng thì sau lưng có cả một cảnh tiêu tan.
Gwynplaine egész testében megrázkódott, aztán összeszedvén magát, azt mondta:	Guynplên run bần bật suốt từ đầu đến chân, rồi nó trấn tĩnh lại và nói:
- Igen.	- Có
Barkilphedro mosolygott, meghajolt, köpenye alá vette a dobozt és elment.	Backinphêđrô mỉm cười, cúi chào, cầm cái két, thu vào trong áo khoác rồi đi ra.
V.	5.
Mik azok a különös változások, melyek szemlátomást mennek végbe az emberi lélekben?	Những thay đổi lạ lùng diễn ra trong tâm hồn con người là gì?
Gwynplainet nagy magasságra emelték és ugyanakkor lelökték a mélységbe.	Cùng một lúc Guynplên được đặt lên đỉnh núi và bị đẩy xuống một vực sâu.
Szédült az emelkedésnél és szédült a bukásnál.	Choáng váng lúc lên và choáng váng khi rơi xuống.
Érezte, hogy emelkedik, de azt nem érezte, hogy zuhan.	Nó cảm thấy mình đi lên chứ không thấy mình ngã.
Tündéri nyilás - talán kelepce - támadt előtte, egy hasadék a felhőkben, mely megmutatta a mély kékséget.	Trước mắt nó là cửa Thiên thai, cạm bẫy cũng nên, của một đám mây tự xé ra và cho nhìn thấy mầu xanh thăm thẳm.
Oly mélyet, hogy már sötét volt.	Thăm thẳm đến mức đen tối.
Ez a hegy annál borzasztóbb, mert nem létezik.	Vì núi không có thật, nên núi càng đáng sợ.
Örvény ott a kisértés és olyan hatalmas, hogy a pokol erről a csucsról reméli megrontani a paradicsomot és az ördög ide hozza magával Istent.	Ở đấy cám dỗ là vực thẳm và mãnh liệt đến mức địa ngục trên đỉnh núi ấy hy vọng làm sa đoạ cả thiên đường và quỷ sứ dẫn cả Chúa tới.
Megbüvölni az örökkévalóságot, mily furcsa reménység!	Quyến rũ vĩnh cửu, hy vọng thật kỳ lạ.
Ahol sátán kisérti Jézust, hogyan küzdene ott az ember?	Xatăng cám dỗ Giêsu, thì con người làm sao chống đỡ nổi?
Paloták, kastélyok, hatalom, gazdagság, minden emberi boldogság körülötte, ameddig a szem ellát, az élvezetek térképe terül el a láthatáron, sugárzó földrajz, melynek mi vagyunk a köze­pe, veszedelmes varázslat ez!	Cung điện, lâu đài, quyền thế, giầu sang, mọi hạnh phúc con người bát ngát xung quanh, một thế giới đầy lạc thú trải dài đến tận chân trời, một trần gian sáng chói mà mình là trung gian; ảo ảnh nguy hại thay.
El kell képzelnünk a zavart, amit ilyen látomány okoz, melyet nem előzött meg sem beveze­tés, sem fokozat, sem előkészités, sem átmenet.	Và ta thử hình dung trạng thái hoang mang trước một cảnh tượng không được sắp đặt, không có những bậc chuẩn bị, không đề phòng, không chuyển tiếp.
Egy ember, aki egy vakondlyukban aludt el és a strassburgi toronyban ébred föl: ez volt Gwynplaine.	Guynplên như một người đang ngủ trong hang chuột nay bỗng tỉnh dậy trên đỉnh tháp chuông Xtơraxbua.
A szédület egyik borzasztó neme az éleslátásnak.	Choáng váng là một trạng thái minh mẫn khác thường.
Főleg az a szédület, mely az embert egy­szerre a nappal és az éjszaka felé sodorván, két ellenkező irányu keringésből áll.	Nhất là khi nó bao gồm hai lực quay ngược chiều, vừa đưa bạn đến với ánh sáng vừa dẫn bạn vào đêm đen.
Gwynplaine, egyedül maradván, nagy léptekkel föl és alá kezdett járni.	Còn lại một mình, Guynplên bắt đầu bước những bước dài.
A forrongás fölszámolás volt.	Sự sôi sục ấy là một cuộc thanh lý.
A hajótöröttek nyilatkozatára, melyet a sheriff olvasott föl a southwarki töm­löcben, teljesen tisztán és világosan emlékezett; minden szót megőrzött és mig végiggondolta, átélte egész gyermekkorát.	Nó nhớ lại hết sức rõ ràng rành mạch; tờ khai của bọn đắm thuyền do lão quận trưởng đọc trong hầm ngầm Xaothuak; nó nhớ từng lời, qua đó nó thấy lại toàn bộ thời niên thiếu của nó.
Hirtelen megállt, kezeivel a hátán és fölnézett a mennyezetre, az égre, mindegy, valakire, aki fönt van.	Đột nhiên nó dừng chân, chắp tay sau lưng, nhìn lên trần, lên trời, lên bất cứ thứ gì trên đầu.
- Megtoroltad!	- Phải trả thù!
- mondta.	Nó nói.
Ugy érezte magát, mint aki a vizből emeli ki a fejét.	Nó như người ngoi được đầu lên khỏi mặt nước.
Ugy találta, hogy a hirtelen támadt világosságban lát mindent, multat, jelent, jövendőt.	Hình như nó nhìn thấy tất cả, quá khứ, tương lai, hiện tại qua một ánh sáng đột ngột.
- Ah!	À!
- kiáltotta, mert a gondolat mélyén is vannak kiáltások.	- nó kêu lên, vì có những tiếng kêu trong tận cùng tư tưởng – À!
Ujra születtem.	Ta sống lại.
Ah!	À!
Akik számüzték az apát, eladták a gyermeket.	Những kẻ đã trục xuất bố rồi lại đem bán con.
Mikor apám meghalt, kihuzták feje alól a számüzetés kövét, mely a párnája volt, a nyakamra kötötték és belelöktek a csatornába!	Khi bố ta chết, họ đã rút phiến đá lưu đày mà bố ta vẫn dùng gối đầu để đặt nó lên cổ ta và quẳng ta xuống cống!
Oh!	Ôi!
Én voltam az a husdarab, melyet egy varjucsapat csipkedett egy sir fölött.	Ta đã là miếng thịt trên mồ bị một bầy quạ rỉa.
Ah!	À!
És én innen kerülök elő!	Chính từ nơi đó ta sống lại!
És ime, itt vagyok.	Phải trả thù.
- Hol vagyok?	- Ta đang ở đâu?
a csucson!	Trên ngọn!
Bejutottam ebbe a magasságba, melyre alulról néztem föl, ahonnan annyi ragyogás ömlött alá, hogy be kellett csuknom a szemem, ebbe a meghódit­ha­tatlan uradalomba, a boldogok e bevehetetlen várába.	Chốn tôn nghiêm ta vẫn đứng dưới nhìn lên, nơi toả xuống biết bao hào quang khiến ta phải nhắm mắt, cái thái ấp bất khả xâm phạm này, cái thành trì mà những kẻ diễm phúc không chiếm nổi này, ta đang đặt chân đến.
Ah!	A!
a kerék örökké forog!	Vòng quay quyết định!
Vannak városi és vidéki palotáim, kastélyaim, kertjeim, vadaskert­jeim, erdőim, hintóim, ünnepélyeket adok, törvényeket hozok, válogathatok a boldogságban és az élvezetekben és a csavargó Gwynplaine, akinek nem volt joga egy virágot letépni a mezőn, csillagokat szedhet az égről!	Ta có lâu đài ở thành phố và ở nông thôn, ta có dinh thự, vườn tược, khu săn bắn, những cánh rừng, xe song mã, tiền nghìn bạc triệu; ta sẽ mở hội, ta sẽ làm ra luật pháp, ta sẽ tuỳ ý lựa chọn hạnh phúc và trò vui, và thằng Guynplên du đãng, trước kia không có quyền nhặt một bông hoa trên cỏ sẽ có thể hái những vì sao trên trời.
Egy elhaladó démoncsapat elrabolja az erényt.	Một sự chuyển tiếp thảm đảm.
Mindazok az alantas dolgok, melyeket felsőbbrendüeknek tartanak, a becsvágy, az ösztönök gyanus akarata, a szenvedélyek, a vágyak, melyeket messzire üzött Gwynplainetől a baj gyógyitó hatása, tolakodva vették birtokukba ezt a nemes szivet.	Tất cả những gì thấp hèn vẫn được gọi là cao thượng, những tham vọng, những ước muốn đen tối của bản năng, những đam mê, những thèm khát, nhờ tính chất lành mạnh của tai hoạ đẩy lùi Guynplên, đang ồ ạt chiếm lại trái tim hào hiệp kia.
És mi idézte ezt elő?	Và điều đó do đâu?
Előfordul, hogy a véletlen erőszakot vesz valakinek a lelkiismeretén.	Một lương tâm bị tình cờ cưỡng bức đó là điều vẫn thường thấy.
Gwynplaine teli szájjal itta a gőgöt és ez elhomályositotta a lelkét.	Guynplên đang ngửa cổ nốc no kiêu căng, khiến cho tâm hồn nó trở thành tăm tối.
A hosszu szomjazás követ­kezménye volt.	Hậu quả của một cơn khát dài ngày.
Öntu­datlanul mindig kivánta ezt.	Nó luôn luôn mơ hồ ước muốn như thế.
Szüntelenül a nagyok felé nézett: nézni annyi, mint sóvárogni.	Nó vẫn không ngớt nhìn về phía những kẻ cao sang, nhìn tức là ao ước.
Lord lett belőle.	Làm huân tước.
Most, némely pillanatban, ezt nagyon egyszerünek találta.	Giờ đây có những lúc nó thấy điều ấy cũng rất đơn giản.
Csak néhány óra telt el és mily messze volt már a tegnapi mult!	Mới có mấy giờ trôi qua, mà quá khứ hôm qua đã quá xa vời!
Gwynplaine csapdájába került a jobbnak, a jó ellenségének.	Guynplên đã gặp chỗ mai phục của cái tốt hơn, lại mất mất cái tốt.
Nagy szerencsétlenség, ha valakiről azt mondják: Milyen szerencsés!	Tai họa cho kẻ nào được người ta nói: Nó hạnh phúc quá!
Az ember jobban ellenáll a balszerencsének, mint a sikernek.	Con người thường đứng vững bước vận rủi hơn trước vận may.
A nyomor Charybdis, de a gazdagság Scylla.	Sarip là cùng khổ, nhưng Xila lại là giầu sang.
Akik kiegyenesednek a villám­csapás után, földre terülnek a verőfénytől.	Những kẻ đứng vững khi sét đánh lại bị quất ngã vì chói mắt.
Te, aki nem döbbentél meg a mélységtől, rettegj attól, hogy fölemelnek az álmok felhőinek és szárnyainak légiói.	Anh không ngạc nhiên trước vực sâu nhưng lại sợ bị mây trời và mộng mị cuốn bổng.
Nem könnyü dolog önmagunkra ismerni a boldogságban.	Trong hạnh phúc không dễ gì mà tự hiểu được mình.
A Gondviselés van mögötte?	Nó là Thượng đế chăng.
Azt hiszitek, hogy világit, pedig nem, gyujtogat.	Tưởng nó soi sáng, vậy mà không, nó gây hoả hoạn.
Éjszaka van; egy kéz gyertyát, csillaggá lett undok faggyut tesz egy nyilás szélére a sötét­ségben.	Đang đêm, một bàn tay đặt một cây nến, cục mỡ bò hèn hạ trở thành vì sao, bên mép một lỗ hổng trong tối.
Az éjjeli lepke beleröpül.	Con bướm sà vào đấy.
A tüz fénye elbüvöli a lepkét, mint a kigyó tekintete a madarat.	Ngọn lửa quyến rũ con bướm cũng như mắt rắn quyến rũ con chim.
Lehetséges-e, hogy a lepke és a madár ne szálljon oda?	Bảo con bướm và con chim đừng dấn đến có được không?
Megtagadhata-e az engedelmességet a falevél a szélnek?	Chiếc lá có thể nào không vâng lời ngọn gió?
Ellenállhat-e a kő a nehézkedés törvényének?	Hòn đá có thể nào không tuân theo lực hấp dẫn?
A hercegnő levele után Gwynplaine még kiegyenesedett.	Sau bức thư của người nữ công tước, Guynplên đã vùng lên.
Mély gyökerek éltek benne, azok ellenállottak.	Trong nó có những ràng buộc sâu sắc chống cự lại.
Az egyik roham megingat, a másik gyökerestől kitép.	Đợt thứ nhất lay chuyển, đợt thứ hai nhổ bật gốc rễ.
Oh, jaj!	Than ôi!
Amikor már kimeritette a kétségbeesést, a nyomort, a vihart, az orditást, a szerencsétlenséget, a haldoklást egy emberen, aki állva maradt, a Végzet mosolyogni kezd és a hirtelen meg­mámorosodó ember tántorog.	Thế là, sau khi tận dụng hết mọi trò thống khổ bần cùng, giông bão, gào thét, tai họa, hấp hối, để chống đối với con người đứng thẳng, định mệnh bắt đầu mỉm cười, và con người đột nhiên ngây ngất, cảm thấy lảo đảo.
Félelmes készülődés a szörnyeteg ocsmány szelidsége.	Vẻ hiền từ ghê tởm của con quái vật.
Kivetkőzött az egyikből és beleolvadt a másikba.	Nó đang từ thằng múa rối đi ra và nhập vào vị huân tước.
Kilépett a kötéltáncosból és fölöltötte a lordot.	Thay đổi lớp da mà đôi khi thay đổi cả tâm hồn.
A bőr kicserélése néha kicseréli a lelket is.	Có những lúc việc ấy lại quá giống giấc mộng.
