Eugénie Grandet	Nguyên tác tiếng Pháp: Eugénie Grandet
Ha becsületes emberként akarom elhagyni Franciaországot, márpedig ezt akarom, akkor száz frankom sem marad, hogy útra keljek Indiába vagy Amerikába szerencsét próbálni.	Nếu anh muốn từ giã nước Pháp như một người lương thiện- tất nhiên anh muốn làm người lương thiện- thì anh không còn đủ một trăm phorang để đi thử thách vận hạn của mình ở bên Ấn Độ hay bên Mỹ.
Igen, szegény Annette-om, a leggyilkosabb éghajlat alatt keresem a boldogulást.	Anna ạ, anh sẽ tìm đến những nơi ma thiêng nước độc nhất cố để xây dựng cơ đồ.
Azt mondják, arrafelé gyors és biztos a siker.	Người ta bảo rằng ở những nơi như thế, có thể làm giàu mau và chắc.
Párizsban nem volna maradásom.	Còn như ở lại Pari thì anh chịu thôi.
Nem is megyek vissza.	Vì vậy anh không trở về Pari.
A szerel­med, melynél gyöngédebb, odaadóbb szerelem sohasem nemesített férfiszívet, még az sem vonzhat Párizsba.	Tình yêu của em" vẫn chưa đủ sức kéo anh về, tuy rằng đó là mối tình dịu dàng, tận tụy nhất từng làm cho một quả tim đàn ông trở nên thanh quý.
Ó, jaj!	Hỡi ôi!
- Szegény Charles!	- Tội nghiệp Saclo.
De jól is tettem, hogy elolvastam.	Ta đọc thế này lại hóa hay!
Van aranyam, neki adom - suttogta Eugénie.	Ta có một ít vàng, ta sẽ đưa biếu cậu.
Letörölte a könnyeit, és folytatta az olvasást:	Nàng lau nước mắt, đọc tiếp.
Még soha nem gondoltam a nyomorúság gyötrelmeire.	"Trước kia, chưa lúc nào anh nghĩ rằng mình sẽ gặp cảnh nghèo khổ.
Ha összeszedem is az áthajózás­hoz szükséges száz aranyat, egy fillérem se lesz, hogy valami portékával felszerelkez­hessen!	Thế mà bây giờ đây nếu anh dồn đủ một trăm lu-i để mua vé tàu, thì anh cũng chẳng còn gì để mua hàng sang bán.
Nemhogy száz aranyam, de egy árva aranyam se lesz, csak akkor tudom meg, mennyi pénzem marad, ha rendezem adósságaimat Párizsban.	Chỉ khi nào anh thanh toán xong nợ nần của riêng anh ở Pari, thì anh mới biết anh còn lại bao nhiêu.
Ha semmim sem marad, elmegyek szépen Nantes-ba, ott egyszerű matrózként hajóra szállok, és odaát úgy kezdem majd az életemet, mint azok a tetterős férfiak, akik fiatal korukban üres zsebbel indultak el, és gazdagon tértek vissza Indiából.	Nếu không còn gì cả, anh cũng vẫn bình tĩnh đi Nangto, xin một chân thủy thủ và sang đấy, anh sẽ bắt đầu cuộc đời như bao nhiêu những con người quả cảm và trẻ trung, ra đi tay trắng mà về giàu to.
Ma reggeltől hidegvérrel nézek szembe a jövőmmel.	Từ sáng nay anh nhìn tương lai một cách bình thản.
Nekem ez még borzalmasabb, mint bárki másnak: engem imá­dott és kényeztetett az anyám, féltő szeretettel vett körül minden apák legjobbika, és alighogy a nagyvilágba léptem, egy Annette szerelme adatott meg nekem!	Tương lai của anh đối với anh sẽ gớm ghiếc hơn đối với ai hết, bởi vì anh được cha mẹ anh nâng như nâng trứng, hứng như hững hoa, bởi vì vừa bước chân vào đời, anh gặp ngay một người yêu như Anna!
Csak az élet napos oldalát ismertem: e boldogság nem tarthatott sokáig.	Tuy vậy, em Anet ơi, anh vẫn nhiều can đảm.
apám meghalt, Annette...	Annet thân yêu ơi, cha anh đã chết rồi!...
Nos, végiggondoltam helyzetemet, és végiggondoltam a te helyzetedet is.	Anh đã nghĩ đến tình cảnh của anh, anh cũng đã nghĩ đến tình ảm của em.
Huszonnégy óra leforgása alatt jócskán megöregedtem.	Chỉ trong vòng hai mươi bốn tiếng đồng hồ, anh đã hóa nên một người già dặn.
Ma tehát örökre elválunk.	Vậy nên chúng ta vĩnh viễn từ biệt nhau ở đây".
- Elhagyja, Szűzanyám!	- Chàng từ bỏ Annet, Đức mẹ ôi!
Micsoda boldogság!	Sung sướng làm sao!
Eugénie nagyot ugrott örömében.	Ogieni vui mừng nhảy lên.
Eugénie folytatta az olvasást:	Nàng lại đọc tiếp:
Hogy mikor térek vissza?	"Bao giờ thì anh về?
Nem tudom.	Anh không biết.
India éghajlata alatt gyorsan öregszik az európai ember, főleg az, aki dolgozik.	Khí hậu Ấn Độ làm cho con người ta chóng già, nhất là người lao lực.
Ugorjunk tíz esztendőt az időben.	Hãy cho là mười năm nữa.
A világ kegyetlen lesz hozzád, a lá­nyod talán még kegyetlenebb.	Đối với em, xã hội sẽ độc ác, con gái có thể độc ác hơn nữa.
Nemegyszer tapasztaltuk már, milyen szigorúan ítél­kezik a társaság, s milyen háládatlanok a felserdült leányok: okuljunk a példákból.	Chúng ta đã từng thấy xã hội thượng lưu nhận xét người như thế nào, chúng ta cũng biết nhiều con gái bạc bẽo với mẹ, chúng ta phải lấy đó làm bài học.
Ezt persze nem követelhetem, mert, tudod, drága Annette-om, alkalmazkodnom kell a helyzetemhez, földhözragadt módon kell látnom, a valósághoz kell idomítanom az életemet.	Nói thế thôi chứ anh không đòi hỏi, anh không thể đòi hỏi ở em điều ấy vì, em Annet thân yêu, anh phải xét đến cảnh ngộ của anh, anh phải nhìn việc đời bằng con mắt thiết thực và trị giá đúng của nó.
"Nagyon fáradt lehetett, hogy félbehagyta az írást, mikor neki írt" - gondolta magában Eugénie, látva, hogy a levél mondat közben szakadt meg.	- Thấy bức thư bỏ dở giữa câu, Ogieni lầm nhầm: - Chắc là chàng mệt lử nên mới không viết tiếp được nữa.
Eugénie igazat adott Charles-nak!	Nàng bào chữa cho Saclo.
Lehetetlen is volt, hogy ez az ártatlan leány észrevegye a hidegség bélyegét a levélben.	Cái giọng lạnh nhạt bàng bạc trong bức thư, làm thế nào nàng nhận thấy?
A vallásos szellemben nevelt, tapasztalatlan, szűzi leányok min­dent szerelemnek látnak, amint a szerelem varázsos birodalmába lépnek.	Những thiếu nữ được nuôi dạy trong đạo Chúa, khờ khạo trong trắng, khi họ bước chân vào thế giới yêu đương kỳ ảo thì cái gì họ cũng thấy đáng yêu cả.
A nő tévedése csaknem mindig a jóságba vetett hitéből ered, és abból, hogy bízik az őszinte­ségben.	Hầu hết những lỗi lầm của người đàn bà đều do ở lòng tin mà ra, tin ở chữ chân, chữ thiện.
E néhány szó: "Drága Annette-om, szerelmem", úgy csengett-bongott Eugénie szívében, mint a leggyönyörűbb szerelmi vallomás, és úgy simogatta a lelkét, mint ahogy gyerekkorában a fülét simogatták a Venite, adoremus orgonakísérettel felcsendülő isteni hangjai.	Những tiếng "Annet thân yêu", "em yêu quý" ngân vang trong lòng Ogieni, như tiếng thỏ thẻ du dương của thần tình ái; nó mơn trớn tâm hồn nàng như mấy tiếng phong cầm đánh khúc Hãy lại đây kính Chúa, những tiếng nhạc kỳ diệu đã ru nàng êm ái thuở ngày thơ.
Egyébként a Charles szeméből még mindig szivárgó könnyek Eugénie számára a szív ama nemességét bizonyították, amely elbűvöli a leányszívet.	Vả lại những giọt nước mắt còn đầm đìa trên mặt Saclo đã biểu hiện tâm hồn cao quý của chàng; người thiếu nữ, ai mà không say đắm những tâm hồn như thế?
Honnan tudhatta volna, hogy - noha Charles valóban nagyon szerette és őszintén megsiratta az apját - ez a megrendülés nem annyira az ő szívjóságából, mint inkább apja jószívűségéből származik?	Ogieni thấy Saclo thương yêu cha tha thiết và khóc cha chân tình; nàng biết đâu rằng lòng yêu mến ấy không do mọt bản chất tốt, trọng tình chuộng nghĩa của người con, mà do sự nâng niu chiều chuộng của người cha.
Guillaume Grandet és a felesége, kielégítvén fiuk minden szeszélyét, megadván neki a gazdagság minden örömét, elejét vették, hogy Charles is olyan iszonyú számítgatásokat végezzen, amilyent nem átall elvégezni a párizsi csemeték zöme, akik a nagyvilági élet gyö­nyö­reire sóvárogva vágyakat érlelnek, terveket szőnek, és bánkódnak, hogy késlekedik ezek valóra váltása, mert a szüleik még mindig élnek.	Thật vậy, vợ chồng ông Guyom Grangde luôn luôn chiều theo ý con, tạo điều kiện cho con hưởng thụ mọi thú vui trong cảnh phú quý, cho nên Saclo không phải tính toán khả ố như phần đông con cái những nhà khác ở Pari; bọn này bị cuộc sống phồn hoa cám dỗ, cho nên luôn luôn thèm khát, luôn luôn có những dự định mà hễ cha mẹ còn sống thì chúng còn phải khổ tâm hoãn lại, không biết bao giờ mới thực hiện được.
A pénzszóró apának végül sikerült az őszin­te, hátsó gondolattól mentes gyermeki szeretet magvát elhinteni Charles szívében.	Ở gia đình Saclo, tính hào phóng của người cha đã gây cho người con một lòng hiếu thảo chân thực, không ẩn ý.
De azért Charles Párizs gyermeke volt, akit Párizs erkölcse és maga Annette is arra szoktatott, hogy mindenben számító legyen: a fiatalság álarca mögött öregember rejtezett.	Tuy thế, Saclo vẫn là một đứa con của thành phố Pari, phong tục Pari và chính tay Annet đã tập cho chàng thói quen tính toán trong bất cứ việc gì, làm cho trí chàng già cỗi mặc dù mặt mũi trẻ trung.
Világosan látni ott annyi, mint minden reggel felmérni egy barátunk erszényét, nagy ügyesen fölülemelkedni mindenen, ami csak történik, semmit meg nem csodálni meg­fontolatlanul, sem műalkotást, sem nemes cselekedetet, és mindent az önérdeknek alárendelni.	Sau khi làm nghìn chuyện ngông cuồng hoang đãng, cái bà lớn quý tộc hay là nàng Annet xinh đẹp ấy bắt buộc Saclo phải suy nghĩ nghiêm túc.
Kétszeresen megrontotta, de ez a fajta romlottság előkelő és kifinomult volt, divatos.	Thối nát hai lần, nhưng thối nát lịch sự, cao sang, đúng điệu.
Nagyon helytelenül viselkedett des Lupeaulx úrral.	Mình không nhã nhặn với Des Luypo là không đúng.
Nagyon jól tudom, hogy ez az ember vajmi kevéssé tiszteletre méltó; de várja meg, míg elveszti a hatalmát, akkor majd kedvére megvetheti.	Em cũng biết hắn ta là người chả ra gì, nhưng hãy đợi đến lúc hắn thất thế, lúc ấy mình hãy khinh bỉ hắn tha hồ.
Tudja, mit mondott nekünk Campanné?	Mình có biết bà Campan dạy chúng tôi thế nào không?.
Amíg hatalmon van, olyan, mint egy isten; ha ledől, a csatornába vetett Marat-nál is alábbvaló, mert hogy ő élve, Marat meg már holtan szenvedte el a gyalázatot.	Còn quyền thế thì hắn là một vị thần, khi thất bại, hắn còn kém thua Marat trong lỗ cống bởi vì Marat chết rồi mà hắn thì còn sống.
Az élet kombi­nációk sorozata, folyton tanulmányozni, figyelni kell az esélyeket, ha az ember meg akarja tartani jó pozícióját."	Cuộc đời là một tràng những mưu chước, phải nghiên cứu, phải chạy theo mới mong luôn ở địa vị cao sang".
Charles túlontúl ünnepelt férfi volt, a szüleitől túl sok boldogságot kapott, s a világ túlságosan körülhízelegte, semhogy nagy érzelmektől hevüljön.	Saclo là một người quá hợp thời, được cha mẹ nâng niu, người ngoài tâng bốc quá nên không thể có những tình cảm lớn.
A jóságnak az az aranymagva, amelyet az anyja ültetett el szívében, Párizs műhelyében aranyfüstté vékonyodott, és Charles szívesen viselte ezt a csillogó jelmezt, amelyet idővel szükségképpen elkoptatott volna a társasági élet.	Chút hạt vàng mà mẹ chàng gieo trong tim chàng đã dàn thành chỉ mỏng trong cái xã hội Pari; chàng dùng nó về bề mặt nhiều quá, nó đã mòn đi vì cọ xát.
De Charles ekkor még huszonegy éves volt.	Tuy vậy Saclo mới có hai mươi mốt tuổi.
Ebben a korban nemigen lehet megkülönböztetni az élet üdeségét a gyermeki tisztalelkűségtől.	Ở tuổi ấy, sự tươi mát bên ngoài có vẻ như gắn liền với sự trong trắng bên trong.
Úgy tűnik, mintha a hang, a tekintet, az arc össz­hangban volna az érzelmekkel.	Giọng nói, con mắt nhìn, vẻ mặt, tất cả đều hình như ăn khớp với tình cảm.
Még a legszigorúbb bíró, a leggyanakvóbb ügyvéd, a leg­mo­gor­vább uzsorás is visszariad tőle, hogy öreg szívet, aljas számítgatásokat feltételezzen arról, akinek tiszta fénnyel csillog a szeme, és nem redőzi barázda a homlokát.	Bởi thế khi đương sự còn có đôi mắt tinh anh, trong vắt, cái trán không vết nhăn thì vị quan tòa khắc nghiệt nhất, anh nguyên cáo tinh đời nhất, tên chủ nợ khó tính nhất cũng ngần ngại chưa tin rằng người thế kia mà tâm hồn đã khô cỗi, trí óc đã tính toán điêu ngoa.
Charles-nak nem volt alkalma rá, hogy a gyakorlatban hasznosítsa a párizsi erkölcstan szabályait, tapaszta­latlansága révén megőrizhette szépségét.	Saclo chưa có dịp áp dụng những câu châm ngôn xử thế của thành phố Pari và đến nay chàng vẫn còn cái vẻ đáng yêu của con người chưa lịch lãm.
Ám az önzést, tudtán kívül, beléoltották már.	Nhưng chàng đã bị tiêm nọc ích kỷ mà chàng không biết.
A párizsi társaság képére teremtett politikai gazdaságtan csírái ott voltak már óhatatlanul a szívében, hogy azon nyomban kivirágozzanak, mihelyt tétlen nézőből szereplővé válik a való világ színjátékában.	Cái mầm chính trị kinh tế học riêng của người Pari lâu nay dấm trong cơ thể chàng, sẽ tức tốc nảy nở, đâm hoa kết trái khi chàng không còn làm người khách xem nhàn rỗi, mà trở thành người diễn viên trong tấn trò đời.
Megbízlak tehát ügyeim rendezésével, és számítok rá, hogy javaimat jó áron értékesíted.	Vì vậy tôi nhờ anh thu xếp công việc cho tôi và tin tưởng là anh sẽ giải quyết hộ các món tư hữu của tôi một cách có lợi nhất.
Nyilván is­me­red a helyzetemet.	Hôm nay thì chắc là anh đã biết tình cảnh tôi.
Semmim sincs, Indiába akarok utazni.	Tôi không còn gì ở trong tay cả.
A könyvtáram, bútoraim, hintóim, lovaim stb.	Danh sách kèm theo đây, tôi đã cố moi trí nhớ để ghi chi đúng.
Csupán azokat az értéktelen csecsebecséket akarom megtartani, amelyekből megvethetem egy tengeren­túl­ra szánt hitvány árukészlet alapját.	Tôi chỉ muốn dành lại những món linh tinh vô giá trị, nó sẽ là những món hàng đầu tiên trong chuyến tạp hóa tôi định mang theo.
