A SZAMÁRBŐR	Miếng Da Lừa
És mégis fölér egy egész kongresszussal.	Y đủ tinh ranh để đánh lừa cả một hội nghị.
Már verekedett is, a világ pedig ennél többet nem kiván tőle, s azt mondja felőle: "Tiszteletreméltó férfiu!"	Nhưng hãy gượm, y đã tẩn nhau rồi, thiên hạ chẳng đòi hỏi gì hơn và nói về y: Đó là một người đáng kính.
– Hát kitünő barátom, tiszteletreméltó barátom, hogyan érzi magát Intelligenciád?	- ́y này, ông bạn quý, ông bạn đáng kính của tôi, thế nào, bậc Hiền minh mạnh giỏi chứ?
– szólitotta meg Rastignac, mikor az uj vendég letelepedett a szomszédos asztal mellé.	- Rastignac nói với người khách lạ khi y ngồi vào bàn bên cạnh.
Sietős a dolog, mert az emlékiratok maholnap kikopnak a divatból.	Bực mình quá, phải làm gấp, hồi ký sắp hết thời rồi.
– A közelmultról szól az az emlékirat, vagy régibb fajta?	- Đó là hồi ký thời nay hay thời xưa, về triều đình hay về gì?
Udvari izü talán?	- Về vụ chiếc Vòng.
– Hát nem csodálatos ez? – fordult felém Rastignac nevetve.	- Rastignac vừa nói với tôi vừa cười.
Azután a vállalkozó felé fordult.	Rồi quay về phía gã đầu cơ:
– De Valentin ur, – mondotta rám mutatva, – barátom, akit ugy mutatok be önnek, mint jövendő irodalmi hirességeink egyikét.	- Ông de Valentin đây, - hắn chỉ tôi và nói tiếp, - là một người bạn thân của tôi, tôi giới thiệu với ông: ông ấy là một trong những nhà văn học trứ danh tương lai của chúng ta.
Azután e furcsa üzletember füléhez hajolva mondta:	Rồi, ghé sát tai gã con buôn kỳ lạ đó, hắn nói:
– Tehetséges ember, de olyan együgyü, hogy megcsinálja önnek azt az emlékiratot a nagynénje neve alatt, kötetenkint száz tallérért.	- Đây là một bậc tài năng nhưng lại là một chàng ngốc có thể viết hồi ký cho ông được, nhân danh bà cô của ông ta, lấy một trăm écu một cuốn.
– Nem bánom, áll az alku, – válaszolt a másik, a nyakravalóján babrálva.	- Thế thì được đấy, - gã kia đáp, tay kéo cao cravat lên.
– Fiu, mi lesz az osztrigámmal!	- Hầu bàn mang sò của tôi ra đây chứ!
– Igen, de adjon huszonöt louis közvetitési dijat és fizessen ki neki egy kötetet előre.	- Được, nhưng ông phải đưa tôi hai mươi lăm louis hoa hồng và trả tiền trước ông ấy một cuốn, Rastignac nói.
Rastignac ismételte előttem ezt a halk hangon folytatott üzleti megbeszélést.	Rastignac khẽ kể lại cho tôi nghe cuộc bàn luận mua bán ấy.
Azután, anélkül, hogy megkérdezett volna, ismét a másik felé fordult.	Rồi không đợi hỏi ý kiến tôi, hắn trả lời gã kia:
– Jöjjenek ide ebédre, holnap este hét órára.	Thế thì, tối mai bảy giờ mời các ông lại đây đánh chén.
Fölcihelődtünk.	Chúng tôi đứng lên.
Rastignac pénzdarabot vetett a pincérnek, zsebrevágta a kifizetetlen számlát és eltávoztunk.	Rastignac ném tiền cho gã hầu bàn, bỏ phiếu trả tiền vào túi, và chúng tôi đi ra.
Én csak ugy hüledeztem, milyen gondtalan könnyüséggel csapott vásárt tiszteletreméltó nagynénémmel, de Montbauron marquise-zal.	Tôi ngạc nhiên về cái cách dễ dàng, vô tâm mà hắn bán bà cô đáng kính của tôi, nữ hầu tước de Montbauron.
– Inkább kivándorlok Braziliába és ott tanitom az indiánusokat algebrára, amihez magam sem értek, semmint beszennyezzem a családom nevét!	- Chẳng thà tớ phải sang Brésil để dạy dân da đỏ đại số học mà tớ chẳng biết chữ nào, còn hơn là bêu riếu dòng họ của tớ.
Félbeszakitott Rastignac hahotája.	Rastignac cười vang ngắt lời tôi:
Vágd zsebre mindenekelőtt az ötven tallérodat, azután feküdj neki az emlékiratnak.	Trước hết hãy tóm lấy năm mươi écu và viết hồi ký đã.
Ha befejezted, egyszerüen nem engeded meg, hogy a nénéd neve alatt jelenjék meg!	Khi nào viết xong cậu từ chối không đề tên bà cô vào, khỉ ạ!
Madame de Montbauronnak, aki vérpadon halt meg, a kámvás rokolyái, tiszteletreméltósága, szépsége, kendőző szerei és papucsai bőven megérnek hatszáz frankot.	Bà de Montbauron, chết trên đoạn đầu đài, những chiếc váy của bà ấy, những khảo sát của bà ấy, sắc đẹp, phấn sáp, những chiếc hài của bà ấy, đáng giá nhiều hơn sáu trăm quan.
– kiáltottam föl.	- Chao ôi!
– A világ ugyancsak piszkos, ugyancsak nemtelen gáncsokat vet az embernek!	- Tôi la lên, - tại sao tôi lại bỏ gian gác xép thanh cao mà đi?
– Na beléd ütött már megint a poézis, mikor üzleti ügyekről van szó, – zsörtölődött Rastignac.	Thiên hạ có những mặt trái thật bẩn thỉu, đê tiện.
– Gyermek vagy!	- Được!
Ami pedig az én irodalmi keritőmet illeti, nem áldozott-e nyolc esztendőt az életéből és nem fizette-e meg kegyetlen tanulságokkal a könyvkiadás csinjának-binjának megtanulását?	Hãy nghe đã: về tập hồi ký thì công chúng sẽ phán xét nó: về gã buôn văn bán chữ của tớ, y chẳng đã tiêu mất tám tuổi đời, và đã trả những sự giao dịch của y với nhà xuất bản những kinh nghiệm đau đớn rồi đó sao?
Ha egyenlőtlenül oszlik is meg kettőtök között a munka, nem szebb-e a te részed, pénzbeli tekintetben is?	Dù chia nhau không đều với y tiền công cuốn sách, phần của cậu cũng chẳng là bở hơn đó sao?
Huszonöt louis jóval nagyobb összeg neked, mint neki ezer frank! Ugyan menj, hiszen ha Diderot száz tallérért hat prédikációt tudott csinálni, te is nekifekhetsz annak a történelmi emlékiratnak és csinálhatsz belőle olyan remekmüvet, hogy csodájára jár a világ.	Hai mươi lăm louis đối với cậu là món tiền to hơn nhiều so với một nghìn quan đối với y. Thôi đi, cậu có thể viết hồi ký lịch sử, tác phẩm nghệ thuật nếu quả thật là thế, khi mà Diderot đã viết sáu bài thuyết giáo lấy một trăm écu.
– Végtére is, – mondtam neki megindultan, – nagyon kellett ez nekem, s bizony nagy hálával tartozom neked érte.	- Thôi thì, - tôi hết sức cảm động nói, đối với tớ đó là một sự cần thiết: cho nên anh bạn tội nghiệp ạ, tớ phải cảm ơn cậu.
Huszonöt louis gazdaggá tesz…	Hai mươi lăm louis làm cho tớ giàu to.
– Gazdagabbá, mint magad is gondolod, – vágott szavamba kacagva.	- Mà giàu hơn là cậu tưởng đấy, - hắn vừa cười vừa nói tiếp.
– Vagy azt hiszed, hogy ha efféle ügyekben fordul hozzám Finot, nem tiéd lesz az elsőség?	Nếu thằng Finot mà trả tớ hoa hồng về việc này thì cậu có đoán rằng đó là dành cho cậu không?
Az a mániája, hogy mindig kikéri az én véleményemet.	Nàng đọc Kant, Schiller, Jean Paul và một lô sách về thủy lợi.
És nekem adni kell a hozzáértőt, mint aki kellőképpen megbecsüli e német érzelgősségeket és ismer megszámlálhatatlanul sok balladát, amelyek egytől-egyig méltók lennének arra, hogy eltiltson tőlük az orvosom.	Nàng có cái thói lúc nào cũng hỏi ý kiến tớ, tớ phải làm ra vẻ hiểu tất cả cái món tình cảm kiểu Đức đó, biết một đống những ballade, mọi thứ dược phẩm mà thầy thuốc cấm tớ uống.
Nagyon szivesen üdvözölt bennünket a kacér teremtés.	Chúng tôi trông thấy nữ bá tước lộng lẫy trên một cỗ xe lộng lẫy.
Mosolygott rám és én mosolyát isteninek, szerelemtől sugárzónak találtam akkor.	Cô gái đón chào chúng tôi rất thân ái và nở với tôi một nụ cười bây giờ tôi tưởng như thần tiên và đầy âu yếm.
A fák, a levegő, az égbolt, az egész természet Foedora mosolygását tükrözte vissza nekem.	Cây cối không khí, bầu trời, tất cả thiên nhiên dường như lắp lại nụ cười của Foedora.
A Champs-Élyséesre visszatérőben betértünk Rastignac kalaposához meg a szabójához.	Khi ở đường Champs Elysées về, chúng tôi tới cửa hàng mũ và hiệu thợ may của Rastignac.
A nyaklánc-ügy jóvoltából elhagyhattam békés nyomoruságomat, hogy rettentő háboruságba kezdjek.	Vụ chiếc Vòng đã cho phép tôi từ bỏ cái thế bình yên thảm hại để bước sang một thế chiến đấu ghê gớm.
Micsoda viharos élet folyhatik olykor a padlásszoba négy szük fala között!	Thì ra một cuộc sống có thể trở nên dông tố giữa bốn bức tường một gian gác xép!
Másnap, ugy déltájban, Pauline kocogtatta meg halkan az ajtót. Levelet hozott.	Ngày hôm sau, vào khoảng trưa, Pauline khẽ gõ cửa buồng tôi và mang vào cho tôi, cậu đoán cái gì?
Arra kért benne, hogy menjek el érte Luxembourgba, honnan majd együtt megyünk el a muzeumot meg a Jardin des Plantes-t megtekinteni.	Nữ bá tước mời tôi đến đón nàng ở vườn Luxembourg để từ đó cùng đi thăm Viện Bác vật và vườn Bách thảo.
Pauline levitte.	Tôi vội viết nguệch ngoạc một bức thư cảm ơn để Pauline mang đi.
Felöltöztem.	Tôi mặc quần áo.
Mikor elkészültem s elégedett tekintettel méregettem végig magamat, hirtelen átborzongatott valami fagyos gondolat:	Đang lúc khá hài lòng về mình và sắp ăn mặc xong thì một ý kiến nảy ra làm tôi rợn mình lạnh toát: Foedora đi xe hay đi chân tới?
– Kocsin jött-e Foedora, vagy gyalog?	Trời mưa hay nắng?
Esik-e vagy szép az idő?… De akár kocsin jött, akár gyalog, lehet-e valaha biztonságban az ember az asszonyféle fantasztikus szeszélyeitől?	Nhưng, tôi nghĩ thầm, dù nàng đi chân hay đi xe, thì ai biết được cái đầu óc ngông của một người đàn bà?
Pénz nem lesz nála, s egyszerre csak kedve kerekedik száz sou-t adni valami kis savoyardnak, amiért olyan szemrevaló rongyokat visel.	Nàng sẽ không mang tiền theo và lại muốn cho một chú bé ăn xin vài hào vì thấy chú ăn mặc quần áo rách trông hay hay.
Egyszerre ezer meg ezer fájdalmas, kinzó gondolat járt át, mint megannyi dárda.	Trong khoảnh khắc, hàng nghìn ý nghĩ khốc liệt và đau xót đâm nhói vào tôi như ngần ấy mũi thương.
Kitekintettem az ablakon és vizsgálgattam az eget; nagyon bizonytalan volt odakünn az idő.	Tôi nhìn trời qua cửa sổ trên mái, thời tiết rất bấp bênh.
A legrosszabb esetben fogadhattam volna ugyan kocsit egész napra, de boldogságomat nem keseritette volna-e meg az a szorongató gondolat, hogy Finot-val esetleg még sem találkozhatom este?	Trong trường hợp không may, tôi rất có thể phải thuê xe đi cả ngày; nhưng thêm nữa, giữa niềm hạnh phúc của tôi, tôi không khỏi lo ngay ngáy rằng buổi tối sẽ không gặp được Finot.
Nem éreztem magamat eléggé erősnek ahhoz, hogy ennyi szorongatást el tudjak viselni ujjongó nagy örömömben.	Tôi cảm thấy không đủ sức để chịu đựng được bao nhiêu lo sợ giữa niềm vui của tôi.
Ideges lázamban össze-vissza dobáltam mindent a szobában, azután aprajára megvizsgáltam minden butordarabot.	Người phát sốt lên, tôi trợn trừng nhìn những đồ đạc của tôi sau khi lật đổ tất cả.
Fel tudod-e fogni azt az eszeveszett örömöt, mikor hetedszer rántva ki iróasztalom fiókját, hogy a kétségbeesés fásult közönyével még egyszer megvizsgáljam: észrevettem, hogy a keresztbefutó belső pánt rovátkájában álnokul meglapulva, de tisztán, ragyogón, fényesen, mint a felhasadó csillag, egy dicső, nemes, száz sous tallér hever?	Cậu có hiểu được nỗi mừng điên người của tôi không, khi mở ra đến lần thứ bảy chiếc ngăn kéo bàn viết, đang nhìn uể oải vì thất vọng, thì tôi bắt gặp dính vào một tấm ván ngang, hiểm hóc nấp mình, nhưng sạch sẽ, bóng loáng, trông như một ngôi sao vừa mọc, một đồng trăm xu đẹp đẽ cao quý!
Hirtelen megfordultam és Paulinet láttam magam előtt, sápadtan.	Đột nhiên tôi quay lại và thấy Pauline tái mét.
Szerettem volna, ha ő is olyan boldog, mint én.	Tôi chúc cho nàng được hạnh phúc như tôi.
Abban a pillanatban ugy éreztem, hogy a föld minden gyönyörüségét én érzem át és szivesen kárpótoltam volna a szerencsétleneket, akiket boldogságom árán netalán én fosztottam meg az övéktől.	Lúc đó, dường như lòng tôi chứa đựng hết mọi lạc thú trên trái đất, và tôi muốn hoàn lại cho những người nghèo khổ cái phần mà tôi tưởng như đã đánh cắp của họ.
Valami olyas szeszélyből, amit a szép asszonyok még önmaguknak sem tudnak megmagyarázni, gyalog akart végigmenni a boulevardokon egészen a Jardin des Plantes-ig.	Do một sự ỡm ờ mà những người đàn bà đẹp chẳng phải bao giờ cũng tự giải thích cho mình được, nàng muốn đi chân trần qua các đại lộ tới vườn Bách thảo.
