CHARLES DICKENS	CHARLES DICKENS
Hirtelen hátragörbülve Pocketné karja felett, gödröcskés bokáit mutogatta pufók arcocskája helyett a társaságnak; a legszilajabb fölháborodás állapotában rugdalódzott, úgy vitték tova.	Nó cong ngược người dậy trên tay bà Pocket, chĩa đôi giày len đan và đôi mắt cá chân ra trước mắt những người có mặt thay vì khuôn mặt non nớt của mình, và bị bế ra ngoài trong trạng thái phản kháng dữ dội.
És végül mégis kivívta, amit akart, amint néhány perc multán benéztem az ablakon, láttam, hogy már a kis Jane dajkálgatja.	Và đứa bé cuối cùng cũng đạt được mục đích, vì vài phút sau khi nhìn qua cửa sổ tôi thấy nó được cô bé Jane nựng nịu.
A többi öt gyermek, mivel Flopson-t véletlenül a saját dolgai foglalkoztatták és mivel a gyermekek gondozása senki másra nem tartozott, mind ott maradt az ebédlőasztalnál.	Tình cờ lúc này cả năm đứa bé còn lại đều bị bỏ lại bên bàn ăn vì Flopson bận chuyện riêng, còn chúng lại chẳng phải mối bận tâm của ai khác.
Ezen a réven aztán tüzetesebben megismerkedhettem a köztük és Pocket úr között kölcsönösködő viszonyról, amely következőképen tárult elém: Pocket úr, akinek arcán a szokottnál is láza­sabb izgalom látszott s haja igen kuszált volt, néhány pillanatig oly módon nézett rájok, mintha tulajdonképen nem is tudná, mi jogon élveznek itt az ő házában ellátást és lakást, a természet mért nem szállásolta el őket másutt valahol.	Chính vì thế tôi bắt đầu ý thức được mối quan hệ giữa bọn trẻ và ông Pocket, thường diễn ra theo cách điển hình như sau: Ông Pocket, với vẻ bối rối trên khuôn mặt hiện rõ hơn nữa và mái tóc rối bù, nhìn mấy đứa con trong vài phút như thế không hiểu nổi bằng cách nào chúng lại có mặt ăn ở tại nơi này, và tại sao chúng lại không được Tự nhiên ban cho ai khác.
Ekkor aztán apai gyöngédségre lágyult Pocket úr s mindegyik gyermeknek egy-egy shillinget adott s azt mondta nekik, menjenek játszani; végül pedig, amint a kicsinyek elkotródtak, még egy utolsó kétségbeesett kísérlettel igyekezvén hajánál fogva magasba rándítani magát, abba­hagyta ezt a reménytelen próbálkozást.	Sau đó, ông bố trở nên đầy trìu mến, cho mỗi đứa một đồng shilling rồi bảo chúng ra ngoài chơi; tiếp theo, trong khi các con mình ra ngoài, ông Pocket rũ bỏ chủ đề vô vọng này bằng một nỗ lực mạnh mẽ nữa túm tóc nhằm nhấc bổng mình lên.
Estefelé a folyóra, csónakázni mentünk.	Vào buổi chiều muộn, mọi người ra sông đi chèo thuyền.
Mivel Drummle-nek is, Startop-nak is külön csónakja volt, elhatároztam, hogy én is szerzek egyet magamnak s az evezésben csúffá teszem mind­kettőjüket.	Vì Drummle và Startop mỗi người đều có một cái thuyền, tôi quyết tâm sửa soạn con thuyền của riêng mình và đánh bại cả hai người họ.
Meglehetősen ügyes voltam mindazokban a testgyakorlatokban, amelyek a vidék fiatalsága körében szokásosak; de tudtam azt is, hogy a Thames vizének evezősei között - más vizek evezőseire nem gondoltam - az én készségem formabeli csín dolgában hiányosnak bizonyulna, tanítványul jelentkeztem hát azonnal egy pályadíjnyertes csónakosnál, aki éppen a mi parti lépcsőnk közelében kötött ki s akinek új bajtársaim bemutattak.	Tôi rất cừ trong phần lớn các trò thể thao quen thuộc của các cậu bé nhà quê, song vì biết mình vẫn còn thiếu mất sự tao nhã của phong cách dành cho sông Thames - đó là chưa nói tới các mặt nước khác - tôi lập tức tìm kiếm sự chỉ dẫn từ người thắng cuộc đua thuyền chở khách qua sông đang bận bịu làm việc dưới chân bậc cấp dẫn xuống sông từ nhà chúng tôi, và chính các đồng minh mới quen đã giới thiệu tôi với ông.
Ez a tapasztalt szaktekintély nagy zavarba ejtett, azt mondván, hogy olyan karom van, akárcsak valami kovács­nak.	Vị chuyên gia thực tế đầy uy quyền đã làm tôi bối rối rất nhiều khi tuyên bố tôi có cánh tay của một thợ rèn.
Ha tudta volna, mily közel járt ahhoz, hogy e bókja révén mindjárt el is veszítse tanítványát, alig hiszem, hogy meg akart volna örvendeztetni vele.	Giá người chèo thuyền biết lời khen ngợi này đã đi gần tới chỗ làm mình mất đi cậu học trò đến mức nào, tôi ngờ hẳn ông đã không nói ra.
Várt már a vacsora, mire este hazatértünk s azt hiszem, valamennyien nagyon jól éreztük volna magunkat egymás körében, ha újabb konyhai baleset nem zavar meg.	Có một khay đồ ăn đợi sẵn khi chúng tôi quay về nhà buổi tối, và tôi nghĩ hẳn tất cả chúng tôi đã rất vui vẻ, nếu không có một cảnh bất hòa gia đình chẳng mấy dễ chịu.
Pocket úr is jó­kedvű volt s íme egyszerre csak benyit a szobalány s így szól:	Ông Pocket đang có tâm trạng tốt thì một cô hầu gái đi vào nói, "Thưa ông, tôi muốn nói chuyện với ông nếu ông vui lòng."
- szólalt meg Pocketné, aki a tekintélyében megint szörnyen sértettnek érezte magát.	"Làm sao cô có thể nghĩ ra chuyện như thế chứ?
- Mi nem jut eszedbe!	Đi mà nói chuyện với Flopson.
Eredj és mondd meg Flopson-nak.	Hay với tôi - vào lúc khác."
- Bocsánatot kérek, tekintetes asszony - ellenkezett a szobalány -, de nekem most kell azt megmondanom és az úrnak kell megmondanom.	"Mong bà thứ lỗi, thưa bà," cô hầu gái đáp lại, "tôi muốn nói ngay lập tức, và với ông chủ."
Erre aztán Pocket úr kiment a szobából s mi legjobb tudásunk szerint igyekeztünk szórakozni, míg majd visszajön.	Đến đây, ông Pocket rời khỏi phòng, và chúng tôi cố hết mức để tỏ ra vui vẻ cho tới khi ông quay lại.
- No hiszen, gyönyörű dolog ez, Belinda! - mondta Pocket úr, visszatérvén s arcán csupa elkeseredés meg kétségbeesés tükröződött.	"Quả là một chuyện đẹp mặt, Belinda!" ông Pocket nói khi trở lại với vẻ mặt phiền muộn đầy tuyệt vọng.
- A konyhában a szakácsnő holtrészegen fekszik a padlón s kendőjébe kötve nagy csomó friss vaj, amit a csapszékben kocsikenőcsnek akart eladni.	"Bà nấu bếp bây giờ đang nằm say bất tỉnh dưới sàn bếp, trong khi một đống bơ tươi lớn được giấu trong tủ bát sẵn sàng để đem đi bán!"
- Hogyan érted ezt, Belinda? - érdeklődött Pocket úr.	"Ý em là sao, Belinda?" ông Pocket hỏi.
- Vagy nem a saját szemem láttára, saját fülem hallatára történt-e, hogy bejött ide a szobába s azt mondta, beszélni akar veled?	"Chẳng phải em đã chính mắt nhìn, tự tai nghe thấy cô ta vào phòng vừa mới lúc nãy thôi và đòi nói chuyện với anh sao?"
- De hát nem vezetett-e le aztán a lépcsőn, Belinda - válaszolt Pocket úr -, hogy megmutassa nekem azt a némbert és azt a csomagot is?!	"Nhưng Belinda, cô ấy chẳng phải đã dẫn anh xuống dưới nhà," ông Pocket đáp lại, "và chỉ cho anh thấy bà nấu bếp và cả chỗ bơ còn gì?"
- És te még védelmezed őt, Matthew - mondta Pocketné -, aki ilyen egyenetlenséget mer itt szítani?	"Và anh bênh vực cô ta, Matthew," bà Pocket nói, "vì đã làm chuyện tồi tệ hay sao hả?"
Pocket úr kétségbeesetten fujt, sóhajtozott.	Ông Pocket rên lên buồn nản.
- Ez a szakácsnő mindig nagyon finom, tisztességes nőszemély volt és emlékszem, amikor be­szegődött hozzánk, mily becsületes, természetes hangon mondta nekem, hogy úgy érzi, bizo­nyá­ra hercegnőnek születtem.	"Hơn nữa, bà nấu bếp vẫn luôn là một phụ nữ tử tế đáng kính trọng, và từng nói một cách hết mực tự nhiên khi tới nhận việc là bà ấy cảm thấy tôi được sinh ra để trở thành một nữ công tước."
Pamlag volt azon a helyen, amelynek közelében Pocket úr állt s ő ekkor a "haldokló gladiátor" helyzetébe roskadt erre a pamlagra.	Ở chỗ ông Pocket đứng có một chiếc xô pha, vậy là ông này gieo mình xuống nó theo cách của một võ sĩ giác đấu tử thương.
Két vagy három nappal utóbb, miután szobámban elrendezkedtem és néhányszor Londonba s onnan vissza utaztam s kereskedőimnél mindazt, amire szükségem volt, megrendeltem, Pocket úr meg én nagy megbeszélésre ültünk össze.	Hai ba ngày sau, khi tôi đã thu xếp ổn thỏa trong phòng của mình và đi đi lại lại tới London vài lần, đặt mua tất cả những gì tôi muốn từ các nhà cung cấp, ông Pocket và tôi cùng đi dạo một lúc lâu.
Ő többet tudott életem kijelölt pályájáról, mint amennyit jó magam tudtam; kijelentése szerint ugyanis Jaggers úr neki már tudomására adta, hogy nincs meghatározva, mi legyen majd a hivatásos foglalkozásom s hogy elegendő lesz jövőbeli céljaimra oly képzettséget szereznem, amely lehetővé teszi "a magam urának" lennem oly fiatalemberek módján, akik jó körülmények közt élnek.	Ông biết về con đường sự nghiệp tương lai của tôi còn hơn cả chính tôi, vì ông nói đã biết từ ông Jaggers rằng tôi chưa được hướng nghiệp cho bất cứ nghề nào, và tôi sẽ được coi là nhận đủ giáo dục cho vận mệnh của mình nếu có thể "ngang hàng" với mức trung bình của các chàng trai trẻ trong hoàn cảnh giàu có.
Én természetesen helyes­nek találtam ezt, hiszen semmit sem tudtam felhozni ellene.	Tất nhiên là tôi ưng thuận, vì chẳng biết gì ngược lại.
Pocket úr ajánlotta, hogy bizonyos tanfolyamokat látogassak Londonban oly általános isme­retek megszerzése végett, amelyeknek még híjával voltam s hogy őt összes tanulmá­nyaim ellenőrzésének és irányításának tisztével bízzam meg.	Ông Pocket khuyên tôi tới một số nơi ở London để thu nhận được những hiểu biết sơ đẳng như tôi muốn, và hãy ủy thác cho ông nhiệm vụ giải thích và chỉ dẫn cho tôi trong học hỏi mọi thứ.
Reméli, mondta, hogy értelmes vezetés útján alig ütközöm majd oly akadályokba, amelyek elcsüggeszthetnének és csakhamar lehet­sé­ges lesz minden gyámolításról, az övén kívül, lemondanom.	Ông hy vọng với sự hỗ trợ sáng suốt, tôi sẽ không gặp phải nhiều điều khiến tôi nản lòng, và sẽ sớm không còn cần đến bất cứ sự trợ giúp nào khác nữa, ngoại trừ của ông.
Annak a módnak a révén, ahogy mindezt mondta és ahogy ugyanoly célzattal még sok egyebet is mondott, egykettőre bámulatosan meghitt bizalmasságba kapcsolt magához és hadd említem meg most mindjárt, azután is mindig oly buzgón és becsületesen felelt meg akkori megállapodásunknak, hogy engem - ennek épp oly buzgó és becsületes teljesítésére erősített.	Qua cách ông Pocket nói ra những điều này, và còn nhiều hơn thế qua mục đích tương tự, ông tự đặt mình trong mối giao hảo thân tình với tôi một cách rất đáng mến; và tôi có thể nói ngay là ông luôn rất nhiệt tình và có trách nhiệm trong việc hoàn thành bổn phận với tôi, cũng như làm tôi trở nên nhiệt tình và có trách nhiệm trong việc hoàn thành bổn phận của tôi với ông.
Ha ő tanítómesteremül hanyagnak bizonyul, kétségtelennek tartom, hogy én mint tanítványa szintén hanyagsággal viszonoztam volna ezt a kedveskedését; de ily fölmentésben sohsem részesített, ő is, én is híven teljesítettük kötelességünket egymás iránt.	Nếu ông Pocket tỏ ra là một vị sư phụ dửng dưng, tôi chẳng có chút nghi ngờ nào là hẳn tôi đã đáp lại tương tự trên tư cách đệ tử; nhưng ông chẳng dành cho tôi cớ nào như thế, và mỗi người chúng tôi đều trân trọng người kia.
És abban a vonatkozásban, ahogy gyámo­lítómul érintkezett velem, soha semmiféle nevetségest nem tapasztaltam rajta, egyáltalában soha másfélének nem láttam, csak komolyanveendőnek, becsületesnek és jóságosnak.	Tôi cũng chưa bao giờ nhìn thấy điều gì lố bịch ở ông - hay bất cứ gì khác ngoài sự nghiêm túc, chân thành và tử tế - trong việc trao đổi về việc chỉ dạy với tôi.
Mikor aztán minden tekintetben megvolt a terv és megvalósítása is már annyira jutott, hogy alaposan megkezdtem a munkát, az a gondolatom támadt, hogy kellemes változása lenne élet­módomnak, ha megtarthatnám a Barnard-fogadóbeli szállásomat, ami Herbert társasága révén erkölcseimnek semmiesetre sem a romlását jelentené.	Khi những điểm này được thiết lập và triển khai tới mức tôi bắt đầu thực sự vào việc, tôi chợt nghĩ nếu tôi có thể giữ lại căn phòng tại Nhà họ Barnard, cuộc đời tôi rất có thể phong phú hơn một cách dễ chịu, trong khi phong cách của tôi cũng chẳng vì thế mà tệ đi khi có Herbert ở bên.
