ALAIN-FOURNIER	Alain Fournier
Meg volt győződve arról, hogy nekem is filléres hiányok keserítik meg az életemet, akárcsak az övét, s a jószívű öreg néne meg se várta, míg kinyitom a számat, máris belenyomott a markomba egy-két piculát, amit aznap keservesen megtakarított.	Tưởng rằng tiền tài cũng khiến tôi bận lòng như mình, bà dì tốt bụng chẳng lo tôi xoáy mất, và bà đã cất trong bàn tay chút tằn tiện mỏng manh trong ngày của bà.
S ez mindannyiszor megismétlődött, valahányszor betoppantam hozzá.	Sau đó, bà tiếp tôi với một thái độ như vậy.
A vacsora is éppolyan különös emléket hagyott bennem, mint megérkezésem pillanata.	Bữa ăn chiều cũng kỳ dị - vừa buồn vừa lạ lùng - như sự chào đón.
- Ennek még a poroszok törték le a fülét bosszúból - magyarázta - ha jól emlékszem, hetvenben, mert nem vihették magukkal.	- Cái bình kia - bà nói - bọn Phổ đã đánh vỡ quai năm bảy mươi, vì chúng không đem đi được.
S hogy ott állt előttem ez a karcsú, magas váza, mely ilyen szomorú sorsra jutott, csak akkor döbbentem rá, hogy egyszer, réges-régen már jártunk itt apámmal.	Lúc ấy, khi nhìn chiếc bình lớn với lịch sử bi thảm, tôi chỉ nhớ lại rằng ngày xưa chúng tôi từng ăn chiều và ngủ ở đây.
S egy pillanatra újra felvillant bennem a régi rettegés is... Ahogy megvacsoráztunk s ott üldögéltünk a kandalló előtt, dédnagynénikém félrevonta édesapámat, hogy valamiféle kísértet-históriával traktálja: "S képzeld csak, hirtelen megfordulok... s ugyan mit látok, mit gondolsz, drága Louis öcsém?...	Ăn tối xong, ngồi trước lò sưởi, bà dì kéo riêng cha tôi né về phía bà; kể cho cha nghe một câu chuyện ma... "Chao ôi, cháu Lui yêu quý ạ, dì thế gì cháu biết không... Một mụ đàn bà thấp bé, xám xịt..." Bà lục từ trong đầu ra toàn những chuyện nhảm nhí kinh khủng như vậy.
Nagynénikém a vendégszobába ágyazott nekem, s éjjelre odaadta Moinel bácsi kockás hálóingét.	- Phrăngxoa tội nghiệp của bà, bà phải kể cho cháu nghe câu chuyện mà bà chưa kể với ai...
Beszélni kezdett, de még sohasem hallottam ilyen titokzatosnak, ilyen metszőnek a hangját:	Tôi nghĩ: "Rõ khéo, mình lại bị quấy rối suốt đêm, như mười năm trước..."
Az egész éjszakát a rémülettől reszketve tölthetem, akárcsak tíz évvel ezelőtt!..."	Bà lắc đầu, nhìn thẳng trước mặt, như thể bà kể cho chính mình.
De mit tehettem, megadtam magam a sorsnak és hallgattam, hallgattam.	"... Bà cùng ông Moanen đi dự một buổi lễ hội về.
Nénikém fejét csóválva ült, maga elé meredve, mintha csak magának mesélné el a történetet:	Đó là đám cưới đầu tiên mà hai ông bà cùng đến từ khi Ecnet tội nghiệp của bà mất.
- Az úgy volt, hogy éppen hazafelé tartottunk Moinel-lel egy ünnepségről.	Ở đám cưới, bà gặp bà em Aden đã bố năm chưa giáp mặt.
Ez volt az első lakodalom, ahová mindketten elmentünk, drága kis Ernestünk halála óta ugyanis nem jártunk úgyszólván sehová.	Một ông bạn già của ông Moanen rất giàu đã mời bà ấy đến ăn cưới con trai ông ta ở lâu đài Xablonnie.
Kocsin mentünk, de bérelnünk kellett, s bizony ez jócskán vitt el pénzt a háztól.	Ông bà ra về lúc khoảng bảy giờ sáng, giữa mùa đông cực rét.
Amerre elláttál, sehol egy lélek.	Trên đường vắng tanh vắng ngắt.
S hirtelen mit látok magunk előtt az úton - mintha csak a földből nőtt volna ki váratlanul?	Cháu có biết bất đồ bà trông thấy gì trên đường không?
Hiszen azt hittem, maga a jó Isten áll előttünk!...	"- Ông ơi nhìn kìa, đó là Chúa hiện hình!
Nem férfi vagyok, csak egy kisleány.	"- Cháu không phải con trai.
Nem engednék meg, hogy fölkapaszkodjak a kocsijukra?"	Ông bà có vui lòng cho cháu đi nhờ xe không ạ?
- Bácsikád azonnal fölsegítette.	"Ông bà cho cô ấy lên liền.
A Sablonniéres-birtok ifjú urának, Frantz de Galais-nak volt a menyasszonya, akikhez hivatalosak voltunk a lakodalomba!	Chính là vợ chưa cưới của con trai chủ lâu đài Xablonie, Phrăng de Gale, mà ông bà vừa được mời đến dự lễ cưới".
- No persze, igazad van - nézett rám egészen összezavarodva.	- Ừ, ừm - à ngượng nghịu nhìn tôi, nói tiếp - không còn hôn lễ nữa.
S a kislány meg volt győződve arról, hogy nincs is a földön ennyi boldogság, hogy a vőlegénye túlságosan gyerek még hozzá, hogy mindazok a csodálatos dolgok, amiket a fiú leveleiben összefirkált, képzelete szüleményei, puszta koholmányok.	Nó đinh ninh, rằng bấy nhiêu hạnh phúc đối với nó là không thể có, rằng so với nó, thằng kia quá trẻ, rằng tất cả những viễn cảnh tươi đẹp mà thằng này vẽ ra cho nó đều là ảo tưởng, cho nên khi Phrăng đến tìm, Valăngtin đâm ra sợ.
S amikor Frantz eljött érte, hogy magával vigye, Valentine-nek végképp inába szállt a bátorsága.	Thằng này đi dạo cùng nó và cô chị trong vườn của bà Tổng giám mục ở Buôcgiơ bất chấp trời rét và gió lộng.
S ők mégis ott sétáltak, a fiú, Valentine, s a nővére, az érseki palota kertjében, Bourges-ban.	Bây giờ con bé điên của bà chẳng hiểu đang tưởng tượng cái gì, nó bảo nó về nhà lấy cái khăn bịt đầu.
- Vőlegényének pedig egy levelet hagyott hátra, hogy megszökött egy fiatalemberrel, akibe halálosan szerelmes.	"- Thà hy sinh tình yêu, còn sung sướng hơn thành vợ anh ấy - nó nói với bà như thế.
- És mihez kezdett nénikém ezzel a szegény szerencsétlen teremtéssel?	- Thế ông bà đã đối xử như thế nào với cô gái đau khổ đó ạ?
Sokáig itt maradt nálunk, majdnem egész tavaszig.	Nó ở nhà ông bà gần suốt mùa đông.
Ő vagdalta ki és varrta össze ezeket a szőnyegeket is mindet, amit csak látsz itt!	Chính nó làm các thảm trải nến và "treo tường" mà cháu thấy đấy.
S hogy itt járt, azóta fecskék is fészkelnek az ereszünk alatt.	Từ khi nó ở đây, chim én cũng đến làm tổ ngoài kia.
S ha ilyenkor rátaláltunk, csak állt ott, szívet tépően zokogva.	Bà bắt gặp nó đứng đấy khóc như gió như mưa.
Milyen helyes kis mindenese van!"	"Nói rồi, nó đi vào.
Neki ajándékoztam néhányat azokból a ruhákból, amiket átalakított.	"- Bác Moanen ạ, bác tìm được một đứa con ở đến kháu.
A férjem megváltotta a jegyét a pályaudvaron és még némi kis útravalót is csúsztatott a zsebébe.	"Dù ông bà khuyên nhủ và van vỉ hết điều, nó vẫn muốn đi tiếp đến Paris, vào tháng ba.
- Nem volt hálátlan teremtés, nem feledkezett meg rólunk.	Bà cho nó mấy cái áo dài để nó cắt may lại.
Azt írtam neki, hogy a birtokot eladták, a kastélyt lebontották, a fiatalembernek végérvényesen nyoma veszett, s hogy a leány is férjhez ment.	Để nó khỏi bận tâm, bà đã báo cho nó biết rằng lâu đài đã bị bán, bị hạ, cậu con trai đã biệt tích, cô con gái đã lấy chồng.
Volt egy olyan érzésem, hogy nem járhattam messze a valóságtól.	Từ đó, Valăngtin của bà viết thưa dần đi..."
Nem holmi kísértethistóriával traktált a nénikém, metsző, sziszegő hangján, mely annyira alkalmas volt az ilyesmik elbeszélésére.	Đấy không phải một chuyện ma, mà bà dì Moanen kể với giọng kim vốn rất thích hợp với những chuyện ma quái.
S én mégis hihetetlenül rosszul éreztem magam.	Tuy nhiên, tôi đâm vô cùng lúng túng và buồn phiền.
Hiszen megesküdtünk egyszer Frantznak, a komédiásfiúnak, hogy testvérei leszünk mindhalálig, s íme, most váratlanul felkínálkozott rá az alkalom...	Ấy là do chúng tôi đã thề cới chàng Bô-hê-miêng Phrăng de Gale rằng chúng tôi sẽ phụng sự chàng như anh em, và bây giờ, thời cơ đã đến...
Mi értelme volna, ha valamilyen megvalósíthatatlan vállalkozásba hajszolnám?	Ném anh vào một việc ngàn lần không thể được phỏng có ích gì?
Az igaz, hogy Frantz menyasszonyának a címe a kezünkben volna, de ugyan hol keressük a komédiásfiút, ki tudja merre bitangol a nagyvilágban?...	Thực tình, chúng tôi đã có địa chỉ cô gái, nhưng biết tìm đâu chàng Bô-hê-miêng luôn luôn lang thang trên mặt đất này?...
Hagyjuk csak a bolondokat a maguk sorsára - tűnődtem elgondolkozva.	hãy mặc bọn điên đi với bọn điên, tôi nghĩ.
Mennyi szerencsétlenséget zúdított is a nyakunkba ez a regényes hajlamú fiatalember!	Bao khốn khổ chàng Phrăng lãng mạn đã gây ra cho chúng tôi!
S ahogy erre az elhatározásra jutottam, azért még maradt bennem valami érthetetlen, rossz érzés; mintha felém suhogtatta volna a szárnyát valami szörnyűség a jövőből.	Quyết định thế rồi, tôi vẫn có cảm giác nặng nề về một điềm xấu - cảm giác vô lý mà tôi mau chóng gạt đi.
- hangzott tompán s kissé csalódottan a hangja.	- Kìa, thằng ông mãnh ngủ rồi!...
Figyelem ám, amit mond...	Tôi thương bà, bèn cự nự:
- Engem nem lehet becsapni! - motyogta.	- Cháu không đâu, bà ạ. Cháu cam đoan...
A VÁRATLAN HÍR	TIN VĨ ĐẠI
Augustin édesanyjával a hajdani iskolaépületben lakott.	Ôguyxtanh Môn và mẹ sống trong ngôi trường cũ.
Meaulnes szerette volna - amikor édesapja elköltözött az élők sorából -, ha megvásárolják az épületet, ahol az örege az utolsó húsz évben tanított - s történetesen ő is ott tanulta meg a betűvetés és olvasás tudo­mányát.	Khi cha mất sau thời gian dài nghỉ hưu, và gai tài được thừa hưởn đã lớn lên, Môn ngỏ ý xin mẹ mua lại ngôi trường trong đó ông thầy giáo già đã giảng dạy suốt hai mươi năm, và chính anh cũng đã học đọc.
A hátsó udvarban nyoma sem volt fának, növénynek, s a rétek felé sem lehetett ellátni onnan, mert egy magas tornacsarnok állta el a kilátást.	Đó là một ngôi nhà đồ sộ, vuông như một thị sảnh, chính nó trước đây cũng là thị sảnh.
Őszbe vegyült haja kissé ziláltan lógott, egy-egy fürt belecsapódott az arcába.	Mái tóc điểm bạc của bà hơi rối, có những món xõa xuống mặt.
Régi­módian volt feltűzve hátul a haja és arca duzzadt volt, ólmosan fáradt, mintha egész éjszaka le sem hunyta volna a szemét.	Dưới cái mũ cũ, bộ mặt đều đặn hơi phị và lộ vẻ mệt mỏi như vừa qua một đêm thức trắng.
Feje szomorúan előrehorgadt, mélyen elgondolkozva.	Bà buồn bã cúi đầu với vẻ nghĩ ngợi.
De ahogy hirtelen szemébe tűntem, egyszerre felismert és elmosolyodott:	Nhưng chợt thấy tôi, bà nhận ra và nở một nụ cười:
- Szerencséjére, még idejében ideért.	- Cháu đến rõ đúng lúc, bác vừa giặt xong và đang đem phơi quần áo, để Môn lên đường đây.
A vonat pontosan öt órakor indul, s remélem, minden rendben lesz addigra...	Năm giờ thì tàu chạy, nhưng chúng ta vẫn kịp...
Valószínűnek tartom, hogy fogalma sem volt arról, hogy hová készül a fia.	Thấy bà hết sức tự tin, tôi nghĩ chắc bà đã quyết định như vậy.
Hatalmas, négyablakos helyiségbe nyitottam.	Em nó đang viết trong "thị sảnh" ấy.
Olyan volt ez a hely, mintha egy helybeli magánzó építtette volna magának - s ide zárkózott be Meaulnes a szünidő hosszú hónapjai alatt, ha éppen nem volt kedve a környéken barangolni.	Cái nơi như được tạo ra cho một người hưởng lợi tức đồng niên chính là chốn ẩn dật Môn thường lui vào trong những ngày hè dài dằng dặc khi không lang thang bên ngoài...
- Seurel!	- Phrăngxoa!
- csak ennyit mondott, s látszott az arcán, hogy mélységesen megdöbbent.	- anh chỉ nói thế vẻ kinh ngạc.
Egy ugrással fent termettem mellette a dobogón.	Tôi nhảy phốc lên bệ bục giảng.
Egyre inkább szembeszökött, hogy mennyire zavarban van.	Nhưng lạ sao, anh thậm chí quên cả chìa tay ra cho tôi.
Hasonlatos volt a remetékhez, a vadászokhoz, a sokat megélt emberekhez - nehezére esett a beszéd.	Chưa chi trong khi đăm đăm nhìn tôi mà không thấy, anh đã như bị thu hút hết vào cái điều mà anh sắp thổ lộ.
Mulatságosan kiszíneztem az utamat, megemlítettem, hogy hol töltöttem az éjszakát s hogy majd leesett az állam, amikor édesanyja közölte velem: Augustin ma elutazik.	Tuy nhiên, tôi vui vẻ kể với anh tôi đã đến đây ra sao, tôi ngủ đêm qua nơi nào, tôi ngạc nhiên đến mức nào khi nghe thấy mẹ anh chuẩn bị cho anh đi...
- kérdezte halkan.	- anh hỏi.
- Hogyne.	- Vâng.
- Nem, nem.	- Không.
- Te aztán igazán tudod - fordult szembe velem Meaulnes - igazán tudod, Seurel, hogy mit jelentett számomra különös kalandom, amikor megszöktem Sainte-Agathe-ból.	- Phrăngxoa, cậu biết cuộc phiêu lưu kỳ lạ của tớ ở Xanhtơ-Agat đối với tớ là như thế nào.
Ez adott értelmet életemnek, ebben volt minden reményem.	Đó là lẽ sống, là niềm hy vọng của tớ.
S ha egyszer megvalósulhatatlan ez a remény, ugyan mi lehet belőlem?...	Hy vọng nà mà tan vỡ, tớ còn sống làm gì nữa?...
Talán daráljam le úgy az életemet, mint a többi száz és százmillió ember a földön?	Làm sao có thể sống rập khuôn với hết thảy mọi người!
Amit mások boldogságnak neveznek, számomra merő csúfolódásnak, merő gúnynak látszik.	Điều người khác cho là hạnh phúc, tớ chỉ thấy nực cười.
Talán valami galibát csináltál, amit helyre kell hoznod?	Phải chăng anh có lỗi lầm nào cần sửa chữa?
- Ó, - sóhajtottam fel megkönnyebbülten -, csak erről van szó?	- Trời ơi - tôi kêu lên, cảm thấy dịu lòng - Chỉ vì thế thôi ư?
- Erről.	- Vì thế đấy.
S talán valamit el is követtem, amit jóvá kell tennem.	Cũng có thể vì một lỗi lầm phải sửa chữa.
Tehát két dolog is sarkall az útra...	Cả hai, vì cả hai cùng một lúc...
Ahogy egyszer írtam egy levelemben: "Csak a halál - ezeknek a napoknak földöntúli szépségét csak az adhatja vissza talán..."	Chỉ cái chết, như tớ đã viết cho cậu, may ra tớ tìm thấy cái đẹp của thời gian ấy...
