Bovaryné	Bà Bô vary
Azt meg kell adni, hogy itt már fölséges, óriási!	Đó là cái gì kỳ diệu, tuyệt vời!
Ugyan, határozd el már magadat!	Nào, em quyết định đi!
Rosszul teszed, hogy megtagadod magadtól ezt a kis szórakozást, ha gondolod, hogy jót fog tenni.	Em không ở lại là em sai lầm đấy, nếu em cảm thấy chút nào cái đó đem lại lợi ích cho em.
Ekközben a szomszéd asztalok körül a székek sorra megüresedtek; egy pinczér illedelmesen a hátuk mögé telepedett; Károly megértette a czélzást s elővette az erszényét; de Léon nem engedte, hogy fizessen, sőt borravalóul két ezüst pénzdarabot dobott oda, a melyek nagyot csendültek a márványasztalon.	Khi ấy các bàn xung quanh đã vãn người; một người hầu bàn kín đáo tới gần họ; Sáclơ biết thế, rút ví ra; viên luật sư tập sự cầm tay hắn giữ lại; và thậm chí, không quên để lại hai đồng hào trắng mà anh ta ném xuống mặt đá hoa cho kêu.
– Igazán, nagyon sajnálom – elégedetlenkedett Bovary – hogy költséget okoztunk önnek…	-Tôi giận thực đấy, - Bôvary lẩm bẩm, - về số tiền mà ông...
A másik egy barátságos mozdulattal jelezte, hogy ilyen csekélységről nem lehet szó, s miközben a kalapja után nyult:	Anh ta phác một cử chỉ coi thường đầy thân thiện, và vừa cầm lấy mũ vừa nói:
– Abban maradunk, ugy-e – kérdezte – hogy holnap, hat órakor, találkozunk?	-Đồng ý thế nhé, mai sáu giờ chứ?
Károly ismételte, hogy nem maradhat el tovább hazulról, de ha Emma maradni akar…	Sáclơ một lần nữa lại kêu lên hắn không thể vắng nhà lâu hơn được; nhưng chẳng có gì ngăn trở Emma...
– Csakhogy… – szólt Emma zavartan, miközben sajátságosan mosolygott – igazán nem tudom…	-Cái đó..., nàng ấp úng nói với một nụ cười lạ lùng, tôi cũng chẳng rõ...
Léon azt felelte, hogy mindenesetre élni fog a szerencsével, és rövid idő mulva, mert nemsokára amúgyis el kell mennie Yonvilleba, hivatalos ügyben.	Viên luật sư tập sự khẳng định anh ta sẽ chẳng bỏ qua, vả lại anh ta cũng cần đi Yôngvin để làm một số công việc của phòng luật của anh.
Aztán a Saint-Herbland-átjáró előtt elváltak egymástól, abban a pillanatban, a mikor a székesegyház tornyában fél tizenkettőt ütött az óra.	Và họ chia tay nhau trước ngõ Xanh Hécblăng, giữa lúc chuông nhà thờ điểm mười một giờ rưỡi.
HARMADIK RÉSZ.	PHẦN THỨ BA
I.	I
Léon ur, mialatt jogot hallgatott Párisban, eljárt ugyan az egyetemi előadásokra, de éppen olyan buzgó látogatója volt a Kunyhónak is, s igen szép sikerekre tett szert a grizettek körében, a kik ugy találták, hogy Léon finom ember.	Lêông trong thời gian học luật, cũng đã khá hay đi lại tiệm Lều Tranh, ở nơi đó anh ta thu được nhiều thắng lợi mỹ mãn gần những cô gái lẳng lơ thấy anh ta có vẻ phong nhã.
A kicsapongástól mindig tartózkodott, és nem csupán félénk óvatosságból, hanem azért is, mert nem lelte benne kedvét.	Còn những chuyện quá quắt, anh ta vẫn tránh do nhút nhát cũng có do thận trọng cũng có.
Eleinte sokszor megtörtént, hogy, a mikor a szobájában tanult vagy esténkint a Luxembourg-kert hársfái alatt olvasgatott, a törvénykönyv kiesett a kezéből és gondolatai visszatértek Emmához.	Thường thường, vào lúc đọc sách ở trong buồng, hoặc buổi chiều, khi ngồi dưới những cây bồ đề ở vườn Luýchzămbua anh ta đánh rơi quyển sách luật xuống đất, và anh ta lại nhớ tới Emma.
Most, hogy három év multán viszontlátta Emmát, érzése ujra felébredt és erőre kapott.	Rồi anh ta gặp lại nàng sau ba năm xa vắng, tình yêu của anh ta lại thức dậy.
Végre is – gondolta – el kell határoznia magát, hogy Emmát a magáévá teszi.	Anh ta thầm nghĩ cuối cùng phải đi đến quyết định ý muốn chiếm được nàng.
Félénkségét a víg társaságokkal való érintkezés már régen elkoptatta; s aztán már mint párisi ember került vissza a vidékre, lenézve mindent és mindenkit, csak azt nem, a ki fénymázas czipőjével a párisi körutak aszfaltját tapodja.	Vả lại, tính nhút nhát của anh ta đã mất dần đi khi tiếp xúc với những kẻ chơi bời, và anh ta trở về tỉnh nhỏ khinh bỉ tất cả những người không dận giày bóng loáng lên nhựa đường phố.
Egy csipkeruhás párisi hölgy mellett, valamelyik hírneves, hintón járó, érdemrendekkel feldíszített orvostanárnak a szalonjában, a szegény közjegyző-segéd alkalmasint olyan lázasan remegett volna, mint egy félszeg gyermek; de itt, Rouenban, a kikötő közelében, ennek a kis, másodosztályu orvosnak a felesége előtt, elemében volt, s bizonyosra vette, hogy egyszerüen vakítani fog.	Bên cạnh một phụ nữ Pari vận đồ đăngten, trong phòng khách của một bác sĩ nổi tiếng nào đó, một nhân vật có huân chương và có xe ngựa, viên luật sư tập sự hèn mọn kia hẳn sẽ run sợ như một đứa trẻ; nhưng ở đây, tại Ruăng, trên cảng, trước vợ người thầy thuốc quèn này, anh ta cảm thấy thoải mái, chắc mẩm trước rằng mình sẽ làm người ta lóa mắt.
A magatartás biztonsága mindig a környezettől függ: az első emeleten nem úgy beszél az ember, mint a negyediken, és a gazdag asszonynak, ha meg akarja őrizni az erényét, mintha a bankjegyeiből valóságos pánczélja volna, ruhaderekának a bélésében.	Cái thế vững vàng tùy thuộc vào môi trường ta đứng: người ta không nói năng ở tầng dưới nhà như ở tầng gác tư, và người đàn bà giàu có dường như có quanh mình tất cả các tờ giấy bạc của họ lót trong áo nịt tựa hồ một chiến bào để bảo vệ đức hạnh của họ.
Léon nem ment haza mindjárt, mikor elvált Bovaryéktól; messziről követte őket, hogy megtudja, hol laknak; látván, hogy a Vörös kereszt előtt állnak meg, sarkon fordult, és az éjszakát azzal töltötte el, hogy egy tervet eszelt ki.	Tối hôm trước, khi tạm biệt ông Bà Bôvary, Lêông từ xa, vẫn theo dõi họ trên đường phố; đến khi thấy họ dừng chân ở khách sạn Chữ Thập Đỏ, anh ta mới quay gót về và suốt đêm trù tính một kế hoạch.
– Az úr nincs odafenn – felelt kérdésére egy szolga.	-Ông tôi chẳng có ở đây, - một người hầu trả lời.
Ez jó jelnek látszott.	Anh ta thấy đó là một điềm lành.
Fölment.	Anh ta lên gác.
– Hogyan?	-Đoán thế nào?
Léon azt állította, hogy találomra indult el, s hogy az érzése vezette ide.	Anh ta bảo là cái bản năng của anh ta đã liều lĩnh dẫn đường chỉ lối đến nàng.
Emma elmosolyodott, a mire Léon, hogy jóvátegye a baklövését, azt hazudta, hogy délelőtt sorra járta a város összes vendéglőit.	rằng anh ta đã bỏ cả buổi sáng đi tìm nàng lần lượt trong khắp các khách sạn của thành phố.
– Tehát mégis arra határozta magát, hogy marad?	-Vậy bà đã quyết định ở lại chứ?
– kérdezte aztán.	-Anh ta nói thêm.
– Igen – felelt Emma – pedig ez oktalanság.	- Vâng, - nàng nói, - và tôi đã nhầm.
Nem szabad hozzá szoktatnunk magunkat olyan mulatságokhoz, a melyekhez rendes körülmények között nem juthatunk hozzá, kivált, ha ezerféle követeléssel kell számolnunk…	Không nên làm quen với những thú vui không thực hiện được, khi quanh mình có hàng nghìn điều yêu sách.
De minthogy a férfiaknak is vannak bajaik, a társalgás egy kis bölcselkedéssel indult meg.	Nhưng nam giới cũng có những nỗi buồn của họ, thế là câu chuyện được bắt đầu bằng vài suy nghĩ triết lý.
Emma hosszasan fejtegette, hogy milyen nyomorúságokkal jár minden földi érzés, és hogy az érezni tudó szivet minő örök magánosságra kárhoztatja a végzet.	Emma nói nhiều về nỗi đau khổ của những mối tình trên trần thế và nỗi cô đơn vĩnh cửu trong đó trái tim bị chôn vùi.
A peres eljárástól irtózott, más pályákra érzett hajlandóságot, és anyja nem hagyott neki békét, folyton kínozta a leveleivel.	tố tụng khiến anh ta bực mình, nhiều khuynh hướng khác lôi cuốn anh ta và mẹ anh ta trong mọi bức thư, đều giày vò anh ta.
Mert egyre részletesebben beszélték el, hogy mi okozta szenvedéseiket: lassankint mind a kettőjüket fölhevítette ez a fokozatosan növekedő bizalmasság.	Vì họ nói rõ dần dần nguyên nhân những nỗi đau khổ của họ, mỗi người càng nói càng phấn khởi hơn lên một chút trong câu chuyện tâm tình tăng tiến ấy.
De néha meg-megakadtak, mert nem mondhatták el egészen a gondolatukat; ilyenkor keresgélték a szólamot, mely mégis kifejezze, a mit mondani akarnak.	Nhưng đôi khi, họ ngừng lại vì bày tỏ không hết ý, và thế là họ tìm cho ra một câu nào có thể trong lúc đó diễn tả được ý ấy.
Emma nem vallotta meg, hogy egy más embert szeretett; Léon nem mondta el, hogy már elfelejtette Emmát.	Nàng chẳng thú thực tình yêu của nàng đối với một người khác; anh ta không nói rằng anh ta đang quên chị.
Meglehet, Léonnak nem jutottak eszébe azok a vidám vacsorák, a melyeket, a bálok után, álarczos hölgyek társaságában költött el; és bizonyos, hogy Emma nem gondolt azokra a korareggeli órákra, a mikor, keresztül vágva a mezőn, szeretőjének a kastélyába rohant.	Có lẽ anh ta không còn nhớ những bữa ăn đêm của mình sau những cuộc khiêu vũ, với những cô gái giả trang làm phu dỡ hàng; và nàng chắc quên những cuộc hẹn hò trước kia, vào buổi sáng, nàng chạy trên đồng cỏ đến lâu đài của tình nhân.
A város zaja nem igen hatolt el hozzájok; és mintha a szoba kicsinysége is csak arra szolgált volna, hogy magánosságukat még szorosabbá tegye.	Những tiếng động của thành phố chẳng vọng tới họ mấy; và cái buồng dường như nhỏ bé với dụng ý thắt chặt hơn nỗi cô đơn của họ.
Emma, a kin parket pongyola volt, feltűzött hajfonatát oda támasztotta az ócska karosszék támlájára; a fal sárga papirburkolata mintha arany alapot alkotott volna körülötte; a tükör még egyszer feltüntette fedetlen fejét, a fehérlő vonallal, mely középütt kétfelé választotta a haját, s fülének alsó szélével, melyet haja csak félig takart el.	Emma mặc một chiếc áo choàng rộng bằng vải chéo, tì búi tóc vào lưng ghế bành cổ; giấy vàng dán trên tường làm thành một nền vàng sau lưng nàng; cái đầu trần của nàng phản ánh trong gương với đường ngôi trắng ở giữa, và đầu tai thò ra dưới mái tóc.
– De bocsásson meg – szólt Emma – csak most veszem észre, hogy folyton a panaszaimmal untatom önt!	-Nhưng xin lỗi, - nàng nói, - tôi thật không phải, tôi đã làm phiền ông vì những lời than thở liên miên của tôi!
– Ó, dehogy untat!… Nem mondhat olyat, soha, soha!…	- Ví bằng ông biết tất cả những gì tôi đã mơ ước!
– Ha tudná – kezdte ujra Emma, a mennyezet felé emelve szép szemét, melyben egy könnycsepp fénylett – hogy mi mindenről álmodoztam!	(nàng vừa nói, vừa đưa lên trần nhà đôi mắt đẹp nhỏ lệ).
– Hát még én!	- Thế còn tôi!
Néha kimenekültem az utczára, s megindultam czél nélkül, abban a reményben, hogy a tömeg zaja el fog szórakoztatni; a folyó mentén haladva, eltévelyegtem messzire, de a gyötrelemtől, a mely üldözött, nem tudtam megszabadulni.	Nhiều lần tôi ra ngoài đường, tôi đi, tôi lê bước dọc bờ sông, kiếm cách giải khuây trong tiếng ồn ào của đám đông mà chẳng rũ bỏ được mối ám ảnh bám riết lấy tôi.
Van a körúton, az egyik metszet-árusnál egy olasz rézmetszet, mely nem tudom, melyik múzsát ábrázolja.	Trên đại lộ, tại một cửa hàng bán tranh ảnh in, có một bức tranh khắc của Ý diễn tả một nàng thơ.
Alakját hosszú ruha borítja; a holdat nézi, és kibontott hajában nefelejcsek vannak.	Nàng vận một chiếc áo dài và nàng ngắm mặt trăng, hoa lưu ly cài trên mái tóc xõa.
Valami mindig ide vonzott; néha órákig elnéztem ezt a képet.	Có cái gì không ngớt thôi thúc tôi đến đó; tôi ở đó hàng giờ liền.
Aztán, remegő hangon:	Rồi, bằng một giọng run run, anh ta nói:
– Egy kicsit hasonlított önre.	-Nàng hao hao giống bà.
Bovaryné elfordította a fejét, mert nem állhatta meg, hogy el ne mosolyodjék, s nem akarta, hogy Léon ezt észrevegye.	Nàng Bôvary quay đầu đi để anh ta khỏi thấy trên môi nàng cái nụ cười không cưỡng được mà chỉ cảm thấy nở ra.
– Sokszor – folytatta Léon – nem bírtam magammal, s elhatároztam, hogy írok önnek.	- Lắm phen, - anh ta lại nói, - tôi viết thư cho bà rồi ngay sau đó tôi lại xé đi.
Emma nem felelt.	Nàng không đáp.
Léon folytatta:	Anh ta nói tiếp:
– Néha reménykedni kezdtem, s azt képzeltem, hogy valamely szerencsés véletlen majd Párisba hozza önt.	-Đôi khi tôi tưởng tượng một sự tình cờ nào đó sẽ đưa bà tới.
