JAMES JOYCE	James Joyce
Mr. Hynes úgy látszik, nem értette mindjárt, mire célozgatnak a többiek, de egy kis gondolkodás után megszólalt:	Mr Hynes có vẻ không hiểu ngay họ đang nói đến bài viết nào, nhưng sau một lúc nghĩ ngợi, anh ta nói:
- heveskedett Mr. O’Connor.	- Đọc đi anh bạn!
- Csitt!	- Mr O'Connor nói.
Csitt - csillapította Mr. Henchy. - Na, Joe!	- Suỵt, suỵt - Mr Henchy nói - Nào, Joe!
Mr. Hynes habozott.	Mr Hynes ngần ngừ một lúc nữa.
Meglehetősen hosszú szünet után elkezdte:	Sau một khoảng lặng khá dài, anh ta đọc to:
Parnell halála	Cái chết của Parnell
1891. október 6-án.	Ngày 6 tháng 10 năm 1891
Egy-két torokköszörülés után szavalni kezdett:	Anh ta hắng giọng mấy lượt rồi bắt đầu đọc
Írország, gyászolj és zokogj,	Ôi, Erin, hãy nhỏ lệ khóc than
Kit sárból dicsre ő emelt;	Lũ ông từng vinh danh từ bùn đen
S az ír álom s az ír remény	Và hoài bão ước mơ của Erin
Kastélyok és kunyhók során	Trong lâu đài, nhà nhỏ hay mái lá
Sírják a megtört ír szivek:	Thổn thức những trái tim Ireland
S látni zöld zászlónk, mely dicsőn	Người đã làm vinh danh Erin
Kibontva hirdet ír jövőt,	Lá cờ xanh tung bay kiêu hãnh
Sújtá, vagy csókolá Urát,	Phản bội lại Đức ngài của họ
S lakáj papok - egy sem barát.	Những thầy tu hèn hạ - đám kẻ thù.
Hiába volt minden maszat:	Làm mờ đi, vấy bẩn cái tên
Holt hőseink közé kerül.	Những anh hùng quá khứ của Erin
- Phoenix a lángból - újra kél,	Bay lên, như Phượng hoàng bay từ lửa
S ha majd, Írország, telt kupád	Và cũng chính ngày đó, Erin
Mr. Hyness leült az asztalra.	Mr Hynes ngồi lại lên bàn.
Mikor szavalatát befejezte, csend következett, aztán kitörő tapsvihar: még Mr. Lyons is tapsolt.	Khi anh ta đọc xong bài thơ, căn phòng im lặng một lúc rồi òa lên tiếng vỗ tay, ngay cả Mr Lyons cũng vỗ tay.
Az ünneplés eltartott egy kis ideig.	Tràng vỗ tay kéo dài một lúc.
Mikor minden elcsendesült, a hallgatók némán szájukhoz emelték palackjaikat.	Khi nó dừng lại tất cả người nghe im lặng uống chai bia của mình.
Pukk!	Pốc!
Mr. Hynes üvegéből röppent ki a dugó, de Mr. Hynes pirultan, födetlen fővel csak ült az asztalon.	Cái nắp bay ra từ chai bia của Mr Hynes, nhưng Mr Hynes vẫn ngồi trên bàn, mặt đỏ bừng và đầu trần.
Úgy látszott, a kínálást sem hallja.	Anh ta có vẻ như không nghe thấy lời mời gọi.
- Joe, öreg fiú!	- Khá lắm Joe!
- mondta Mr. O’Connor, cigarettapapírt halászva zsebében, és igyekezett visszanyelni érzéseit.	- Mr O'Connor nói, lôi đống giấy cuộn và túi thuốc lá của mình ra, đúng hơn là để che giấu cảm xúc.
- Na, mit szólsz ehhez, Crofton - kiabált Mr. Henchy - nem nagyszerű?	- Cậu nghĩ thế nào về nó, Crofton? - Mr Henchy kêu lên - Hay đấy chứ?
Mr. Crofton elismerte, hogy igen kitűnő írásmű.	Mr Crofton nói đó là một bài thơ được viết rất hay.
Mr. Holohan, az Eire Abu Szövetség segédtitkárja hetek óta nyargalászott Dublin utcáin, mocskos irományokkal degeszre tömött zsebekkel, a hangversenysorozat érdekében.	Mr Holohan, thư ký trợ lý Hội Eire Abu 1, tất tả xuôi ngược khắp Dublin gần một tháng nay, tay và túi áo đầy những mẩu giấy nhem nhuốc lo chuẩn bị cho buổi hòa nhạc sắp tới.
Nyargalt és érvelt, órák hosszáig utcasarkokon írta jegyzeteit egyre mocskosabb papírokra, és végül Mrs. Kearney elintézett mindent.	Ông chạy đi chạy lại, đứng hàng giờ nơi góc phố tranh cãi, thuyết phục, rồi ghi chép, nhưng rốt cuộc cuối cùng chính Mrs Kearney mới là người định đọat mọi chuyện.
Miss Devlint az emberi rosszindulat hajszolta bele a Mrs. Kearneységbe.	Miss Devlin đã trở thành Mrs Kearney một cách tình cờ.
Mikor a férjhezadandók sorába lépett, föltűnt a dublini családoknál, ahol elefánt­csont­­tornyos modorát és zongoraművészetét riadt ámulat fogadta.	Khi đến tuổi lấy chồng cô được cử đến rất nhiều nhà, và những bản nhạc cô chơi cùng với cái tháp ngà của cô vô cùng được ngưỡng mộ.
Csak ült a társaságban, és várt az udvarlóra, aki merészen áttörné hibátlanságának dermesztő gyűrűjét, és ragyogó élet lehetőségeit rakná a lábai elé.	Cô ngồi giữa vòng tròn lạnh lẽo những thành quả của mình, chờ đợi một kẻ si tình dám đương đầu với nó và trao cho cô một cuộc sống chói lọi.
De körülötte a fiatalemberek annyira mindennapiak voltak, hogy érdemesnek sem tartotta bátorítani őket, és romantikus vágyait titokban habzsolt keleti édességgel csitította.	Nhưng những gã trai trẻ cô gặp chỉ toàn những kẻ tầmg thường và cô quyết không tỏ ý khuyến khích họ, cố gắng an ủi những khao khát lãng mạn của mình bằng cách âm thầm ngậm kẹo gôm Thổ Nhĩ Kỳ 2.
Egy évi házasélet után Mrs. Kearney úgy találta, hogy az effajta férfi szívósabb lesz, mint holmi tüzes roman­tikusok, de vágyait azért nem dobta el.	Sau năm đầu tie^n của cuộc sống hôn nhân, Mrs Kearney hiểu ra rằng một nó nđàn ông như thế sẽ mang lại nhiều lợi lộc hơn là một kẻ lãng mạn, nhưng bà không bao giờ cất đi những ý tưởng lãng mạn của riêng mình.
Mr. Kearney józan életű volt, takarékos és istenfélő; minden első pénteken az oltárhoz járult, gyakran nejével, még gyakrabban egyedül.	Ông đứng đắn, tằn tiện, và sùng đạo, thứ Sáu đầu tiên tháng nào ông cũng đi quỳ trước bàn thờ Chúa, đôi khi cùng với bà, nhưng thường là chỉ một mình.
Ez semmiképp sem jelentette Mrs. Kearney hitének lanyhulását, vagy azt, hogy rossz feleség lett volna.	Nhưng bà chưa bao giờ vì thế mà lơi là tôn giáo của mình và luôn là một người vợ tốt đối với ông.
Lehettek akárhol látogatóban, ha nejének szemöldei hajszálnyit is rándultak, Mr. Kearney már állt, búcsúra készen; de ha őt látogatta meg a gyakori köhögés, neje már sietett meleg takarókkal korhadt lába köré, már sietett forró puncsokkal érdes torka segítségére.	Lúc tiệc tùng ở những ngôi nhà xa lạ chỉ cần bà hơi nhướn lông mày lên là ông đứng dậy cáo từ ngay và, mỗi khi cơn ho làm phiền ông, bà lại quấn chiếc chăn nhồi lông vịt biển quanh chân ông và làm một ly rượu punch pha rum.
Fáradhatatlan szívóssággal hordott be hetente kis pénzeket egy spóregyletbe, azzal a nagyon apai törekvéssel, hogy mindkét lánya 100-100 font hozománnyal állhasson a világ elé, ha elérik huszonnegyedik évüket.	Bằng cách mỗi tuần trả một khoản nhỏ cho công ty bảo hiểm, ông đảm bảo cho cả hai cô con gái mình mỗi cô có được món hồi môn hơn một trăm bảng khi họ hai mươi tư tuổi.
Idősebbik lányát, Kathleent előkelő zárdába küldte, ahol franciát tanult és zenét, és később az Akadémián is fizette a tandíjat.	Ông đã gửi cô con gái lớn, Kathleen, đến một trường dòng tốt, ở đó cô được học tiếng Pháp và nhạc, và sau đó trả tiền cho cô học tại Nhạc viện.
Mrs. Kearney minden év július havában alkalmat talált, hogy valamelyik barátnőjének odavetve megjegyezze:	Năm nào cứ đến tháng Bảy Mrs Kearney lại tìm được cớ nói với bạn:
- Drága férjem megint elvisz minket néhány hétre Skerriesbe.	- Ông chồng tuyệt vời của tôi đang chuẩn bị đưa cả nhà đi Skerries nghỉ mấy tuần.
Néha Howth, néha Greystones került Skerries helyére.	Nếu không phải Skerries thì sẽ là Howth hoặc Greystones.
Mikor az Ír Mozgalom szalonképessé lett, Mrs. Kearney döntő lépésre szánta el magát lánya nevéből, és ír nevelőt hozott a házhoz.	Khi phòng trào Khôi phục Ireland bắt đầu gây được tiếng vang, Mrs Kearney quyết tâm phải gây dựng cái tên của con gái mình 3 và mời một giáo viên ireland về dạy tại nhà.
Ettől kedve Kathleen és húga ír levelezőlapokkal lepték meg barátnőiket, és a barátnők is ír levelezőlapokkal lepték meg Kathleent és húgát.	Kathleen và em gái gửi những tấm bưu ảnh Ireland cho bạn bè và những người bạn này lại gửi cho họ những tấm bưu ảnh Ireland khác.
Miss Kathleen Kearney neve hamarosan ismertté vált városszerte.	Chẳng mấy chốc cái tên Miss Kathleen Kearney bắt đầu được người ta nhắc đến thường xuyên.
A hír szertehordta, milyen ügyes zongorista, milyen csinos lány, és ami a legfőbb, milyen lelkes híve az ír anyanyelvű mozgalomnak.	Họ nói cô rất có tài âm nhạc và là một cô gái ngoan ngoãn, và hơn nữa, cô còn là người ủng hộ phong trào khôi phục ngôn ngữ truyền thống.
Meg sem lepődött tehát, amikor egy napon Mr. Holohan megjelent náluk, és előállt azzal az ajánlattal, hogy a Szövetség, amely négy előadásból álló nagyszabású hangverseny-sorozattal kívánja szolgálni az Ír Mozgalmat, szívesen látná Miss Kathleent a dobogón.	Thế nên bà không ngạc nhiên chút nào khi một ngày Mr Holohan đến gặp bà và đề nghị con gái bà tham gia đệm nhạc trong loạt bốn buổi đại hòa nhạc mà Hội của ông sắp tổ chức tại nhà hát Antient Concert Rooms.
Mr. Holohant a szalonba vezették, itt zajlott a szíves vendéglátás, amelyet egy ezüst süteményes tál és egy üveg bor ragyogott be ígézetesen.	Bà dẫn ông vào phòng khách, mời ông ngồi xuống và bưng ra bình rượu và hộp bánh quy bằng bạc.
Mrs. Kearney szívvel-lélekkel csatlakozott a vállalkozáshoz, tanácsolt, lebeszélt; és mindezek gyümölcseként szerződést írt alá, amelynek értelmében a négy előadásból álló nagyszabású hangversenysorozat estéin Miss Kathleen mint zongorakísérő közreműködik, és ezért nyolc guinea tiszteletdíjban részesül.	Bà lắng nghe chăm chú từng thông tin về Hội, đưa ra những lời khuyên và can ngăn, và cuối cùng một hợp đồng 4 được thảo xong, theo đó Kathleen sẽ nhận được tám ghinê với tư cách là nghệ sĩ chơi nhạc đệm trong bốn buổi đại hòa nhạc.
Minthogy Mr. Holohan noviciusi avatatlanságában kínnal őrlődött olyasféle kényes ügyek malomkövei között, mint meghívók megfogalmazása, a műsorszámok sorrendjének meg­állapítá­sa, és Mrs. Kearney segített neki.	Bởi Mr Holohan còn ít kinh nghiệm trong những vấn đề tinh tế như lời lễ trên áp phích quảng cáo hay sắp xết tiết mục chương trình, Mrs Kearney đã giúp ông.
Volt hozzá érzéke.	Bà có tài xử trí.
Azt is tudta, hogy az első tenor rossz néven venné, ha Mr. Meade humoros száma után kellene föllépnie.	Bà biết rằng ca sĩ giọng nam con trưởng sẽ không muốn phải hát sau tiết mục tấu hài của Mr Meade.
Hogy a közönség érdeklődése az állandó felcsigázottság állapotában maradjon, a kétséges műsorszámokat belopta a régi kedvencek számai közé.	Để giữ cho khán giả luôn thích thú bà đan xen các tiết mục đáng ngờ giữa các tiết mục vốn được ưa chuộng lâu nay.
Mr. Holohan naponta járult elé, hogy tanácsait némely pontokat illetően meg­hallgassa.	Mr Holohan ngày nào cũng ghé qua chỗ bà để xin cố vấn về vấn đề gì đó.
Tanácsa, türelme, kimeríthetetlen volt - és a szíves vendéglátás sem szegényedett.	Lúc nào bà cũng tỏ ra rất nhiệt tình, và sẵn sàng đưa ra một lời khuyên - một cách thân tình, thật vậy.
A borosüveg mindig előkerült, bátorító szózatokkal:	Bà đẩy bình rượu về phía ông và nói:
- Tessék, Mr. Holohan, lásson hozzá!	- Nào, xin cứ tự nhiên, Mr Holohan!
- Ne féljen, Mr. Holohan!	- Đừng lo!
Jut is, marad is, Mr. Holohan!	Đừng lo gì chuyện đó!
Mrs. Kearney valami hajnalpiros csodát vett Miss Kathleen ruhájának keblére Brown Thomasnál.	Mrs Kearney mua một dải lụa sa tanh màu phớt hồng tuyệt đẹp ở hiệu Brown Thomas đính lên phía trước váy cho Kathleen.
Vett a záró előadásra vagy egy tucat két schillinges belépőt, ezeket szétküldte a ház azon barátainak, akikről gyanította, hogy megjelenésük csak ez esetben várható.	Bà con mua hơn chục cái vé giá hai shilling cho buổi hòa nhạc cuối và gửi chúng cho những người bạn thuộc loại nếu không có vé mời thì không chắc sẽ đi.
A hangversenyt szerda-csütörtök-péntek- és szombatra tervezték.	Loạt hòa nhạc theo kế hoạch diễn ra vào thứ tư, thứ năm, thứ sáu và thứ bảy.
Szerda este, amikor Mrs. Kearney lánya kíséretében megjelent az Antient Koncertteremben, a dolgok állása távolról sem nyerte meg tetszését.	Khi Mrs Kearney cùng con gái đến Antient Concert Rooms tối thứ tư bà không thích cái quang cảnh kiếu đó chút nào.
Ahogy lánya karján elvonul mellettük, és egy gyors oldalpillantással felmérte a nézőteret, kielégítő feleletet kapott a rendezők tétlenségére.	Bà cùng con gái đi ngang qua họ và chỉ cần một cái liếc nhìn qua cánh cửa của khán phòng đang mở bà hiểu ngay nguyên nhân sự lờ đờ của đám thanh niên phục vụ.
A színpad mögötti öltözőben bemutatták neki Mr. Fitzpatrickot, a Szövetség titkárát.	Trong phòng hóa trang phía sau sân khấu, bà được giới thiệu với ngài thư ký hội, Mr Fitzpatrick.
Mr. Fitzpatrick alacsony emberke volt, holdsápadt, üres arcú.	Ông ta là một người nhỏ thó có khuôn mặt trắng bệch, vô hồn.
Mrs. Kearney megjegyezte magának, hogy Mr. Fitzpatrick barna puhakalapja hanya­gul féloldalra van csapva, és beszédmodora közönséges.	Bà để ý thấy ông cứ đội chiếc mũ nâu mềm một cách cẩu thả lệch hẳn một bên còn giọng nói thì thô kệch.
Kezében műsort tartott, és míg beszélgettek, az egyik sarkát szórakozottan nedves péppé rágcsálta.	Ông ta cầm một tờ chương trình trong tay, và, trong lúc nói chuyện với bà, ông ta đưa một góc giấy lên nhai nhai cho mủn ra.
Mr. Holohan percenként felbukkant, hozta a friss híreket a pénztár állásáról, aztán eltűnt.	Mr Holohan thì cứ mấy phút lại đi vào phòng hóa trang thông báo diễn biến ở phòng bán vé.
Amikor már fél kilenc felé járt az idő, a nézőtéren lézengő néhány ember kezdte kinyilvánítani vágyát, hogy szórakoz­tatásuk kezdődjék meg.	Khi đã gần đến tám giờ rưỡi, đám khán giả lèotèo trong nhà hát bắt đầu tỏ ý muốn được xem biểu diễn.
Mr. Fitzpatrick betolta üres mosolyát az öltözőbe:	Mr Fitzpatrick đi vào, mỉm cười lơ đãng với cả phòng và nói:
Az utolsó szót Mrs. Kearney gyors, megvető szemmeresztéssel jutalmazta, majd lányához fordult:	Mrs Kearney thưởng công cho cái âm tiết chứa đặc giọng quê mùa của ông bằng một cái nhìn nhanh khinh bỉ, và rồi nói với cô con gái đầy vẻ động viên.
- Készen vagy, drágám?	- Sẵn sàng chưa, con yêu?
Mr. Holohan sem tudta, mit jelentsen ez.	Mr Holohan không biết giải thích thế nào.
Mr. Holohan is azon a véleményen volt, hogy a művészek nem jók, de a Bizottság úgy döntött, hogy az első három hangverseny lesz amilyen lesz, a talentumokat a szombat esti előadáson vetik be.	Mr Holohan thừa nhận đám artiste toàn kẻ vô dụng, nhưng ủy ban, ông nói, đã quyết định cứ để ba đêm nhạc đầu tiên ra sao thì ra, còn để dành các tài năng cho đêm thứ Bảy.
Mrs. Kearney nem szólt ugyan egy szót sem, de ahogy a közepesnél köze­pesebb műsor­szá­mok lassan fölmorzsolták a gyér hallgatóságot, úgy vetett egyre torlódóbb hullámokat lelkifurda­lása, amiért költségekbe verte magát ennek a hangversenynek a sikere érdekében.	Mrs Kearney không nói gì, nhưng khi các tiết mục tầm thường lần lượt tiếp nối nhau trên sân khấu và đám khán giả lèo tèo trong nhà hát càng lúc càng thưa dần, ba bắt đầu thấy hối hận tại sao mình đã mất công mất của cho một buổi hòa nhạc như thế này.
