ÉMILE ZOLA	Émile Zola
Mikor kiért az utcára, lassan lépdelt a friss reggeli levegőn, a néptelen utcákon.	Ra đến bên ngoài, hắn đi những bước chậm rãi, trong không khí mát mẻ của buổi bình minh, trên những vỉa hè vắng vẻ.
Körülbelül öt óra volt.	Đã vào khoảng năm giờ sáng.
Laurentnak kegyetlen napja volt.	Laurent trải qua một ngày tệ hại.
Nagyon kellett küzdenie az álom ellen, mely délután már el akarta nyomni a hivatalában.	Hắn phải chống chọi với sự buồn ngủ nặng trĩu xâm chiếm lấy hắn vào buổi chiều ở sở làm.
Fájt és nehéz volt a feje, amely akarata ellenére is lehajolt, s hirtelen felkapta a fejét, amint valamelyik főnökének lépteit hallotta.	Đầu hắn nặng trịch và đau nhức, cứ gục xuống bất chấp hắn, và hắn phải ngẩng lên thình lình khi nghe thấy bước chân của một trong những ông sếp.
Ez a küzdelem s ez a sok izgalom végül teljesen összetörte a tagjait és tűrhetetlen aggodalomba ejtette.	Sự chống chọi này, những cơn choáng váng này cuối cùng đã làm rã rời tay chân hắn, gây ra những nỗi lo lắng không chịu nổi.
Este, bár nagyon fáradt volt, mégis látni akarta Thereset.	Buổi tối, mặc cho mệt mỏi, hắn muốn đến gặp Thérèse.
Therese is lázas és bágyadt volt, mint ő.	Hắn thấy nàng lên cơn sốt cũng trĩu nặng mệt mỏi như hắn.
Ma reggel egész beteg volt.	Sáng này, nó ngã bệnh hẳn.
Míg a nagynénje beszélt, Therese merően ránézett Laurentra.	Trong lúc người cô nói, Thérèse nhìn Laurent chằm chặp.
Kétségtelen, hogy kitalálták közös félelmüket, mert ugyanoly ideges borzongás futott végig az arcukon.	Có lẽ họ đã đoán ra những nỗi khiếp sợ như nhau, bởi có cùng một cơn co giật thần kinh lướt qua trên khuôn mặt họ.
Egymással szemben ültek este tíz óráig, hétköznapi dolgokról beszélgettek, de a tekintetükből is megértették egymásnak azt a gondolatát és megfogadták, hogy siettetik azt a percet, amikor egyesülhetnek a vízbefúlt ellen.	Họ ngồi đó đối mặt nhau cho đến mười giờ, nói những chuyện tầm phào, thấu hiểu nhau, cả hai đồng loã trong ánh mắt là đẩy nhanh thời điểm họ kết hợp lại với nhau để chống kẻ chết trôi.
XVIII.	Chương 18
Azon a lázas éjszakán Thereset is meglátogatta Camille hazajáró lelke.	Và Thérèse cũng được bóng ma Camille viếng thăm, trong đêm lên cơn sốt đó.
Laurentnak az a tüzes ajánlata, hogy több mint egy évi közöny után találkát kért tőle, felkorbácsolta az idegeit.	Đề nghị cháy bỏng của Laurent về một cuộc hẹn hò sau hơn một năm hờ hững đã đột nhiên kích thích nàng.
Égni kezdett a teste, mikor egyedül maradt, lefeküdt és arra gondolt, hogy a házasságuknak nemsokára végbe kell mennie.	Thân xác đã bắt đầu nung nấu, khi một mình nằm đó, nàng ngẫm nghĩ đám cưới cần phải nhanh chóng tiến hành.
Ekkor, az álmatlanság izgalmainak közepette, őelőtte is megjelent a vízbefult ember; mint Laurent, úgy ő is vonaglott a vágyban és a félelemben, és mint Laurent, úgy ő is arra gondolt, hogy nem félne többé és nem érezne többé ilyen szenvedést, ha karjai között tartaná a kedvesét.	Thế rồi, giữa lúc bị giày vò vì mất ngủ, nàng thấy người chết trôi trổi dậy. Cũng như Laurent, nàng quặn thắt trong sự ham muốn và khiếp sợ, và cũng như hắn, nàng nhủ thầm rằng sẽ không còn sợ hãi nữa, sẽ không cảm thấy những đau đớn như vậy một khi nàng ôm người tình trong vòng tay.
Ugyanaz a borzadály borzongatta meg őket; sziveiket, mintha valami fájdalmas testvériség lett volna közöttük, ugyanazok az aggodalmak szorították össze.	Họ run lên cũng những nỗi run rẩy con tim họ bằng một thứ tình tương thân thống thiết đã siết chặt họ lại với nhau trong cùng những nỗi lo âu.
Ettől kezdve egy test és egy lélek voltak örömeikben és szenvedéseikben.	Từ đó họ có cùng một thể xác duy nhất và một tâm hồn duy nhất để hưởng thụ và để đau khổ.
Ez a közösség, ez a kölcsönös egymásbaolvadás lélektani és élettani tény, mely gyakran tapasztalható oly lényeknél, akiket a nagy idegizgalmak erőszakosan egymáshoz löknek.	Sự đồng nhất, sự liên thông lẫn nhau này là một sự kiện tâm lý và sinh lý thường xảy ra ở những người mà những chấn động thần kinh rộng lớn đã tác động mãnh liệt đến nhau.
De azon a napon, amikor a tények által hajtva eljutottak oda, hogy újból tüzes szavakat váltsanak egymással, a lánc erőszakosan megfeszült, s oly lökést kaptak, hogy érezniök kellett, hogy örökre egymáshoz vannak kötve.	Nhưng đến ngày mà các sự kiện thúc đẩy, họ đã đến với nhau để lần nữa trao cho nhau những lời lẽ nồng nàn, sợi xích căng ra mãnh liệt, họ đón nhận một chấn động như thế, đến nỗi họ mãi mãi cảm thấy bị buộc chặt vào nhau.
Therese már másnap munkához látott s egész csöndben dolgozott, hogy előkészítse a házasságát Laurent-al.	Kể từ hôm sau, Thérèse bắt tay vào việc, âm thầm tác động để đám cưới của mình với Laurent hình thành.
Ez nehéz, veszélyekkel teljes feladat volt.	Đó là công việc khó khăn, đầy hiểm hoạ.
A szerelmesek reszkettek, hogy valami oktalanságot követnek el, hogy gyanút keltenek, hogy nagyon hamar feltárják, hogy nekik érdekük volt Camille halála.	Đôi tình nhân lo sợ phạm phải sự bất cẩn, đánh thức những nghi ngờ, đột ngột bày ra cho thấy lợi ích họ có được từ cái chết của Camille.
Jól tudták, hogy házasságról nem beszélhetnek; nagyon okos tervet szőttek, amely abban állott, hogy maga Raquinné és csütörtöki vendégei maguk kínálják fel nekik azt, amit ők nem mertek kérni.	Hiểu rằng không thể đề cập đến đám cưới, họ quyết định một kế hoạch khôn khéo ở chỗ làm cho những gì họ không dám đòi hỏi được chính bà Raquin và những vị khách ngày thứ năm tự đề nghị.
Most már csak arról volt szó, hogy ezeket a derék embereket rávezessék arra az ötletre, hogy Thereset újból adják férjhez, s főként arról, hogy elhitessék velük, hogy ez az ötlet őtőlük maguktól származik és hogy az ő sajátjuk volt.	Vấn đề chỉ là đưa ra ý tưởng về sự tái giá của Thérèse cho những người chân chất này và làm cho họ tin rằng ý tưởng đó nảy sinh từ họ và là của riêng họ.
A komédia hosszú volt s nehéz volt végigjátszani.	Vở hài kịch kéo dài và khó đóng.
Ugy Therese, mint Laurent olyan szerepet vállalt, amely neki megfelelt; végtelen okossággal haladtak előre, kiszámítva a legkisebb mozdulatot, a legcsekélyebb szót.	Thérèse và Laurent mỗi người phải giữ vai phù hợp với mình, họ tiến tới với sự thận trọng cực kỳ, cân nhắc từng cử chỉ, từng lời nói nhỏ nhặt nhất.
Pedig majd megette őket a türelmetlenségük, amely miatt megfeszültek az idegeik.	Thực ra, họ bị giày vò bởi một sự sốt ruột làm họ tê cứng và căng thẳng những dây thần kinh.
Folytonos izgalomban éltek s egész gyávaságukra szükségük volt, hogy mosolygó és szelid ábrázatot ölthessenek.	Họ sống giữa một sự bứt rứt triền miên, phải thật hèn hạ để tự buộc mình ra vẻ tươi cười và thanh thản.
Hogy siettek befejezni a komédiát, ez azért volt, mert most már nem tudtak egymástól külön és egyedül élni.	Nếu họ không vội vã kết thúc chuyện đó, chỉ là vì họ không thể sống chia cách và cô đơn được nữa.
A vízbefult ember minden éjjel meglátogatta őket, az álmatlanságuk égő szénnel tele ágyba fektette és nyárson forgatta őket.	Cơn mất ngủ đặt họ nằm trên chiếc giường ủ than nóng rực và tra tấn họ với những chiếc kềm nung đỏ.
Az idegek megfeszülésének az az állapota, amelyben éltek, nem mult el, minden este lázban volt a vérük s kegyetlen látományokat tárt eléjük.	Tình trạng căng thẳng thần kinh mà họ trải qua còn kích động cơn sôi sục trong máu họ mỗi tối khi dựng lên trước họ những ảo giác kinh hoàng.
Végül égve hagyta a gyertyáját s nem akart elaludni, hogy mindig nyitva tarthassa a szemeit.	cuối cùng nàng để cây nến cháy sáng, vì không muốn ngủ nữa, để luôn luôn giữ đôi mắt mở to.
És mikor a fáradtság lenyomta szemhéjait, Camillet látta a sötétben, s hirtelen ismét kinyitotta a szemeit.	Và khi sự mệt mỏi làm sụp mí mắt, nàng thấy Camille trong bóng tối, giật nẩy người mở mắt trở lại.
Reggel fáradtan, összetörve kelt föl, mert csak nappal szendergett néhány órát.	Buổi sáng, nàng lê lết, kiệt quệ, chỉ ngủ được vài tiếng ban ngày.
Az ijedség remegése futott végig hirtelen a tagjaiban s nem tudott többé szabadulni tőle.	Một cơn rùng mình bất chợt vì khiếp sợ lay động tứ chi hắn, và không lìa bỏ hắn nữa.
Éjjel még jobban szenvedett, mint Therese; ebbe a nagy, tunya és gyáva testbe a félelem mélyen belevágott.	Ban đêm, hắn khốn khổ còn hơn Thérèse, nỗi sợ hãi trong cái cơ thể mềm nhão và hèn nhát này dẫn đến nỗi đau xót sâu xa.
Kegyetlen boszankodással látta mindennap az est elérkezését.	Hắn nhìn ngày trôi qua với nỗi lo sợ cuống cuồng.
Többször megesett vele, hogy nem akart hazamenni, egész éjszakákat a néptelen utcákon járkálva töltött el.	Đã nhiều phen hắn không muốn trở về nhà, suốt đêm bước đi giữa đường phố hoang vắng.
Mikor a fáradtság hazakergette, kétszer is megfordította a kulcsot az ajtó zárjában; itt is küzködött hajnalig, a láz borzasztó rohamaiban.	Khi sự mệt mỏi đẩy hắn trở về nhà, hắn tự giam mình trong đó kỹ càng, ở đó hắn giãy giụa cho đến bình minh, giữa cơn sốt ập tới ghê tởm.
És napról-napra növekedett a szerelmesek félelme, mindennap kínozták őket rémes álmaik és még jobban megbolondították őket.	Và từng ngày, nỗi khiếp sợ của đôi tình nhân càng lớn lên, từng ngày, những cơn ác mộng càng đè nặng họ, càng khiến họ hóa rồ thêm.
Most már semmi egyébre nem számítottak, mint arra, hogy majd a csókjaik megszüntetik az álmatlanságukat.	Họ chỉ còn trông cậy vào những nụ hôn để thanh toán cơn mất ngủ.
Voltak olyan okosak, hogy nem adtak egymásnak találkákat, úgy várták a házasságukat, mint a megváltás napját, amely után boldog éjszaka következik.	Vì thận trọng, họ không dám cho nhau những cuộc hẹn hò, họ chờ đợi ngày cưới như một ngày cứu rỗi theo sau nó là một đêm hạnh phúc.
Így tehát azzal a vággyal várták az egyesülésüket, hogy akkor majd nyugodtan fognak aludni.	Chính vì thế họ muốn lấy nhau bằng tất cả lòng mong mỏi để cảm thấy được một giấc ngủ bình yên.
A közönynek óráiban még haboztak, elfeledve azokat az önző és szenvedélyes okokat, amelyek mintha eltüntek volna, amikor már mindkettőjüket belehajszolták a gyilkosságba.	Trong những giờ phút dửng dưng, họ đã do dự, mỗi người quên đi những lý do ích kỷ và đam mê như đã tan biến sau khi thúc đẩy cả hai đến chỗ giết người.
A láz újból tüzelt bennük s a szenvedélyük és az önzésük mélyén újra rátaláltak azokra a régi okokra, amelyek arra bírták őket, hogy öljék meg Camillet, hogy azután élvezhessék azokat az örömöket, amelyeket szerintük, a törvényes házasság biztosítana részükre.	Cơn sốt một lần nữa thiêu đốt họ, họ nhận ra, trong tận cùng nỗi đam mê và lòng ích kỷ của mình, những lý do đầu tiên đã thuyết phục họ giết chết Camille, để sau đó hưởng thụ niềm vui mà theo họ được bảo đảm bằng một cuộc hôn nhân hợp pháp.
Különben valami határozatlan kétségbeesés bírta rá őket arra a végső elhatározásra, hogy nyiltan egyesüljenek.	Mặt khác, chính vì một sự tuyệt vọng mơ hồ mà họ đi đến quyết định sau cùng là lấy nhau công khai.
A lelkük mélyén mind a ketten féltek.	Trong thâm tâm họ có sự e sợ.
Reszkettek a vágyaiktól.	Ước muốn của họ run rẩy.
Valahogyan úgy hajolt az egyik a másik fölé, mint valami mély szakadék fölé, amelynek borzalma vonzotta őket; kölcsönösen előre hajoltak, a lényük fölé, egymásba kapaszkodva, némán, míg az égő vágy okozta szédülésük el nem zsibbasztotta tagjaikat s a zuhanás őrült érzését fel nem ébresztette bennük.	Như thể họ ghé vào nhau, như trên một vực thẳm mà nỗi khiếp sợ níu kéo họ lại, họ chịu khuất phục lẫn nhau, vượt lên bản thân, bám víu, câm lặng, trong khi nỗi bàng hoàng, một khoái cảm ác nghiệt làm đờ đẫn tay chân, khiến họ trở nên điên rồ trong sự sa ngã.
De a jelen pillanattal szemben, aggódó várakozásukban parancsoló szükségességét érezték annak, hogy elvakuljanak, hogy a szerelmi boldogsággal és szelid örömökkel teli jövőről ábrándozzanak.	Nhưng đối diện với thời điểm hiện tại, với sự chờ đợi trong lo âu và những thèm khát trong sợ hãi, họ cảm thấy sự cần thiết không cưỡng được để mù quáng, để mơ tưởng về một tương lai hạnh phúc yêu đương và lạc thú yên tĩnh.
Minél inkább reszketett egyikük a másik előtt, annál jobban érezték annak az örvénynek a borzalmát, amelynek a mélyébe akartak ugrani, s annál jobban törekedtek önmaguknak boldogságot igérni s annál inkább igyekeztek maguk előtt kifejteni azokat a leküzdhetetlen tényeket, amelyek végzetszerűen a házasság felé sodorták őket.	Càng run rẩy khi đối diện với nhau, họ càng khiếp sợ cái vực thẳm mà họ sắp lao xuống đáy, và càng tự mình tìm kiếm những lời hứa hẹn hạnh phúc, tự bày ra trước họ những sự kiện không cưỡng được sẽ tất yếu đưa họ đến với cuộc hôn nhân.
