Tác giả : Jane Austen	Jane Austen	2.02727
Anh có thể đếm các khu hoa viên ở mọi phía, và cho biết có bao nhiêu cây cối trong đám tán lá xa nhất.	A szél­ró­zsa min­den irá­nyá­ban fel­so­rol­ta a szán­tó­föl­de­ket, s azt is meg tud­ta mon­da­ni, hány fá­ból áll a leg­tá­vo­lab­bi fa­cso­port.	0.133019
Nhưng về mọi vẻ mà khu hoa viên của anh, hoặc cả vùng, hoặc cả vương quốc, có thể phô trương, không có gì sánh được với toàn cảnh của dinh thự Rosings, được nhìn thấy qua một khoảng tán lá bao bọc khu vườn gần đối diện với mặt tiền toà Tư dinh Giáo xứ.	De mind­azon ki­lá­tá­sok kö­zül, ame­lyek­kel az ő kert­je, a kör­nyék vagy akár az egész or­szág di­cse­ked­he­tik, egy sem ha­son­lít­ha­tó össze Rosings lát­vá­nyá­val, amely a par­kot sze­gé­lye­ző fák közt, majd­nem a pap­lak hom­lok­za­tá­val szem­ben buk­kant elő.	0.286121
Đây là một ngôi dinh thự tráng lệ, hiện đại, toạ lạc trên một vùng đất nhỏ cao.	Szép, új stí­lu­sú épü­let volt, ki­es fek­vé­sű hegy­ol­dal­ban.	0.236842
Từ hoa viên của mình, anh Collins muốn dẫn họ đi đến hai đồng cỏ của anh, nhưng các phụ nữ không mang giày thích hợp nên quay lại.	A kert után Collins a két rét­jén is vé­gig akar­ta ve­zet­ni a tár­sa­sá­got, de a höl­gyek vissza­for­dul­tak, mert fél­tek, hogy ci­pő­jük át­ned­ve­se­dik az itt-ott meg­ma­radt dér­től.	0.278254
Trong khi Ngài William đi theo anh, Charlotte dẫn em gái và cô bạn trở về, có lẽ rất vui được cơ hội giới thiệu ngôi tư dinh mà không cần anh chồng phụ hoạ. ~~~ Tư dinh khá nhỏ, nhưng được xây cất hoàn chỉnh và tiện nghi.	A tisz­te­le­test csak Sir William kí­sér­te el út­já­ra, míg Char­lotte hú­gát és ba­rát­nő­jét ka­la­u­zol­ta vé­gig a há­zon, s nyil­ván na­gyon örült, hogy fér­je se­gít­sé­ge nél­kül mu­tat­hat­ja meg ne­kik.	-0.00323276
Mọi thứ đều được sắp xếp trang bị một cách ngăn nắp và nhất quán mà Elizabeth cho rằng do công của Charlotte.	A ház elég ki­csi volt, de ké­nyel­mes, jól épí­tett; min­den csi­no­san, gon­do­san volt fel­sze­rel­ve és el­ren­dez­ve, s Elizabeth eb­ben Char­lotte ke­ze nyo­mát lát­ta.	0.27376
Khi có thể quên được anh Collins, rõ ràng có không khí thoải mái bao trùm, và theo dáng vẻ vui tươi của Charlotte, Elizabeth đoán anh hẳn thường bị bỏ quên.	Ha Col­lins­ról meg le­he­tett fe­led­kez­ni, a ház­ban iga­zán ba­rát­sá­gos lég­kör ural­ko­dott, s Elizabeth azt kö­vet­kez­tet­te ba­rát­nő­je jó ke­dé­lyé­ből, hogy Col­lins­ról elég gyak­ran el­fe­led­ke­zik.	0.281442
Cô đã nghe nói Phu nhân Catherine vẫn còn lưu lại trong vùng.	Azt már meg­tud­ta, hogy La­dy Cathe­rine még a bir­to­kán tar­tóz­ko­dik.	0.217742
Họ nói thêm về việc này tại bàn ăn, khi anh Collins góp ý nhận xét:	Va­cso­ra alatt er­ről be­szél­get­tek, és Collins is nyi­lat­ko­zott:	0.612207
		0.3
- Vâng, cô Elizabeth, cô sẽ có vinh dự được gặp Phu nhân Catherine de Bourgh vào ngày chủ nhật tới tại nhà thờ, tôi không cần nói rằng cô sẽ rất vui với cơ hội này.	– Igen, Miss Elizabeth, jö­vő va­sár­nap ab­ban a sze­ren­csé­ben ré­sze­sül, hogy a temp­lom­ban lát­hat­ja majd La­dy Cathe­rine de Bourghot – nem kell mon­da­nom, hogy el lesz tő­le ra­gad­tat­va.	0.453754
Bà có đầy nhã nhặn và hoà đồng với kẻ dưới, và tôi tin chắc cô sẽ có hân hạnh được bà để ý đến một chút khi buổi lễ kết thúc.	La­dy Cathe­rine csu­pa nyá­jas­ság és le­eresz­ke­dés, s szá­mom­ra nem két­sé­ges, hogy az is­ten­tisz­te­let után ke­gye­det is fi­gyel­mé­re fog­ja mél­tat­ni.	0.235135
Tôi tin chắc trong thời gian cô lưu lại đây, Phu nhân sẽ mời cô và em Maria của tôi đến dự mỗi buổi họp mặt được tổ chức cho chúng tôi.	Ta­lán nem túl­zok, ha ki­je­len­tem, hogy it­te­ni tar­tóz­ko­dá­suk alatt bi­zo­nyá­ra önt és Maria só­gor­nő­met is be­le fog­ja fog­lal­ni a ne­künk kül­dött meg­tisz­te­lő meg­hí­vá­sok­ba.	0.286074
Thái độ của bà đối với Charlotte yêu dấu của tôi thật là thu hút.	Vi­sel­ke­dé­se az én drá­ga Char­lotte-om irá­nyá­ban el­ra­ga­dó.	0.27973
Chúng tôi đến dùng bữa tối tại nhà bà hai lần mỗi tuần, và không bao giờ được phép đi bộ về.	He­ten­ként két­szer va­cso­rá­zunk Ro­sings­ban, s ő so­ha­sem en­ge­di, hogy gya­log jöj­jünk ha­za.	0.280189
Cỗ xe của Phu nhân thường được gọi cho chúng tôi dùng. ~~~ Tôi phải nói, một trong những cỗ xe, vì Phu nhân có vài cỗ.	Min­dig ren­del­ke­zé­sünk­re bo­csát­ja a hin­tó­ját… job­ban mond­va az egyi­ket, mert ő­la­dy­sé­gé­nek több hin­tó­ja van.	-0.0252
Charlotte thêm: ~~~  ~~~ - Phu nhân quả thật là người rất đáng kính, biết phải trái, và là người láng giềng ân cần nhất.	– La­dy Cathe­rine va­ló­ban tisz­te­let­re mél­tó, okos asszony – tet­te hoz­zá Char­lotte –, amel­lett a leg­fi­gyel­me­sebb szom­széd.	-0.136364
- Đúng thế, em yêu, đây đúng là điều anh nói.	– Na­gyon igaz, drá­gám, én is csak ezt mon­dom.	0.293878
Bà là mẫu người phụ nữ mà người ta tôn kính thế nào cũng không đủ.	Olyan asszony, aki­re nem le­het elég hó­do­lat­tal fel­te­kin­te­ni.	0.287838
Trong buổi tối, họ ngồi với nhau chủ yếu nói về các tin tức tại Hertfordshire và kể lại những gì họ đã trao đổi qua thư từ.	Az es­te fő­leg az­zal telt el, hogy meg­tár­gyal­ták a hert­ford­shire-i ese­mé­nye­ket, és szó­ban is el­is­mé­tel­ték elő­ző le­ve­le­ik tar­tal­mát.	0.229927
Khi họ chấm dứt, Elizabeth ngồi một mình trong căn phòng dành cho cô, trầm tư về dáng vẻ mãn nguyện của Charlotte, để hiểu thêm sự khôn khéo trong việc dẫn dắt và chịu đựng anh chồng, để nhìn nhận rằng bà bạn đã cư xử tốt trong mọi việc.	Mi­u­tán ki­be­szél­ték ma­gu­kat, Elizabeth szo­bá­ja ma­gá­nyá­ban el­tű­nő­dött, va­ló­ban elé­ge­dett-e ba­rát­nő­je. ~~~ Lát­ta, hogy mi­lyen ügye­sen kor­má­nyoz­za s mi­lyen nyu­ga­lom­mal vi­se­li el fér­jét, és el kel­lett is­mer­nie, hogy na­gyon jól in­té­zi a dol­gát.	0.0208231
Trước đây, cô đã tiên liệu chuyến đi này sẽ như thế nào, với những lề thói hàng ngày, những lời lẽ chen vào gây bực mình của anh Collins, và những hồ hởi của họ trong mối quan hệ với Rosings.	Az­tán el­kép­zel­te, ho­gyan fog el­tel­ni a lá­to­ga­tás ide­je, mi­lyen csen­des me­der­ben foly­nak majd nap­ja­ik, gon­dolt Collins bosszan­tó al­kal­mat­lan­ko­dá­sá­ra, meg ar­ra, hogy mennyit mu­lat majd a rosingsi össze­jö­ve­te­le­ken.	0.226066
Một trí tưởng tượng phong phú chẳng bao lâu đã phân định tất cả.	Élénk kép­ze­lő­e­re­je csak­ha­mar meg­je­le­ní­tet­te előt­te az el­kö­vet­ke­ző he­te­ket.	0.144
Giữa ngày kế, khi cô đang chuẩn bị ra ngoài đi dạo, một tiếng động thình lình dường như làm cả ngôi nhà rối loạn.	Más­nap dél­fe­lé ép­pen szo­bá­já­ban volt, és sé­tá­ra ké­szü­lő­dött, ami­kor hir­te­len lár­ma hal­lat­szott a föld­szint­ről, mint­ha fel­for­dult vol­na az egész ház.	0.137008
Sau một lúc nghe ngóng, cô nghe tiếng chân một người chạy hối hả lên các bậc cầu thang và lớn tiếng gọi cô.	Hall­ga­tó­zott egy pil­la­na­tig – va­la­ki lé­lek­sza­kad­va ro­hant fel a lép­csőn, az ő ne­vét ki­ál­toz­va.	0.277119
Cô mở cánh cửa, gặp Maria ở bậc cầu thang, hổn hển thốt lên:	Ki­nyi­tot­ta az aj­tót, s a lép­cső vé­gén Mariát lát­ta ma­ga előtt, aki az iz­ga­lom­tól el­fúl­va így ki­ál­tott:	0.0391304
		0.3
- Này, Eliza! ~~~ Xin chị gấp đi đến phòng ăn, vì có một chuyện chị cần xem!	– Ó, drá­ga Eli­za, si­ess, gye­re le az ebéd­lő­be… ilyet még so­sem lát­tál!	-0.01125
Em sẽ không nói là chuyện gì.	Hogy mit, azt nem mon­dom meg.	0.244444
Nhanh lên, xin chị xuống ngay.	Si­ess, gye­re le rög­tön.	0.27931
Elizabeth hỏi nhưng không có câu trả lời; Maria không chịu nói gì thêm.	Elizabeth hi­á­ba fag­gat­ta, Maria nem mon­dott töb­bet.	0.975
Họ chạy xuống phòng ăn nhìn ra ngoài đường. ~~~ Có hai phụ nữ đi đến bằng cỗ xe ngựa bốn bánh, dừng trước cổng vườn, Elizabeth thốt lên: ~~~ 	Le­sza­lad­tak hát az ebéd­lő­be, mely az út­ra né­zett, hogy meg­bá­mul­ják a cso­dát: a két höl­gyet, akik ala­csony ko­csi­ju­kon a kert­aj­tó előtt áll­tak meg.	-0.114379
- Chỉ có thế à?	– Ennyi az egész?	0.3
Chị ngỡ ít nhất có mấy con lợn chạy vào trong vườn, nhưng ở đây chỉ có Phu nhân Catherine và cô con gái!	– ki­ál­tot­ta Elizabeth. ~~~ – Azt hit­tem, leg­alább­is a disz­nók sza­ba­dul­tak ki a kert­be, de itt nem lá­tok mást, csak La­dy Cathe­rine-t és a le­á­nyát!	-0.0294643
Maria khá bất ngờ với sự nhầm lẫn:	– Ho­vá gon­dolsz, drá­gám?	0.227273
 ~~~ - Không phải, chị ạ. Đấy là bà Jenkinson, ngụ cùng với họ.	– mond­ta Maria, aki egé­szen meg­üt­kö­zött a té­ve­dé­sen.	-0.00441176
Người kia là cô De Bourgh.	– Hi­szen ez nem La­dy Cathe­rine.	0.211111
	Az öreg hölgy Mrs. Jenkinson, aki ná­luk la­kik, a má­sik pe­dig Miss de Bourgh.	-0.3
Nhìn mà xem. ~~~ Cô ta khá nhỏ người.	Nézd csak meg jól, mi­lyen ap­ró te­rem­tés.	-0.0355263
Ai có thể nghĩ cô gầy và nhỏ như thế.	Ki hit­te vol­na ró­la, hogy ilyen so­vány és ala­csony!	0.192857
- Cô ấy quả là khiếm nhã khi bắt Charlotte phải ra ngoài trong gió như thế này.	– Ször­nyű ud­va­ri­at­lan­ság tő­le, hogy Char­lotte-ot kint tar­tóz­tat­ja eb­ben a szél­ben.	0.208537
Tại sao cô ấy không vào nhà?	Mi­ért nem jön be?	0.110526
- À! ~~~ Charlotte bảo cô ấy ít khi chịu vào nhà.	– Ó, Char­lotte sze­rint ezt csak na­gyon rit­kán te­szi meg.	-0.0397959
Nếu cô De Bourgh chịu thì đấy là ân huệ lớn nhất. ~~~ Elizabeth nói: ~~~ 	A leg­na­gyobb kegy­nek szá­mít, ha Miss de Bourgh egy­szer-egy­szer be­jön.	-0.0483766
- Chị thích vóc dáng cô ấy. ~~~ Thình lình Elizabeth có một ý nghĩ mới.	– Örü­lök, hogy ilyen – mond­ta Elizabeth, aki­nek más ju­tott az eszé­be.	-0.010274
“Cô trông yếu đuối và cáu gắt.	– Be­te­ges­nek és kel­le­met­len­nek lát­szik.	0.157895
Đúng vậy, cô sẽ xứng với anh ấy.	Iga­zán jól il­lik hoz­zá.	0.21
Cô sẽ là một người vợ rất hợp với anh”.	Ép­pen ne­ki va­ló fe­le­ség.	0.171429
Anh Collins và Charlotte đang đứng bên cánh cổng nói chuyện với hai phụ nữ. ~~~ Ngài William đang đứng kế khung cửa khiến Elizabeth bị phân tâm, nghiêm chỉnh nhìn cảnh tượng trước mắt, luôn luôn cúi mình chào mỗi khi cô De Bourgh nhìn về phía ông.	Collins és Char­lotte a kert­aj­tó­nál áll­do­gál­tak, és be­szél­get­tek a höl­gyek­kel; Sir William pe­dig, Elizabeth nagy mu­lat­sá­gá­ra, a ház be­já­ra­tá­nál he­lyez­ke­dett el, on­nan szem­lél­te ko­moly kép­pel a meg­je­lent elő­ke­lő­sé­ge­ket, s va­la­hány­szor Miss de Bourgh ar­ra­fe­lé pil­lan­tott, min­dig szer­tar­tá­so­san meg­haj­tot­ta ma­gát.	0.0115106
Cuối cùng, họ không còn gì để nói. ~~~ Hai phụ nữ đánh xe đi, những người kia đi vào nhà.	Vé­gül nem volt már mit mondaniok, mi­re a höl­gyek el­haj­tot­tak, a töb­bi­ek meg vissza­men­tek a ház­ba.	-0.0234375
Vừa khi thấy hai cô, anh Collins đã vội chúc mừng cả hai, và Charlotte giải thích rằng mọi người được mời đến ăn tối tại Rosings ngày kế. ~~~ Chú thích: ~~~ 	Mi­helyt Collins meg­lát­ta a két lányt, rög­tön gra­tu­lál­ni kez­dett ne­kik sze­ren­csé­jük­höz.	-0.052381
 ~~~  ~~~ (1) Chính là Charlotte, vì đã kết hôn với anh Collins nên được gọi bằng “bà” và theo họ của chồng. ~~~ Chương 6	A ma­gya­rá­za­tot Char­lotte ad­ta meg: más­nap va­la­mennyi­en Rosingsba hi­va­ta­lo­sak va­cso­rá­ra.	-0.152679
 ~~~ 	6.	0
	FEJEZET	-0.6
		0.3
		0.3
Sự đắc thắng của anh Collins sau khi họ nhận được lời mời như thế là trọn vẹn.	Az a meg­hí­vás be­te­tőz­te Collins di­a­da­lát.	0.549624
Cơ hội được trình bày cho những người khách, đang ngạc nhiên, thấy quyền thế của vị Phu nhân bảo trợ của anh, và thấy thái độ lịch sự của bà đối với anh và cô vợ của anh, là đúng theo những gì anh đã mong muốn.	Leg­főbb vá­gya ép­pen az volt, hogy ámu­ló ven­dé­gei előtt fel­tár­has­sa párt­fo­gó­ja nagy­sá­gát, és be­mu­tas­sa ne­kik, mi­lyen ud­va­ri­a­san bá­nik La­dy Cathe­rine ve­le és fe­le­sé­gé­vel.	0.288053
Cơ hội như thế lại đến khá nhanh, chứng tỏ tính hòa đồng của Phu nhân với kẻ dưới mà anh không biết phải ngưỡng mộ thế nào cho xứng. ~~~ Anh nói:	S hogy er­re ily ha­mar al­ka­lom nyíl­jék, ez olyan bi­zo­nyí­té­ka volt La­dy Cathe­rine le­eresz­ke­dé­sé­nek, amit nem győ­zött ma­gasz­tal­ni.	-0.00188679
 ~~~ - Tôi phải thú thật đáng lẽ tôi không nên lấy làm ngạc nhiên về việc Phu nhân mời chúng ta đến vào chủ nhật này để dùng trà và bữa tối tại Rosings.	– Meg­val­lom – mond­ta –, egy csep­pet sem le­pőd­tem vol­na meg, ha őladysége va­sár­nap meg­hív ben­nün­ket te­á­ra, az­zal, hogy Ro­sings­ban tölt­sük az es­tét is.	-0.0145455
Theo những gì tôi biết về lòng ân cần của Phu nhân, việc này sẽ xảy ra.	Fé­lig-med­dig szá­mí­tot­tam er­re, is­mer­ve nyá­jas­sá­gát.	0.292105
Nhưng ai lại có thể tiên liệu lòng ân cần đến thế?	De ki gon­dolt vol­na ilyen fi­gyel­mes­ség­re?	0.252
Ai lại có thể tưởng tượng rằng chúng ta sẽ nhận được lời mời ăn tối (lại là lời mời cho tất cả mọi người) ngay khi các vị vừa đến! ~~~ Ngài William đáp:	Ki kép­zel­het­te vol­na, hogy rög­tön meg­ér­ke­zé­sük után va­cso­rá­ra hív meg ben­nün­ket, s hogy meg­hí­vá­sa az egész tár­sa­ság­ra ki­ter­jed!	-0.00352941
 ~~~ - Tôi ít ngạc nhiên hơn về chuyện đã xảy ra, do hoàn cảnh của cuộc đời tôi đã giúp tôi hiểu biết về tư cách thật sự của giới thượng lưu.	– En­gem ke­vés­bé lep meg, ami tör­tént – fe­lel­te Sir William –, mert tár­sa­dal­mi ál­lá­som foly­tán köz­vet­le­nül meg­is­mer­ked­het­tem az elő­ke­lő vi­lág mo­do­rá­val.	-0.043949
Nói về triều đình, những trường hợp gia giáo nho nhã như thế thì không hiếm.	Az ud­va­ri kö­rök­ben a fi­nom jól­ne­velt­ség­nek ilyen meg­nyil­vá­nu­lá­sai nem ki­vé­te­le­sek.	0.187059
Cả ngày hôm ấy và sáng hôm sau, hầu như họ không nói đến chuyện gì khác ngoại trừ chuyến thăm viếng Rosings sắp đến.	Az­nap és más­nap dél­előtt alig volt szó egyéb­ről, mint a rosingsi lá­to­ga­tás­ról.	0.185106
Anh Collins cẩn thận chỉ dẫn ba người khách về những gì họ sẽ gặp, để khung cảnh của những gian phòng như thế, nhiều gia nhân như thế, và buổi ăn tối huy hoàng như thế không làm họ choáng ngợp.	Collins gon­do­san ki­ta­ní­tot­ta őket, mi vár ott re­á­juk, ne­hogy tel­je­sen el­ká­bul­ja­nak a pom­pás ter­mek lát­vá­nyá­tól, a szol­gák ha­dá­tól és a nagy­sze­rű va­cso­rá­tól.	0.426129
Anh nói riêng vói Elizabeth:	Ami­kor a höl­gyek öl­töz­köd­ni men­tek, Collins így szólt Eli­zá­hoz:	-0.246429
